f_id,i_id,ic.eps.ratio,ela_meta.lin_simple.intercept,ic.eps.s,ela_distr.skewness,pca.expl_var_PC1.cov_init,pca.expl_var.cov_init,ela_meta.lin_simple.coef.max,ic.eps.max,ela_meta.lin_simple.coef.min,disp.ratio_mean_25
14,1,-0.7722836015339577,-0.3187006808336982,-0.8259988768059586,-0.2972987101258987,-1.4901126181298996,1.6945529634057128,-0.3594227844743415,-0.3694496725334537,-0.2543798896136859,-1.607999680930304
15,1,0.9626532797820468,-0.3025183859280936,1.2037181176743366,0.4466498334124674,0.6997709232301093,-0.7091399635591878,-0.3100814205529108,-0.3649343026317062,-0.2320399596593975,-1.1146321064327356
16,1,-1.4731739972690456,-0.3187006790638468,-1.4298977767213723,-0.3593613704446571,-1.652395413321183,1.4275086135387989,-0.3594227922848242,-0.3694496875999234,-0.2543799077098956,0.9649276699985564
17,1,1.4222422492024422,0.0040845342861504,1.3882505398249765,-0.0985939416488145,0.6997709232301093,-0.7091399635591878,-0.2130848148449767,0.1055756871394265,-0.05254138861169,0.8413282776400842
18,1,1.5084151809687665,0.3335090856404609,1.3994224739645642,-0.2435335576541047,0.6997709232301093,-0.7091399635591878,0.0922738520701516,0.8248607000926151,-0.1284920552720641,-0.1072970587111895
19,1,-0.2380286419517319,-0.3186999757219753,-0.2109280427509572,-0.1786682653426909,0.6984363607696548,-0.7091399635591878,-0.3594207954839495,-0.3694486618706548,-0.2543795706183427,-0.242226395369187
20,1,1.606095054339585,1.0214474192598972,1.5448251967912985,-0.1617175545599786,0.6997709232301093,-0.7091399635591878,1.441024642762398,1.80514072980932,0.3327996358536547,0.7321488143901013
21,1,1.4538504690960845,0.2485998726163397,1.4162083050092942,-0.1680280760489116,0.6997709232301093,-0.7091399635591878,1.213185297750691,0.2717042134218347,0.0435016504723507,0.4056404195764702
22,1,0.431267881697201,-0.3183640953149131,0.7172641754013385,0.1646817507903454,0.6997709232301093,-0.7091399635591878,-0.3579029956048927,-0.369433385218652,-0.2541334972904702,-0.2947561371215387
23,1,-0.3126946321135619,-0.3187001762260552,-0.3339589674631669,-0.2212228898438633,0.6914966359752905,-0.7091399635591878,-0.3594221679114741,-0.3694491738967783,-0.2543792766772458,-0.7984236609823118
24,1,-0.6861106697676335,-0.318700539339582,-0.4905056945941397,-0.0329988611380003,0.5444278528331898,-0.7091399635591878,-0.359422713377261,-0.3694496681772061,-0.2543797576325945,-1.1537719140129188
25,1,-0.6229229255953238,-0.3187005454880027,-0.6135366193063494,-0.1249767049582314,-0.0438472797352126,1.1604642636718838,-0.3594227866962659,-0.3694496469438399,-0.2543798866588854,0.193461462694427
26,1,-0.5252717478394793,-0.3187005001291386,-0.4234182300859155,-0.0449575753298559,0.6131578195466036,-0.7091399635591878,-0.3594226940485888,-0.3694496100360001,-0.2543797589253198,0.1543216551142439
27,1,-0.2609851339307726,-0.3186999691840216,-0.2277138737956877,-0.0859667659970039,0.6979025357854727,-0.7091399635591878,-0.3594220243620201,-0.3694490102034263,-0.2543724490565388,0.3613506373146847
28,1,-0.3069555091188017,-0.3186998705799752,-0.2892153712341181,5.207352626450746,0.6993705544919729,-0.7091399635591878,-0.3594222422015023,-0.3694491242809892,-0.2543750494041438,0.992737533279212
29,1,1.1924477644922449,-0.2354274714506434,1.1869602164649549,-0.0734438458022505,0.6997709232301093,-0.7091399635591878,-0.2356008875764342,-0.2870442161690866,-0.1361826478268229,1.3192459280928428
30,1,1.0000149704779355,-0.3025603086657267,1.0415854234735695,0.0005591306865298,0.6997709232301093,-0.7091399635591878,-0.3222579338496059,-0.3537736850130009,-0.0394542735332614,0.682709057446711
