f_id,i_id,ic.eps.ratio,ic.eps.s,ic.eps.max,ela_meta.lin_simple.intercept,pca.expl_var.cov_init,disp.ratio_mean_10,disp.diff_median_25,nbc.nb_fitness.cor,ela_level.qda_mda_25,disp.diff_median_05
11,1,-0.4797137184985856,-0.5447694891344832,-0.3870912936589882,-0.3303098235302689,-0.6548570506842823,1.1410213010923116,1.2079024462732435,-1.898411732444028,0.8240778626773378,1.1042210602795297
13,1,-1.187054889098021,-1.2248870324187209,-0.3870915888676785,-0.330310186866583,1.5470030867191007,-1.4104103538354114,-1.2498833002075052,0.0681056634556169,-0.1100788798197953,-1.4456414364247536
14,1,-0.841878050921785,-0.8986383148556354,-0.3870915746510001,-0.3303101611137607,1.8221977608425264,-1.6129585137926268,-1.601212819571949,-0.328765194220275,-0.7899764187199644,-1.5626590361583443
15,1,0.867046911093874,1.1085701852073968,-0.3825659709526801,-0.3140984669045534,-0.6548570506842823,-1.2807795314627943,-1.1059127084001954,1.3155733312627034,-0.2653034212422513,-1.346836610181616
16,1,-1.5322599926556997,-1.4958402934493562,-0.387091589751617,-0.3303101593406939,1.5470030867191007,0.9074157566083236,0.9927443001046318,-1.7297044577391074,0.8363693987628275,0.8666662794393399
17,1,1.3197452602775124,1.2910562398077443,0.0890103995636501,-0.0069385235740316,-0.6548570506842823,0.7237720915804476,0.8827305612741818,0.5422697218773748,0.3141547085022111,0.6402745081948698
18,1,1.4046262007494448,1.3021042830709717,0.8099256259125107,0.3230845122632235,-0.6548570506842823,0.1728410964968227,-0.1147861838443294,-0.3963967448729091,0.1385613358523746,0.3188052745950632
19,1,-0.3156331792246706,-0.2903882929986877,-0.3870905616975987,-0.3303094547210209,-0.6548570506842823,-0.1768920596959695,-0.2362376715417716,0.4530852594782978,1.0439207652349347,-0.1440642007802658
20,1,1.5008415591798336,1.4458945661418674,1.7924273975078524,1.012272662923319,-0.6548570506842823,0.9033647934091782,0.759376926210816,0.3910277377256071,1.588962593940028,0.9558749458666704
21,1,1.3508795779364648,1.3187039680739692,0.2555154455066541,0.2380210398001956,-0.6548570506842823,0.6630076435932837,0.4299531823938074,0.7477655873219143,-3.62967244121313,0.7782760216927211
22,1,0.3436285775410129,0.6275107614183469,-0.387075250422043,-0.3299729641007524,-0.6548570506842823,0.0114777290642409,-0.2933766865338326,1.1524400854577257,1.6627118104529597,0.1565822565157305
23,1,-0.3891797017381464,-0.4120548694349721,-0.3870910748841966,-0.330309655589368,-0.6548570506842823,-0.5624087241478689,-0.8326872661720568,0.0524983825357776,0.22986988963029,-0.4878976177068814
24,1,-0.7569971104498529,-0.5668655756609366,-0.3870915702848794,-0.330310019362584,-0.6548570506842823,-1.1842315752165204,-1.1870917165724817,1.0981862041649535,-1.2236920491650618,-1.1904802678005464
25,1,-0.694756740513391,-0.6885321520972211,-0.3870915490033891,-0.3303100255221749,1.2718084125956748,0.2693890527430951,0.1743775127832481,0.2498190055937353,-1.0783007366109962,0.2754995820988486
26,1,-0.5985696474644449,-0.5005220758652601,-0.3870915120119,-0.3303099800809048,-0.6548570506842823,-0.0546880031884496,0.1506027427651561,0.6719587942826991,-0.1455487410950624,-0.3960725877769644
27,1,-0.3382454843786985,-0.3069879780016858,-0.3870909108198442,-0.3303094481711893,-0.6548570506842823,0.110726327443276,0.3748613586844615,0.493961471411208,0.4107310634596217,-0.0271441316148432
28,1,-0.3835266254496394,-0.367807456165749,-0.3870910251559565,-0.3303093493880033,-0.6548570506842823,1.2510724680023986,1.0482298144452689,1.83693083437064,-0.4865510707810451,1.3940903897929915
29,1,1.0933960856856932,1.0919981203125568,-0.3044993515996835,-0.2468856645134785,-0.6548570506842823,1.2814546919959804,1.368180118439834,0.5292636544441762,-0.2916424271397263,1.2472750812544176
30,1,0.9038484377320544,0.9482354573498188,-0.3713800585092274,-0.3141404658056292,-0.6548570506842823,0.5799628980108256,0.7097967713395498,0.9324517448733358,-0.9455521468877192,0.5229452346890915
