f_id,i_id,ela_meta.lin_w_interact.adj_r2,pca.expl_var.cov_init,pca.expl_var_PC1.cov_init,ela_level.qda_mda_25,nbc.nb_fitness.cor,ic.eps.s,ic.eps.max,ela_level.lda_mda_10,disp.diff_median_25,ela_distr.number_of_peaks
20,1,0.4486441720094674,-0.7091399635591878,0.6997023938838479,1.608301951479467,0.4449321586199767,1.4466946302942458,1.7924274083294316,-0.7718746817453409,0.6762153056261958,0.8670648319357529
21,1,1.1789474353802354,-0.7091399635591878,0.6997023938838479,-3.648369692918339,0.7891660207803856,1.3218214210575503,0.2555154773560332,-0.9659417814292782,0.3579140452155703,0.7744501721709763
22,1,-0.307209059759112,-0.7091399635591878,0.6997023938838479,1.682588697463554,1.1796563081685996,0.6432216249341429,-0.387075209780834,-1.0796376580117872,-0.340993708987522,3.7844266145262138
23,1,0.2262284214695475,-0.7091399635591878,0.691428372810496,0.2393033469155707,0.1182685665073384,-0.3774033151854503,-0.3870910342427712,0.7443970516438031,-0.8620953007021401,-0.4295404047711187
24,1,1.02319089726281,-0.7091399635591878,0.5443643208293054,-1.2248530417898482,1.1273040749650374,-0.5293933993921117,-0.3870915296434471,-0.1720309190859003,-1.2045338327596642,-0.1980037553591773
25,1,0.878080179311139,1.1604642636718838,-0.0438918870954561,-1.0784020282783613,0.3086729215148147,-0.6488432336348134,-0.3870915083619571,-0.7718746817453409,0.1109674929581845,-0.1516964254767891
26,1,0.1153481098969952,-0.7091399635591878,0.6130920765192448,-0.1388515647843798,0.7160163250712988,-0.4642586657142525,-0.3870914713704685,0.7100922612956297,0.0879954412929131,0.0335328940527639
27,1,0.6004699457579993,-0.7091399635591878,0.6978340665447038,0.4214827477813085,0.5442579709308445,-0.2742507227996983,-0.387090870178421,0.5650320049662253,0.3046823117593878,0.3113768733470936
28,1,-1.2884261153442815,-0.7091399635591878,0.6993020380254599,-0.4823393283584213,1.840155031188884,-0.3339620814835642,-0.3870909845145318,0.0308574124018535,0.9553155226686834,-0.3832330748887305
29,1,0.8602279578024122,-0.7091399635591878,0.6997023938838479,-0.286010071114762,0.5783227802071352,1.099246111304067,-0.3044993120882657,-0.8061794720935122,1.2644631993061155,-0.1980037553591773
30,1,0.8127312216782763,-0.7091399635591878,0.6997023938838479,-0.9446858855070036,0.9673787598363472,0.958102777085392,-0.3713800180827578,-0.2514220053202359,0.6283091480310576,0.4039915331118701
