f_id,i_id,ic.eps.max,disp.diff_median_25,ic.eps.s,pca.expl_var_PC1.cov_init,pca.expl_var.cov_init,disp.diff_mean_10,ela_distr.skewness,disp.ratio_mean_10,ic.eps.ratio,ela_level.qda_mda_25
15,1,-0.3649343026317062,-1.1006498910563625,1.2037181176743366,0.6997709232301093,-0.7091399635591878,-1.276969509715375,0.4466498334124674,-1.2767876671937357,0.9626532797820468,-0.2855211312095894
16,1,-0.3694496875999234,0.9648201231715556,-1.4298977767213723,-1.652395413321183,1.4275086135387989,0.8940703965102097,-0.3593613704446571,0.8936197418216882,-1.4731739972690456,0.8042507953492506
17,1,0.1055756871394265,0.8565460803972748,1.3882505398249765,0.6997709232301093,-0.7091399635591878,0.7116625239908898,-0.0985939416488145,0.7114689194667987,1.4222422492024422,0.287677363792669
18,1,0.8248607000926151,-0.1251964899145803,1.3994224739645642,0.6997709232301093,-0.7091399635591878,0.1647825684585171,-0.2435335576541047,0.1650164524021328,1.5084151809687665,0.1139808501556216
19,1,-0.3694486618706548,-0.2447274113590317,-0.2109280427509572,0.6984363607696548,-0.7091399635591878,-0.1818111585618957,-0.1786682653426909,-0.1818737166413691,-0.2380286419517319,1.0095600744682411
20,1,1.80514072980932,0.7351430910870234,1.5448251967912985,0.6997709232301093,-0.7091399635591878,0.8900336894865868,-0.1617175545599786,0.8896017089756235,1.606095054339585,1.5487140527976373
21,1,0.2717042134218347,0.410928671069201,1.4162083050092942,0.6997709232301093,-0.7091399635591878,0.6511251364067617,-0.1680280760489116,0.6511984267758435,1.4538504690960845,-3.613546332495429
22,1,-0.369433385218652,-0.3009628617591441,0.7172641754013385,0.6997709232301093,-0.7091399635591878,0.005265230397318,0.1646817507903454,0.0049648107005942,0.431267881697201,1.621666588525197
23,1,-0.3694491738967783,-0.8317450839538231,-0.3339589674631669,0.6914966359752905,-0.7091399635591878,-0.564536982241691,-0.2212228898438633,-0.5642565091584332,-0.3126946321135619,0.2043030372468867
24,1,-0.3694496681772061,-1.1805451795599744,-0.4905056945941397,0.5444278528331898,-0.7091399635591878,-1.1806780537000097,-0.0329988611380003,-1.1810245510292154,-0.6861106697676335,-1.233556702640597
25,1,-0.3694496469438399,0.1593945329000876,-0.6135366193063494,-0.0438472797352126,1.1604642636718838,0.2603285422337635,-0.1249767049582314,0.2607795685666514,-0.6229229255953238,-1.0897359893491207
26,1,-0.3694496100360001,0.1359957238672007,-0.4234182300859155,0.6131578195466036,-0.7091399635591878,-0.0607284527315105,-0.0449575753298559,-0.0606630591184467,-0.5252717478394793,-0.1670601089091226
27,1,-0.3694490102034263,0.3567080388078798,-0.2277138737956877,0.6979025357854727,-0.7091399635591878,0.1030238589065345,-0.0859667659970039,0.103406615429155,-0.2609851339307726,0.3832104462930457
28,1,-0.3694491242809892,1.0194282204595673,-0.2892153712341181,0.6993705544919729,-0.7091399635591878,1.2341001788419157,5.207352626450746,1.234482861596094,-0.3069555091188017,-0.5043787383922689
29,1,-0.2870442161690866,1.3343190083614442,1.1869602164649549,0.6997709232301093,-0.7091399635591878,1.2645089809982573,-0.0734438458022505,1.2646181079415717,1.1924477644922449,-0.311575608255146
30,1,-0.3537736850130009,0.6863469691993714,1.0415854234735695,0.6997709232301093,-0.7091399635591878,0.5691168028855905,0.0005591306865298,0.5688287534315373,1.0000149704779355,-0.9584214250395124
