f_id,i_id,ic.eps.ratio,pca.expl_var.cov_init,ela_level.qda_mda_25,ic.eps.s,nbc.nb_fitness.cor,ela_level.lda_mda_10,ic.eps.max,ela_distr.kurtosis,ela_meta.lin_w_interact.adj_r2,disp.diff_mean_05
12,1,-0.9943163001874336,1.4275086135387989,0.7995861314595185,-1.045847793785451,-1.4555642435756244,-0.7688012672403469,-0.3870915599125428,-0.1999298723025131,-1.7647421027440178,1.239333332513038
13,1,-1.144676763589233,1.4275086135387989,-0.1231564120910646,-1.176163887839092,0.1347852365815385,1.5952346774261734,-0.3870915620688171,-0.1995995108079879,0.9741483586734062,-1.4670915812100591
14,1,-0.8049539182492191,1.6945529634057128,-0.797280775983113,-0.8558114002300158,-0.2484487987992939,0.9703274202325288,-0.3870915478521388,-0.1990142609812019,0.3857340565650935,-1.5878280989063134
15,1,0.876969045168504,-0.7091399635591878,-0.2770629042606335,1.1151212089408948,1.3393888477926377,0.0074200113492433,-0.3825659441946478,-0.072740492098468,-0.655521266328946,-1.370234601694256
16,1,-1.484427427701384,1.4275086135387989,0.8152553444632082,-1.4422202630037586,-1.6012505903589744,-0.7688012672403469,-0.3870915629527556,-0.1908851767292162,-1.7685024051285176,0.8124814143272991
17,1,1.322514499718591,-0.7091399635591878,0.297474905874635,1.2943092283815627,0.5926566121863528,-0.7688012672403469,0.0890104220672229,-0.1883318899520937,1.0031997760996745,0.5900416538207344
18,1,1.4060542724467322,-0.7091399635591878,0.1233725391669785,1.30515760249633,-0.3137564714952792,-0.7688012672403469,0.8099256419121431,-0.1980446817406053,-0.38453883598562,0.2648081377983913
19,1,-0.2870240185980255,-0.7091399635591878,1.0210443419116588,-0.2585541633415059,0.5065366042356038,0.4269725252198136,-0.3870905348987465,-0.1961865263412996,0.492091788159567,-0.1975423486270039
20,1,1.500749372801908,-0.7091399635591878,1.5614580881722258,1.4463491916000255,0.4466114320365413,-0.7688012672403469,1.7924274046435678,-0.1947968780211796,0.453520697226386,0.877990809450065
21,1,1.3531568772277642,-0.7091399635591878,-3.612864250379343,1.3214572846037675,0.7910914638395367,-0.963347866177991,0.2555154665080547,-0.1955526337030135,1.1853866311457624,0.6964359636202202
22,1,0.3618210227310346,-0.7091399635591878,1.634581082189441,0.6427558790486426,1.1818609999160596,-1.077324661515197,-0.387075223623329,-0.1544967695199426,-0.3039498757805488,0.1102160634149311
23,1,-0.3594084636991323,-0.7091399635591878,0.2139057698549603,-0.37802188328038,0.1197142351901567,0.7512168567825567,-0.3870910480853398,-0.1977372591719243,0.2306290313231538,-0.5076328438170645
24,1,-0.7214141455210779,-0.7091399635591878,-1.227313621751026,-0.5300347255635558,1.1294713284126874,-0.1674754159785399,-0.3870915434860181,-0.1849872102333435,1.0292968120927624,-1.1466753585052285
25,1,-0.6601572092748683,1.1604642636718838,-1.0831568621170853,-0.64950244550243,0.3102547527811888,-0.7688012672403469,-0.3870915222045281,-0.1901481613305497,0.8838755926595784,0.2429089044739794
26,1,-0.5654899276918297,-0.7091399635591878,-0.1583250901660113,-0.4648902390043786,0.7178894570814002,0.7168273064652937,-0.3870914852130392,-0.1839580307479194,0.1195114629752241,-0.4203235410052998
28,1,-0.3538447092716836,-0.7091399635591878,-0.4964318863122806,-0.3345741449507373,1.8428320609380573,0.0359142101835437,-0.3870909983571002,5.289984571417501,-1.2872664961238955,1.2609470046356386
29,1,1.0997417724435474,-0.7091399635591878,-0.3031782592667815,1.0988486477687438,0.580097444360202,-0.8031908175576077,-0.3044993255459513,-0.1836929018237638,0.8659851717586563,1.1491518634105913
30,1,0.9131890864911946,-0.7091399635591878,-0.9515354728860964,0.9576841796003354,0.969431646970879,-0.2470626609984828,-0.371380031852112,-0.1750704258542882,0.8183868042240928,0.4758151038121491
