f_id,i_id,ic.eps.s,pca.expl_var.cov_init,ic.eps.ratio,disp.diff_median_05,nbc.nn_nb.cor,disp.ratio_mean_10,disp.ratio_median_25,nbc.nb_fitness.cor,disp.diff_mean_10,ela_meta.lin_w_interact.adj_r2
16,1,-1.4798446761873252,1.5470030867191007,-1.516251008068746,0.7791333179935012,-1.2033270384834966,0.8160549577782072,0.8926991917530177,-1.638718617313106,0.8164883473639853,-1.7710364879114255
17,1,1.289250202769847,-0.6548570506842823,1.3182297025208478,0.5535200636627815,-0.3187112017001655,0.6327156952617013,0.7838281540527707,0.5558691584604635,0.6328947709785402,0.9871860152771847
18,1,1.3002276752585529,-0.6548570506842823,1.402589080266366,0.233156299728379,-0.6804868660429283,0.0826979077121866,-0.2106669018629491,-0.3508251041505993,0.0824599377502363,-0.3938035781650905
19,1,-0.2820926529446733,-0.6548570506842823,-0.3070999270496494,-0.2281214582737535,0.2090848017587963,-0.2664555407567464,-0.330006308572834,0.4697224351720014,-0.2663867486212557,0.4785637096616618
20,1,1.4430994796990542,-0.6548570506842823,1.4982132300651485,0.8680352133077077,-0.6631414574785547,0.8120107093403421,0.6603013997390283,0.4097786735504468,0.8124254005785682,0.4401802023335795
21,1,1.3167213276728322,-0.6548570506842823,1.3491727110412233,0.691047017013015,-0.2493295674426494,0.5720519686937409,0.3326414497373238,0.7543655667042948,0.5719638728868214,1.1684868371247217
22,1,0.6299432050981975,-0.6548570506842823,0.3481109042978267,0.0714911348019246,-0.5541131750738812,-0.0783979883960662,-0.3886291750268138,1.1452563236256912,-0.0780943090903967,-0.3136065479604596
23,1,-0.4029820687265421,-0.6548570506842823,-0.3801945327419034,-0.5707724994933434,0.7220133121625764,-0.6513331837601446,-0.923562831419374,0.0827800697346595,-0.6516004007184076,0.2183725301993857
24,1,-0.5568039019745272,-0.6548570506842823,-0.7457518363058164,-1.2709391056053791,0.6898004105430153,-1.272125318972282,-1.277393703945178,1.0928504002918769,-1.271746567134617,1.013156133001291
25,1,-0.6776933177563961,1.2718084125956748,-0.6838939109659458,0.1899995270179176,0.0405865471333999,0.1790858288146138,0.0772132459021286,0.2733796950103819,0.1786269879567427,0.8684421436707345
26,1,-0.490884179679851,-0.6548570506842823,-0.588297852868044,-0.4792632378376578,0.1669602381024477,-0.1444540462145131,0.0541828340809226,0.6811408519091022,-0.1445169702240941,0.1077953622797616
27,1,-0.2985863053589532,-0.6548570506842823,-0.3295732877544162,-0.1116034543022282,-0.18242584869433,0.0206860983316033,0.2782059308871992,0.5092063500125465,0.0202997787450514,0.5915908886873338
28,1,-0.3590172914092767,-0.6548570506842823,-0.3745761925657117,1.304743720241187,-0.2493295674426542,1.1591420335903433,0.948181547504106,1.8064324248646373,1.1587284215100742,-1.2921409837159497
29,1,1.0914635922045963,-0.6548570506842823,1.093271361866132,1.1584332807632969,0.8459090876224268,1.1894738968743237,1.2653731284961725,0.543306094647563,1.1893348896650542,0.850638729633454
30,1,0.9486192314453168,-0.6548570506842823,0.9048884157584244,0.4365942625243963,-0.2171166658230884,0.4891448757175272,0.6111000653937251,0.9327610728474848,0.4894224615068518,0.8032718482498634
