f_id,i_id,ela_meta.lin_simple.intercept,pca.expl_var.cov_init,ic.eps.ratio,ic.eps.s,ela_meta.lin_w_interact.adj_r2,ela_meta.lin_simple.coef.max_by_min,disp.ratio_median_10,ela_level.qda_mda_25,ela_level.mmce_qda_10,ela_meta.quad_simple.cond
14,1,-0.3303101287291191,1.6945529634057128,-0.8069028623188602,-0.85841136775501,0.3285694335194578,-0.5664376011128531,-1.5876140417815652,-0.8296643389783912,-0.3924148191332213,-0.567467272336916
15,1,-0.3140984346762684,-0.7091399635591878,0.8758797305633846,1.1137633615695683,-0.739034356960169,0.4727793837900759,-1.2558564421075902,-0.3083748623472384,0.7518781387856575,0.035800634580127
16,1,-0.3303101269560524,1.4275086135387989,-1.486723650131444,-1.4451897968261247,-1.8801789507877775,-0.6339501178268143,0.8951735232582276,0.7861934697758729,1.6252180073030265,-0.4591008078969686
17,1,-0.0069384943082071,-0.7091399635591878,1.3216529030344737,1.2930643087933615,0.9616598275586068,-0.419002724047564,0.7218773787130816,0.2673464471851595,-0.2206499142447636,0.2783489910061689
18,1,0.3230845383460803,-0.7091399635591878,1.4052353728728026,1.3039195197649855,-0.4611948459132168,1.2137071039655034,0.1709709581162571,0.0928854442965547,0.3720599688210403,1.8069577834020116
19,1,-0.3303094223363861,-0.7091399635591878,-0.2887082491153929,-0.2607777277122718,0.4376184966075411,2.5473733327988533,-0.1783185472315468,0.992406375190204,-0.8157790213230814,4.1718033928216105
20,1,1.0122726823591743,-0.7091399635591878,1.499978871817082,1.4452000905606668,0.3980713826789924,0.7745477557038204,0.905962388288276,1.5339333281564345,-0.4988606756838147,0.9259840497794586
21,1,0.2380210667034628,-0.7091399635591878,1.3523109418379762,1.3202294742498497,1.148456833774304,2.1649028437602467,0.6584927966615491,-3.6510476776929175,-1.2004356393127256,0.7053060658471644
22,1,-0.3299729317193629,-0.7091399635591878,0.3604684163888326,0.6411003378376471,-0.3785666206412283,2.641420918337449,0.0206011517599634,1.6072069493696484,0.2317449760952581,1.3264956348829184
23,1,-0.3303096232047313,-0.7091399635591878,-0.3611296898477714,-0.3803207385372769,0.1695395498493371,-0.2424913795445943,-0.5802037696008349,0.1836051657986296,-0.5738566200717327,-0.533930649068882
24,1,-0.3303099869779438,-0.7091399635591878,-0.723320392480531,-0.5324293822771529,0.9884172365570713,-0.5151178528002172,-1.2403474486268966,-1.2605830161132463,0.4591520332715256,-0.5310194731665651
25,1,-0.3303099931375346,1.1604642636718838,-0.6620321478638141,-0.6519723931021579,0.8393162027668837,-0.6652670836153861,0.2410985808115688,-1.1161293057214807,-0.0585619054063604,-0.3570863322732253
26,1,-0.330309947696265,-0.7091399635591878,-0.5673164819098235,-0.467243840392553,0.0556102046168799,-0.4174219557728374,-0.0717785050598227,-0.1893924583772094,-0.7867483331729195,-0.5507124276810356
27,1,-0.3303094157865546,-0.7091399635591878,-0.310974641346716,-0.2770876821971363,0.5540721257077781,-0.7539022152694912,0.0758940850389592,0.3632999987738927,-0.7359446289101361,-0.2716543239852146
29,1,-0.2468856329334398,-0.7091399635591878,1.098766316798929,1.0974805451121328,0.8209730733276847,-0.2134645064714516,1.2855955765330895,-0.3345440127805286,-0.5545028279716249,-0.5256228702564478
30,1,-0.3141404335769392,-0.7091399635591878,0.9121182839198628,0.9562271123438808,0.772170251883944,-0.7082558122043776,0.5937596064812624,-0.9842367875376948,-0.8786788456484319,-0.4597876237819324
