f_id,i_id,ic.eps.s,disp.diff_median_25,ic.eps.ratio,pca.expl_var.cov_init,ela_meta.lin_simple.intercept,ela_distr.skewness,ela_level.qda_mda_25,disp.ratio_mean_10,pca.expl_var_PC1.cov_init,disp.diff_median_05
19,1,-0.2674586155937148,-0.2428154691856047,-0.2923608574689789,-0.7091399635591877,-0.3303094404699466,-0.1855016618950709,1.0441458553541327,-0.1829511226836016,0.6883682066433148,-0.1499792827362523
20,1,1.4429013138638118,0.7400217583644061,1.498694343850062,-0.7091399635591877,1.0122726714761927,-0.1685209742531913,1.5892419726642997,0.8868575846281894,0.6896971470282732,0.9405204156101478
21,1,1.317609688024257,0.4148257238816822,1.3508309132019929,-0.7091399635591877,0.238021051639156,-0.1748426557233411,-3.629912861890528,0.6488251472513168,0.6896971470282732,0.7644456083549219
22,1,0.636736086149154,-0.299221182005106,0.3576752666353595,-0.7091399635591877,-0.3299729498511062,0.1584555591635083,1.662998534929206,0.0035967706538922,0.6896971470282732,0.1480870893804537
23,1,-0.3873086941655361,-0.8316104379245348,-0.3648781784653556,-0.7091399635591877,-0.3303096413382929,-0.2281315430625827,0.2300138966395908,-0.5647391051054969,0.6814577166415298,-0.4908619930051685
24,1,-0.5398080563437561,-1.181466585322544,-0.7275483929641446,-0.7091399635591877,-0.3303100051115074,-0.039574645412594,-1.223692823429214,-1.180547742251847,0.5350084862190881,-1.187415225360016
25,1,-0.6596581349155773,0.162530023199619,-0.6661790075552202,1.1604642636718838,-0.3303100112710982,-0.1317151494838351,-1.078287029249826,0.2590135995245826,-0.0507884354706776,0.2659838912825104
26,1,-0.4744550736582816,0.1390603702807419,-0.5713379455449704,-0.7091399635591877,-0.3303099658298283,-0.0515545082569013,-0.1454421274612922,-0.0619290126689552,0.6034489160444579,-0.3998249863266839
27,1,-0.2838104651332527,0.3604409294065986,-0.3146567286438833,-0.7091399635591877,-0.3303094339201151,-0.0926362225337641,0.4108930850511473,0.1018854456381626,0.6878366304893311,-0.0340625972139581
28,1,-0.3437219005509941,1.0251676094628162,-0.3593042106716295,-0.7091399635591877,-0.3303093351369294,5.210044257598691,-0.4864784225052171,1.231202262294173,0.6892984649127857,1.374975186011894
29,1,1.0942885881564908,1.3410117829428294,1.096950615117253,-0.7091399635591877,-0.2468856506164723,-0.0800911559039819,-0.2915503650908212,1.2612906321873167,0.6896971470282732,1.2294198158243657
30,1,0.9526723205137372,0.6910778978935246,0.9100554749936166,-0.7091399635591877,-0.3141404516231796,-0.0059573072156457,-0.945525217172994,0.5665836028767229,0.6896971470282732,0.51130601690134
