f_id,i_id,ic.eps.max,ela_meta.lin_simple.intercept,ic.eps.ratio,ela_meta.quad_w_interact.adj_r2,ela_distr.skewness,ela_meta.lin_simple.coef.max,ela_level.mmce_lda_10,nbc.nn_nb.cor,ela_level.mmce_mda_10,nbc.nn_nb.sd_ratio
10,4,0.12654035964732,-0.1311861058644936,1.6214153131466154,0.6540421029974752,0.1394234147513928,-0.1412118560863608,0.0279233370106621,-0.3987113403776839,-0.2422559348169149,-0.6066181025492431
10,5,-0.0462280186537649,-0.1607168191272899,1.5085539496079206,0.6702433321848502,0.1674476846447711,-0.16530519941714,0.6814714987474648,-0.2424788181405644,0.8293736219266868,-0.2768817820006933
11,1,-0.0854533016107439,-0.1671378799940622,1.4911606341663308,0.6742142216915596,0.1832574290089631,-0.1653169981135974,0.442675055035941,-1.721805513073241,0.6355995102963371,-1.573977067050109
11,2,-0.0854533016107439,-0.1674143404821523,1.4868231490188015,0.6742142216915596,0.1815673688728493,-0.167027184076592,0.442675055035941,-1.5802197897958563,0.6355995102963371,-1.405136180022237
11,3,-0.070838634016526,-0.1609311803009286,1.5172289199029776,0.6662724426781407,0.1396077849480597,-0.1558856972506916,0.4458171135058291,-1.292166076921177,0.6473433958496911,-1.5858952473108996
11,4,-0.0630102228943255,-0.1585444139335426,1.534578860493092,0.6640487445543832,0.0973409173621586,-0.1549020107717459,0.5840676861809215,-0.9089081708082551,0.7559743372182209,-1.276022560530335
11,5,-0.0854533016107439,-0.1672765626515671,1.4868231490188015,0.6727847014691444,0.2107900450445628,-0.1665090140887884,0.442675055035941,-1.4532808654782057,0.6355995102963371,-1.3435589153414875
12,1,3.084050841240401,1.3495774402809295,2.1945706005410472,-0.9659219801597584,4.114951872931938,1.0387008199272203,0.2447253714329603,0.5264781272452329,0.0513412040169422,0.4878681180667219
12,2,6.393728136245082,1.834342649471046,2.290082023489628,-0.1854039387209264,1.944960750710956,1.1972513938436642,-0.5250789536897091,0.3946569366076679,-0.638612072242631,0.3190272310388543
12,3,4.456885241550771,8.43535637505545,2.4029433870283223,-0.768489353886159,4.3648349461478935,8.87091097763938,-1.103217712149188,0.6607404510427531,-1.161214979366907,0.3766317689660103
12,4,3.7564723167293783,5.383492474012968,2.324825279521332,-0.8445715968347141,4.590580887783534,5.149788820118386,-0.3082769192674101,0.3092172760092459,-0.4330940750589263,0.2872454170100742
12,5,5.028806786051283,2.492193200054989,2.298756993784685,-1.033903608514626,4.27099051604441,2.05466827178741,-0.5282210121595973,0.6802695163223924,-0.6474199864076466,0.3964954027339952
13,1,-0.2367619785999326,-0.1809010815183884,-0.3237299012625959,0.6732612082099495,-0.4361496108767528,-0.1685193554923515,-0.8864156777268829,0.9512352970773876,-1.0173523813383147,0.3567681351980254
13,2,-0.2367605957667742,-0.1809008731029125,-0.3063365858210061,0.6735788793704862,-0.4328309473367475,-0.1685192191519013,-1.1252121214384063,0.5582128583246466,-1.281589806288792,0.4997862983275171
13,3,-0.2367632396125817,-0.1809019308799361,-0.3410798418527103,0.6596013483068687,-0.4435858754756536,-0.1685195211152035,0.1441795003965359,1.16605501515342,-0.0719695942932741,1.0956953113670649
13,4,-0.2367632396125817,-0.1809000565835666,-0.3410798418527103,0.6573776501831112,-0.4533574958990027,-0.1685195018853453,0.106474798757874,1.5566363207462008,-0.14536887900174,1.451254355813991
13,5,-0.2367626236523075,-0.1809016289816576,-0.3324048715576532,0.6569011434423061,-0.4112749985097684,-0.1685195866635957,0.6500509140485801,1.0171458923961705,0.5504563400345163,1.121518035265445
14,1,-0.2367740315040803,-0.1809047682313104,-0.6189391404033939,0.5477810997979273,0.132939729501938,-0.1685197326847584,-0.7230286372926829,0.3116584091692005,-0.958632953571542,0.1084727130982103
14,2,-0.2367739246342699,-0.180904937584223,-0.6015891998132794,0.4904414553210412,0.137072694743889,-0.1685196740531433,-0.1134692941343192,0.1822783516915902,-0.4507099033889578,0.191899974923751
14,3,-0.2367746561962442,-0.1809046638773174,-0.6797506821717453,0.4782111156403757,0.1334313833597165,-0.1685197682302136,0.5652153353615911,0.5704185241244212,0.3243865431324419,0.5375272024866843
14,4,-0.2367745788018857,-0.1809046999239305,-0.671075711876688,0.3163576593468941,0.4049011337687631,-0.168519776245781,0.313850657770513,0.3433931402486143,0.0895088320653509,0.2832726902564815
14,5,-0.2367739246342699,-0.1809047071714995,-0.6015891998132794,0.5160139837442508,0.2110973287056744,-0.1685196667187951,-0.8707053853774405,0.4044214692474872,-1.0056084957849598,0.4461544871539576
15,1,-0.236766394593393,-0.1809017837930707,-0.3497548121477676,0.2933265002079787,0.2304101068065387,-0.1685194121414673,0.2824300730716282,0.7120042474018061,0.1482282598321236,0.813631711861679
15,2,-0.2367654383023954,-0.1809028110251152,-0.3237299012625959,0.2113673407894931,1.4886752423263354,-0.1685187913817347,-0.1134692941343192,0.3433931402486143,-0.3215271623020582,0.4660181209219425
15,3,-0.2367590793995961,-0.1809018388874683,-0.2281751034625402,0.1100302405782649,1.6433311089638054,-0.168517997128769,-0.6633295263648015,0.3531576728884295,-0.864681869144711,0.3567681351980254
15,4,-0.2367680620009648,-0.1809036486821038,-0.4105663539161189,0.4261130453123463,0.0644769298062725,-0.1685194552116831,0.3201347747102901,0.7510623779610851,0.0425332898519322,0.7679453541953093
15,5,-0.2367674701066303,-0.1809038076915664,-0.3758230978844146,0.11050674731907,0.5928511850876758,-0.1685195344684865,0.6123462124099182,0.9707643623570268,0.5093527405977694,1.0579544072078892
16,1,-0.2367744977869876,-0.1809047490708403,-0.7057755930569171,-2.492490742119183,-0.265115525102034,-0.1685198703580957,0.442675055035941,-1.89024370111013,0.6355995102963371,-1.9533724720186207
16,2,-0.2367744977869876,-0.1809054441851363,-0.6971006227618598,-2.494396769082403,-0.2698323293000971,-0.1685198704290185,0.442675055035941,-2.0782109544266585,0.6355995102963371,-1.873917936946681
16,3,-0.2367744977869876,-0.1809047038656466,-0.7057755930569171,-2.494396769082403,-0.2673894241942599,-0.1685198705628983,0.442675055035941,-1.856067836870761,0.6355995102963371,-1.8024088553819355
16,4,-0.2367744977869876,-0.1809057095298385,-0.6971006227618598,-2.4932849200205247,-0.2726900673484351,-0.168519870572663,0.442675055035941,-2.092857753386393,0.6355995102963371,-2.1718724434664547
16,5,-0.2367744977869876,-0.1809049586227872,-0.7057755930569171,-2.495032111403477,-0.2674816092925933,-0.1685198704470062,0.442675055035941,-1.8218919726313971,0.6355995102963371,-1.9136452044826509
17,1,-0.2367748680617033,-0.1809048103008611,-0.671075711876688,0.0925583267487427,0.6345649420835761,-0.1685197626848687,-1.313735629631715,-0.3059482802993919,-1.3491171482205804,-0.3642817705798272
17,2,-0.2367759382506176,-0.1809049205182555,-0.983678266459076,-0.1890571570670992,0.784765195634928,-0.1685198558356134,0.6217723878195834,-0.2986248808195273,0.7324865661115054,-0.2808545087542904
17,3,-0.2367758017775716,-0.1809044840605285,-0.9228667246907244,0.249487880053905,0.1690301954994958,-0.1685198456425089,-0.1260375280138726,-0.1472746249023224,-0.1248170792833694,-0.7099089981427649
17,4,-0.2367758453518307,-0.1809048733527554,-0.9402600401323143,-0.0246623314893233,0.7616728285023912,-0.1685198469892722,-0.0192075400376649,-0.969936499807128,-0.0572897373515809,-0.8330635275042749
17,5,-0.2367760119818419,-0.1809051997620757,-1.0444464333759518,-0.1587195612358382,1.6652865265502297,-0.1685198548974274,0.4992321074939334,-1.3849291369994634,0.6972549094514482,-1.0575225890825009
19,1,-0.2367752620190075,-0.1809050693052645,-0.7839370754153828,-0.2041465371925956,0.1824584914900729,-0.1685198610682297,0.442675055035941,0.8218552395997772,0.6355995102963371,0.9407589679767824
19,2,-0.2367753086600766,-0.1809047880505393,-0.7926120457104401,-0.1555428496304706,0.1681851654314389,-0.1685198619794341,0.442675055035941,1.1782606809531944,0.6355995102963371,1.1354225789030346
19,3,-0.2367752853395421,-0.1809045546433761,-0.7839370754153828,-0.1514131245434928,0.1750068627081165,-0.1685198625437334,0.442675055035941,1.4028449316690468,0.6355995102963371,1.3896770911332412
19,4,-0.2367752620190075,-0.1809049971738245,-0.7839370754153828,-0.2255893405288273,0.2337441345295997,-0.1685198633488106,0.442675055035941,0.687592915802257,0.6355995102963371,0.8553453427744472
19,5,-0.2367753086600766,-0.1809059036889919,-0.7926120457104401,-0.1649141488663052,0.1669253024208814,-0.1685198624907982,0.442675055035941,0.5582128583246466,0.6355995102963371,0.769931717572112
20,1,-0.2351989651561692,-0.1807309316638781,0.5880528515993961,0.682156000704979,-0.1351345364518254,-0.168456294806915,1.0836549828931894,0.9292650986377884,0.8969009638584753,0.9427453313535804
20,2,-0.235270026211216,-0.1807289876296811,0.5793778813043389,0.682156000704979,-0.1381920088798859,-0.1684564393425524,1.0836549828931894,0.6851517826422976,0.917452763576846,0.7361635401665375
20,3,-0.2351989651561692,-0.1807300437176423,0.5793778813043389,0.682156000704979,-0.1343970556651576,-0.1684563495963616,1.0585185151340808,0.6680638505226179,0.855797364421734,0.9645953284983644
20,4,-0.2351245516944158,-0.1807302250304696,0.5880528515993961,0.682156000704979,-0.1377925401204408,-0.1684561119747352,1.0428082227846385,1.1562904825136,0.8880930496934596,1.2546043815109442
20,5,-0.2351989651561692,-0.1807296392179055,0.5880528515993961,0.682156000704979,-0.1276521793037579,-0.1684568888708742,1.1182176260619625,0.6045943883637903,0.9203887349651844,0.7739044443257092
21,1,-0.2367761251556507,-0.1809048067423414,-1.1139329454393605,-1.6527270292402445,-1.249683103669725,-0.1685198702884577,0.442675055035941,-1.201844150002845,0.6355995102963371,-1.1409498509080376
21,2,-0.2367761171052744,-0.1809048761066686,-1.1139329454393605,-1.662098328476079,-1.243813985742493,-0.1685198703007921,0.442675055035941,-1.4142227349189225,0.6355995102963371,-1.1627998480528248
21,3,-0.2367761086289523,-0.1809054787434516,-1.0965396299977708,-1.5086631579368217,-1.186136842551845,-0.1685198706777625,0.442675055035941,-1.4850155965576146,0.6355995102963371,-1.2005407522119924
21,4,-0.2367761171052744,-0.1809049266504566,-1.1139329454393605,-1.5313766459152,-1.2326288604780309,-0.1685198700435682,0.442675055035941,-1.492338996037479,0.6355995102963371,-1.0813589496040827
21,5,-0.2367760997692788,-0.1809040343232507,-1.1052579751443032,-1.5926871798987956,-1.1938342982626906,-0.1685198708062459,0.442675055035941,-1.4776921970777548,0.6355995102963371,-1.1568407579224256
22,1,-0.2367762398628645,-0.1809064959863173,-1.2702125353048168,-1.192898024363277,-1.6231249370186571,-0.1685198703061884,0.4489591719757173,-1.0968754241247838,0.6267915961313205,-0.7615544459395255
22,2,-0.2367762424185395,-0.1809032365039364,-1.2789308804513493,-1.2176763748851445,-1.5306325550240645,-0.1685198701944078,0.4615274058552715,-1.292166076921177,0.6179836819663048,-0.7118953615195631
22,3,-0.2367762424185395,-0.1809049461826345,-1.2789308804513493,-1.4456054325702734,-1.5449366094488095,-0.1685198706566912,0.442675055035941,-0.9357606355677596,0.6414714530730138,-0.7973089867218983
22,4,-0.2367762436324851,-0.1809043810848365,-1.2702125353048168,-1.166372482458457,-1.5142389717037603,-0.1685198699849798,0.4740956397348257,-0.7477933822512312,0.632663538907998,-0.5390817477380946
22,5,-0.2367762344107578,-0.1809047824493377,-1.2528625947147023,-1.377306133054869,-1.536686043147963,-0.1685198707034591,0.442675055035941,-0.5329736641752035,0.6355995102963371,-0.3543499536958348
23,1,-0.2367759036212211,-0.1809049645887708,-0.9923532367541332,-2.491855399798109,-0.3476980090257776,-0.1685198714119168,0.442675055035941,-2.2661782077431867,0.6355995102963371,-2.06063609436574
23,2,-0.2367759036212211,-0.1809049757385384,-0.9923532367541332,-2.490584715155962,-0.3460540414388305,-0.1685198714404401,0.442675055035941,-1.5948665887555855,0.6355995102963371,-1.8560406665554987
23,3,-0.2367759036212211,-0.1809051886025306,-0.983678266459076,-2.495508618144282,-0.3410145893966002,-0.1685198714468643,0.442675055035941,-1.965918829068732,0.6355995102963371,-1.8619997566858904
23,4,-0.2367758943568992,-0.1809053393968595,-0.9880157516066046,-2.495349782564014,-0.3501562783146704,-0.1685198714311893,0.442675055035941,-1.9854478943483715,0.6355995102963371,-2.022895190206568
23,5,-0.2367759036212211,-0.1809050481857916,-0.983678266459076,-2.4942379335021347,-0.3470219849713321,-0.1685198714147434,0.442675055035941,-1.7779515757522089,0.6355995102963371,-2.092417908394516
24,1,-0.2367730951047532,-0.1809042571704738,-0.6015891998132794,0.3061921822097173,-0.3910096410594582,-0.1685198461137861,0.4489591719757173,0.4483618661266755,0.5856879966945744,0.5693090165154644
24,2,-0.2367730213309344,-0.1809042723411552,-0.6015891998132794,0.2968208829738827,-0.3990451087975267,-0.1685198480166257,0.4489591719757173,0.6949163152821216,0.5739441111412252,0.8831544300496263
24,3,-0.2367731688785721,-0.1809044017662776,-0.6015891998132794,0.3017447859622028,-0.3970324008172456,-0.1685198469656313,0.4458171135058291,0.4923022630058645,0.5504563400345163,0.5812271967762551
24,4,-0.2367730213309344,-0.180904105961742,-0.6015891998132794,0.306509853370254,-0.3988761027839153,-0.1685198465382954,0.442675055035941,0.47521433088618,0.5680721683645478,0.9208953342087972
24,5,-0.2367730213309344,-0.180904641354122,-0.6015891998132794,0.2995210878384453,-0.4048220416264248,-0.168519846517995,0.4552432889154944,0.5460071925248721,0.5739441111412252,0.7560271739345225
