f_id,i_id,ic.eps.max,ela_meta.lin_simple.intercept,ic.eps.ratio,ela_distr.skewness,ela_meta.lin_simple.coef.max,nbc.nn_nb.cor,nbc.nn_nb.sd_ratio,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,nbc.nn_nb.mean_ratio
9,5,-0.2330875767000604,-0.1806009094670096,0.8059377244178441,0.1459931126125558,-0.1684784239044889,1.9411649349738995,1.7140920722651052,-1.069910742569904,-0.197142321581566,1.0163677000476934
10,1,0.0654290571607982,-0.1411128319859078,1.6392823564929309,-0.0871987103566462,-0.1477712479998486,-0.4163437151379609,-0.6293911294225654,0.259512281298645,0.7922548607619061,-0.2006021096906285
10,2,0.0326128641924194,-0.1459565528783784,1.6305673579993256,-0.0445602468980126,-0.1526325399128506,-0.1830485883039751,-0.3231061365966619,0.2649607363144999,0.8152944260800976,-0.2037305667850712
10,3,-0.0461587768574864,-0.1584739203190181,1.5784941580449978,0.0959491006720725,-0.1584667253051517,-0.4900158604539567,-0.4379630089063754,0.2431669162510758,0.7500881091418194,-0.1505467961795392
10,4,0.1266068092878757,-0.1311783344741152,1.673968917661509,0.0954061276672932,-0.1412090390906647,-0.3353043552903712,-0.5487898155210117,0.3330664240126838,0.8965849678631511,-0.2788135370517017
10,5,-0.0461587768574864,-0.1607090072026868,1.5611508774607088,0.1229167599094396,-0.1653023712518632,-0.1781371119495753,-0.2142943628295642,0.2268215512035165,0.5322990105679711,-0.1036199397628926
11,1,-0.0853834258842325,-0.1671300592558309,1.5437642386749593,0.1384367382960452,-0.1653141699428507,-1.6663144473326876,-1.5301108122724263,1.1966465440256555,0.7813871412721938,-0.9702025549236032
11,2,-0.0853834258842325,-0.1674065193644479,1.539428418528887,0.1367776541147754,-0.1670243551130097,-1.523881633055096,-1.358833020231625,1.232061501628711,0.7926895695414946,-0.9952302116791514
11,3,-0.0707689944815455,-0.1609233680820906,1.569822517752853,0.0955871186688863,-0.1558828734522596,-1.2341045281455134,-1.5422010093576597,1.112195491279907,1.0669908094618508,-0.9170187843180712
11,4,-0.0629407098763797,-0.1585366049908099,1.587165798337142,0.0540949315536755,-0.1548991874293471,-0.8485536343251355,-1.2278558851416006,1.0549867136134328,1.063513139225143,-0.8763488420903168
11,5,-0.0853834258842325,-0.1672687417229783,1.539428418528887,0.1654647278672767,-0.1665061853654278,-1.3961832478407084,-1.2963670019579248,1.2484068666762749,0.831378650924873,-1.0140009542458073
12,1,3.0840694937672857,1.3495831791568274,2.2469041917634955,3.998069847268221,1.038703089919968,0.5954204138683791,0.5614932834728845,-0.7212096215552029,2.0559532830257345,0.6565951341867541
12,2,6.393693300196739,1.8343477229521816,2.342378951380007,1.8678510062682083,1.1972535903329795,0.4628105522995872,0.3902154914320875,-0.4760291458417407,1.6934061608489086,0.4188323950090851
12,3,4.456881707335702,8.435352387902956,2.4551969915808063,4.243372984760692,8.870909616649822,0.7304860136143713,0.4486514440107135,-0.3834054105722103,2.314605006880904,0.340620967648012
12,4,3.756480102073916,5.383492675886863,2.3771088707500456,4.464981383627938,5.149789184226654,0.3768597160975921,0.3579749658714617,-0.5005471934130865,2.317213259558435,0.4438600517646263
12,5,5.028794008859986,2.4921973705622684,2.351050591672151,4.151248564949821,2.0546700707815804,0.75013191903197,0.4688017724861019,-0.584998246158835,2.121594308743601,0.5314568504090343
13,1,-0.2366896575336401,-0.1808932418886154,-0.2704296268445919,-0.4696176141393329,-0.1685165258370043,1.0227188567011538,0.4285011155353251,-0.797487991777174,0.0432516335308857,0.7473203899255978
13,2,-0.2366882747228301,-0.1808930334734255,-0.2530429880588422,-0.4663597761106577,-0.1685163894966174,0.6273450101719771,0.5735834805581218,-0.6122405212381086,0.1319322245669447,0.5846406210145663
13,3,-0.2366909185259097,-0.1808940912489972,-0.2877729074288809,-0.47691758453692,-0.1685166914597796,1.2388238162947411,1.1780933348197735,-0.9255266846497544,-0.3227731588826475,0.869330216608875
13,4,-0.2366909185259097,-0.1808922169552004,-0.2877729074288809,-0.4865101076213526,-0.1685166722299303,1.6317419246467129,1.538784214529222,-0.9064570920942628,-0.3462474329804285,0.8505594740422191
13,5,-0.2366903025755901,-0.1808937893511331,-0.2791012671367364,-0.4451989115077349,-0.1685167570081414,1.0890237874855502,1.2042887618377784,-0.9936323723479382,-0.4292768098818358,0.9318993584977348
14,1,-0.2367017102429977,-0.1808969285964769,-0.5655255459862693,0.0890412774446038,-0.1685169030292364,0.3793154542747918,0.1766220095929666,-0.3316450879215909,0.7148766979951493,0.2968225683258079
14,2,-0.2367016033749144,-0.1808970979491571,-0.5481822654019802,0.0930984923969816,-0.1685168443976485,0.2491613308831994,0.261253389189602,-0.2853332202868257,0.7887771905251979,0.2561526260980466
14,3,-0.2367023349250658,-0.1808968242426271,-0.6263137444342023,0.0895239201155186,-0.1685169385746752,0.6396237010579764,0.6118691046613556,-0.4923745108893045,0.4892628413887075,0.4657592514257317
14,4,-0.236702257531958,-0.1808968602891908,-0.6176421041420578,0.3560180873778452,-0.1685169465902388,0.4112400505783898,0.3539449001763884,-0.4596837807941769,0.7174849506726807,0.4344746804812983
14,5,-0.2367016033749144,-0.1808968675367498,-0.5481822654019802,0.1657663795365984,-0.1685168370633037,0.4726335050083862,0.519177593674573,-0.2989543578264625,0.7992102012353232,0.3155933108924638
15,1,-0.2366940734557326,-0.1808939441623337,-0.2964445477210254,0.1847251869534723,-0.1685165824860938,0.782056515335568,0.8919586704692586,-0.7784183992216771,0.4697009463072239,0.7379350186422698
15,2,-0.2366931171801898,-0.1808949713929682,-0.2704296268445919,1.419928442492297,-0.1685159617266491,0.4112400505783898,0.5393279221499614,-0.6149647487460357,1.1639308673100917,0.5815121639201167
15,3,-0.2366867583801584,-0.1808939992566557,-0.1749115090266202,1.571749727661949,-0.1685151674740516,0.4210630032871847,0.4285011155353251,-0.4950987383972324,1.2730427709868093,0.4344746804812983
15,4,-0.2366957408363569,-0.1808958090488071,-0.3572327461689584,0.0218332855197111,-0.1685166255562897,0.8213483261707661,0.8456129149758609,-0.7430034416186216,0.3818897728303428,0.7035219906033938
15,5,-0.2366951489515882,-0.1808959680580514,-0.3225028267989196,0.5405233309185119,-0.1685167048130564,1.0423647621187526,1.1398077107165314,-0.8383514043960845,0.6061995030980202,0.8098895318144578
16,1,-0.2367021765183692,-0.1808969094360331,-0.6523286653106358,-0.3017182949948301,-0.1685170407025098,-1.8357603815594776,-1.9149820861523448,2.583278345560679,-1.6503737717459894,-2.744037727472779
16,2,-0.2367021765183692,-0.180897604549375,-0.6436570250184913,-0.3063486481189195,-0.1685170407734327,-2.0248522212038664,-1.834380772250791,2.5778298905448245,-1.6364630907991564,-2.725266984906123
16,3,-0.2367021765183692,-0.1808968642309015,-0.6523286653106358,-0.3039505173478113,-0.1685170409073123,-1.8013800470786794,-1.761839589739393,2.5751056630368967,-1.6364630907991564,-2.7096246994339097
16,4,-0.2367021765183692,-0.180897869893713,-0.6436570250184913,-0.309154008643612,-0.1685170409170771,-2.0395866502670703,-2.136635699381617,2.60234793811617,-1.648200227848047,-2.747166184567221
16,5,-0.2367021765183692,-0.1808971189876924,-0.6523286653106358,-0.3040410128486078,-0.1685170407914203,-1.766999712597887,-1.874681429201568,2.5723814355289694,-1.640810178595042,-2.7158816136227952
17,1,-0.2367025467871009,-0.1808969706659699,-0.6176421041420578,0.5814725450289435,-0.1685169330293328,-0.2419863045567713,-0.3029558081212735,0.1042313133467802,0.9052791434549214,-0.1192622252351127
17,2,-0.2367036169587195,-0.180897080883213,-0.9301246620694849,0.7289198809934294,-0.1685170261800343,-0.2346190900251719,-0.218324428524642,0.2377184612352263,0.7800830149334284,-0.1912167384073006
17,3,-0.2367034804878791,-0.1808966444260851,-0.8693364636215518,0.1244702660064468,-0.1685170159869345,-0.0823633230387805,-0.6535715235930315,0.4638293443931968,0.6466274195997519,-0.4633925056238387
17,4,-0.236703524061434,-0.1808970337177776,-0.8867231024073017,0.7062507580438979,-0.1685170173336972,-0.909947088755132,-0.7785035601404431,0.3712056091236663,0.8609388479368925,-0.3507680502238895
17,5,-0.2367036906887523,-0.1808973601266499,-0.9908695023159568,1.5933027394349903,-0.1685170252418487,-1.327422578879108,-1.0062022719123282,0.4692777994090517,1.4104107453367818,-0.4008233637349788
18,1,-0.2366977305249868,-0.1808962297302928,-0.3441819275292809,0.670821769482055,-0.1685165407811623,-0.4212551914923608,-0.2928806438835793,0.1559916359974056,0.9104956488099836,-0.1474183390850966
18,2,-0.236702408825474,-0.1808969286704599,-0.661043663804241,0.7179246776466507,-0.1685169821850151,-0.5833339111875565,-0.5387146512833174,0.3030999214254832,0.7113990277584411,-0.2694281657683737
18,3,-0.2367018122553769,-0.1808964185118901,-0.5915838250641635,0.1366569934470467,-0.1685169363796652,-0.6692847473895461,-0.5588649797587059,0.6163860848371285,0.5979400362858377,-0.6229438174404346
18,4,-0.236702091628736,-0.1808968294436775,-0.6176421041420578,0.7831870163044179,-0.1685169383256744,-0.990986448602732,-0.7764885272929006,0.390275201679158,0.9083221049120408,-0.3757957069794376
18,5,-0.2367028408553538,-0.1808972260388237,-0.7131168637585686,1.5913872513347973,-0.1685169647881096,-0.5047502895171562,-0.417812680430987,0.5046927570121071,1.4617063813282272,-0.4602640485293961
19,1,-0.2367029407380382,-0.1808972296700178,-0.7304601443428577,0.1376524439558085,-0.1685170314126481,0.8925647333095615,1.0209207727117442,-0.8901117270466985,-0.1880134372102071,0.8755871307977603
19,2,-0.2367029873783536,-0.1808969484156786,-0.7391317846350022,0.1236407239158118,-0.1685170323238522,1.2511025071807405,1.2183939917705504,-0.917354002125972,-0.256697424385193,0.9068717017421936
19,3,-0.2367029640581959,-0.1808967150088358,-0.7304601443428577,0.1303373909747554,-0.1685170328881512,1.4770304194831274,1.4763181962555214,-0.9010086370784082,-0.2349619854057665,0.8943578733644162
19,4,-0.2367029407380382,-0.1808971575386767,-0.7304601443428577,0.1879981075656137,-0.168517033693228,0.7574991335635695,0.934274360267574,-0.914629774618045,-0.1888828547693841,0.8943578733644162
19,5,-0.2367029873783536,-0.1808980640525999,-0.7391317846350022,0.1224039520715926,-0.168517032835216,0.6273450101719771,0.847627947823404,-0.9037328645863352,-0.2401784907608296,0.8912294162699735
21,1,-0.236703803860732,-0.1808969671074551,-1.0603293410560344,-1.2682404086687458,-0.1685170406328719,-1.1432422155891184,-1.0908336515089596,0.8098062378999706,-1.9251097204459335,-0.6542283883848611
21,2,-0.2367037958104858,-0.1808970364716871,-1.0603293410560344,-1.2624788617846998,-0.1685170406452062,-1.356891437005506,-1.1129990128318905,0.7689428252810603,-1.9185890887521055,-0.6260722745348772
21,3,-0.2367037873343007,-0.1808976391076429,-1.0429427022702848,-1.2058588434530015,-0.1685170410221765,-1.4281078441443016,-1.1512846369351248,0.5918680372657827,-1.9746665213190244,-0.4102087350183068
21,4,-0.2367037958104858,-0.1808970870154057,-1.0603293410560344,-1.2514987410213867,-0.1685170403879825,-1.435475058675901,-1.0303826660827944,0.6817675450273855,-1.8981577761114456,-0.5416039329849118
21,5,-0.2367037784747704,-0.1808961946894247,-1.05165770076389,-1.213415217769512,-0.1685170411506598,-1.420740629612707,-1.10695391428927,0.6409041324084698,-2.0150944378207574,-0.4759063340016093
22,1,-0.236703918566092,-0.1808986563491123,-1.2165489409190178,-1.634837682395505,-0.1685170406506025,-1.037645473969525,-0.7059623776290411,0.2104761861559527,-1.3808543284011066,-0.0598215404406955
22,2,-0.2367039211217257,-0.1808953968712054,-1.225263939412623,-1.5440405299296491,-0.168517040538822,-1.2341045281455134,-0.6555865564405702,0.3085483764413373,-1.3412958294585515,-0.1505467961795392
22,3,-0.2367039211217257,-0.1808971065475568,-1.225263939412623,-1.558082415136578,-0.1685170410011052,-0.8755667542743344,-0.7422329688847402,0.3821025191553761,-1.4021550586009437,-0.2631712515794884
22,4,-0.2367039223356517,-0.1808965414505344,-1.2165489409190178,-1.5279474133713322,-0.1685170403293941,-0.6864749146299453,-0.4802786987046914,0.2894787838858464,-1.2973902427201112,-0.1599321674628672
22,5,-0.2367039131140734,-0.1808969428144848,-1.1992056603347288,-1.5499830678152884,-0.1685170410478731,-0.4703699550363627,-0.2928806438835793,0.1941308211083889,-1.5177875939714909,-0.0629499975351381
23,1,-0.2367035823298827,-0.1808971249536678,-0.9387963023616293,-0.3827871811250585,-0.1685170417563305,-2.2139440608482555,-2.0237938599194423,2.5696572080210425,-1.7373155276636936,-2.712753156528352
23,2,-0.2367035823298827,-0.1808971361034201,-0.9387963023616293,-0.381173344694187,-0.1685170417848538,-1.5386160621182952,-1.8162454766229457,2.605072165624098,-1.7629633456594165,-2.753423098756107
23,3,-0.2367035823298827,-0.1808973489671201,-0.9301246620694849,-0.3762262573173098,-0.1685170417912779,-1.911888265052673,-1.8222905751655585,2.5778298905448245,-1.7364461101045163,-2.7096246994339097
23,4,-0.2367035730657105,-0.1808974997612421,-0.9344604822155572,-0.3852003944796328,-0.1685170417756029,-1.931534170470272,-1.985508235816204,2.5778298905448245,-1.759050966643119,-2.7221385278116803
23,5,-0.2367035823298827,-0.1808972085505738,-0.9301246620694849,-0.3821235474525506,-0.1685170417591571,-1.722796425408289,-2.056034385480064,2.5860025730686065,-1.7529650437288804,-2.7158816136227952
24,1,-0.236700773858804,-0.1808964175363418,-0.5481822654019802,-0.4253049839159634,-0.1685170164582115,0.5168367921979835,0.6441096302219812,-0.7811426267296046,-1.078731726587085,0.7473203899255978
24,2,-0.2367007000861774,-0.1808964327070024,-0.5481822654019802,-0.433193175068728,-0.1685170183610503,0.7648663480951688,0.962484820133118,-0.7811426267296046,-1.101336583125688,0.7504488470200404
24,3,-0.2367008476314306,-0.1808965621319472,-0.5481822654019802,-0.4312173566346703,-0.1685170173100563,0.5610400793875815,0.656199827307214,-0.7784183992216771,-1.0691681334361367,0.7660911324922537
24,4,-0.2367007000861774,-0.1808962663278176,-0.5481822654019802,-0.433027266650601,-0.1685170168827206,0.5438499121471824,1.0007704442363556,-0.8002122192850958,-1.0822093968237934,0.7817334179644739
24,5,-0.2367007000861774,-0.1808968017194626,-0.5481822654019802,-0.4388642264519775,-0.1685170168624202,0.6150663192859778,0.833522717890632,-0.797487991777174,-1.095250660211448,0.7660911324922537
