f_id,i_id,ic.eps.max,ic.eps.ratio,ela_distr.skewness,ela_meta.quad_w_interact.adj_r2,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.intercept,ela_level.mmce_lda_10,ela_level.mmce_mda_10,nbc.nn_nb.mean_ratio,ic.eps.s
8,4,-0.2315464080369383,0.8228357582168703,-0.2936894308602334,0.704327785325827,-0.1683537470569608,-0.1804174529655604,-0.1172699602070604,-0.2298278967092787,0.7674357426719084,0.6977039647955553
8,5,-0.2315464080369383,0.8228357582168703,-0.2710038332429264,0.7057714829958669,-0.1683700430789606,-0.1803999292056443,-0.3598360657042631,-0.4695974581617062,0.7581113781280882,0.6977039647955553
9,1,-0.23332217629267,0.7624545397050951,0.1202171410922423,-0.1182590648924102,-0.1684894880852359,-0.1806071471633601,0.4749693623055896,0.6503018349636586,0.9881123702090092,0.7058772167200679
9,2,-0.23332217629267,0.7538409564651845,0.1201869740741341,-0.0776751192790691,-0.1684808343057627,-0.1806140549234048,0.4749693623055896,0.6503018349636586,0.9818961271797956,0.6977039647955553
9,3,-0.233159249731644,0.7624545397050951,0.1139122343076449,-0.1453684989187131,-0.1684841089236517,-0.1806060901363649,0.4749693623055896,0.6503018349636586,0.9539230335483349,0.7058772167200679
9,4,-0.23332217629267,0.7538409564651845,0.1092212629918321,-0.0520093829228058,-0.1684892079828765,-0.1806160070653221,0.4749693623055896,0.6503018349636586,0.978788005665189,0.6977039647955553
9,5,-0.233159249731644,0.7624545397050951,0.1461306096471182,-0.0882622355260276,-0.1684812354045665,-0.1806086790901764,0.4749693623055896,0.6503018349636586,0.9974367347528296,0.7058772167200679
10,1,0.0653621691064899,1.590219889060529,-0.087075523837712,0.6948635450444548,-0.1477740499617001,-0.1411205478886709,0.8813463442424547,0.439772463932258,-0.2116225344293321,1.4994999785902483
10,2,0.0325454501214011,1.5815632379044189,-0.0444344437418827,0.6964676535667215,-0.1526353441139308,-0.1459642753706402,1.5806927782733495,1.1239929197843088,-0.2147306559439388,1.4953929194981808
10,3,-0.0462274535734283,1.529838670548754,0.0960835266057454,0.7048090178825068,-0.1584695321935988,-0.1584816598401675,0.695484003666682,0.9368557010897304,-0.161892590195617,1.466766104632575
10,4,0.126540901862854,1.6246742220201726,0.0955405202797991,0.6908532737387888,-0.141211838029804,-0.1311860368617807,0.0591417528818137,-0.2239798586250729,-0.289325572294508,1.5854008563168769
10,5,-0.0462274535734283,1.5126115040689323,0.1230528407944056,0.7072151806659066,-0.1653051812889741,-0.160716749764495,0.7143852586404905,0.8432870917424419,-0.1152707674765086,1.4422054825994144
11,1,-0.0854527313391891,1.495341269672911,0.1385737716110339,0.7112254519715726,-0.1653169799853965,-0.1671378105529722,0.4749693623055896,0.6503018349636586,-0.9762204270226784,1.4422054825994144
11,2,-0.0854527313391891,1.4910344780529552,0.1369145856150873,0.7112254519715726,-0.1670271659433081,-0.1674142710376913,0.4749693623055896,0.6503018349636586,-1.0010853991395394,1.4340322306749018
11,3,-0.07083806567913,1.5212250873088429,0.0957215223884478,0.7032049093602405,-0.1558856791505219,-0.1609311109355198,0.4781195714678906,0.6619979111320692,-0.9233823612743566,1.4749393565570876
11,4,-0.0630096555929702,1.538452253788665,0.0542267889807273,0.7009591574290674,-0.1549019926744999,-0.1585443445972368,0.6167287746091487,0.7701866156898723,-0.8829767815844687,1.4831126084816004
11,5,-0.0854527313391891,1.4910344780529552,0.1656034198359104,0.709781754301533,-0.1665089959570446,-0.1672764932087861,0.4749693623055896,0.6503018349636586,-1.01973412822718,1.4340322306749018
12,1,3.0840509920481205,2.193773666681083,3.99844373854513,-0.9451770081207672,1.0387008344768962,1.3495774912279932,0.276506185080599,0.0684220455851988,0.6400027605730174,2.4812709997627103
12,2,6.393727849037937,2.288609218152501,1.8680941702767797,-0.1569180802790317,1.1972514079221033,1.8343426945071384,-0.4952950596832201,-0.6187224293089486,0.4037855254628758,2.4567103777295496
12,3,4.456885210672538,2.4006719361037416,4.24376192980037,-0.7457863188030471,8.870910968910529,8.435356339602265,-1.0749335455466646,-1.139197818803243,0.3260824875976998,2.837134388555992
12,4,3.756472378546368,2.3231066190283443,4.465383928331683,-0.82262311701961,5.149788822449279,5.3834924757726,-0.2779306274844341,-0.4140410963617538,0.4286504975797299,2.7594067627538768
12,5,5.028806679482849,2.297222801392412,4.1516318564981685,-1.0138328528737712,2.054668283317475,2.492193237069599,-0.4984452688455211,-0.6274944864352568,0.515677899988733,2.5998853183172006
13,1,-0.2367613883036309,-0.3067064799488403,-0.4695178959034173,0.7102629868582129,-0.1685193373546326,-0.1809010119094773,-0.8575691133478723,-0.9959208857402072,0.7301382844966203,-0.4067884340234645
13,2,-0.2367600054706555,-0.2894362455528191,-0.4662598579477403,0.7105838085626661,-0.1685192010141829,-0.1809008034940039,-1.0969850096827731,-1.2590825995294574,0.5685159657370549,-0.3986151820989518
13,3,-0.2367626493161131,-0.323933646428662,-0.4768183142855827,0.6964676535667215,-0.1685195029774842,-0.1809018612710146,0.1756994918869632,-0.0543867541831117,0.8513550235662979,-0.4231758041321125
13,4,-0.2367626493161131,-0.323933646428662,-0.4864114260439652,0.6942219016355483,-0.168519483747626,-0.180899986974668,0.137896981939347,-0.1274872302356813,0.8327062944786573,-0.4231758041321125
13,5,-0.2367620333559204,-0.3153200631887512,-0.4450976947448933,0.6937406690788684,-0.1685195685258761,-0.1809015593727397,0.6828831670174772,0.5655052827426775,0.91351745385844,-0.4231758041321125
14,1,-0.2367734412061835,-0.5998267176030069,0.0891752794589857,0.5835384135991631,-0.1685197145470384,-0.1809046986223543,-0.6937582369082038,-0.9374405048981514,0.2825687863931983,-0.5458971817786702
14,2,-0.2367733343363872,-0.5825995511231852,0.0932327433945279,0.5256300959453442,-0.1685196559154235,-0.1809048679752649,-0.0826176594217461,-0.4315852106143702,0.2421632067033035,-0.513163307820997
14,3,-0.2367740658982647,-0.6602079361147821,0.0896579517487156,0.5132784603238923,-0.1685197500924936,-0.1809045942683625,0.5978275196353411,0.3403558165007639,0.4504073481819842,-0.5949775595853688
14,4,-0.2367739885039164,-0.6515943528748712,0.3561684732249115,0.3498198019049409,-0.1685197581080609,-0.1809046303149752,0.3458107866512345,0.1064342931325413,0.4193261330359096,-0.5622436856276956
14,5,-0.2367733343363872,-0.5825995511231852,0.1659050900169916,0.551456243153834,-0.1685196485810753,-0.1809046375625441,-0.8418180675363657,-0.9842248095717956,0.3012175154808388,-0.4886026857878364
15,1,-0.2367658042965069,-0.3325472296685728,0.1848650608979458,0.3265602283320774,-0.1685193940037482,-0.180901714184151,0.3143086950282212,0.1649146739745969,0.7208139199528001,-0.2840670563769067
15,2,-0.2367648480056358,-0.3067064799488403,1.4201441183892891,0.2437882285831283,-0.1685187732440175,-0.180902741416183,-0.0826176594217461,-0.3029283727618482,0.5654078442224413,-0.177733048838997
15,3,-0.2367584891036781,-0.2118278605612222,1.5719747205274626,0.1414461048625284,-0.1685179789910542,-0.1809017692785479,-0.6339042628244782,-0.843871895550868,0.4193261330359096,-0.0550116711924392
15,4,-0.236767471703858,-0.392928448180348,0.0219631631140917,0.4606637007935528,-0.168519437073964,-0.1809035790731614,0.3521112049758374,0.0596499884588963,0.6866245832921188,-0.3577080562167659
15,5,-0.2367668798096019,-0.358431047304505,0.5406850394832343,0.1419273374192083,-0.1685195163307671,-0.180903738082622,0.6450806570698611,0.5245690161532326,0.7923007147887625,-0.275893804452394
16,1,-0.2367739074890291,-0.6860486858345147,-0.3016082731136152,-2.486885708871056,-0.1685198522203753,-0.1809046794618844,0.4749693623055896,0.6503018349636586,-2.738525325804906,-0.7340454410809519
16,2,-0.2367739074890291,-0.6774351025946038,-0.3062389103932119,-2.488810639097775,-0.1685198522912981,-0.180905374576172,0.4749693623055896,0.6503018349636586,-2.719876596717265,-0.7422186930054646
16,3,-0.2367739074890291,-0.6860486858345147,-0.3038406324536162,-2.488810639097775,-0.1685198524251779,-0.1809046342566913,0.4749693623055896,0.6503018349636586,-2.704335989144232,-0.7340454410809519
16,4,-0.2367739074890291,-0.6774351025946038,-0.3090444430772671,-2.4876877631321888,-0.1685198524349426,-0.1809056399208709,0.4749693623055896,0.6503018349636586,-2.7416334473195128,-0.7340454410809519
16,5,-0.2367739074890291,-0.6860486858345147,-0.3039311335079406,-2.4894522825066816,-0.1685198523092858,-0.1809048890138287,0.4749693623055896,0.6503018349636586,-2.7105522321734448,-0.7340454410809519
17,1,-0.2367742777636958,-0.6515943528748712,0.5816367665650086,0.1238009111175972,-0.1685197445471487,-0.1809047406919045,-1.285997559420853,-1.3263350374978211,-0.1308113750495493,-0.5049900558964843
17,2,-0.2367753479524685,-0.9619848249250592,0.7290931510775046,-0.1606075298802445,-0.1685198376978931,-0.1809048509092976,0.6545312845567648,0.7467944633530438,-0.2022981698855118,-0.807686440920811
17,3,-0.2367752114794405,-0.901603606413284,0.1246064422269739,0.2822868331175232,-0.1685198275047886,-0.1809044144515758,-0.0952184960709509,-0.1070190969409616,-0.4727047416563277,-0.8158596928453237
17,4,-0.2367752550536938,-0.9188738408093052,0.7064226369692519,0.0054177021743332,-0.1685198288515519,-0.180904803743798,0.0118886154472938,-0.0397666589725978,-0.3608123671304705,-0.7586060631141125
17,5,-0.236775421683683,-1.022322975520635,1.5935290549657153,-0.1299690571049555,-0.1685198367597071,-0.1809051301531143,0.5316731272270134,0.7117062348478167,-0.4105423113641855,-0.7667793150386251
18,1,-0.236769461424381,-0.3799650054042822,0.6709914742012634,0.1271695390143568,-0.1685193522987974,-0.1809039997552194,-1.282847350258552,-1.2473865233610462,-0.1587844686810102,-0.2349866785702082
18,2,-0.2367741397998575,-0.6947053369906251,0.7180972729770946,-0.1764882042506824,-0.1685197937028536,-0.1809046986963373,0.6513810753944639,0.7584905395214608,-0.2800012077506877,-0.5622436856276956
18,3,-0.2367735432201979,-0.625710535238939,0.1367939175426548,0.2346448100062094,-0.1685197478974826,-0.1809041885370736,-0.0448151494741299,-0.0631588113094199,-0.6312189389012933,-0.5622436856276956
18,4,-0.2367738225980351,-0.6515943528748712,0.7833636166540147,-0.0066131117426652,-0.1685197498434927,-0.18090459946942,0.0937940536671289,0.0918141979220274,-0.3856773392473315,-0.496775937712349
18,5,-0.2367745718366624,-0.7464299043462898,1.5916134493158498,-0.1200235842669031,-0.1685197763059401,-0.1809049960651057,0.4812697806301916,0.6970861396373028,-0.4695966201417209,-0.5049900558964843
19,1,-0.2367746717209478,-0.7636570708261116,0.1377894291402228,-0.1758465608417759,-0.1685198429305093,-0.1809049996963047,0.4749693623055896,0.6503018349636586,0.8575712665955114,-0.7422186930054646
19,2,-0.2367747183620108,-0.7722706540660224,0.1237768492290005,-0.1267608400604225,-0.1685198438417138,-0.1809047184415829,0.4749693623055896,0.6503018349636586,0.888652481741586,-0.7504328111895998
19,3,-0.2367746950414793,-0.7636570708261116,0.1304739272490034,-0.1225901579025298,-0.168519844406013,-0.1809044850344226,0.4749693623055896,0.6503018349636586,0.876219995683152,-0.7504328111895998
19,4,-0.2367746717209478,-0.7636570708261116,0.1881381823626769,-0.1975020258923732,-0.1685198452110902,-0.1809049275648656,0.4749693623055896,0.6503018349636586,0.876219995683152,-0.7422186930054646
19,5,-0.2367747183620108,-0.7722706540660224,0.1225400014865676,-0.1362250803417946,-0.1685198443530778,-0.1809058340800219,0.4749693623055896,0.6503018349636586,0.8731118741685452,-0.7504328111895998
20,1,-0.2351983750667225,0.5986241864819908,-0.1740017865162629,0.7192459945829051,-0.1684562766693836,-0.1807308620570417,1.1176120314150606,0.9105395297108058,0.6897327048067255,0.5176880911581637
20,2,-0.2352694361123648,0.5900106032420799,-0.177003404818021,0.7192459945829051,-0.1684564212050205,-0.1807289180228684,1.1176120314150606,0.9310076630055254,0.6555433681460512,0.5136014651959074
20,3,-0.2351983750667225,0.5900106032420799,-0.173277778081668,0.7192459945829051,-0.16845633145883,-0.1807299741108167,1.092410358116649,0.8696032631213665,0.6804083402629053,0.5095148392336508
20,4,-0.2351239616148172,0.5986241864819908,-0.1766112335826154,0.7192459945829051,-0.1684560938372044,-0.1807301554236418,1.076659312305143,0.9017674725844976,0.695948947835946,0.5136014651959074
20,5,-0.2351983750667225,0.5986241864819908,-0.1666561176069355,0.7192459945829051,-0.168456870733341,-0.1807295696110848,1.152264332200375,0.933931682047628,0.6679758542044782,0.5176880911581637
21,1,-0.2367755348574768,-1.0913177772723206,-1.2681897003159237,-1.6387935331487813,-0.1685198521507373,-0.1809047371333849,0.4749693623055896,0.6503018349636586,-0.6623001540473609,-1.044955944289414
21,2,-0.2367755268071015,-1.0913177772723206,-1.2624277998572726,-1.6482577734301531,-0.1685198521630717,-0.1809048064977112,0.4749693623055896,0.6503018349636586,-0.6343270604159,-1.036782692364901
21,3,-0.2367755183307805,-1.0740475428762994,-1.2058043068683295,-1.4933008901792142,-0.1685198525400421,-0.1809054091344868,0.4749693623055896,0.6503018349636586,-0.4198666759080058,-1.028568574180766
21,4,-0.2367755268071015,-1.0913177772723206,-1.2514470052659168,-1.5162396420476243,-0.1685198519058479,-0.1809048570414985,0.4749693623055896,0.6503018349636586,-0.5504077795215037,-1.036782692364901
21,5,-0.2367755094711083,-1.0827041940324098,-1.2133611449044135,-1.5781582310071094,-0.1685198526685255,-0.1809039647143036,0.4749693623055896,0.6503018349636586,-0.4851372277147547,-1.036782692364901
22,1,-0.2367756495646754,-1.246491479339315,-1.6348094713839196,-1.1744041159526433,-0.168519852168468,-0.1809064263773401,0.4812697806301916,0.6415297778373495,-0.0717570662720139,-1.1022095740206252
22,2,-0.2367756521203501,-1.2551481304954253,-1.544006746878475,-1.1994282089,-0.1685198520566874,-0.180903166894999,0.4938706172793973,0.6327577207110414,-0.161892590195617,-1.118596944129273
22,3,-0.2367756521203501,-1.2551481304954253,-1.5580494938078056,-1.4296177818452358,-0.1685198525189708,-0.1809048765736762,0.4749693623055896,0.6561498730478635,-0.2737849647214742,-1.118596944129273
22,4,-0.2367756533342956,-1.246491479339315,-1.5279126427177925,-1.1476155036307931,-0.1685198518472594,-0.1809043114758851,0.5064714539286029,0.6473778159215553,-0.1712169547394373,-1.118596944129273
22,5,-0.2367756441125694,-1.2292643128594931,-1.549949649445775,-1.3606411153877784,-0.1685198525657388,-0.1809047128403814,0.4749693623055896,0.6503018349636586,-0.0748651877866207,-1.1103828259451378
23,1,-0.2367753133230765,-0.97059840816497,-0.3826821342791908,-2.4862440654621487,-0.1685198532741964,-0.1809048949798123,0.4749693623055896,0.6503018349636586,-2.7074441106588383,-1.028568574180766
23,2,-0.2367753133230765,-0.97059840816497,-0.3810681988104063,-2.484960778644336,-0.1685198533027197,-0.1809049061295798,0.4749693623055896,0.6503018349636586,-2.747849690348726,-1.028568574180766
23,3,-0.2367753133230765,-0.9619848249250592,-0.3761208078406745,-2.489933515063361,-0.1685198533091439,-0.1809051189935694,0.4749693623055896,0.6503018349636586,-2.704335989144232,-1.028568574180766
23,4,-0.2367753040587558,-0.9662916165450146,-0.3850954957278404,-2.4897731042111357,-0.1685198532934689,-0.1809052697878964,0.4749693623055896,0.6503018349636586,-2.716768475202658,-1.028568574180766
23,5,-0.2367753133230765,-0.9619848249250592,-0.3820184598808121,-2.4886502282455485,-0.168519853277023,-0.180904978576832,0.4749693623055896,0.6503018349636586,-2.7105522321734448,-1.028568574180766
24,1,-0.2367725048069803,-0.5825995511231852,-0.4252025463025874,0.3395535073624354,-0.1685198279760658,-0.1809041875615239,0.4812697806301916,0.6005935112479054,0.7301382844966203,-0.6645115003331603
24,2,-0.2367724310331712,-0.5825995511231852,-0.4330912215378611,0.3300892670810633,-0.1685198298789054,-0.1809042027322051,0.4812697806301916,0.5888974350794997,0.7332464060112271,-0.668618559425228
24,3,-0.2367725785807894,-0.5825995511231852,-0.4311152818517792,0.3350620035000894,-0.168519828827911,-0.180904332157326,0.4781195714678906,0.5655052827426775,0.7487870135842609,-0.6604044412410927
24,4,-0.2367724310331712,-0.5825995511231852,-0.4329253029382665,0.3398743290668886,-0.1685198284005751,-0.180904036352794,0.4749693623055896,0.5830493969952939,0.7643276211573017,-0.668618559425228
24,5,-0.2367724310331712,-0.5825995511231852,-0.4387626209421879,0.3328162515689163,-0.1685198283802747,-0.1809045717451674,0.4875701989547945,0.5888974350794997,0.7487870135842609,-0.668618559425228
