f_id,i_id,ic.eps.max,ela_meta.lin_simple.intercept,ela_distr.skewness,ic.eps.ratio,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_mda_10,ela_level.qda_mda_50,nbc.dist_ratio.coeff_var,nbc.nn_nb.mean_ratio
5,4,-0.382639909948714,-0.3661705659924757,-0.6397300987827738,-0.8062503823980047,0.6637795572105196,-3.669187738750424,-3.371473005709863,0.7777315732521566,0.5137181411534076,-0.4952504924062761
5,5,-0.382639909948714,-0.3663367192018212,-0.6427547063003989,-0.8062503823980047,0.6637795572105196,-3.709972253534524,-3.397873618242659,0.7324295532472374,0.5137181411534076,-0.4983627222765954
6,1,-0.2871021398046898,-0.2578897068876208,-0.1973945151525514,1.1512567236926894,0.5851156172872711,-1.404078533048869,-1.5175633256291143,0.2719788631443262,-0.2719961449032831,0.2765825154312641
6,2,-0.29551761184357,-0.2735758236776713,-0.1677321361639124,1.1216267061933982,0.5607749309585608,-1.0778024147760683,-1.1274209404222542,-0.2169953210357565,-0.4833261942564621,0.4944386063531479
6,3,-0.291406842410036,-0.2482434765960353,-0.2398982102686512,1.1512567236926894,0.5704467268507635,-1.3005486109046152,-1.3503594462547428,-0.158030787061099,-0.4372670809358973,0.4446429284281506
6,4,-0.2566575960367083,-0.2005782532493509,-0.3020353226044227,1.2006894695540076,0.6130026287764554,-1.604863836601361,-1.6701001980408274,-0.1640231177495808,-0.3614050119373203,0.3792861011515779
6,5,-0.3251070939028809,-0.3202365589323138,-0.0622953793652977,1.032637886970526,0.4419730380826712,-0.8613307593835378,-0.9572836596553436,0.031087169467374,-0.3966266868295167,0.4321940089468944
7,1,-0.3823790197528103,-0.3660731111160606,-0.0012991277598586,-0.124117996201815,0.6552361375057405,0.7167162357243255,0.2806117279935105,0.2405790503366838,-0.2259370315827183,0.2423479868578216
7,2,-0.3824354163330761,-0.366157324670124,0.0163444160929544,-0.1735507420631331,0.6521734021398763,1.0869141391492396,0.9376936399208646,-0.2074075919341862,-0.3424394946876759,0.3637249518000163
7,3,-0.3824452175477261,-0.3661739189741506,0.1926737280415182,-0.1735507420631331,0.6508838293542494,0.7198535060923399,0.6531537048451805,-1.0175707010168722,-0.372242450365688,0.3948472505031464
7,4,-0.3825025187774549,-0.3662049512321684,-0.1131034793324208,-0.2624901779235064,0.643468785836894,0.0233794843946319,-0.2121997059520052,-0.5190087877352197,-0.5429321056124864,0.5411220544078397
7,5,-0.3824802029634102,-0.3661816390520999,-0.0971844923975519,-0.2328601604242149,0.6457255382117412,0.6790689913082399,0.3568801641993638,-0.1218371097026716,-0.4318483617217131,0.4477551582984629
8,1,-0.3195493525897449,-0.3196373848725799,-0.1386534533628853,1.0474528957201716,0.6433075892386907,0.0390658362346704,-0.0655296363253636,-0.0978677869487465,-0.8219961451429668,0.7807637544219166
8,2,-0.3013175461364172,-0.303616642617311,-0.1827490471724721,1.1018239778313716,0.6521734021398763,-0.2966220931421532,-0.4703390284948936,-0.1302263726665457,-0.7813557510365862,0.7247436167562878
8,3,-0.291406842410036,-0.2967991351379674,-0.2421268684395328,1.12656504244328,0.6531405817290968,-0.431524718966484,-0.5290070563455502,-0.1292675997563888,-0.7488434357514815,0.6998457777937892
8,4,-0.313454848649675,-0.3156013826882938,-0.2171075273068973,1.07219396033208,0.6445971620243176,-0.1648567376858298,-0.2738011351951944,-0.2754804685553355,-0.8219961451429668,0.7714270648109797
8,5,-0.313454848649675,-0.3137765472171297,-0.1772039333901594,1.07219396033208,0.6460479314081482,-0.4064265560224226,-0.5143400493828861,-0.2354516995562793,-0.8057399875004144,0.7620903752000426
9,1,-0.336953192854021,-0.3353551742533144,0.5109473401593296,1.0029584861087353,-0.1820189935626062,0.4249500914996169,0.609152683957188,-1.5808497857341246,-1.044163632924514,0.9923953856031756
9,2,-0.336953192854021,-0.3360745133458441,0.5108942768695466,0.9930818136089716,-0.1412362542171517,0.4249500914996169,0.609152683957188,-1.5312332876334986,-1.0495823521386978,0.9861709258625512
9,3,-0.3347972221080288,-0.3352451008236292,0.4998571125947042,1.0029584861087353,-0.209261218658977,0.4249500914996169,0.609152683957188,-1.5798910128239678,-1.0116513176394093,0.95816085702974
9,4,-0.336953192854021,-0.336277799503182,0.4916057710334638,0.9930818136089716,-0.1154447985046111,0.4249500914996169,0.609152683957188,-1.5590377020280526,-1.0495823521386978,0.9830586959922388
9,5,-0.3347972221080288,-0.3355147013415001,0.5565287060828372,1.0029584861087353,-0.1518752296985746,0.4249500914996169,0.609152683957188,-1.578213160231193,-1.055001071352882,1.0017320752141128
10,1,3.615469953569978,3.776578984678349,0.1463229444161584,1.9521067133360408,0.6350865627303183,0.8296579689726031,0.3979477836948238,0.1871274605954297,0.2671664169080323,-0.2089253443375143
10,2,3.181213650203897,3.272177773748223,0.2213279045242822,1.9421806574737777,0.6366985287123522,1.526131990670311,1.0843637095475065,0.5749511027539462,0.2725851361222166,-0.2120375742078266
10,3,2.138829431980493,1.9686808475461592,0.4684967083330126,1.8828712391126965,0.6450807518189277,0.6445590172601549,0.8966260204254046,-0.6093731345175195,0.2509102592654751,-0.1591296664125101
10,4,4.425034442435291,4.811108571781528,0.4675415691169203,1.991613403335096,0.6310566477752338,0.0108304029226008,-0.2679343324101286,0.2317104009177313,0.3403191262995175,-0.2867310910953294
10,5,2.138829431980493,1.735929919967111,0.5159352893989217,1.8631178941131683,0.6474987007919785,0.6633826394682015,0.8027571758643547,-0.3735149986188906,0.2346541016229276,-0.1124462183578183
11,1,1.619770103447169,1.067273219271177,0.5432363519922219,1.843315165751142,0.6515286157470628,0.4249500914996169,0.609152683957188,3.80002347929464,1.1991861217476936,-0.97453389243443
11,2,1.619770103447169,1.0384840266946445,0.5403178710541625,1.83837682950126,0.6515286157470628,0.4249500914996169,0.609152683957188,4.138710009807609,1.23440779663989,-0.9994317313969356
11,3,1.813162705777468,1.7136074349297483,0.4678599488556177,1.872994566612932,0.643468785836894,0.4280873618676242,0.6208862895273188,-0.6225562620321782,1.11519597392784,-0.9216259846391136
11,4,1.9167543057419307,1.9621531749034848,0.3948713937592441,1.89274791161246,0.6412120334620467,0.5661272580599623,0.7294221410510339,-0.1354996236724093,1.0582994221789075,-0.8811669963250532
11,5,1.619770103447169,1.0528315109405684,0.5907810596376968,1.83837682950126,0.6500778463632326,0.4249500914996169,0.609152683957188,3.99633223264929,1.250663954282442,-1.0181051106188097
13,1,-0.3824635162672393,-0.3659567583314707,-0.5263869118065077,-0.2229834879244511,0.6505614361578427,-0.9021152741676376,-1.042352300038796,-0.2591813290826658,-0.7840651106436836,0.7340803063672248
13,2,-0.3824452175477261,-0.365935055001226,-0.5206560765099548,-0.2031807595624246,0.6508838293542494,-1.1405478221362222,-1.306358425366751,-0.210763297119736,-0.5998286573614197,0.5722443531109699
13,3,-0.3824802029634102,-0.3660452065337123,-0.5392282279339685,-0.2427368329239787,0.6366985287123522,0.1269094065388857,-0.0977970516432244,-0.8586540911583451,-0.911405012177004,0.8554572713094194
13,4,-0.3824802029634102,-0.3658500268192503,-0.5561023540849295,-0.2427368329239787,0.6344417763375048,0.0892621621227932,-0.1711320864565452,-0.8529014536974037,-0.8924394949273595,0.8367838920875454
13,5,-0.3824720520999301,-0.3660137683787038,-0.4834321787272532,-0.2328601604242149,0.6339581865428947,0.6320099357881246,0.5240840435737355,-0.8773501629064078,-0.979139002354305,0.9177018687156728
14,1,-0.3826230096312681,-0.3663406739102149,0.4563452149727294,-0.5590866530914146,0.5232161235771738,-0.7389772150312381,-0.9836842721881394,0.0871753847115597,-0.3207646178309397,0.2859192050422011
14,2,-0.3826215954471542,-0.3663583094633069,0.4634822274485288,-0.5393333080918868,0.4650241516257543,-0.1303467636377455,-0.4762058312799594,1.2815667375396742,-0.2747055045103749,0.2454602167281339
14,3,-0.3826312760418758,-0.3663298070148342,0.4571942276092557,-0.6283221273147591,0.4526120135640941,0.5473036358519165,0.298212136348708,-0.3828630344929217,-0.4806168346493696,0.4539796180390876
14,4,-0.3826302518997734,-0.3663335607262421,0.9259818611962518,-0.6184454548149952,0.2883526799948517,0.2963220064113008,0.0635400249460813,-0.2249051975445521,-0.4481045193642657,0.4228573193359574
14,5,-0.3826215954471542,-0.3663343154512999,0.5913116925355256,-0.5393333080918868,0.4909768039364982,-0.8864289223275992,-1.0306186944686644,0.3453249907713385,-0.2882523025458351,0.3045925842640751
15,1,-0.3825219521133974,-0.3660298896538156,0.6246619701640759,-0.2526135054237425,0.2649791732553619,0.2649493027312238,0.122208052796738,-0.2738026159625604,-0.7650995933940339,0.7247436167562878
15,2,-0.3825092977301604,-0.366136860387152,2.797497560194108,-0.2229834879244511,0.1818017285824186,-0.1303467636377455,-0.3471361700085152,-0.0863625120268618,-0.6025380169685115,0.5691321232406507
15,3,-0.3824251518026262,-0.3660356269048567,3.064565097671424,-0.1141919403395523,0.0789582989286631,-0.6793690780390915,-0.8898154276270943,0.1909625522360579,-0.4833261942564621,0.4228573193359574
15,4,-0.382544016541984,-0.366224089736001,0.3381202053364366,-0.3218489796470871,0.3997395293533861,0.3025965471473164,0.0166056026655555,-0.1431698069536657,-0.7298779185018375,0.6905090881828453
15,5,-0.3825361841376608,-0.3662406481746783,1.2505434731533362,-0.2822929062855329,0.0794418887232732,0.594362691372032,0.4830164240782698,-0.605298349649352,-0.8247055047500641,0.7963249037734783
16,1,-0.3826291798478863,-0.3663386786360706,-0.2310366408749075,-0.6579521448140506,-2.5622479626336907,0.4249500914996169,0.609152683957188,0.7070220711280768,2.578250161757541,-2.7391682289017134
16,2,-0.3826291798478863,-0.366411064312119,-0.2391818558565821,-0.6480754723142869,-2.564182321812131,0.4249500914996169,0.609152683957188,0.6619597443506963,2.5728314425433565,-2.72049484967984
16,3,-0.3826291798478863,-0.3663339711965526,-0.2349633243188419,-0.6579521448140506,-2.564182321812131,0.4249500914996169,0.609152683957188,0.7103777763136261,2.570122082936264,-2.704933700328278
16,4,-0.3826291798478863,-0.3664386959631472,-0.2441167418063915,-0.6480754723142869,-2.5630539456247075,0.4249500914996169,0.609152683957188,0.6856893738770827,2.5972156790071845,-2.7422804587720258
16,5,-0.3826291798478863,-0.3663605003126348,-0.2351225141881906,-0.6579521448140506,-2.5648271082049443,0.4249500914996169,0.609152683957188,0.691681704565564,2.567412723329172,-2.7111581600689028
17,1,-0.3826340796097445,-0.3663450548197822,1.3225768890336176,-0.6184454548149952,0.0612266731262913,-1.328784044216684,-1.373826657395006,0.6629185172608533,0.1127329193037806,-0.1280073677093868
17,2,-0.3826482411784422,-0.3663565323000376,1.5819502494924138,-0.9743513483439852,-0.224574895488298,0.6037745024760549,0.7059549299107648,0.0413939782515614,0.2454915400512961,-0.1995886547265773
17,3,-0.3826464352613831,-0.3663110818067584,0.5186680488227409,-0.9051158741206408,0.2204889121512294,-0.1428958451097758,-0.1505982767088153,0.5087957719531114,0.4703683874399353,-0.4703526534437775
17,4,-0.3826470118697326,-0.366351620724149,1.5420731872205675,-0.9249186024826672,-0.0577364163478016,-0.0362286525975146,-0.0831300446805602,0.1744237195358495,0.3782501607988057,-0.3583123781125198
17,5,-0.3826492168471154,-0.3663856113346969,3.1024788182213032,-1.0435374392048309,-0.193786345231453,0.4814209581237553,0.6707541132003771,0.0718350181490474,0.4757871066541195,-0.408108056037524
18,1,-0.3825703460686933,-0.3662678974316772,1.479750353370556,-0.3069845875349425,0.0646118016885622,-1.3256467738486766,-1.2946248197966193,0.7007900472120558,0.1642107518385349,-0.1560174365421978
18,2,-0.3826322539651272,-0.3663406816144347,1.5626086803665484,-0.6678782006763132,-0.2405333587104325,0.6006372321080475,0.7176885354809022,-0.0199674879984877,0.3105161706215054,-0.2773944014843924
18,3,-0.3826243595599061,-0.3662875562164071,0.540105617895031,-0.5887660539532049,0.172613522484826,-0.092699519221653,-0.1065972558208227,0.4817104372411757,0.6220925254370893,-0.629076376829727
18,4,-0.3826280565043474,-0.3663303486265781,1.6774111078118443,-0.6184454548149952,-0.0698261612130551,0.045340376970686,0.0488730179834172,0.2240402176364749,0.3972156780484501,-0.3832102170750254
18,5,-0.382637971011547,-0.3663716480896153,3.09910929932009,-0.7271876190373951,-0.1837921561428432,0.4312246322356316,0.656087106237713,0.0085560060786832,0.5110087815463159,-0.4672404235734652
19,1,-0.3826392927579589,-0.3663720262242632,0.5418567064578664,-0.7469409640369228,-0.2398885723176191,0.4249500914996169,0.609152683957188,-1.5647903394889946,-0.8761833372848072,0.8616817310500441
19,2,-0.382639909948714,-0.3663427377841579,0.5172088083537111,-0.7568176365366867,-0.1905624132673854,0.4249500914996169,0.609152683957188,-1.5233234111247036,-0.9032769333557276,0.8928040297531743
19,3,-0.3826396013533364,-0.3663184319463995,0.5289888586855142,-0.7469409640369228,-0.1863713017140977,0.4249500914996169,0.609152683957188,-1.581089478961664,-0.8870207757131756,0.880355110271918
19,4,-0.3826392927579589,-0.3663645148220651,0.6304193371055202,-0.7469409640369228,-0.2616501130750753,0.4249500914996169,0.609152683957188,-1.543457642238001,-0.9005675737486358,0.880355110271918
19,5,-0.382639909948714,-0.3664589147122944,0.5150332134726125,-0.7568176365366867,-0.2000730125613847,0.4249500914996169,0.609152683957188,-1.578213160231193,-0.8897301353202673,0.8772428804016057
20,1,-0.3617805116475358,-0.3482382157570651,-0.0065789250932567,0.8151041751632274,0.659588445657232,1.0649532465731866,0.8702254078926097,0.0109529383540766,-0.7488434357514872,0.6936213180531576
20,2,-0.3627208465727912,-0.3480357738990676,-0.011858722426655,0.8052275026634635,0.659588445657232,1.0649532465731866,0.8907592176403396,0.0042415279829771,-0.7054936820380088,0.6593867894797221
20,3,-0.3617805116475358,-0.348145749541161,-0.0053054061384673,0.8052275026634635,0.659588445657232,1.0398550836291245,0.8291577883971497,-0.0391429462016282,-0.7325872781089292,0.6842846284422206
20,4,-0.3607958150799185,-0.3481646305390826,-0.0111688996594773,0.8151041751632274,0.659588445657232,1.0241687317890855,0.8614252037150113,-0.0108591453519959,-0.7461340761443894,0.6998457777937892
20,5,-0.3617805116475358,-0.3481036269908423,0.0063419859688783,0.8151041751632274,0.659588445657232,1.0994632206212709,0.8936926190328721,-0.0206865676811059,-0.7163311204663773,0.6718357089609713
21,1,-0.382650714450619,-0.366344684253597,-1.9312375088086835,-1.1226495859279393,-1.7100015479324295,0.4249500914996169,0.609152683957188,-0.083965579751469,0.8144570575406238,-0.6601986755328503
21,2,-0.3826506079218038,-0.3663519075027013,-1.9211024204601503,-1.1226495859279393,-1.7195121472264288,0.4249500914996169,0.609152683957188,-0.2368898589215147,0.7738166634342432,-0.6321886067000393
21,3,-0.3826504957565432,-0.3664146630397393,-1.8215026255376543,-1.102846857565913,-1.5637962333619653,0.4249500914996169,0.609152683957188,-0.3313289905719819,0.5977082889732613,-0.417444745648461
21,4,-0.3826506079218038,-0.3663571708763453,-1.901787382979176,-1.1226495859279393,-1.5868473469050484,0.4249500914996169,0.609152683957188,-0.0496894482133554,0.6871171560072985,-0.5481584002015927
21,5,-0.382650378518482,-0.3662642484484468,-1.8347949796282697,-1.1127729134281754,-1.649069233811552,0.4249500914996169,0.609152683957188,-0.2924986877106225,0.6464767619009126,-0.4828015729250268
22,1,-0.3826522323453256,-0.366520593550674,-2.5761156695402203,-1.3005778410111848,-1.2433373961336491,0.4312246322356316,0.6003524797795888,-0.5789320946200336,0.2183979439803757,-0.0688750001734457
22,2,-0.3826522661639971,-0.3661811675928774,-2.416395167293703,-1.3105038968734477,-1.268484065453376,0.4437737137076628,0.5915522756019905,-0.2459982015680065,0.3159348898356889,-0.1591296664125101
22,3,-0.3826522661639971,-0.3663592048582548,-2.4410961286876414,-1.3105038968734477,-1.499801183875224,0.4249500914996169,0.615019486742253,-0.3735149986188906,0.3890875992271741,-0.2711699417437678
22,4,-0.3826522822278662,-0.3663003584406535,-2.388085902194528,-1.3005778410111848,-1.216417564233685,0.4563227951796939,0.6062192825646547,-0.2606194884479011,0.2969693725860452,-0.1684663560234471
22,5,-0.3826521601988264,-0.3663421545034455,-2.4268486353809333,-1.2808244960116573,-1.4304866466477713,0.4249500914996169,0.609152683957188,-0.4145025405281037,0.2021417863378238,-0.071987230043758
23,1,-0.3826477829354431,-0.3663611215799024,-0.373644232166441,-0.984228020843749,-2.561603176240877,0.4249500914996169,0.609152683957188,0.6955167962061917,2.5647033637220806,-2.7080459301985904
23,2,-0.3826477829354431,-0.3663622826601312,-0.3708053461630561,-0.984228020843749,-2.56031360345525,0.4249500914996169,0.609152683957188,0.6924007842481822,2.599925038614277,-2.7485049185126504
23,3,-0.3826477829354431,-0.3663844492362892,-0.3621029666386611,-0.9743513483439852,-2.5653106979995544,0.4249500914996169,0.609152683957188,0.6876069196973965,2.5728314425433565,-2.704933700328278
23,4,-0.3826476603427589,-0.3664001521926286,-0.3778892953490727,-0.9792896845938672,-2.5651495014013515,0.4249500914996169,0.609152683957188,0.6959961826612702,2.5728314425433565,-2.7173826198095274
23,5,-0.3826477829354431,-0.3663698269495055,-0.3724768397912173,-0.9743513483439852,-2.564021125213928,0.4249500914996169,0.609152683957188,0.7060632982179199,2.5809595213646324,-2.7111581600689028
24,1,-0.3826106184700244,-0.3662874546276143,-0.4484369391154331,-0.5393333080918868,0.2780360977098352,0.4312246322356316,0.5592848602841239,-1.7062093437371555,-0.767808953001126,0.7340803063672248
24,2,-0.3826096422377066,-0.3662890344254021,-0.4623129893936605,-0.5393333080918868,0.2685254984158359,0.4312246322356316,0.547551254713998,-1.802805714435476,-0.767808953001126,0.7371925362375371
24,3,-0.3826115947023422,-0.3663025121009995,-0.4588373439128808,-0.5393333080918868,0.2735225929601408,0.4280873618676242,0.5240840435737355,-1.7553464553827034,-0.7650995933940339,0.7527536855890988
24,4,-0.3826096422377066,-0.3662717085174621,-0.4620211412998546,-0.5393333080918868,0.278358490906242,0.4249500914996169,0.5416844519289322,-1.713400140563334,-0.7867744702507701,0.7683148349406673
24,5,-0.3826096422377066,-0.3663274615635358,-0.4722888878728449,-0.5393333080918868,0.2712658405852934,0.4374991729716472,0.547551254713998,-1.779315778136629,-0.7840651106436836,0.7527536855890988
