f_id,i_id,ic.eps.max,ela_meta.lin_simple.intercept,ela_meta.quad_w_interact.adj_r2,ic.eps.ratio,ela_distr.skewness,ela_meta.lin_simple.coef.max,ela_level.mmce_lda_10,nbc.nn_nb.cor,nbc.nn_nb.mean_ratio,ic.eps.s
6,1,-0.2295556260046666,-0.1798633457281611,0.5909953444878916,0.8788343808263815,-0.2923779191088358,-0.1681103972001932,-1.3601287758060756,-0.3534771846918595,0.1688038956566037,0.7485142359857485
6,2,-0.2301915827465731,-0.1800139783487465,0.5627119376888498,0.8524885131566388,-0.275472437430556,-0.1682681919942856,-1.0351564410948322,0.0049966298964316,0.4350404473877374,0.7317688251492803
6,3,-0.2298809321349852,-0.1797707136913709,0.5739503774765484,0.8788343808263815,-0.3166020529626858,-0.168244947381383,-1.2570125542150083,-0.2164136673492754,0.3741863784206269,0.7485142359857485
6,4,-0.2272549335688692,-0.1793129880732593,0.6233995125424224,0.9227880700554028,-0.3520158616304241,-0.1680809849483044,-1.5601117510129938,-0.1083443555983921,0.2943154129012775,0.7861183318915828
6,5,-0.2324276582178245,-0.1804620579419256,0.4246664356299518,0.7733630905885106,-0.2153808594435398,-0.1683652070951764,-0.8195497959498735,0.1578751684708572,0.3589728611788408,0.6816161108984119
7,1,-0.2367556943871515,-0.1809022229659687,0.6724740329487064,-0.2551795832382554,-0.1806172616095816,-0.1685189373773281,0.7521913998169958,-0.1478819086779837,0.1269667232417069,-0.3049015589288312
7,2,-0.236759956273505,-0.1809030316625063,0.6689151936826018,-0.2991332724672767,-0.170561675459263,-0.1685192198913228,1.1209100103547582,-0.1136160293423378,0.2752985163490555,-0.3467024473260998
7,3,-0.236760696950737,-0.1809031910163819,0.6674167350442421,-0.2991332724672767,-0.0700662986848018,-0.1685195059977141,0.7553161338046105,-0.3903789008994786,0.313332309453508,-0.3299570364896315
7,4,-0.2367650272013987,-0.1809034890168628,0.6588005978736733,-0.3782147852559552,-0.244337923320021,-0.1685195503625291,0.0616251885556116,0.5084414724432353,0.4920911370444119,-0.4303042241206366
7,5,-0.2367633407966045,-0.18090326515172,0.6614229004908028,-0.3518689175862123,-0.2352652140114629,-0.1685193067155434,0.7146945919657053,0.2448577852459584,0.3779897577310713,-0.3968551615769683
8,1,-0.2320076600238394,-0.1804563041176992,0.6586132905438784,0.7865360244233822,-0.2588996217602566,-0.1683197283740863,0.0772488584936521,0.4530888981318067,0.7849513439486647,0.6816161108984119
8,2,-0.2306298834502188,-0.1803024581134948,0.6689151936826018,0.8348806915973606,-0.2840310265449625,-0.1682810574814943,-0.2570976781804153,0.8168343864640487,0.7164905163606571,0.72341699929568
8,3,-0.2298809321349852,-0.1802369900928738,0.670039037661372,0.8568794911015958,-0.3178722322658839,-0.1683251815501157,-0.3914612396475637,1.2280249384918005,0.6860634818771019,0.72341699929568
8,4,-0.2315470987087573,-0.1804175466869186,0.660111749182238,0.8085348239276174,-0.3036129574692668,-0.168353772763069,-0.1258588507008746,0.9380828825747958,0.7735412060173316,0.6816161108984119
8,5,-0.2315470987087573,-0.1804000229267147,0.6617975151503931,0.8085348239276174,-0.280870699469148,-0.1683700687851375,-0.366463367746699,0.6718633585055463,0.7621310680859984,0.6816161108984119
9,1,-0.2333228672397859,-0.1806072408878328,-0.3004002380064049,0.7469733131393179,0.1113274027576355,-0.1684895137919158,0.461591138969449,1.1700365273083992,1.0435811370589096,0.6899679367520117
9,2,-0.2333228672397859,-0.1806141486479909,-0.2530114835682759,0.7381913572494038,0.1112971603932736,-0.1684808600124062,0.461591138969449,0.7746609965124795,1.0359743784380209,0.6816161108984119
9,3,-0.2331599406535014,-0.1806061838608202,-0.3320551767417559,0.7469733131393179,0.1050067486060067,-0.168484134630309,0.461591138969449,1.3809034770662207,1.0017439646440212,0.6899679367520117
9,4,-0.2333228672397859,-0.1806161007899403,-0.2230423108010795,0.7381913572494038,0.1003040609477374,-0.1684892336895553,0.461591138969449,0.7403951171768388,1.0321709991275765,0.6816161108984119
9,5,-0.2331599406535014,-0.1806087728146742,-0.2653737673347443,0.7469733131393179,0.1373055937444733,-0.1684812611112117,0.461591138969449,1.9555159151562835,1.0549912749902428,0.6899679367520117
10,1,0.065361524464315,-0.1411206409648253,0.6490606167243343,1.590919274160085,-0.0964830039548866,-0.1477740755811169,0.8646818233708881,-0.5748874819375717,-0.4245232767727908,1.500930227136581
10,2,0.0325448003916605,-0.1459643685263223,0.6509336900222843,1.5820934084907212,-0.0537354219293973,-0.1526353697538257,1.558372768619887,-0.3244829791001594,-0.4283266560832351,1.496733434645147
10,3,-0.0462281155153076,-0.1584817532013687,0.6606736711716229,1.5293577633717856,0.0871335112681473,-0.15846955785807,0.6803225181020156,-0.6539625880967548,-0.3636692078056718,1.467481164592913
10,4,0.126540266705199,-0.1311861297748234,0.64437793347946,1.6260470977197423,0.0865891487096338,-0.1412118636215777,0.0491262526051788,-0.4879048651624763,-0.5196077595339093,1.588707916857918
10,5,-0.0462281155153076,-0.1607168431623934,0.6634832811185477,1.511793851591957,0.1141701850076503,-0.1653052069822403,0.6990709220276647,-0.3192113053562137,-0.3066185181489974,1.4423839279028443
11,1,-0.0854533993621509,-0.167137904056296,0.668165964363422,1.4941860300326788,0.1297298814718274,-0.1653170056787123,0.461591138969449,-1.9165284497717103,-1.3601545871422154,1.4423839279028443
11,2,-0.0854533993621509,-0.1674143645455543,0.668165964363422,1.4897950520877214,0.128066551431925,-0.1670271916438281,0.461591138969449,-1.76364991119729,-1.3905816216257791,1.4340321020492444
11,3,-0.0708387314363848,-0.1609312043369378,0.6588005978736733,1.5205758074818712,0.0867706028958049,-0.1558857048041088,0.4647158729570568,-1.4526211603045036,-1.295497138864652,1.4758329904465126
11,4,-0.063010320136589,-0.1585444379594672,0.6561782952565435,1.5381397192617,0.0451722307160663,-0.154902018323943,0.6022041684118129,-1.0387947714047787,-1.2460532078288749,1.4841848163001128
11,5,-0.0854533993621509,-0.167276586714387,0.6664801983952674,1.4897950520877214,0.1568270399400541,-0.1665090216553819,0.461591138969449,-1.6265863938547112,-1.4134018974884457,1.4340321020492444
12,1,3.084050815392333,1.3495774226271493,-1.2659695230995125,2.206270923366382,3.999240401571835,1.038700813855469,0.2647328977501316,0.5110773093152078,0.6176026542890941,2.5041515486710244
12,2,6.393728185480321,1.834342633865505,-0.3455413044869944,2.302960257714339,1.863569993883813,1.1972513879685656,-0.5008269292138474,0.3687421182286787,0.3285458266952856,2.479054311980956
12,3,4.456885246846811,8.435356387340635,-1.0331465121643562,2.417213503842124,4.245171308562481,8.87091098128205,-1.0757779829337384,0.65604833727371,0.2334613439341671,2.867790046336772
12,4,3.7564723061358585,5.3834924734033605,-1.12286672313615,2.3381319910534457,4.467346838346888,5.149788819145686,-0.2852202840688938,0.2764878277096318,0.3589728611788408,2.7883641824690355
12,5,5.028806804321929,2.4921931872290104,-1.3461370602517626,2.311742213604253,4.15281112780136,2.05466826697578,-0.5039516632014551,0.6771350322494921,0.465467481871301,2.625357421371396
13,1,-0.2367620797839267,-0.1809011056387748,0.6670421203846523,-0.343086961696298,-0.4798805781523688,-0.1685193630614384,-0.8601713377887787,0.9697129250384692,0.7279006542919902,-0.4470078758278368
13,2,-0.236760696950737,-0.180900897223298,0.6674167350442421,-0.3254791401370197,-0.476614402801288,-0.168519226720988,-1.0976511208469943,0.5453431886508536,0.5301249301488644,-0.4386560499742367
13,3,-0.2367633407966045,-0.1809019550003261,0.6509336900222843,-0.3606508734761265,-0.487199230327939,-0.1685195286842906,0.1647414101466789,1.2016665697720728,0.8762324473993389,-0.4637532866643051
13,4,-0.2367633407966045,-0.1809000807039487,0.6483113874051545,-0.3606508734761265,-0.4968163021950105,-0.1685195094544323,0.1272446022953815,1.6234004692877098,0.8534121715366725,-0.4637532866643051
13,5,-0.2367627248363162,-0.1809016531020463,0.6477494654157696,-0.3518689175862123,-0.455399384201443,-0.1685195942326828,0.6678235821515837,1.040880520581734,0.9523000336082356,-0.4637532866643051
14,1,-0.2367741326883479,-0.1809047923517124,0.5190693298466204,-0.6419369206300826,0.0802080098292814,-0.1685197402538458,-0.6976851704331579,0.2791236645816042,0.180214033587937,-0.5891559518561105
14,2,-0.2367740258185351,-0.1809049617046257,0.4514513837906335,-0.6243730088502538,0.0842756078359515,-0.1685196816222305,-0.0914867768371858,0.1394243103670476,0.1307701025521513,-0.555706889312442
14,3,-0.2367747573805259,-0.1809046879977189,0.4370287193964202,-0.703498431418382,0.0806918876590711,-0.168519775799301,0.5834557644861647,0.5585223730107175,0.3855965163519601,-0.6393086661069791
14,4,-0.2367746799861657,-0.1809047240443322,0.2461625503353386,-0.6947164755284677,0.3478680556139247,-0.1685197838148684,0.3334770454775161,0.3133895439172501,0.3475627232475076,-0.6058596035633107
14,5,-0.2367740258185351,-0.1809047312919012,0.4816078638876249,-0.6243730088502538,0.1571294635836726,-0.1685196742878824,-0.8445476678507382,0.3792854657165693,0.2030343094506034,-0.5306096526223738
15,1,-0.2367664957774874,-0.1809018079134601,0.219002987515067,-0.3694328293660409,0.1761367895851018,-0.1685194197105542,0.3022297056014351,0.711400911585138,0.7164905163606571,-0.3216052106360314
15,2,-0.236765539486468,-0.1809028351455089,0.1223524053408586,-0.343086961696298,1.4145011254745516,-0.1685187989508209,-0.0914867768371858,0.3133895439172501,0.5263215508384116,-0.2129479562806943
15,3,-0.2367591805835245,-0.180901863007858,0.002850328931663,-0.2463537175688915,1.5667109453077936,-0.1685180046978542,-0.6383152246686036,0.3239328914051363,0.3475627232475076,-0.0875452910888889
15,4,-0.236768163185097,-0.1809036728025011,0.3755919152236678,-0.4309943401543404,0.0128280220310569,-0.1685194627807701,0.3397265134527325,0.7535743015367027,0.6746533439457602,-0.3968551615769683
15,5,-0.2367675712907491,-0.1809038318119643,0.0034122509210479,-0.3958226068152334,0.5328454772332424,-0.1685195420375736,0.6303267743002862,0.9907996200142511,0.8039682405008868,-0.3132533847824313
16,1,-0.2367745989712657,-0.1809047731912422,-3.066180269759039,-0.729844299088125,-0.3115515781142552,-0.1685198779271832,0.461591138969449,-2.098401193937831,-3.516670656164429,-0.7814149830059847
16,2,-0.2367745989712657,-0.1809054683055412,-3.0684279577165783,-0.7210623431982107,-0.3161937810438007,-0.168519877998106,0.461591138969449,-2.3013606330797343,-3.493850380301762,-0.7897668088595847
16,3,-0.2367745989712657,-0.1809047279860483,-3.0684279577165783,-0.729844299088125,-0.3137895130770329,-0.1685198781319858,0.461591138969449,-2.061499477730212,-3.4748334837495403,-0.7814149830059847
16,4,-0.2367745989712657,-0.1809057336502445,-3.067116806408013,-0.7210623431982107,-0.3190063209294537,-0.1685198781417505,0.461591138969449,-2.317175654311576,-3.5204740354748734,-0.7814149830059847
16,5,-0.2367745989712657,-0.18090498274319,-3.069177187035758,-0.729844299088125,-0.3138802401701184,-0.1685198780160937,0.461591138969449,-2.024597761522599,-3.482440242370429,-0.7814149830059847
17,1,-0.2367749692459899,-0.1809048344212633,-0.0177534773457846,-0.6947164755284677,0.5738994868544676,-0.1685197702539561,-1.2851351601034808,-0.3877430640275054,-0.3256354147012278,-0.547355063458842
17,2,-0.2367760394349284,-0.1809049446386582,-0.3498493730722788,-1.0111742560215304,0.7217241638552399,-0.1685198634047009,0.6397009762631104,-0.3798355534115872,-0.4131131388414575,-0.8566649339469214
17,3,-0.2367759029618793,-0.1809045081809293,0.1673061644916532,-0.9496127452332308,0.1157276667722861,-0.1685198532115964,-0.1039857127876177,-0.2164136673492754,-0.7440071388501545,-0.8650167598005217
17,4,-0.2367759465361394,-0.1809048974731578,-0.1559862867344776,-0.9672205667925092,0.6989970270373023,-0.1685198545583597,0.0022552427910572,-1.104690693204098,-0.6070854836741391,-0.806512219696053
17,5,-0.2367761131661544,-0.1809052238824796,-0.3140736730814384,-1.0726918570303805,1.588319114644343,-0.1685198624665149,0.5178363507463948,-1.5527829614394686,-0.6679395526412579,-0.814864045549653
18,1,-0.2367701529059283,-0.180904093484566,-0.0138200234200901,-0.4177774965400193,0.6634773700942974,-0.1685193780056032,-1.282010426115873,-0.5801591556815174,-0.3598658284952274,-0.2714524963851629
18,2,-0.2367748312821302,-0.1809047924256955,-0.3683927987219816,-0.7386701647574888,0.710700822045342,-0.1685198194096613,0.6365762422755026,-0.7541243892317256,-0.5081976216025761,-0.6058596035633107
18,3,-0.236774234702378,-0.1809042822664233,0.1116758875425448,-0.6683266980792751,0.1279455819744776,-0.1685197736042901,-0.0539899689858884,-0.8463786797507667,-0.9379794836828445,-0.6058596035633107
18,4,-0.2367745140802586,-0.1809046931987765,-0.170034336469101,-0.6947164755284677,0.7761301773422266,-0.1685197755503001,0.0834983264688685,-1.1916733099792045,-0.6375125181577027,-0.538961478475974
18,5,-0.2367752633190021,-0.1809050897944687,-0.3024606186341494,-0.7914058098764244,1.586398724507365,-0.1685198020127477,0.4678406069446645,-0.6697776093285919,-0.7402037595397101,-0.547355063458842
19,1,-0.236775363203303,-0.1809050934256678,-0.3676435694028018,-0.808969721656253,0.128943579998419,-0.1685198686373172,0.461591138969449,0.8300135708239126,0.8838392060202277,-0.7897668088595847
19,2,-0.2367754098443732,-0.1809048121709414,-0.3103275264855389,-0.8177516775461674,0.1148960017523349,-0.1685198695485217,0.461591138969449,1.2148457541319364,0.9218729991246802,-0.7981603938424529
19,3,-0.2367753865238381,-0.1809045787637772,-0.3054575359108696,-0.808969721656253,0.1216098066406679,-0.1685198701128209,0.461591138969449,1.4573427463534314,0.906659481882894,-0.7981603938424529
19,4,-0.236775363203303,-0.1809050212942274,-0.3929300589251239,-0.808969721656253,0.1794180861183636,-0.1685198709178981,0.461591138969449,0.6850425428654102,0.906659481882894,-0.7897668088595847
19,5,-0.2367754098443732,-0.1809059278093987,-0.3213786589434426,-0.8177516775461674,0.1136560648134987,-0.1685198700598857,0.461591138969449,0.5453431886508536,0.9028561025724496,-0.7981603938424529
20,1,-0.2351990663047048,-0.1807309557835456,0.6775313308531711,0.5799405121131477,-0.1836263768635867,-0.1684563023759237,1.099036872441502,0.9459903931907088,0.6784567232562045,0.4976671464728697
20,2,-0.2352701273613638,-0.1807290117493404,0.6775313308531711,0.5711585562232333,-0.1866354921175918,-0.1684564469115612,1.099036872441502,0.6824067059934327,0.6366195508413162,0.4934912335460698
20,3,-0.2351990663047048,-0.180730067837306,0.6775313308531711,0.5711585562232333,-0.182900560118902,-0.1684563571653703,1.0740390005406366,0.6639558478896282,0.6670465853248714,0.4893153206192694
20,4,-0.2351246528412633,-0.1807302491501341,0.6775313308531711,0.5799405121131477,-0.1862423413808876,-0.1684561195437437,1.058415330602596,1.1911232222841812,0.6860634818771019,0.4934912335460698
20,5,-0.2351990663047048,-0.1807296633375675,0.6775313308531711,0.5799405121131477,-0.1762623611414737,-0.1684568964398836,1.1334089463051908,0.5954240892183366,0.6518330680830937,0.4976671464728697
21,1,-0.2367762263399657,-0.1809048308627436,-2.0758864171329936,-1.1430353237085942,-1.2805471746326167,-0.1685198778575452,0.461591138969449,-1.355095196041511,-0.9760132767872884,-1.0991184384769324
21,2,-0.2367762182895892,-0.1809049002270711,-2.086937549590897,-1.1430353237085942,-1.2747708830395017,-0.1685198778698796,0.461591138969449,-1.5844130039031417,-0.9417828629932888,-1.090766612623332
21,3,-0.2367762098132669,-0.1809055028638566,-1.9059986690089492,-1.125427502149316,-1.21800596513229,-0.16851987824685,0.461591138969449,-1.660852273190352,-0.6793496905725912,-1.082373027640464
21,4,-0.2367762182895892,-0.1809049507708593,-1.932783617169631,-1.1430353237085942,-1.2637626624117844,-0.1685198776126557,0.461591138969449,-1.66875978380627,-0.839091621611273,-1.090766612623332
21,5,-0.2367762009535933,-0.1809040584436496,-2.0050842464704925,-1.1342533678186797,-1.2255816774049355,-0.1685198783753334,0.461591138969449,-1.652944762574439,-0.7592206560919321,-1.090766612623332
22,1,-0.2367763410471822,-0.1809065201067266,-1.5336316973765352,-1.3012422590654007,-1.6480826287223032,-0.1685198778752759,0.4678406069446645,-1.241754210546682,-0.2533712078027757,-1.157622978581401
22,2,-0.2367763436028572,-0.1809032606243319,-1.5628516408245514,-1.3100681247347643,-1.557053111993104,-0.1685198777634953,0.4803395428950973,-1.4526211603045036,-0.3636692078056718,-1.174368389417869
22,3,-0.2367763436028572,-0.1809049703030373,-1.831637659080344,-1.3100681247347643,-1.57113093260355,-0.1685198782257787,0.461591138969449,-1.0677889769964797,-0.5005908629816873,-1.174368389417869
22,4,-0.2367763448168029,-0.1809044052052369,-1.5023513733007738,-1.3012422590654007,-1.5409188106060516,-0.1685198775540673,0.49283847884553,-0.8648295378545763,-0.3750793457370051,-1.174368389417869
22,5,-0.2367763355950753,-0.1809048065697398,-1.7510955072685035,-1.2836783472855722,-1.5630108577723905,-0.1685198782725467,0.461591138969449,-0.6328758931209779,-0.2571745871132201,-1.1659748044350011
24,1,-0.2367731962889996,-0.1809042812908736,0.2341748812284597,-0.6243730088502538,-0.4354545449047963,-0.1685198536828736,0.4678406069446645,0.426730529412079,0.7279006542919902,-0.7103618245564819
24,2,-0.236773122515179,-0.1809042964615551,0.2231237487705561,-0.6243730088502538,-0.4433629231854227,-0.1685198555857132,0.4678406069446645,0.6929500534813284,0.7317040336024346,-0.7145586170479159
24,3,-0.2367732700628201,-0.180904425886678,0.2289302759942005,-0.6243730088502538,-0.4413820483197209,-0.1685198545347187,0.4647158729570568,0.4741755931075894,0.7507209301546567,-0.7061650320650478
24,4,-0.236773122515179,-0.1809041300821412,0.2345494958880496,-0.6243730088502538,-0.4431965901814325,-0.1685198541073828,0.461591138969449,0.4557247350037799,0.7697378267068872,-0.7145586170479159
24,5,-0.236773122515179,-0.1809046654745234,0.2263079733770707,-0.6243730088502538,-0.4490484876854524,-0.1685198540870825,0.4740900749198809,0.5321640042909898,0.7507209301546567,-0.7145586170479159
