f_id,i_id,ic.eps.max,ela_meta.lin_simple.intercept,ic.eps.ratio,ela_distr.skewness,ela_meta.quad_w_interact.adj_r2,ela_meta.lin_simple.coef.min,ela_level.mmce_lda_10,nbc.nb_fitness.cor,ic.eps.s,nbc.nn_nb.sd_ratio
5,5,-0.2364582483148766,-0.1808589374549796,-0.7778411978793149,-0.5410220097868278,0.7174016441401084,-0.1340997971907264,-3.8509057002260088,0.290514621761112,-0.8604912053194068,-0.8610308513469728
7,1,-0.2364385342382239,-0.1808564060662598,-0.1730748804411392,-0.1759644335483773,0.7089222619363075,-0.1340997397285935,0.7018277111675151,0.4405832051839188,-0.2233814895498583,-0.1387142959647125
7,2,-0.23644279582614,-0.1808572147563278,-0.2169010647425665,-0.1659233495347044,0.7058824834104166,-0.1340996671778864,1.0825665790232526,0.3266180780628306,-0.2647533238336935,-0.0893757334386018
7,3,-0.2364435364515063,-0.1808573741089285,-0.2169010647425665,-0.0655729068958021,0.7046025766626732,-0.1340996898219575,0.7050543117425704,0.2313571511944409,-0.2481797918178913,-0.0893757334386018
7,4,-0.2364478663989436,-0.1808576721070254,-0.2957531705636158,-0.2395931975087045,0.6972431128631481,-0.1340997428429176,-0.0112510159182117,0.0356155206429529,-0.3474969924013636,0.563866834407103
7,5,-0.2364461801122392,-0.1808574482436735,-0.2694837294238992,-0.2305335728347139,0.699482949671699,-0.1340996831999425,0.6631085042669391,0.260935886477776,-0.3143912588735396,0.1375816541815068
8,1,-0.2316908323545753,-0.1804104907853606,0.865618822223255,-0.2541338951104593,0.6970831245196802,-0.1340344778646835,0.004881986957031,-0.239727706332806,0.753010331750162,0.832268614549141
8,2,-0.2303131522593406,-0.1802566460119309,0.913823246714635,-0.2792290554574133,0.7058824834104166,-0.1340633763199752,-0.3403642745731662,-0.1788303101612321,0.7943821660339968,0.9309457396013624
8,3,-0.2295642533891954,-0.180191178515057,0.9357582300662982,-0.3130214554913981,0.7068424134712245,-0.1340138266817459,-0.4791080993002546,-0.3045399351154098,0.7943821660339968,1.1579031272214748
8,4,-0.2312303032901594,-0.1803717336646411,0.8875538055749183,-0.2987827453787763,0.6983630312674236,-0.1340618038125446,-0.204847050421126,-0.368482201095562,0.753010331750162,1.055278917167165
8,5,-0.2312303032901594,-0.1803542100446281,0.8875538055749183,-0.2760732861959732,0.6998029263586352,-0.1340281404434272,-0.4532952946998663,-0.2706113858198185,0.753010331750162,0.9783107596264322
9,1,-0.2330059474735361,-0.1805614263479935,0.8261708781117804,0.1155591890861829,-0.1220571940361705,-0.1340772493436522,0.4017538576880052,-0.2366828365242272,0.7612764325061728,1.1993475197434076
9,2,-0.2330059474735361,-0.1805683340528892,0.8174143977318751,0.1155289903372695,-0.081580143138782,-0.1340887389290374,0.4017538576880052,-0.2423375947401594,0.753010331750162,1.017781609647321
9,3,-0.2328430322961364,-0.1805603693294371,0.8261708781117804,0.1092476505633027,-0.1490952240822522,-0.1340854562011291,0.4017538576880052,-0.2031892686298619,0.7612764325061728,1.5683999674387152
9,4,-0.2330059474735361,-0.1805702861792213,0.8174143977318751,0.1045517451072842,-0.0559820081839116,-0.1340879350033672,0.4017538576880052,-0.2514722041658945,0.753010331750162,1.017781609647321
9,5,-0.2328430322961364,-0.1805629582625794,0.8261708781117804,0.1414999144027091,-0.0921393738076659,-0.1340923036642917,0.4017538576880052,-0.1949246220065768,0.7612764325061728,1.6315533274721374
10,1,0.0656575289467888,-0.1410751423195144,1.6676686426207024,-0.0919515140715714,0.6889237190028151,-0.1254562527153997,0.8179853318692641,0.7950930471827238,1.5639148159148415,-0.66367660124253
10,2,0.0328431028552663,-0.1459188311309788,1.6588683798388972,-0.0492655824826191,0.6905236024374947,-0.1041806080872897,1.5342906595300465,0.8181470614476767,1.5597611002849463,-0.3636981410837774
10,3,-0.0459242970022,-0.1584361156663997,1.6062857151575645,0.0914001899555413,0.6988429962978273,-0.131863396884659,0.6276158979414044,0.7528998512638474,1.5308090823870175,-0.4761900636433094
10,4,0.1268319871648361,-0.1311407106060371,1.7026945641403244,0.0908566124751018,0.6849240104161167,-0.1303039817322045,-0.0241574182184064,0.8994885834768505,1.6507915348605176,-0.5847349012007529
10,5,-0.0459242970022,-0.1606711877466069,1.5887727543977537,0.1183978714840332,0.7012428214498465,-0.1325091125000763,0.6469755013916964,0.5349741692498585,1.5059694496152043,-0.2571268460273782
11,1,-0.0851468341104603,-0.1670921972717411,1.571216011236043,0.1339351277999271,0.7052425300365449,-0.1329256705722241,0.4017538576880052,0.7842185121520864,1.5059694496152043,-1.5458500992093884
11,2,-0.0851468341104603,-0.1673686555493034,1.56683777104609,0.1322741966096954,0.7052425300365449,-0.1335603304777416,0.4017538576880052,0.7955280285839493,1.4977033488591938,-1.378098986620612
11,3,-0.0705331895723751,-0.1608855472062524,1.5975292347776588,0.0910378049685816,0.6972431128631481,-0.1287788343580549,0.4049804582630534,1.070001292757257,1.5390751831430285,-1.5576913542156547
11,4,-0.0627053264547019,-0.1584987999230174,1.61504219553747,0.0494994258383348,0.6950032760545969,-0.1315299481503679,0.5469508835651901,1.066521441547453,1.5473412838990397,-1.2498187240527243
11,5,-0.0851468341104603,-0.1672308788203647,1.56683777104609,0.1609932068262456,0.7038026349453336,-0.1331711609313952,0.4017538576880052,0.8342413732930213,1.4977033488591938,-1.3169191690882387
12,1,3.0841354370744165,1.3496109956226738,2.281235222840683,3.997865051256909,-0.9467971046133992,0.105451040063318,0.1984780214599382,2.0595839805453324,2.556838838726884,0.5026870168747215
12,2,6.393581048010185,1.8343723287181115,2.377644071823443,1.8652747011228965,-0.160614384811944,1.504972972360545,-0.5920391194269546,1.6968094919232422,2.5319992059550707,0.3349359042859495
12,3,4.456873736214957,8.435333273794155,2.4915658815660136,4.24344127741988,-0.7479315936827505,10.218183123510544,-1.1857336252358914,2.318397914274521,2.916744865643603,0.3921686368162376
12,4,3.7565098417073615,5.383493774901833,2.4127137757449644,4.465296386311453,-0.8245660102038933,2.4922476181867346,-0.3694036797486091,2.321007802681874,2.8381342474539384,0.3033592242692345
12,5,5.028755245056788,2.492217619248383,2.386400552203348,4.151214298238656,-1.0152721156176774,0.3714499524488307,-0.595265720002003,2.1252661721303867,2.676800625948494,0.4119040618266819
13,1,-0.2364449191878636,-0.1808552887480046,-0.2607272490439937,-0.4747961534199566,0.7042825999757374,-0.1340995999651471,-0.9630981855575396,0.0456200928711399,-0.3640291939133856,0.3724332118057933
13,2,-0.2364435364515063,-0.1808550803341951,-0.2431705058822831,-0.47153468853732,0.7046025766626732,-0.1340995738867591,-1.2083198292612307,0.1343562987211483,-0.3557630931573746,0.5145282718809923
13,3,-0.2364461801122392,-0.1808561381027609,-0.2782402098038047,-0.4821042506569756,0.6905236024374947,-0.1340995677355614,0.0952268030583909,-0.3206342469607535,-0.3806027259291878,1.10659102219432
13,4,-0.2364461801122392,-0.180854263821378,-0.2782402098038047,-0.4917074528114057,0.6882837656289434,-0.134099783176268,0.0565075961578078,-0.3441232426269327,-0.3806027259291878,1.4598551298812683
13,5,-0.2364455641950835,-0.1808558362068963,-0.2694837294238992,-0.4503502661746387,0.6878038005985396,-0.1340996894673159,0.6147094956412106,-0.4272046902610085,-0.3806027259291878,1.1322470747078974
14,1,-0.2364569712482837,-0.1808589754314483,-0.558710276372179,0.0844846764543952,0.5778918086360652,-0.1340997898818481,-0.7953149556550145,0.7176663577645798,-0.5047182287806931,0.1257403991752366
14,2,-0.2364568643859544,-0.1808591447830068,-0.5411973156123678,0.0885464081832342,0.520136016644139,-0.1340997857341717,-0.1693544440955921,0.7916131959729195,-0.4716124952528689,0.2086291842191065
14,3,-0.2364575958967179,-0.1808588710782896,-0.6200932038353167,0.084967856437008,0.5078169141971075,-0.1340998063074618,0.527591280114899,0.4919110105285312,-0.5543561638205392,0.5520255794008322
14,4,-0.2364575185077772,-0.1808589071246146,-0.6113367234554112,0.3517587037115738,0.3447887922032773,-0.1340998281872191,0.2694632341110132,0.7202762461719331,-0.521250430292715,0.29941213926715
14,5,-0.2364568643859544,-0.1808589143721256,-0.5411973156123678,0.1612951943153786,0.5458941399424773,-0.1340997832679857,-0.9469651826822968,0.802052749602333,-0.4467728624810559,0.4612426243527926
15,1,-0.2364493348721956,-0.1808559910170716,-0.2869966901837102,0.1802751080073888,0.3215904824004261,-0.1340997353893291,0.2371972283605275,0.4723368474733822,-0.2399136910618803,0.8263479870460118
15,2,-0.2364483786481402,-0.1808570182409025,-0.2607272490439937,1.4168534785092763,0.2390364971709691,-0.134099751229988,-0.1693544440955921,1.1670021452305506,-0.1323717202261772,0.4809780493632369
15,3,-0.2364420201904769,-0.1808560461110287,-0.1642746176593342,1.5688437817899248,0.1369639340384235,-0.1340977871798676,-0.7340095447290913,1.2761824769381571,-0.0082562173746719,0.3724332118057933
15,4,-0.2364510021630455,-0.1808578558911934,-0.348379617646848,0.0172018638755584,0.4553407375396234,-0.1340997815559227,0.2759164352611105,0.3844706044258257,-0.3143912588735396,0.7809565095219856
15,5,-0.2364504103101448,-0.1808580148993845,-0.3133099137253264,0.5364693514397851,0.1374438990688273,-0.1340997825464734,0.5759902887406275,0.6089210074581988,-0.2316475903058693,1.069093714674472
16,1,-0.2364574374985503,-0.1808589562711314,-0.6463626449750334,-0.306709916968518,-2.4844450736837667,-0.1340998374303211,0.4017538576880052,-1.649067446303515,-0.6950038681840665,-1.922796716908873
16,2,-0.2364574374985503,-0.1808596513798694,-0.6376061645951279,-0.3113454249267099,-2.486364933805382,-0.1340998375200006,0.4017538576880052,-1.635148041464298,-0.7032699689400775,-1.8438550168670969
16,3,-0.2364574374985503,-0.1808589110662991,-0.6463626449750334,-0.3089446243881024,-2.486364933805382,-0.1340998376524816,0.4017538576880052,-1.635148041464298,-0.6950038681840665,-1.7728074868294974
16,4,-0.2364574374985503,-0.1808599167224499,-0.6376061645951279,-0.314153908575647,-2.4852450154011065,-0.1340998373752905,0.4017538576880052,-1.646892539297388,-0.6950038681840665,-2.1398863920237603
16,5,-0.2364574374985503,-0.1808591658214027,-0.6463626449750334,-0.3090352206348423,-2.4870048871792534,-0.1340998375913365,0.4017538576880052,-1.6394978554765538,-0.6950038681840665,-1.883325866887985
17,1,-0.236457807747346,-0.1808590175006626,-0.6113367234554112,0.5774641530895924,0.11936521625695,-0.1340998056980489,-1.401915863764145,0.9081882115013612,-0.4633463944968579,-0.3439627160733332
17,2,-0.236458877861345,-0.1808591277171758,-0.926876493945307,0.725075637777812,-0.1642941167117065,-0.134099835094578,0.5856700904657731,0.7829135679484099,-0.7694814359957256,-0.2610739310294671
17,3,-0.2364587413978523,-0.1808586912629385,-0.8654935664821694,0.1199531070530683,0.2774336996032747,-0.1340998308714893,-0.1822608463957859,0.6493742777721722,-0.7777475367517367,-0.6873591112550632
17,4,-0.2364587849690611,-0.1808590805520527,-0.8830503096438799,0.7023812779694659,0.0012938187776108,-0.1340998316296886,-0.072556426844135,0.8638201085763573,-0.7198435009558796,-0.8097187463198212
17,5,-0.2364589515874079,-0.1808594069587632,-0.9882156390065452,1.590420787888479,-0.1337363431093302,-0.1340998332520721,0.4598326680388793,1.413636599725424,-0.7281096017118905,-1.0327290489378376
18,1,-0.2364529917445473,-0.1808582765698928,-0.3352011146750902,0.6669128473707929,0.1227249714697767,-0.1340997146590998,-1.3986892631890968,0.9134079883160672,-0.1902757560220343,-0.334095003568111
18,2,-0.2364576697931473,-0.1808589755054307,-0.6551629077568384,0.7140681937989136,-0.1801329627150326,-0.1340998219483801,0.5824434898907249,0.7141865065547754,-0.521250430292715,-0.5748671886955308
18,3,-0.2364570732551704,-0.1808584653502399,-0.5850234999137951,0.1321534016140423,0.2299171615932965,-0.1340997971642302,-0.1306352371950091,0.6006563608349131,-0.521250430292715,-0.5946026137059751
18,4,-0.2364573526134876,-0.1808588762793056,-0.6113367234554112,0.7794031870728425,-0.0107053069824847,-0.1340997892907787,0.0113351881071283,0.9112330813099394,-0.4550389632370669,-0.8077452038187731
18,5,-0.2364581017997659,-0.180859272871825,-0.7077455724381712,1.5885031673324843,-0.1238170658143176,-0.1340998164983129,0.4082070588381016,1.464964405070036,-0.4633463944968579,-0.4564546386328651
19,1,-0.2364582016770724,-0.180859276502995,-0.7252585331979822,0.1331499603281812,-0.1794930093411609,-0.1340998338716759,0.4017538576880052,-0.1857900125808408,-0.7032699689400775,0.9526547071128548
19,2,-0.2364582483148766,-0.1808589952505187,-0.7340150135778878,0.1191226414579524,-0.1305365762399714,-0.1340998365987476,0.4017538576880052,-0.2545170739744738,-0.7115774001998686,1.1460618722152085
19,3,-0.2364582249959745,-0.1808587618452218,-0.7252585331979822,0.1258267637167055,-0.1263768793098051,-0.1340998355674335,0.4017538576880052,-0.2327680039131969,-0.7115774001998686,1.3986753123488946
19,4,-0.2364582016770724,-0.1808592043721318,-0.7252585331979822,0.1835516722644821,-0.2010914357093328,-0.1340998327160333,0.4017538576880052,-0.1866599753832917,-0.7032699689400775,0.8677923795679445
19,5,-0.2364582483148766,-0.1808601108800509,-0.7340150135778878,0.1178844927525071,-0.1399758885045799,-0.1340998346563714,0.4017538576880052,-0.2379877807279041,-0.7115774001998686,0.7829300520230342
20,1,-0.2348820151581857,-0.1806851402539817,0.6596226212859774,-0.1789692090652508,0.713241947209942,-0.1340906328844458,1.0599803749979133,0.2261373743797337,0.5709494625990195,0.9546282496138988
20,2,-0.2349530712388157,-0.1806831962353288,0.6508661409060719,-0.1819739845821244,0.713241947209942,-0.1340933838129807,1.0599803749979133,0.2143928765466453,0.5668164122210141,0.7493798295052788
20,3,-0.2348820151581857,-0.1806842523148457,0.6508661409060719,-0.1782444390913316,0.713241947209942,-0.1340925653735004,1.034167570397524,0.1952536948927213,0.5626833618430083,0.976337217125388
20,4,-0.2348076069055243,-0.1806844336262232,0.6596226212859774,-0.1815814008462515,0.713241947209942,-0.1340924385544731,1.018034567522281,0.2156978207503212,0.5668164122210141,1.2644744222778743
20,5,-0.2348820151581857,-0.1806838478183432,0.6596226212859774,-0.1716158137048619,0.713241947209942,-0.1340878309425485,1.0954729813234472,0.1948187134914958,0.5709494625990195,0.7868771370251232
21,1,-0.2364590647532943,-0.1808590139421714,-1.0583550468495886,-1.2743080308996253,-1.63858670176877,-0.1340998376850923,0.4017538576880052,-1.9239756918780484,-1.009446340942725,-1.1156178339817036
21,2,-0.2364590567034815,-0.1808590833059439,-1.0583550468495886,-1.2685400698571847,-1.6480260140333782,-0.1340998376504435,0.4017538576880052,-1.9174509708596648,-1.0011802401867145,-1.137326801493196
21,3,-0.2364590482277528,-0.1808596859379084,-1.040798303687878,-1.2118570181469168,-1.4934772742433489,-0.1340998375363059,0.4017538576880052,-1.973563571617758,-0.9928728089269232,-1.1748241090130365
21,4,-0.2364590567034815,-0.1808591338493278,-1.0583550468495886,-1.2575477252527425,-1.516355607359264,-0.1340998369676564,0.4017538576880052,-1.8970068450020656,-1.0011802401867145,-1.0564115589503709
21,5,-0.2364590393686995,-0.1808582415292568,-1.0495985664696832,-1.219421804749699,-1.578111107937889,-0.1340998376239472,0.4017538576880052,-2.014016841931732,-1.0011802401867145,-1.131406173990059
22,1,-0.2364591794524784,-0.1808607031726403,-1.216103040893587,-1.6413134264429836,-1.175420447429085,-0.1340998376850923,0.4082070588381016,-1.379378977543688,-1.0673503767385824,-0.7386712162822182
22,2,-0.2364591820079745,-0.1808574437163217,-1.2249033036753918,-1.5504151922139449,-1.2003786290100835,-0.1340998376035655,0.4211134611382963,-1.3397956700321656,-1.0839239087543844,-0.6893326537561075
22,3,-0.2364591820079745,-0.1808591533813495,-1.2249033036753918,-1.5644727098330868,-1.4299619018865768,-0.1340998375240769,0.4017538576880052,-1.4006930662037385,-1.0839239087543844,-0.7741949813010177
22,4,-0.2364591832218351,-0.1808585882880699,-1.216103040893587,-1.5343041596686982,-1.148702394069939,-0.1340998373243362,0.4340198634384909,-1.2958625485083872,-1.0839239087543844,-0.5176344561652427
22,5,-0.2364591740007533,-0.1808589896493619,-1.1985900801337757,-1.5563643457498653,-1.3611669141953628,-0.1340998376769397,0.4017538576880052,-1.5163981189297295,-1.075616477494593,-0.334095003568111
23,1,-0.2364588432343726,-0.1808591717873387,-0.9356329743252126,-0.387869054673017,-2.4838051203098948,-0.1340998378705658,0.4017538576880052,-1.736063726548621,-0.9928728089269232,-2.0293680119652726
23,2,-0.2364588432343726,-0.1808591829370171,-0.9356329743252126,-0.3862534216061554,-2.4825252135621514,-0.1340998379154056,0.4017538576880052,-1.7617276292209272,-0.9928728089269232,-1.826093134357701
23,3,-0.2364588432343726,-0.1808593957993073,-0.926876493945307,-0.3813008267843739,-2.4874848522096573,-0.1340998378624132,0.4017538576880052,-1.73519376374617,-0.9928728089269232,-1.83201376186083
23,4,-0.2364588339706992,-0.1808595465924305,-0.93125473413526,-0.3902849545860811,-2.48732486386619,-0.1340998378807567,0.4017538576880052,-1.7578127966098969,-0.9928728089269232,-1.991870704445429
23,5,-0.2364588432343726,-0.180859255383691,-0.926876493945307,-0.3872046821969244,-2.486204945461914,-0.1340998378379551,0.4017538576880052,-1.7517230569927402,-0.9928728089269232,-2.0609446919819834
24,1,-0.2364560349145065,-0.180858464374698,-0.5411973156123678,-0.430434191266316,0.3345495382213289,-0.1340997363411546,0.4082070588381016,-1.0770669036919465,-0.6246800160023028,0.5836022594175473
24,2,-0.236455961145852,-0.1808584795452581,-0.5411973156123678,-0.4383311641071445,0.3251102259567204,-0.1340997336507699,0.4082070588381016,-1.0996859365556737,-0.6288337316321982,0.8954219745825667
24,3,-0.236456108683161,-0.1808586089693457,-0.5411973156123678,-0.4363531460533232,0.3300698646042266,-0.1340997280172674,0.4049804582630534,-1.067497312864984,-0.6205263003724072,0.5954435144238136
24,4,-0.236455961145852,-0.1808583131671753,-0.5411973156123678,-0.4381650709881213,0.3348695149082647,-0.1340997324217532,0.4017538576880052,-1.080546754901751,-0.6288337316321982,0.9329192821024104
24,5,-0.236455961145852,-0.1808588485552743,-0.5411973156123678,-0.4440085289028452,0.3278300277956754,-0.1340997370850867,0.4146602599881989,-1.0935961969385155,-0.6288337316321982,0.7691152545157232
