f_id,i_id,ic.eps.max,ela_meta.lin_simple.intercept,ela_meta.quad_w_interact.adj_r2,ic.eps.ratio,ela_distr.skewness,ela_level.mmce_lda_10,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,nbc.nn_nb.cor,nbc.nn_nb.sd_ratio
7,5,-0.2367633312147609,-0.1809032541193473,0.6690809829796247,-0.3475437949375973,-0.1888814036802083,0.6966728081479333,-0.3935298439463359,0.2952698416174661,0.2837115082884358,0.1175614564818017
8,1,-0.2320076504522125,-0.1804562930861903,0.6666982749752817,0.7875955717063156,-0.2128716973995048,0.0555075310246158,-0.782665463206581,-0.2151037981445526,0.4769433137311549,0.8190484491680149
8,2,-0.2306298738815518,-0.1803024470822832,0.6754348709912068,0.8358015596209553,-0.2383815298764534,-0.2807899427606541,-0.7421305028669722,-0.1530253363142462,0.8144874802007154,0.9186914879018526
8,3,-0.2298809225679272,-0.1802369790617887,0.6763879541929443,0.8577372543941016,-0.2727323151251964,-0.4159375256837063,-0.709702534595285,-0.2811730182353789,1.1960591466445665,1.1478704769896826
8,4,-0.2315470891381199,-0.1804175356554846,0.667969052577598,0.8095312664794619,-0.258258324736651,-0.1487853268823237,-0.782665463206581,-0.3463554031572002,0.9270022023572352,1.044241716706492
8,5,-0.2315470891381199,-0.1804000118953146,0.6693986773802041,0.8095312664794619,-0.2351736147214099,-0.3907937893259293,-0.7664514790707374,-0.246586446644208,0.6799590080570499,0.9665201464940982
9,1,-0.2333228576653335,-0.1806072298560322,-0.1465993905072264,0.7481463481721733,0.1629301909071197,0.4420924775254397,-1.004256579729776,-0.2119998750530372,1.1422477577871,1.1897205532578945
9,2,-0.2333228576653335,-0.1806141376161769,-0.1064110488339698,0.7393895837916759,0.1628994931544398,0.4420924775254397,-1.0096612411083905,-0.217764303651566,0.7753519246680082,1.0063773619876333
9,3,-0.2331599310793991,-0.1806061728290216,-0.1734445673561606,0.7481463481721733,0.1565143605970327,0.4420924775254397,-0.9718286114580889,-0.177856721046369,1.3379255354506132,1.5623855181224469
9,4,-0.2333228576653335,-0.1806160897581225,-0.0809954967876414,0.7393895837916759,0.1517408600553173,0.4420924775254397,-1.0096612411083905,-0.2270760729261109,0.7435542857976921,1.0063773619876333
9,5,-0.2331599310793991,-0.1806087617828706,-0.1168949640530802,0.7481463481721733,0.1892995604591038,0.4420924775254397,-1.015065902487005,-0.1694317869408273,1.8711474795836864,1.6261570629121036
10,1,0.0653615333971002,-0.141120630009335,0.6585970677605143,1.5896714051379994,-0.0480094166324139,0.8475352262945901,0.3036714738949358,0.8397866353861537,-0.4769858523784715,-0.6915400180369597
10,2,0.0325448093949462,-0.1459643575614713,0.66018553976341,1.5808708569355991,-0.0046181432194573,1.545273910222906,0.3090761352735505,0.8632877673647695,-0.24461849140305,-0.3886251802860935
10,3,-0.0462281063427931,-0.158481742212327,0.6684455941784665,1.5282864868307109,0.1383719887632462,0.6621001706559891,0.2874574897590873,0.7967751296894412,-0.5503650190022891,-0.502218244442668
10,4,0.1265402755065532,-0.1311861188385323,0.6546258877532756,1.6246984626599903,0.137819429215009,0.0272208276221161,0.376634402506232,0.946206855666679,-0.3962687690922778,-0.6118255870498895
10,5,-0.0462281063427931,-0.1607168321690323,0.6708283021828099,1.5107729580697151,0.1658157796590249,0.6809579729243226,0.2712435056232485,0.5746229198538452,-0.239726546961462,-0.2810106984535486
11,1,-0.0854533901053683,-0.1671378930505258,0.6747994821900486,1.4932156454868175,0.1816097734128035,0.4420924775254397,1.2332732310166323,0.8287011957735997,-1.7219857127625746,-1.5823487843174682
11,2,-0.0854533901053683,-0.1674143535392498,0.6747994821900486,1.4888372632965683,0.1799213970154122,0.4420924775254397,1.2684035299776264,0.8402300529706558,-1.5801193239565277,-1.412955618469944
11,3,-0.0708387222109991,-0.1609311933431624,0.6668571221755711,1.519529722450213,0.138003615731088,0.4452354445701615,1.1495009796481068,1.1200265487915366,-1.291494601902846,-1.5943059489655285
11,4,-0.0630103109280211,-0.1585444269703044,0.6646332613715173,1.5370432512112082,0.0957788569199655,0.5835259945379355,1.0927520351726547,1.1164792081155193,-0.9074769632382008,-1.283419668115955
11,5,-0.0854533901053683,-0.1672765757083487,0.6733698573874428,1.4888372632965683,0.2091149598139418,0.4420924775254397,1.2846175141134697,0.8796942179913507,-1.4529287684752488,-1.3511769344549684
12,1,3.0840508178400325,1.3495774307017687,-0.9654567079998688,2.2032578852794718,4.109387228798575,0.2440855537079376,-0.6691675742556764,2.128801553534016,0.5307547025886212,0.4862406997969968
12,2,6.393728180817801,1.834342641003284,-0.1848815657770085,2.2996698611087507,1.941557981177159,-0.5259413722489814,-0.4259578122180232,1.7589912880591902,0.3986722026657501,0.3168475339494772
12,3,4.456885246345234,8.435356381721526,-0.7680096380399556,2.4135953656990248,4.359021353591048,-1.104247308477856,-0.3340785687815761,2.3926350163128176,0.6652831747322867,0.3746404964151026
12,4,3.7564723071389863,5.3834924736821765,-0.8440974469786509,2.334740702452644,4.584542393653507,-0.309076646163159,-0.4502787884217881,2.395295521819831,0.313063174937963,0.2849617615546448
12,5,5.028806802591687,2.4921931930954506,-1.0334433097237972,2.3084266254892483,4.265270416906811,-0.5290843392937032,-0.5340510397903135,2.195757608793846,0.6848509524986379,0.3945691041618702
13,1,-0.2367620702020859,-0.1809010946064063,0.6738463989883114,-0.3387870305570997,-0.4371801762311095,-0.8873825823920275,-0.7448328335562848,0.0757781372888829,0.9563538690067624,0.3547118886683351
13,2,-0.2367606873688991,-0.1809008861909299,0.6741640933888905,-0.3212297179742018,-0.4338648189416866,-1.1262480777909103,-0.5610743466833861,0.1662353245273302,0.562552341458942,0.4981978644450616
13,3,-0.2367633312147609,-0.1809019439679559,0.66018553976341,-0.3563005593180949,-0.4446090323796313,0.1435106082768357,-0.8718423759537205,-0.297579468861959,1.171599424436627,1.0960560968480872
13,4,-0.2367633312147609,-0.1809000696715822,0.6579616789593562,-0.3563005593180949,-0.454370917731821,0.1057950037401698,-0.8529260611285695,-0.321524018425078,1.5629549797636484,1.452778175515222
13,5,-0.2367627152544739,-0.1809016420696767,0.6574851373584876,-0.3475437949375973,-0.4123303454367775,0.6495283024771011,-0.939400643186402,-0.406216777064996,1.0223951189681983,1.121963286918885
14,1,-0.2367741231064811,-0.1809047813193367,0.5483571107595652,-0.6367797224254352,0.1313422033995624,-0.7239482960664765,-0.2827342856847386,0.760858305344764,0.3155091471587566,0.1056042918337375
14,2,-0.2367740162366685,-0.1809049506722498,0.4910132714550367,-0.6192661936644399,0.1354710511350011,-0.1142126893903804,-0.2367946639665151,0.836239294710136,0.1858726194566791,0.1893044443701652
14,3,-0.2367747477986578,-0.1809046769653435,0.4787820370327411,-0.698164640732724,0.1318333674424399,0.564668192269603,-0.4421717963538664,0.5307245789881284,0.5747822025629116,0.5360622191639157
14,4,-0.2367746704042977,-0.1809047130119567,0.3169167399376874,-0.6894078763522263,0.403032663492503,0.3132308286918311,-0.4097438280821799,0.7635188108517773,0.3473067860290774,0.2809760400052957
14,5,-0.2367740162366685,-0.1809047202595257,0.5165876707016547,-0.6192661936644399,0.2094219373407402,-0.8716677471684168,-0.2503063174130513,0.8468813167381893,0.4084560915489253,0.4443906235287891
15,1,-0.236766486195637,-0.1809017968810902,0.2938838958957024,-0.3650573236985926,0.2287154749000208,0.2818011582446097,-0.7259165187311286,0.5107707876855296,0.7166485913689586,0.8130698668439886
15,2,-0.2367655299046197,-0.1809028241131371,0.2119187405462932,-0.3387870305570997,1.485727051634187,-0.1142126893903804,-0.5637766773726931,1.2189086701355256,0.3473067860290774,0.4643192312755566
15,3,-0.2367591710016899,-0.1809018519754879,0.1105742267615587,-0.2423312709059178,1.640228840871831,-0.6642319222167554,-0.4448741270431741,1.330206483845574,0.3570906749122486,0.3547118886683351
15,4,-0.236768153603243,-0.1809036617701276,0.426680155337768,-0.4264422420058813,0.0629476104288746,0.3195167627812756,-0.6907862197701343,0.4212004356160876,0.7557841469016617,0.767234069026419
15,5,-0.2367675617088964,-0.1809038207795905,0.1110507683624273,-0.3913714006619881,0.590795467758756,0.6118126979404351,-0.7853677938958936,0.6500039092192177,0.9759216467731135,1.0581917421292248
16,1,-0.236774589389398,-0.1809047621588666,-2.4921371499827565,-0.724434933874217,-0.2663164848151095,0.4420924775254397,2.6087595518740256,-1.6517767719316436,-1.890757795997355,-1.962985192280728
16,2,-0.236774589389398,-0.1809054572731642,-2.494043316386231,-0.7156781694937193,-0.2710285898514653,0.4420924775254397,2.603354890495411,-1.637587409227573,-2.0790976569984863,-1.8832707612936572
16,3,-0.236774589389398,-0.1809047169536728,-2.494043316386231,-0.724434933874217,-0.2685881185134178,0.4420924775254397,2.6006525598061034,-1.637587409227573,-1.85651418490624,-1.8115277734052944
16,4,-0.236774589389398,-0.180905722617867,-2.492931385984204,-0.7156781694937193,-0.2738834808506906,0.4420924775254397,2.627675866699176,-1.6495596840091329,-2.0937734903232545,-2.1821998774951705
16,5,-0.236774589389398,-0.180904971710814,-2.4946787051873893,-0.724434933874217,-0.2686802117714574,0.4420924775254397,2.597950229116796,-1.6420215850725954,-1.82227057381513,-1.9231279767871927
18,1,-0.2367701433240701,-0.1809040824521917,0.0964368259357883,-0.4132633116132323,0.7233944104593332,-1.3116831334295174,0.2009829077012601,0.960396218370749,-0.4818777968200595,-0.3587322686659422
18,2,-0.236774821700262,-0.1809047813933198,-0.2042609242123339,-0.733235482076617,0.7713289512689062,0.6180986320298796,0.3469087649238524,0.7573109646687464,-0.6433119633924632,-0.6018612831765058
18,3,-0.2367742251205111,-0.1809042712340486,0.2028644501297887,-0.6630937993888308,0.1797986060046928,-0.0764970848537145,0.6576767941941863,0.6415789751136756,-0.7289209911202449,-0.6217898909232733
18,4,-0.236774504498391,-0.180904682166401,-0.0360417391056981,-0.6894078763522263,0.8377435391917442,0.0617934651140602,0.433383346981684,0.9581791304482378,-1.0493433520442526,-0.8370188545883627
18,5,-0.2367752537371329,-0.1809050787620925,-0.1483467097104112,-0.7858198521815056,1.6602130778664084,0.4483784116148833,0.5468812359325891,1.5226497155195238,-0.5650408523270529,-0.4822896366959005
19,1,-0.2367753536214336,-0.1809050823932915,-0.2036255354111757,-0.803333380942501,0.1808116318431276,0.4420924775254397,-0.8367120769927259,-0.1601200176662814,0.8267173413046849,0.9406129564233006
19,2,-0.2367754002625037,-0.1809048011385657,-0.1550182921225728,-0.8120901453229986,0.166552525723341,0.4420924775254397,-0.8637353838857984,-0.2301799960176269,1.1838292855405963,1.1359133123416223
19,3,-0.2367753769419686,-0.1809045677314019,-0.1508882649150445,-0.803333380942501,0.1733674268182659,0.4420924775254397,-0.8475213997499552,-0.2080091167925169,1.408858729853637,1.3909994915002462
19,4,-0.2367753536214336,-0.1809050102618513,-0.2250699074502654,-0.803333380942501,0.2320461810657837,0.4420924775254397,-0.8610330531964915,-0.1610068528352857,0.6921888691610195,0.8549199431122002
19,5,-0.2367754002625037,-0.1809059167770208,-0.1643902769396564,-0.8120901453229986,0.1652939178634675,0.4420924775254397,-0.8502237304392621,-0.2133301278065441,0.562552341458942,0.7692269298011
20,1,-0.2351990567262218,-0.1807309447515059,0.6827418422045264,0.5815926896551079,-0.1364649909793783,1.0832577546487572,-0.7097025345952905,0.259796434857291,0.934340119019612,0.9426058171979772
20,2,-0.2352701177827281,-0.1807290007173045,0.6827418422045264,0.5728359252746102,-0.1395194173710226,1.0832577546487572,-0.6664652435663687,0.2478241600757328,0.6897428969402211,0.735348296631595
20,3,-0.2351990567262218,-0.180730056805268,0.6827418422045264,0.5728359252746102,-0.1357282449150621,1.0581140182909794,-0.6934885504594414,0.2283137863576357,0.6726210913946683,0.9645272857194216
20,4,-0.2351246432629402,-0.1807302381180957,0.6827418422045264,0.5815926896551079,-0.1391203465861846,1.042399183067369,-0.7070002039059776,0.2491544128292387,1.161815535553451,1.2554849588222277
20,5,-0.2351990567262218,-0.1807296523055303,0.6827418422045264,0.5815926896551079,-0.1289900882018368,1.1178303921407005,-0.6772745663235981,0.2278703687731335,0.6090258136540267,0.7732126513504536
21,1,-0.2367762167580945,-0.1809048198303679,-1.6523120020518935,-1.1364406979766322,-1.2499031784299235,0.4420924775254397,0.8495422731350014,-1.9320166853370264,-1.200993629733471,-1.1479051354379362
21,2,-0.236776208707718,-0.1809048891946952,-1.661683986868977,-1.1364406979766322,-1.244039907668074,0.4420924775254397,0.8090073127953925,-1.9253654215694933,-1.4137932129425417,-1.169826603959384
21,3,-0.2367762002313957,-0.1809054918314796,-1.5082375913892694,-1.1188833853937346,-1.1864202258880108,0.4420924775254397,0.6333558179904215,-1.9825662899702752,-1.4847264073455648,-1.2076909586782387
21,4,-0.236776208707718,-0.1809049397384833,-1.5309527410306751,-1.1364406979766322,-1.2328659256926116,0.4420924775254397,0.7225327307375609,-1.9045247950978907,-1.4920643240079463,-1.0881193121976336
21,5,-0.2367761913717221,-0.1809040474112754,-1.5922677603424422,-1.1276839335961346,-1.194110012934311,0.4420924775254397,0.6819977703979467,-2.023804125328979,-1.477388490683188,-1.16384802163535
22,1,-0.2367763314653106,-0.1809065090743476,-1.1924493572136392,-1.2941938082912978,-1.6229729667480424,0.4483784116148833,0.2550295214874053,-1.3768578695402864,-1.0958168242393325,-0.7672687274746762
22,2,-0.2367763340209857,-0.1809032495919592,-1.2172295204588093,-1.302994356493698,-1.530572731181718,0.4609502797937723,0.3523134263024663,-1.336506869350588,-1.291494601902846,-0.7174472081077574
22,3,-0.2367763340209857,-0.1809049592706613,-1.445175252874317,-1.302994356493698,-1.5448625350541845,0.4420924775254397,0.4252763549137625,-1.3985853311808931,-0.9343826576669342,-0.8031402214188578
22,4,-0.2367763352349314,-0.1809043941728619,-1.165921874765284,-1.2941938082912978,-1.5141954801270223,0.4735221479726612,0.3333971114773161,-1.2917216933158668,-0.7460427966658024,-0.5440683207108802
22,5,-0.2367763260132038,-0.1809047955373641,-1.3768709567498094,-1.2766802795303025,-1.536620188459647,0.4420924775254397,0.238815537351562,-1.5165344086584762,-0.5307972412359425,-0.3587322686659422
23,1,-0.2367759952236604,-0.1809049776767976,-2.491501761181598,-1.0137146451839574,-0.3488166951421846,0.4420924775254397,2.5952478984274894,-1.7404602888320813,-2.2674375179996176,-2.0705996741132724
23,2,-0.2367759952236604,-0.1809049888265652,-2.490230983579282,-1.0137146451839574,-0.3471743653738131,0.4420924775254397,2.630378197388484,-1.7666219263177103,-1.594795157281291,-1.865335014321571
23,3,-0.2367759952236604,-0.1809052016905579,-2.495155246788258,-1.0049578808034598,-0.342139933934319,0.4420924775254397,2.603354890495411,-1.7395734536630771,-1.966582934841966,-1.8713135966455967
23,4,-0.2367759859593383,-0.1809053524848871,-2.4949963995879685,-1.0093362629937086,-0.351272515356572,0.4420924775254397,2.603354890495411,-1.7626311680571902,-1.986150712608317,-2.032735319394414
23,5,-0.2367759952236604,-0.1809050612738185,-2.4938844691859416,-1.0049578808034598,-0.3481413445832281,0.4420924775254397,2.6114618825633324,-1.7564233218741605,-1.7782430738408397,-2.1024854465081004
24,1,-0.2367731867071348,-0.1809042702584989,0.3067505191191558,-0.6192661936644399,-0.3920851775444218,0.4483784116148833,-0.7286188494204359,-1.0686826483112657,0.4524835915232157,0.567947991558748
24,2,-0.2367731129333144,-0.1809042854291803,0.2973785343020722,-0.6192661936644399,-0.4001126398702004,0.4483784116148833,-0.7286188494204359,-1.0917403627053792,0.6995267858234011,0.882819993957675
24,3,-0.2367732604809552,-0.1809044148543031,0.3023027975110485,-0.6192661936644399,-0.3981019370696708,0.4452354445701615,-0.7259165187311286,-1.0589274614522164,0.4965110914975068,0.5799051562068083
24,4,-0.2367731129333144,-0.1809041190497668,0.3070682135197349,-0.6192661936644399,-0.3999438022304613,0.4420924775254397,-0.7475351642455865,-1.072229988987283,0.4793892859519492,0.920684348676533
24,5,-0.2367731129333144,-0.180904654442148,0.3000789367069946,-0.6192661936644399,-0.4058838173740107,0.4546643457043278,-0.7448328335562848,-1.0855325165223475,0.5503224803549724,0.7552769043783625
