f_id,i_id,ic.eps.max,ela_meta.lin_simple.intercept,ela_meta.quad_w_interact.adj_r2,ic.eps.ratio,ela_meta.lin_simple.coef.max,ela_distr.skewness,ela_level.mmce_lda_10,ela_level.mmce_mda_10,nbc.nb_fitness.cor,ela_level.lda_mda_25
5,5,-0.2367754253997321,-0.1809047393392945,0.656098097745949,-0.8870550418280828,-0.1685198278077435,-0.6314531494703952,-3.657167077763211,-3.340472446543505,0.2288308336649383,-1.4330789218945952
6,1,-0.2295556415348457,-0.1798633306952587,0.5755588132211156,0.8792269596307133,-0.1681103971528058,-0.363296025232489,-1.359954990964844,-1.4632059288150852,0.3052594222448788,-0.0430715896116658
6,2,-0.2301915982789702,-0.1800139633154473,0.5506378460833083,0.8524914415582273,-0.1682681919468968,-0.3454359236658276,-1.0349072943294282,-1.073695091283298,0.1983503846479383,-0.189421413308121
6,3,-0.2298809476662988,-0.1797706986587124,0.5605402171314436,0.8792269596307133,-0.1682449473339945,-0.3888880491231792,-1.2568148564555297,-1.2962727127300304,0.1646854111067745,-0.1261325629619055
6,4,-0.2272549490910243,-0.1793129730418064,0.6041106497432387,0.9238307156149778,-0.1680809849009172,-0.4263016071456489,-1.5599843427404838,-1.615495880331281,0.2192772600924458,-0.0739486036179505
6,5,-0.2324276737580201,-0.1804620429074463,0.4290037217087138,0.7721957689471939,-0.1683652070477869,-0.2819510903689469,-0.8192506494463165,-0.903833222284464,0.1132780866452675,-0.0892065432877225
7,1,-0.2367557099424417,-0.18090220793033,0.647351003320096,-0.2715588566026645,-0.1685189373299375,-0.2452244593298103,0.7528550371653484,0.3320583073276933,0.3857823994987431,0.3619409391374396
7,2,-0.23675997182881,-0.1809030166268656,0.6442152524881865,-0.3161626125869289,-0.1685192198439321,-0.2346010536573327,1.1216591545016912,0.9880765600128196,0.2665901958800275,0.5342021751725025
7,3,-0.2367607125060445,-0.1809031759807406,0.6428949363484352,-0.3161626125869289,-0.1685195059503234,-0.1284308971170538,0.7559804957868494,0.7039972273768503,0.1669600714811782,0.5866569855165128
7,4,-0.2367650427567214,-0.1809034739812208,0.635303118544865,-0.3964137260011747,-0.1685195503151384,-0.3125433036964574,0.0621286818150978,-0.1599553821861516,-0.0377593622150896,0.3206813034623746
7,5,-0.2367633563519212,-0.1809032501160786,0.6376136717894296,-0.3696782079286887,-0.1685193066681527,-0.3029582760220415,0.7153495337074226,0.4082032830857881,0.1978954525730578,0.2581147224496394
8,1,-0.2320076755625702,-0.180456289083235,0.635138079027396,0.7855635279834371,-0.1683197283266972,-0.3279272731138947,0.0777559749225697,-0.0135227364975072,-0.3257313656145058,-0.3001994723306694
8,2,-0.2306298989841444,-0.1803024430794358,0.6442152524881865,0.8346232036464492,-0.1682810574341055,-0.3544777997720265,-0.256668097577329,-0.4176768385981648,-0.2620408751312226,-0.2227360863149022
8,3,-0.2298809476662988,-0.1802369750589872,0.6452054895930003,0.8569473612369749,-0.1683251815027265,-0.3902299529975974,-0.3910628183015872,-0.4762498968736225,-0.3935162447717144,-0.232486722316887
8,4,-0.2315471142458819,-0.1804175316525565,0.6364583951671473,0.8078876855739628,-0.1683537727156796,-0.3751654845026406,-0.1253988354745649,-0.221457093375382,-0.4603912597791614,-0.305074790331662
8,5,-0.2315471142458819,-0.1804000078923988,0.6379437508243678,0.8078876855739628,-0.1683700687377479,-0.351139015132105,-0.3660591493296323,-0.4616066323047582,-0.3580315429310279,-0.3012828763308898
9,1,-0.2333228827831036,-0.1806072258529711,-0.209864250413479,0.7454156916779202,-0.1684895137445254,0.0632057561867663,0.4621873853663782,0.660067433670257,-0.3225468410903415,-0.4957538943704737
9,2,-0.2333228827831036,-0.180614133613111,-0.1681092524938422,0.736503852320425,-0.1684808599650158,0.0631738060945181,0.4621873853663782,0.660067433670257,-0.3284609580637895,-0.506587934372679
9,3,-0.2331599561962509,-0.1806061688259612,-0.2377559288657265,0.7454156916779202,-0.1684841345829186,0.0565281869069232,0.4621873853663782,0.660067433670257,-0.2875170713245361,-0.4876283643688199
9,4,-0.2333228827831036,-0.1806160857550552,-0.1417029296988148,0.736503852320425,-0.1684892336421648,0.0515599475623509,0.4621873853663782,0.660067433670257,-0.338014531636281,-0.4962053127038991
9,5,-0.2331599561962509,-0.1806087577798084,-0.1790018606467908,0.7454156916779202,-0.1684812610638214,0.0906508854278434,0.4621873853663782,0.660067433670257,-0.2788733619018047,-0.5011709143715761
10,1,0.0653615099626929,-0.1411206260339635,0.626721063636481,1.6018434539332262,-0.1477740755338873,-0.1563393026957278,0.8653715475391466,0.4492044238786088,0.7565520405264273,0.4803028261615316
10,2,0.0325447857755864,-0.1459643535827031,0.6283714588111703,1.5928870553789432,-0.1526353697065583,-0.1111778473031053,1.559223361510898,1.134509205701464,0.7806634404950986,0.6816354028691785
10,3,-0.0462281304061112,-0.1584817382247811,0.636953513719554,1.5393714600371835,-0.1584695578107574,0.0376456823883241,0.680969488870984,0.947075419219999,0.7124236292630095,2.180976255507696
10,4,0.1265402524169447,-0.1311861148701272,0.622595075699758,1.6374908113632076,-0.1412118635743992,0.0370705807278591,0.0496268473291199,-0.215599787547836,0.86573573849777,-0.1840043933070186
10,5,-0.0462281304061112,-0.1607168281799191,0.6394291064815879,1.5215477813221927,-0.1653052069348746,0.0662090648580832,0.6997222405999507,0.8533585259792672,0.4845026597478322,2.0871715258219354
11,1,-0.0854534143897572,-0.1671378890569099,0.6435550944183108,1.5036795434104149,-0.1653170056313465,0.0826473873197063,0.4621873853663782,0.660067433670257,0.7451787386544132,3.087063134358792
11,2,-0.0854534143897572,-0.16741434954544,0.6435550944183108,1.4992236237316665,-0.167027191596449,0.0808901322460633,0.4621873853663782,0.660067433670257,0.7570069726013079,3.7880255225014703
11,3,-0.0708387464130207,-0.1609311893538988,0.635303118544865,1.530459620679688,-0.1558857047568162,0.0372622812813474,0.4653128439878722,0.671782045325348,1.0440691118509626,2.328228915871002
11,4,-0.0630103350859224,-0.1585444229827146,0.6329925653003,1.548283299394679,-0.1549020182766581,-0.006685070605849,0.6028330233336244,0.7801422031349451,1.040429655251918,1.675387722071452
11,5,-0.0854534143897572,-0.1672765717146355,0.6420697387610907,1.4992236237316665,-0.1665090216080068,0.1112746699739614,0.4621873853663782,0.660067433670257,0.7974959272656807,3.147824042037827
12,1,3.084050811418732,1.3495774336318052,-1.0606429629657663,2.226296037712927,1.0387008138934848,4.170661690458046,0.2652834922122256,0.0772655038294462,2.079039582204314,-0.2015194246439171
12,2,6.393728193049594,1.834342643593384,-0.2496387741234889,2.324415389038951,1.19725138800535,1.9143941010389385,-0.5004538700538905,-0.6109679309071759,1.6996262317538986,-0.2156036766467835
12,3,4.456885247661125,8.435356379682739,-0.8554988427518979,2.4403584190799656,8.870910981259243,4.43047984061921,-1.0755382564088558,-1.132268149558749,2.349724166758268,0.0527193807411654
12,4,3.756472304507403,5.383492473783475,-0.9345527716195108,2.36010730566572,5.149788819151777,4.66520119331953,-0.284797225170784,-0.4059622269430737,2.352453759207551,-0.207568430311815
12,5,5.028806807130885,2.49219319522424,-1.1312798764424643,2.3333272283964464,2.054668267005906,4.332904258893658,-0.5035793286753845,-0.6197538896484944,2.1477343255112835,-0.1650448233031596
13,1,-0.2367620953392391,-0.1809010906031391,0.6425648573134974,-0.3607663685711933,-0.1685193630140477,-0.5613865971704156,-0.8598816115257433,-0.988764156783878,-0.0272959244928361,-0.1235143366280393
13,2,-0.2367607125060445,-0.1809008821876628,0.6428949363484352,-0.3428981306594151,-0.1685192266735974,-0.5579359872076259,-1.0974164667593158,-1.252342919023438,0.0655102187828059,-0.1274868179621812
13,3,-0.2367633563519212,-0.1809019399646881,0.6283714588111703,-0.378590047286184,-0.1685195286368999,-0.5691185194944444,0.1652688163244121,-0.0457379185490087,-0.4103487315422955,-0.0506554176132094
13,4,-0.2367633563519212,-0.1809000656683157,0.6260609055666053,-0.378590047286184,-0.1685195094070417,-0.5792786488293251,0.1277633128664794,-0.1189542413933309,-0.4349150635858484,-0.0053330169373177
13,5,-0.2367627403916308,-0.1809016380664092,0.6255657870141986,-0.3696782079286887,-0.1685195941852922,-0.535522997495617,0.668467654385007,0.5751364991708429,-0.5218070898880419,-0.0716915119508244
14,1,-0.2367741482437023,-0.180904777316067,0.5121836385130499,-0.6640362619067609,-0.1685197402064551,0.03032911126352,-0.6973577632080362,-0.9301910985084202,0.6755741311976814,-0.0255565582747669
14,2,-0.2367740413738891,-0.1809049466689799,0.4526043727067695,-0.6462125831917702,-0.1685196815748399,0.034626398670883,-0.0910187906381271,-0.4235341444257108,0.7529125839273825,0.1412876577591935
14,3,-0.2367747729358826,-0.1809046729620738,0.4398963298616625,-0.7265082558028035,-0.1685197757519103,0.0308403127394888,0.5840802716046585,0.3496302248103312,0.4394643843346533,-0.0169796099396881
14,4,-0.236774695541522,-0.180904709008687,0.2717210615608323,-0.7175964164453081,-0.1685197837674777,0.3131034027049102,0.3340435818851082,0.1153379917085001,0.6783037236469651,0.0162447794004078
14,5,-0.2367740413738891,-0.1809047162562559,0.4791757350192657,-0.6462125831917702,-0.1685196742404917,0.1115941708964419,-0.8442543184182714,-0.9770495451287862,0.7638309537245175,-0.0446966956119964
15,1,-0.2367665113328151,-0.1809017928778225,0.2477903315278388,-0.3875018866436793,-0.1685194196631635,0.1316748038743431,0.3027889956701644,0.1739110499839579,0.4189924409650263,-0.1238754712947794
15,2,-0.2367655550417924,-0.1809028201098687,0.1626299405138755,-0.3607663685711933,-0.1685187989034302,1.4399671812476045,-0.0910187906381271,-0.2946734162197041,1.145518964549336,-0.0870397352872817
15,3,-0.2367591961388268,-0.1809018479722202,0.0573347283687038,-0.2626024580483816,-0.1685180046504636,1.6007719955320534,-0.6379740493996426,-0.8364742052676933,1.259706915344364,-0.1741634736383489
15,4,-0.2367681787404306,-0.1809036577668586,0.3857633681318566,-0.449973880539722,-0.1685194627333794,-0.0408556942651413,0.3402944991280971,0.0684795450881334,0.3270961618391464,-0.1524953936339385
15,5,-0.2367675868460806,-0.1809038167763214,0.0578298469211105,-0.414281963912953,-0.1685195419901829,0.5085261419401245,0.6309621509270742,0.5341353583780164,0.5618411124775338,-0.1586346829685211
16,1,-0.2367746145266218,-0.1809047581555968,-2.646837765359565,-0.7532437738752897,-0.1685198778797925,-0.3835523837177544,0.4621873853663782,0.660067433670257,-1.7997112882276305,-0.5016223327050016
16,2,-0.2367746145266218,-0.180905453269894,-2.6488182395691924,-0.7443319345177943,-0.1685198779507154,-0.3884567228778305,0.4621873853663782,0.660067433670257,-1.785153461831451,-0.5016223327050016
16,3,-0.2367746145266218,-0.180904712950403,-2.6488182395691924,-0.7532437738752897,-0.1685198780845951,-0.3859166905441104,0.4621873853663782,0.660067433670257,-1.785153461831451,-0.5016223327050016
16,4,-0.2367746145266218,-0.1809057186145966,-2.6476629629469097,-0.7443319345177943,-0.1685198780943599,-0.3914280814568994,0.4621873853663782,0.660067433670257,-1.797436627853228,-0.5016223327050016
16,5,-0.2367746145266218,-0.180904967707544,-2.649478397639068,-0.7532437738752897,-0.1685198779687031,-0.3860125408208545,0.4621873853663782,0.660067433670257,-1.7897027825802576,-0.5016223327050016
17,1,-0.2367749848013472,-0.1809048193856177,0.0391803814471223,-0.7175964164453081,-0.1685197702065654,0.5518983921668559,-1.2849439840489785,-1.3197019360402142,0.8748343799953818,-0.031244429275925
17,2,-0.2367760549902895,-0.1809049296030123,-0.253434683025274,-1.038734547692654,-0.1685198633573102,0.7080704430753373,0.6403385267915572,0.7567129798247556,0.7438139424297716,-0.3454315893398763
17,3,-0.2367759185172399,-0.1809044931452846,0.2022394247064165,-0.9762625537966114,-0.1685198531642057,0.0678544946088579,-0.1035206251241041,-0.0984536709969205,0.6041497954414284,-0.3420910936725294
17,4,-0.2367759620915001,-0.1809048824375121,-0.082618782444941,-0.9941307917083896,-0.168519854510969,0.684059948750926,0.0027449680067042,-0.0310946539801442,0.8284313083575613,-0.341007689672309
17,5,-0.2367761287215158,-0.180905208846833,-0.2219121351887103,-1.1011619823919092,-0.1685198624191242,1.6236003364432872,0.5184456405532769,0.7215691448594873,1.403465451006632,-0.3857883883480908
18,1,-0.2367701684612689,-0.1809040784489224,0.0426462113139696,-0.4365615623066914,-0.1685193779582126,0.646534565405588,-1.2818185254274843,-1.240628307368346,0.8802935648939488,-0.0506554176132094
18,2,-0.2367748468374871,-0.18090477739005,-0.2697735952546973,-0.7622001724295725,-0.1685198193622706,0.6964246344509223,0.6372130681700632,0.7684275914798532,0.6719346745986365,-0.311936348999725
18,3,-0.2367742502577328,-0.1809042672307792,0.1532226880181469,-0.6908163391760346,-0.1685197735568994,0.0807623318770711,-0.0535132871801943,-0.0545238772903272,0.5531974030548019,-0.3332432943373953
18,4,-0.2367745296356143,-0.1809046781631313,-0.0949967462551102,-0.7175964164453081,-0.1685197755029095,0.7655486590295844,0.0840068921655586,0.1006947271396356,0.8780189045195457,-0.3412785406723643
18,5,-0.2367752788743604,-0.1809050747588225,-0.2116796851056369,-0.8157157677713323,-0.168519801965357,1.621571505585536,0.4684383026093663,0.7069258802906229,1.4571474358425418,-0.3513903113410893
19,1,-0.2367753787586617,-0.1809050783900215,-0.2691134371848216,-0.833539446486323,-0.1685198685899265,0.0818166849212568,0.4621873853663782,0.660067433670257,-0.2693197883293123,-0.4939482210367727
19,2,-0.2367754253997321,-0.1809047971352959,-0.2186113448393319,-0.8424512858438185,-0.168519869501131,0.0669758670720363,0.4621873853663782,0.660067433670257,-0.3411990561604457,-0.5154357337078133
19,3,-0.2367754020791969,-0.1809045637281323,-0.2143203173851401,-0.833539446486323,-0.1685198700654302,0.0740687875511041,0.4621873853663782,0.660067433670257,-0.3184524524164155,-0.4989138227044501
19,4,-0.2367753787586617,-0.1809050062585814,-0.2913937720431261,-0.833539446486323,-0.1685198708705074,0.1351413888832568,0.4621873853663782,0.660067433670257,-0.2702296524790734,-0.5002680777047258
19,5,-0.2367754253997321,-0.1809059127737503,-0.2283486763699983,-0.8424512858438185,-0.168519870012495,0.0656659132898662,0.4621873853663782,0.660067433670257,-0.3239116373149836,-0.4925939660364974
20,1,-0.235199081854566,-0.180730940748358,0.6518070702917571,0.5759125070983584,-0.1684563023285335,-0.2484034935084915,1.0997809441512312,0.9207175429960436,0.1615008865826102,-0.031424996609295
20,2,-0.2352701429114728,-0.1807289967141579,0.6518070702917571,0.567000667740863,-0.168456446864171,-0.2515825276871729,1.0997809441512312,0.941218113392454,0.149217720560835,-0.0396408102776341
20,3,-0.235199081854566,-0.1807300528021208,0.6518070702917571,0.567000667740863,-0.1684563571179802,-0.2476366912945383,1.0747772751792757,0.8797164022032228,0.1292007092660881,-0.0262788276082475
20,4,-0.235124668390865,-0.1807302341149484,0.6518070702917571,0.5759125070983584,-0.1684561194963535,-0.2511671764879482,1.0591499820718036,0.911931584254725,0.1505825167854761,-0.0159864896061525
20,5,-0.235199081854566,-0.1807296483023833,0.6518070702917571,0.5759125070983584,-0.1684568963924934,-0.2406236460460908,1.134160988987669,0.9441467663062264,0.1287457771912075,-0.054537615280666
21,1,-0.2367762418953275,-0.1809048158270981,-1.7742738365013806,-1.1725458156454471,-0.1685198778101545,-1.4072652894376103,0.4621873853663782,0.660067433670257,-2.087228359552165,-0.5052336793724033
21,2,-0.2367762338449509,-0.1809048851914253,-1.784011168032047,-1.1725458156454471,-0.1685198778224889,-1.4011628218182322,0.4621873853663782,0.660067433670257,-2.0804043784289563,-0.5101992810400807
21,3,-0.2367762253686286,-0.1809054878282093,-1.624582994157069,-1.154677577733669,-0.1685198781994593,-1.3411924986686374,0.4621873853663782,0.660067433670257,-2.139090616088553,-0.5029765877052772
21,4,-0.2367762338449509,-0.1809049357352134,-1.6481836451551248,-1.1725458156454471,-0.1685198775652651,-1.3895329882399412,0.4621873853663782,0.660067433670257,-2.059022570909569,-0.4809473730341266
21,5,-0.2367762165089549,-0.1809040434080061,-1.711888898898128,-1.1636339762879515,-0.1685198783279427,-1.3491959967767744,0.4621873853663782,0.660067433670257,-2.1813992990524484,-0.5083936077063799
23,1,-0.2367760203608921,-0.1809049736735277,-2.646177607289689,-1.0476463870501491,-0.1685198789336136,-0.469418256634396,0.4621873853663782,0.660067433670257,-1.8906977032037493,-0.5016223327050016
23,2,-0.2367760203608921,-0.1809049848232953,-2.644857291149938,-1.0476463870501491,-0.1685198789621369,-0.4677089266991252,0.4621873853663782,0.660067433670257,-1.9175386956217049,-0.5016223327050016
23,3,-0.2367760203608921,-0.1809051976872878,-2.6499735161914746,-1.038734547692654,-0.1685198789685611,-0.4624691115704445,0.4621873853663782,0.660067433670257,-1.8897878390539884,-0.5016223327050016
23,4,-0.2367760110965699,-0.180905348481617,-2.6498084766740058,-1.043190467371402,-0.1685198789528861,-0.4719742640142402,0.4621873853663782,0.660067433670257,-1.913444306947779,-0.5016223327050016
23,5,-0.2367760203608921,-0.1809050572705486,-2.648653200051723,-1.038734547692654,-0.1685198789364403,-0.4687153546049388,0.4621873853663782,0.660067433670257,-1.907075257899451,-0.5016223327050016
24,1,-0.2367732118443507,-0.1809042662552295,0.261158532442821,-0.6462125831917702,-0.1685198536354829,-0.5144519116580263,0.4684383026093663,0.610280334136112,-1.2014756097596493,-0.347598397340317
24,2,-0.2367731380705299,-0.1809042814259109,0.2514212009121547,-0.6462125831917702,-0.1685198555383225,-0.522806860780892,0.4684383026093663,0.5985657224810258,-1.22513207765344,-0.352744566341365
24,3,-0.2367732856181715,-0.1809044108510336,0.2565374259536914,-0.6462125831917702,-0.1685198544873281,-0.5207141297386446,0.4653128439878722,0.5751364991708429,-1.1914671041122753,-0.3486818013405379
24,4,-0.2367731380705299,-0.1809041150464975,0.2614886114777588,-0.6462125831917702,-0.1685198540599922,-0.5226311352735278,0.4621873853663782,0.59270841665348,-1.205115066358694,-0.355001658008491
24,5,-0.2367731380705299,-0.1809046504388783,0.2542268727091264,-0.6462125831917702,-0.1685198540396918,-0.528813478123526,0.4746892198523552,0.5985657224810258,-1.218763028605111,-0.3467858443401519
