f_id,i_id,ic.eps.max,ic.eps.ratio,ela_meta.lin_simple.intercept,ela_meta.quad_w_interact.adj_r2,ic.eps.s,ela_meta.lin_simple.coef.max,nbc.nn_nb.cor,nbc.nn_nb.sd_ratio,ela_distr.skewness,nbc.nb_fitness.cor
6,2,-0.2301915555537501,0.8538521160173006,-0.180013935191365,0.6218072349818183,0.733278878165481,-0.1682681897076238,0.0900465616862307,-0.0103444437296308,-0.2829166933045937,0.2626087495502293
6,3,-0.229880904944059,0.8800346683606743,-0.1797706705358288,0.6314361471043335,0.7499265442126205,-0.1682449450947299,-0.1130470142859876,-0.0702241935068362,-0.3241739790903242,0.2304121170471326
6,4,-0.2272549063939768,0.92371589318687,-0.179312944921178,0.6738033604434002,0.7873111409095012,-0.1680809826617128,-0.0139180069662121,-0.0861921267807538,-0.3596977156014202,0.2826228724575599
6,5,-0.2324276310113484,0.7752171838127007,-0.1804620147811561,0.5035320977435908,0.6834189107774146,-0.1683652048084782,0.2302778403337229,-0.2338955095645289,-0.2226385853220593,0.1812469890356469
7,1,-0.2367556671542493,-0.2469496596726201,-0.180902179801871,0.7158496100450497,-0.2973403478201565,-0.1685189350905724,-0.050184716961252,-0.1660317931503619,-0.1877670779612525,0.4418656764593632
7,2,-0.2367599290405767,-0.2906308844988157,-0.1809029884984025,0.7128004545395865,-0.3388972398729914,-0.1685192176045669,-0.0187535682988842,-0.1161320016693568,-0.1776802783114322,0.3278721938132635
7,3,-0.2367606697178042,-0.2906308844988157,-0.1809031478522768,0.711516599589918,-0.3222495738258517,-0.1685195037109581,-0.2726205382641636,-0.1161320016693568,-0.0768729542923273,0.2325875651892344
7,4,-0.2367649999684395,-0.3692221791161766,-0.1809034458527556,0.704134433629323,-0.4220110239786608,-0.1685195480757731,0.5518426689564101,0.5445412375391487,-0.2516855346895866,0.0367972324001312
7,5,-0.2367633135636555,-0.3430396267728027,-0.1809032219876145,0.706381179791243,-0.3887572072610579,-0.1685193044287875,0.3100646023228106,0.1134070391432656,-0.2425846628250871,0.2621736599218091
8,1,-0.2320076328199278,0.7883084599843877,-0.1804562609569732,0.7039739517606145,0.6834189107774146,-0.1683197260874052,0.5010692749633537,0.815996103195812,-0.2662924340321081,-0.238614502389873
8,2,-0.2306298562547195,0.836353443534479,-0.180302414953932,0.7128004545395865,0.7249758028302491,-0.1682810551948277,0.8347230069177208,0.915795686157822,-0.2915018490967714,-0.177701954411041
8,3,-0.229880904944059,0.8582158747411961,-0.1802369469338061,0.7137633457518382,0.7249758028302491,-0.1683251792634325,1.2118967908661356,1.1453347269704484,-0.3254481011513541,-0.3034428570244871
8,4,-0.2315470715076578,0.8101708911911049,-0.1804175035264856,0.705257806710283,0.6834189107774146,-0.1683537704763751,0.9459409175691764,1.0415431606899583,-0.3111445642043159,-0.3674010324022603
8,5,-0.2315470715076578,0.8101708911911049,-0.1803999797664143,0.7067021435286606,0.6834189107774146,-0.1683700664984375,0.7017450702692412,0.9636994859795904,-0.2883317120639708,-0.2695058660077092
9,1,-0.2333228400278438,0.7489909938820876,-0.1806071977259656,-0.1176932160273449,0.691721986112646,-0.1684895115051711,1.1587056162067435,1.1872505518144925,0.1050838105185639,-0.2355688749909313
9,2,-0.2333228400278438,0.7402634764342964,-0.1806141054860714,-0.0770913032440729,0.6834189107774146,-0.1684808577256647,0.7960385162563405,1.0036193191643945,0.1050534742790156,-0.2412250401603946
9,3,-0.2331599134425542,0.7489909938820876,-0.1806061406989609,-0.1448146518390957,0.691721986112646,-0.1684841323435663,1.352128069513623,1.5605009920924091,0.0987435364529627,-0.202066973602574
9,4,-0.2333228400278438,0.7402634764342964,-0.180616057628006,-0.0514142042506991,0.6834189107774146,-0.1684892314028106,0.7646073675939774,1.0036193191643945,0.0940262512031971,-0.2503619223572184
9,5,-0.2331599134425542,0.7489909938820876,-0.1806087296527954,-0.0876831065788394,0.691721986112646,-0.1684812588244701,1.879204254774869,1.6243727251880966,0.1311426402905804,-0.1938002706625896
10,1,0.065361549852547,1.5877054206148349,-0.1411205981015213,0.6957893764564764,1.4979506011636463,-0.1477740733021347,-0.4418651849076825,-0.696965574508255,-0.1033716595377947,0.7964637236218489
10,2,0.0325448259802651,1.5789342655798044,-0.1459643256263943,0.6973941951435625,1.4937783058076926,-0.1526353674730218,-0.2121760216057638,-0.393574842303745,-0.0604913849362284,0.8195234739281209
10,3,-0.0462280894457305,1.5265255233058177,-0.1584817102067951,0.7057392523164088,1.4646967844460437,-0.15846955557508,-0.5143986048977623,-0.507346366880436,0.0808148188798989,0.7542600296650867
10,4,0.1265402917198852,1.6226154904060002,-0.1311860869866356,0.6917773297387619,1.585215922936932,-0.1412118613450545,-0.3620784229186002,-0.617125908138647,0.0802687665680288,0.9008852344427036
10,5,-0.0462280894457305,1.5090704884102348,-0.16071680015092,0.7081464803470376,1.439746043063672,-0.1653052046966888,-0.2073404602730916,-0.2857912927047739,0.107935417036107,0.5362801258265529
11,1,-0.0854533730530718,1.4915718159274134,-0.1671378609962722,0.7121585270647522,1.439746043063672,-0.1653170033931564,-1.6725155440727026,-1.589173846188624,0.1235434122837235,0.785586482911344
11,2,-0.0854533730530718,1.4872080572035171,-0.1674143214834401,0.7121585270647522,1.4314429677284404,-0.1670271893576313,-1.5322842654252151,-1.419514555153207,0.1218749191085653,0.7968988132502691
11,3,-0.07083870521654,1.517798005858026,-0.1609311613238436,0.704134433629323,1.472999859781275,-0.155885702522087,-1.2469861467975685,-1.601149796144065,0.0804507840053188,1.0714403687834329
11,4,-0.063010293964543,1.535253040753609,-0.1585443949644197,0.7018876874674027,1.4813029351165068,-0.1549020160422898,-0.8673945821828172,-1.2897750973025943,0.0387232865065891,1.0679596517560712
11,5,-0.0854533730530718,1.4872080572035171,-0.1672765436533145,0.710714190246375,1.4314429677284404,-0.1665090193693792,-1.4065596707757484,-1.3576388137167643,0.1507246829190283,0.8356217901796695
12,1,3.084050822349022,2.1992425681815733,1.3495774542190913,-0.944977249220105,2.495316010431681,1.038700815689853,0.5542604496227458,0.4826654961026983,4.005065262492716,2.0612692734394518
12,2,6.393728172228749,2.295332535281756,1.8343426617920744,-0.1563693463861141,2.4703652690493096,1.1972513897435373,0.4237002936406025,0.3130062050672857,1.8627655299488808,1.698404523336981
12,3,4.456885245421234,2.4088775372775206,8.43535636535608,-0.745498286415333,2.85683191052767,8.870910980181533,0.6872383862712255,0.3708899631852512,4.251759562499745,2.3201476023494867
12,4,3.7564723089868695,2.33028624266016,5.3834924744943455,-0.8223691015267454,2.777869664089617,5.149788819439555,0.3390779703188427,0.2810703385194382,4.474624746341562,2.3227581401200084
12,5,5.028806799404308,2.3040600527295467,2.492193210181485,-1.0136634890273797,2.6158143912342315,2.0546682684294586,0.7065806316019133,0.3908498797776532,4.1591126869191415,2.1269678073309053
13,1,-0.2367620525509855,-0.3343121093250114,-0.1809010624746856,0.7111956358525008,-0.4386171746491243,-0.1685193607746824,0.9749542855652084,0.3509300465928491,-0.487959336411765,0.0468042938537963
13,2,-0.2367606697178042,-0.3168134368421897,-0.1809008540592104,0.711516599589918,-0.4303140993138926,-0.1685192244342322,0.5856915982851135,0.4946414460581437,-0.4846830225405453,0.1355625780515237
13,3,-0.2367633135636555,-0.3517671442205939,-0.1809019118362304,0.6973941951435625,-0.455264840696264,-0.1685195263975346,1.1877189842027756,1.0934389438302037,-0.4953007063824612,-0.3195411732760347
13,4,-0.2367633135636555,-0.3517671442205939,-0.1809000375398672,0.6951474489816422,-0.455264840696264,-0.1685195071676763,1.5745638908165294,1.450721450834195,-0.5049476305588306,-0.3430360132107278
13,5,-0.2367626976033711,-0.3430396267728027,-0.1809016099379529,0.6946660033755165,-0.455264840696264,-0.1685195919459268,1.0402343635562803,1.1193868354003258,-0.4634021504973908,-0.4261381322389913
14,1,-0.2367741054553331,-0.6313095280733504,-0.1809047491875953,0.584414959572718,-0.5799355168547683,-0.1685197379670897,0.3414957509851784,0.1014310891878207,0.073867820023331,0.7190177697630482
14,2,-0.2367739985855209,-0.6138544931777676,-0.1809049185405074,0.5264810049689186,-0.5466817001371652,-0.1685196793354745,0.2133533756693708,0.1852627388759131,0.0779480442425815,0.7929830065944871
14,3,-0.2367747301475073,-0.6924894253823677,-0.1809046448336026,0.5141239010783574,-0.6297954842428348,-0.168519773512545,0.5977805016167935,0.5325652875837034,0.0743531998561043,0.4932062526129502
14,4,-0.2367746527531475,-0.6837619079345764,-0.1809046808802157,0.3505928768643086,-0.5965416675252317,-0.1685197815281123,0.3729268996475462,0.2770783552009622,0.3423587081458373,0.7216283075335698
14,5,-0.2367739985855209,-0.6138544931777676,-0.1809046881277846,0.5523185858310009,-0.5217309587547939,-0.1685196720011263,0.433371416305946,0.4407496712586582,0.1510280453145116,0.8034251576765733
15,1,-0.2367664685445192,-0.3604946616683853,-0.1809017647493656,0.3273230059015637,-0.31394649849062,-0.1685194174237982,0.738011780264281,0.8100081282180953,0.1700943718706379,0.4736272193340397
15,2,-0.2367655122535056,-0.3343121093250114,-0.1809027919814066,0.2445143616479333,-0.2059234883792554,-0.1685187966640652,0.3729268996475462,0.4607095878510602,1.4123027088957087,1.1684653559211446
15,3,-0.236759153350601,-0.2381785046375898,-0.180901819843763,0.1421269294118554,-0.081252812220751,-0.1685180024110988,0.3825980223128857,0.3509300465928491,1.56498500254246,1.2776728526546208
15,4,-0.2367681359521186,-0.4216745589774026,-0.1809036296383925,0.4614858481419413,-0.3887572072610579,-0.1685194604940141,0.7766962709256574,0.7641003200555664,0.0062786783096487,0.3857391143931537
15,5,-0.2367675440577743,-0.3867208515989982,-0.1809037886478545,0.1426083750179811,-0.3056434231553883,-0.1685195397508176,0.994296530895896,1.0555151023046354,0.5279103173432058,0.6102453626579921
16,1,-0.2367745717382481,-0.7186719777257417,-0.1809047300271253,-2.487368489378323,-0.7710723110718025,-0.168519875640427,-1.8393424100498863,-1.9704082531035017,-0.3191078270857529,-1.6483048984714117
16,2,-0.2367745717382481,-0.7099444602779503,-0.180905425141419,-2.489294271802826,-0.7793753864070343,-0.1685198757113499,-2.0255115213577577,-1.890568586733894,-0.3237644398564218,-1.6343820303619638
16,3,-0.2367745717382481,-0.7186719777257417,-0.1809046848219317,-2.489294271802826,-0.7710723110718025,-0.1685198758452296,-1.805493480721182,-1.8187128870012468,-0.3213527088123294,-1.6343820303619638
16,4,-0.2367745717382481,-0.7099444602779503,-0.1809056904861203,-2.488170898721866,-0.7710723110718025,-0.1685198758549944,-2.0400182053557785,-2.189967335619924,-0.3265857101344166,-1.6461294503293105
16,5,-0.2367745717382481,-0.7186719777257417,-0.1809049395790714,-2.4899361992776603,-0.7710723110718025,-0.1685198757293376,-1.7716445513924832,-1.9304884199186976,-0.3214437175309744,-1.6387329266461663
17,1,-0.2367749420129699,-0.6837619079345764,-0.1809047912571459,0.1244739238539107,-0.5383786248019334,-0.1685197679672,-0.2702027575978272,-0.373614925711343,0.5690917625300655,0.9095870270111084
17,2,-0.236776012201902,-0.9982579991657368,-0.1809049014745399,-0.1600604293664115,-0.8458830198422405,-0.1685198611179448,-0.2629494155988194,-0.2897832760232545,0.7173753014423089,0.7842812140260834
17,3,-0.2367758757288537,-0.9370781018567196,-0.1809044650168143,0.2830300101379939,-0.854186095177472,-0.1685198509248403,-0.1130470142859876,-0.7209174744191376,0.1094977333728461,0.6507086981010728
17,4,-0.2367759193031135,-0.9545767743395414,-0.1809048543090399,0.0060383047469746,-0.7960230524541739,-0.1685198522716036,-0.9278390988412172,-0.8446689572920335,0.6945776174217382,0.8652078849122451
17,5,-0.2367760859331275,-1.0593942588875152,-0.1809051807183592,-0.1294083924430718,-0.8043261277894055,-0.1685198601797588,-1.338861812118336,-1.070216014786172,1.586660245699743,1.415161175235413
18,1,-0.2367701256729378,-0.4085396452184766,-0.1809040503204542,0.127844043096791,-0.2640865311025535,-0.1685193757188473,-0.4467007462403546,-0.363634967415142,0.6589477040722229,0.914808102552151
18,2,-0.2367748040491111,-0.7274431327607719,-0.1809047492615783,-0.1759481343685615,-0.5965416675252317,-0.1685198171229052,-0.6062742702185354,-0.6071459498424461,0.7063177421269422,0.7155370527356864
18,3,-0.2367742074693626,-0.6575357180039634,-0.18090423910231,0.2353668951315438,-0.5965416675252317,-0.168519771317534,-0.6908965935402898,-0.627105866434848,0.121753574150372,0.6019786597180072
18,4,-0.2367744868472414,-0.6837619079345764,-0.1809046500346601,-0.0059978354061693,-0.5300340340900257,-0.1685197732635441,-1.0076258608303097,-0.8426729656327896,0.7719501963897571,0.9126326544100496
18,5,-0.2367752360859803,-0.7798518750347588,-0.1809050466303493,-0.1194585165831391,-0.5383786248019334,-0.1685197997259916,-0.5289052888957787,-0.487386450288034,1.5847338944884242,1.4665017513889995
19,1,-0.2367753359702807,-0.7973069099303415,-0.1809050502615484,-0.1753062068937272,-0.7793753864070343,-0.168519866350561,0.8468119102494007,0.937751594409468,0.1227546700554668,-0.1846633884657649
19,2,-0.2367753826113506,-0.8060344273781329,-0.1809047690068241,-0.1261987550689001,-0.7877199771189421,-0.1685198672617655,1.1998078875344556,1.133358777015007,0.1086634867852669,-0.2534075497561606
19,3,-0.2367753592908156,-0.7973069099303415,-0.1809045355996617,-0.1220262264824769,-0.7877199771189421,-0.1685198678260648,1.4222437088373672,1.3888457093977524,0.1153981319649965,-0.2316530683351487
19,4,-0.2367753359702807,-0.7973069099303415,-0.1809049781301086,-0.1969712591693865,-0.7793753864070343,-0.168519868631142,0.7138339736009212,0.8519239530621393,0.1733858538616318,-0.1855335677226053
19,5,-0.2367753826113506,-0.8060344273781329,-0.180905884645273,-0.1356671853227067,-0.7877199771189421,-0.1685198677731296,0.5856915982851135,0.7660963117148109,0.1074197009637854,-0.2368741438761923
20,1,-0.2351990390813071,0.5829936120250967,-0.1807309126207429,0.7201826205001817,0.5005436765189358,-0.1684563000891914,0.9531942595681794,0.9397475860687078,-0.1907855337963114,0.2273664896481908
20,2,-0.2352701001375321,0.5742660945773054,-0.1807289685865524,0.7201826205001817,0.49639213885132,-0.1684564446248288,0.7114161929345807,0.7321644535077273,-0.1938039896313704,0.2156190696808455
20,3,-0.2351990390813071,0.5742660945773054,-0.18073002467451,0.7201826205001817,0.4922406011837039,-0.168456354878638,0.6944917282702333,0.9617034943203504,-0.1900574640471515,0.1964751260303547
20,4,-0.2351246256183199,0.5829936120250967,-0.1807302059873367,0.7201826205001817,0.49639213885132,-0.1684561172570115,1.1780478615374317,1.253118276569419,-0.1934096185172421,0.2169243385661055
20,5,-0.2351990390813071,0.5829936120250967,-0.1807296201747746,0.7201826205001817,0.5005436765189358,-0.1684568941531511,0.6316294309454977,0.7700882950332913,-0.1833986594662928,0.1960400364019345
21,1,-0.2367761991069382,-1.1293016736443238,-0.1809047876986262,-1.6389008495160302,-1.0869212968240172,-0.1685198755707891,-1.1575282621431364,-1.1540476644742608,-1.2911112784538368,-1.923281543632995
21,2,-0.2367761910565617,-1.1293016736443238,-0.1809048570629531,-1.6483692797698368,-1.0786182214887856,-0.1685198755831234,-1.3678751801143678,-1.1760035727259066,-1.2853170567001055,-1.9167551992066916
21,3,-0.2367761825802394,-1.1118030011615023,-0.1809054596997341,-1.493343794597343,-1.0702736307768776,-0.1685198759600938,-1.4379908194381117,-1.2139274142514669,-1.2283759350678878,-1.9728817612729004
21,4,-0.2367761910565617,-1.1293016736443238,-0.180904907606741,-1.5162927018226704,-1.0786182214887856,-0.1685198753258996,-1.4452441614371194,-1.0941679146970549,-1.2742746655045127,-1.896305986670941
21,5,-0.2367761737205659,-1.1205741561965323,-0.1809040152795381,-1.5782387031441845,-1.0786182214887856,-0.1685198760885773,-1.4307374774391084,-1.170015597748182,-1.2359751630747444,-2.013345096715982
22,1,-0.2367763138141539,-1.2865279004662846,-0.1809064769425964,-1.1743058396046742,-1.1450843395473156,-0.1685198755885198,-1.053563693490689,-0.7728132575593826,-1.6597875976847072,-1.37854932885087
22,2,-0.2367763163698289,-1.295299055501315,-0.1809032174602264,-1.1993410111232137,-1.161732005594455,-0.1685198754767392,-1.2469861467975685,-0.7229134660783776,-1.56847551664423,-1.3389561726646295
22,3,-0.2367763163698289,-1.295299055501315,-0.1809049271389188,-1.429632492720034,-1.161732005594455,-0.1685198759390226,-0.8939901695125135,-0.808741107425706,-1.5825970361539785,-1.3998687206434608
22,4,-0.2367763175837746,-1.2865279004662846,-0.1809043620411227,-1.1475053675303402,-1.161732005594455,-0.1685198752673112,-0.7078210582046419,-0.5492621917244805,-1.5522911328451952,-1.2950121201941869
22,5,-0.236776308362047,-1.269072865570702,-0.1809047634056226,-1.3606252891753423,-1.1533874148825471,-0.1685198759857905,-0.4950563595670792,-0.363634967415142,-1.574451755835251,-1.515602561803242
23,1,-0.2367759775725049,-1.0069855166135282,-0.1809049455450551,-2.4867265619034886,-1.0702736307768776,-0.1685198766942482,-2.211680632665629,-2.078191802702473,-0.4006364708718933,-1.735322824155457
23,2,-0.2367759775725049,-1.0069855166135282,-0.1809049566948226,-2.4854427069538203,-1.0702736307768776,-0.1685198767227715,-1.5467909494232313,-1.872604661800736,-0.3990134820560576,-1.7609931122322506
23,3,-0.2367759775725049,-0.9982579991657368,-0.1809051695588141,-2.4904176448837863,-1.0702736307768776,-0.1685198767291957,-1.9142936107063016,-1.878592636778453,-0.3940383387701313,-1.7344526448986168
23,4,-0.2367759683081828,-1.0026217578896326,-0.1809053203531425,-2.490257163015078,-1.0702736307768776,-0.1685198767135207,-1.9336358560369895,-2.040267961176909,-0.4030633700357598,-1.757077305576468
23,5,-0.2367759775725049,-0.9982579991657368,-0.1809050291420755,-2.489133789934117,-1.0702736307768776,-0.1685198766970748,-1.7281244993984353,-2.110127669250316,-0.3999690736018301,-1.7509860507785855
24,1,-0.2367731690559905,-0.6138544931777676,-0.1809042381267604,0.3403220372669588,-0.7004338976573187,-0.1685198513961175,0.4768914682999938,0.5645011541315508,-0.4433954005152663,-1.0761620370988116
24,2,-0.2367730952821704,-0.6138544931777676,-0.1809042532974417,0.3308536070131522,-0.7046061930132725,-0.1685198532989571,0.721087315599929,0.8798678362915023,-0.451328327157155,-1.0987866977766634
24,3,-0.2367732428298105,-0.6138544931777676,-0.1809043827225637,0.3358285449431185,-0.6962616023013647,-0.1685198522479626,0.5204115202940423,0.5764771040869917,-0.4493413034667393,-1.0665900652735658
24,4,-0.2367730952821704,-0.6138544931777676,-0.1809040869180291,0.3406430010043759,-0.7046061930132725,-0.1685198518206268,0.5034870556296902,0.9177916778170658,-0.4511614778396391,-1.0796427541261735
24,5,-0.2367730952821704,-0.6138544931777676,-0.1809046223104073,0.3335817987811982,-0.7046061930132725,-0.1685198518003264,0.5736026949534336,0.7521243701001293,-0.4570315401922413,-1.0926954429787794
