f_id,i_id,ic.eps.max,ela_meta.lin_simple.intercept,ela_meta.quad_w_interact.adj_r2,ela_distr.skewness,ic.eps.ratio,ela_meta.lin_simple.coef.max,ela_level.mmce_lda_10,nbc.nn_nb.cor,disp.ratio_mean_02,nbc.dist_ratio.coeff_var
4,3,-0.2367599127111874,-0.1809023205890877,0.6588785466535019,-0.1197893072203502,-0.2434926003298683,-0.1685185052903419,0.4326438856170948,0.4549479560630285,-0.8037191585805946,-0.5762028634373629
4,4,-0.2367587309031513,-0.1808999463751274,0.676210588474029,-0.1184577608378855,-0.0560722242544733,-0.1685158535793883,0.5889927790598136,0.4600807937896301,-0.8008757541864286,-0.4656026893580077
4,5,-0.2367644472028381,-0.1809003383489961,0.6839137181720414,-0.024084410980696,-0.086590617664195,-0.1685157549835157,0.41668991689845,0.7526525442059108,-0.7544334824150453,-0.4849577198218906
5,1,-0.2367753662819046,-0.1809046927385297,0.7243551490866048,-0.5429335638752013,-0.8448486176886212,-0.1685198261593768,-3.645190518868521,0.4626472126529305,0.5511630352396268,0.5076788425403636
5,2,-0.2367753662819046,-0.1809036087401342,0.7243551490866048,-0.5400888966035721,-0.8448486176886212,-0.1685198261593768,-3.696243218768184,0.3728225524374056,0.4255793411639497,0.5049138381883852
5,3,-0.2367753662819046,-0.180904569020613,0.7243551490866048,-0.5452940324622979,-0.8448486176886212,-0.1685198261593768,-3.734532743692931,0.1598097867834467,0.4857647341738018,0.4966188251324333
5,4,-0.2367753662819046,-0.1809031432009555,0.7243551490866048,-0.546444004338063,-0.8448486176886212,-0.1685198261593768,-3.747295918667848,0.0109574927120056,0.470126010005888,0.499383829484417
5,5,-0.2367753662819046,-0.1809047387579445,0.7243551490866048,-0.5481689621517105,-0.8448486176886212,-0.1685198261593768,-3.788776237336324,-0.1481604768126379,0.472021612935332,0.499383829484417
6,1,-0.2295555825127135,-0.1798633301140147,0.646039997156815,-0.2941764896965583,0.8808555140773673,-0.1681103955045496,-1.4435428356955362,-0.1866567597621485,-0.2426206914651201,-0.302467432590946
6,2,-0.2301915392484086,-0.180013962734188,0.6218072349818183,-0.2772597981556993,0.8547342073072776,-0.1682681902985981,-1.1117002863477234,0.1623762056467429,-0.3473527533169094,-0.5181377720456989
6,3,-0.2298808886398548,-0.1797706980774779,0.6314361471043335,-0.3184166863409735,0.8808555140773673,-0.168244945685702,-1.3382466421524806,-0.0532029788705114,-0.4786232561809195,-0.4711326980619705
6,4,-0.2272548900993868,-0.1793129724606184,0.6738033604434002,-0.3538539775652061,0.924434560872134,-0.168080983252669,-1.6477536352941895,0.0520201945248174,-0.2601550185624788,-0.3937125762064183
6,5,-0.2324276146978202,-0.1804620423261413,0.5035320977435908,-0.2171283740203022,0.7762832159744408,-0.168365205399462,-0.8915355180304253,0.311228499718189,-0.0170439428612645,-0.4296576327822103
7,1,-0.2367556508248756,-0.1809022073489802,0.7158496100450497,-0.1823417247784105,-0.2434926003298683,-0.168518935681571,0.7134337350652366,0.0135239115753067,0.1104353541438565,-0.2554623586072176
7,2,-0.2367599127111874,-0.1809030160455156,0.7128004545395865,-0.1722794708654665,-0.287071647124635,-0.1685192181955655,1.0899473968252609,0.0468873567982158,0.0184986120658138,-0.3743575457425301
7,3,-0.2367606533884121,-0.1809031753993907,0.711516599589918,-0.0717174565715943,-0.287071647124635,-0.1685195043019568,0.7166245288089723,-0.2225866238483588,0.0564106706546983,-0.4047725936143539
7,4,-0.2367649836390316,-0.1809034733998709,0.704134433629323,-0.2461046390478023,-0.3654791029461881,-0.1685195486667717,0.0082683177011424,0.6525622085371835,-0.3416659445285775,-0.5789678677893466
7,5,-0.2367632972342538,-0.1809032495347287,0.706381179791243,-0.2370259137128153,-0.3393577961760983,-0.1685193050197861,0.6751442101404959,0.3959203222071123,-0.2141866475234575,-0.4656026893580023
8,1,-0.2320076165079373,-0.1804562885019306,0.7039739517606145,-0.2606759932104564,0.7893438693594859,-0.1683197266783845,0.0242222864197873,0.5986674124078681,-1.163883715174986,-0.8637633160437002
8,2,-0.2306298399477734,-0.1803024424981471,0.7128004545395865,-0.2858240623883703,0.8372764672826009,-0.1682810557858033,-0.3171926441592123,0.952833215543366,-1.0553604474643077,-0.82228825076394
8,3,-0.2298808886398548,-0.1802369744777052,0.7137633457518382,-0.3196877078878717,0.8590877584356258,-0.1683251798544124,-0.4543967751395576,1.3531945582182767,-1.039721723296393,-0.7891081985401317
8,4,-0.2315470551973535,-0.180417531071256,0.705257806710283,-0.3054189779030505,0.8111551605125108,-0.1683537710673578,-0.1831793069225955,1.0708884832551986,-1.1273933587831857,-0.8637633160437002
8,5,-0.2315470551973535,-0.1804000073111001,0.7067021435286606,-0.2826616397300165,0.8111551605125108,-0.1683700670894217,-0.428870425189726,0.811680178061827,-1.10180271923569,-0.8471732899317961
9,1,-0.2333228237110382,-0.1806072252716513,-0.1176932160273449,0.1097965252925786,0.7501183736930673,-0.1684895120961669,0.41668991689845,1.296733343225661,-0.8217273864103143,-1.090493672906389
9,2,-0.2333228237110382,-0.1806141330317905,-0.0770913032440729,0.1097662628747952,0.7414112714363709,-0.1684808583166596,0.41668991689845,0.91177051373055,-0.9439937753594624,-1.0960236816103568
9,3,-0.233159897126345,-0.1806061682446416,-0.1448146518390957,0.1034716799758709,0.7501183736930673,-0.1684841329345615,0.41668991689845,1.502046852289718,-0.841157316437116,-1.0573136206825808
9,4,-0.2333228237110382,-0.1806160851737345,-0.0514142042506991,0.0987658740105693,0.7414112714363709,-0.1684892319938064,0.41668991689845,0.8784070685076459,-0.8601133457315587,-1.0960236816103568
9,5,-0.233159897126345,-0.1806087571984885,-0.0876831065788394,0.1357919421684245,0.7501183736930673,-0.1684812594154651,0.41668991689845,2.061526164489272,-0.9150858306854388,-1.101553690314325
10,1,0.0653615650758231,-0.1411206254566657,0.6957893764564764,-0.098151678505298,1.5868709005616135,-0.1477740738911243,0.8283023098394798,-0.4022359442794079,0.599500909940452,0.2477684334538721
10,2,0.0325448413236883,-0.1459643530049119,0.6973941951435625,-0.0553757509686177,1.5781202627936337,-0.1526353680624822,1.5366585209473096,-0.158426152265841,0.7449884347752919,0.2532984421578403
10,3,-0.0462280738139075,-0.158481737645715,0.7057392523164088,0.0855865910659466,1.5258341137421705,-0.1584695561651053,0.6400454789594767,-0.4792285101784292,0.866307022259719,0.2311784073419629
10,4,0.1265403067191765,-0.1311861142938413,0.6917773297387619,0.0850418675458473,1.6216993095884005,-0.1412118619334086,-0.0044948572737737,-0.3175441217904902,0.5549542410985148,0.3224235509574406
10,5,-0.0462280738139075,-0.1607168276006253,0.7081464803470376,0.1126411925642078,1.5084199092287771,-0.1653052052873762,0.659190241421851,-0.1532933145392394,0.7691573721257055,0.2145883812300638
11,1,-0.085453357277639,-0.1671378884769621,0.7121585270647522,0.1282112065137104,1.4909621692041004,-0.1653170039838449,0.41668991689845,-1.708543145699469,1.8619724609502688,1.198929930536372
11,2,-0.085453357277639,-0.167414348965464,0.7121585270647522,0.1265467735356295,1.4866086180757518,-0.1670271899484855,0.41668991689845,-1.559690851628028,1.8316428140791623,1.2348749871121645
11,3,-0.0708386894946138,-0.1609311887745832,0.704134433629323,0.0852234420525471,1.5171270114854736,-0.1558857031118621,0.4198807106421786,-1.2568534257585446,1.7003723112151532,1.1132147956248672
11,4,-0.0630102782712778,-0.158544422403642,0.7018876874674027,0.0435974863916319,1.5345412159988667,-0.1549020166319697,0.5602756353662526,-0.8539256642203328,1.6785728775265456,1.0551497042332034
11,5,-0.085453357277639,-0.1672765711346736,0.710714190246375,0.1553263328475382,1.4866086180757518,-0.1665090199601832,0.41668991689845,-1.4262370707363965,1.86671146827388,1.251465013224068
12,1,3.084050826520412,1.3495774340572653,-0.944977249220105,4.000287561885653,2.196977555688347,1.0387008152157673,0.2156699110435182,0.6551286274004838,-1.031665410846255,-0.7476331332603718
12,2,6.393728164282901,1.834342643969468,-0.1563693463861141,1.8632010116563955,2.2928427515345766,1.1972513892848062,-0.5660745561700714,0.5165420087822459,-0.9468371797536294,-0.4987827415818107
12,3,4.456885244566466,8.435356379386466,-0.745498286415333,4.246381543299366,2.4061221518941998,8.870910980465954,-1.1531806050162008,0.796281664882023,-0.7250516370086618,-0.4047725936143539
12,4,3.756472310696421,5.383492473798054,-0.8223691015267454,4.4687043955443055,2.3277146960726465,5.149788819363606,-0.3459097878527786,0.426717348566721,-0.9577368965979322,-0.5236677807496664
12,5,5.028806796455648,2.4921931955333174,-1.0136634890273797,4.153960119389199,2.3015498537912733,2.054668268053764,-0.5692653499138001,0.8168130157884286,-0.963897606118626,-0.6093829156611712
13,1,-0.2367620362215884,-0.1809010900217894,0.7111956358525008,-0.4818034799529557,-0.3306506939194017,-0.1685193613656811,-0.9330158366989016,1.1016855096148073,-0.8639045515904467,-0.8250532551159294
13,2,-0.2367606533884121,-0.1809008816063131,0.711516599589918,-0.4785351388323604,-0.3131929538947249,-0.1685192250252308,-1.1755161612223028,0.688492072623393,-0.71083461503783,-0.6370329591810113
13,3,-0.2367632972342538,-0.1809019393833383,0.6973941951435625,-0.4891269850565118,-0.3480648984327948,-0.1685195269885332,0.1135645112441981,1.3275303695852696,-0.8250446915368412,-0.9550084596591724
13,4,-0.2367632972342538,-0.1809000650869661,0.6951474489816422,-0.498750433911598,-0.3480648984327948,-0.168519507758675,0.0752749863194504,1.7381573877133778,-0.8146188754248984,-0.9356534291952844
13,5,-0.2367626812739716,-0.1809016374850594,0.6946660033755165,-0.4573060527573825,-0.3393577961760983,-0.1685195925369255,0.6272823039845614,1.1709788189239263,-0.83784001131059,-1.024133568458773
14,1,-0.2367740891258918,-0.1809047767347169,0.584414959572718,0.0786564973935733,-0.6269533837147879,-0.1685197385580884,-0.7670945620249962,0.4292837674300214,-0.4298114807477323,-0.3522375109266581
14,2,-0.23677398225608,-0.1809049460876298,0.5264810049689186,0.0827267925854257,-0.6095391792013947,-0.1685196799264732,-0.1480805757415772,0.2932635676750839,-0.44260680052148,-0.3052324369429298
14,3,-0.2367747138180638,-0.1809046723807237,0.5141239010783574,0.0791406960781059,-0.6879901705342314,-0.1685197741035436,0.5411308729038792,0.7013241669398965,-0.5809858143709039,-0.5153727676937144
14,4,-0.2367746364237042,-0.1809047084273369,0.3505928768643086,0.3464940259845804,-0.6792830682775347,-0.168519782119111,0.2858673734055618,0.4626472126529305,-0.4819405613074475,-0.4821927154699069
14,5,-0.23677398225608,-0.1809047156749059,0.5523185858310009,0.155628957025371,-0.6095391792013947,-0.168519672592125,-0.9170618679802568,0.5268076842354483,-0.4099076499885675,-0.3190574587028498
15,1,-0.2367664522151059,-0.1809017922964727,0.3273230059015637,0.1746488866021688,-0.3567720006894915,-0.1685194180147969,0.2539594359682722,0.8501764610113377,-0.9496805841477952,-0.8056982246520359
15,2,-0.2367654959240959,-0.1809028195285188,0.2445143616479333,1.4138343699923237,-0.3306506939194017,-0.1685187972550637,-0.1480805757415772,0.4626472126529305,-0.7473249714296304,-0.639797963532995
15,3,-0.2367591370212144,-0.1809018473908704,0.1421269294118554,1.5661451186956217,-0.2347419625618882,-0.1685180030020973,-0.7064694808941454,0.4729128881061287,-0.7895021366097628,-0.5181377720456989
15,4,-0.2367681196226992,-0.1809036571855087,0.4614858481419413,0.0112318305724033,-0.4178087875089349,-0.1685194610850128,0.2922489608930199,0.8912391628241495,-0.8136710739601765,-0.7697531680762438
15,5,-0.2367675277283571,-0.1809038161949714,0.1426083750179811,0.5315941043560731,-0.3829368429708649,-0.1685195403418163,0.5889927790598136,1.1222168605212128,-0.901342709446969,-0.8665283203956896
16,1,-0.2367745554088051,-0.1809047575742468,-2.487368489378323,-0.3133628625711641,-0.7141114773043212,-0.1685198762314258,0.41668991689845,-1.8856260472672184,2.105083536651484,2.606317145696233
16,2,-0.2367745554088051,-0.1809054526885438,-2.489294271802826,-0.3180081437008991,-0.7054043750476247,-0.1685198763023486,0.41668991689845,-2.0832402997413726,2.0927621176100963,2.600787136992265
16,3,-0.2367745554088051,-0.180904712369053,-2.489294271802826,-0.3156022814871276,-0.7141114773043212,-0.1685198764362284,0.41668991689845,-1.849696183181008,2.0951316212719022,2.598022132640281
16,4,-0.2367745554088051,-0.1809057180332464,-2.488170898721866,-0.3208225485547451,-0.7054043750476247,-0.1685198764459931,0.41668991689845,-2.098638812921182,2.112665948369261,2.625672176160121
16,5,-0.2367745554088051,-0.180904967126194,-2.4899361992776603,-0.3156930687404775,-0.7141114773043212,-0.1685198763203363,0.41668991689845,-1.8137663190948037,2.1031879337220403,2.595257128288297
17,1,-0.2367749256835256,-0.1809048188042677,0.1244739238539107,0.5726753364968892,-0.6792830682775347,-0.1685197685581987,-1.3669637858460406,-0.2200202049850576,-0.5013704913342492,0.0901631853907778
17,2,-0.2367759958724538,-0.1809049290216623,-0.1600604293664115,0.7205980346216101,-0.9930434980975976,-0.1685198617089435,0.5985651602910004,-0.2123209483951557,-0.4606150283511998,0.2256483986380001
17,3,-0.236775859399406,-0.1809044925639346,0.2830300101379939,0.1141997070800472,-0.9320067112781544,-0.168519851515839,-0.1608437507164925,-0.0532029788705114,-0.3246055181635798,0.4551437598526731
17,4,-0.2367759029736656,-0.180904881856162,0.0060383047469746,0.697855827657468,-0.9494644513028312,-0.1685198528626023,-0.0523567634297082,-0.9180861358028506,-0.4061164441296796,0.3611336118852163
17,5,-0.236776069603679,-0.1809052082654829,-0.1294083924430718,1.5877676162017824,-1.0540367494057576,-0.1685198607707575,0.4741242042855711,-1.3543773425639716,-0.2539943090417849,0.4606737685566412
18,1,-0.2367701093435112,-0.1809040778675724,0.127844043096791,0.6623126179709938,-0.4047045986126065,-0.1685193763098459,-1.363772992102312,-0.4073687820060094,-0.3729433928644071,0.1426982680784797
18,2,-0.2367747877196673,-0.1809047768086999,-0.1759481343685615,0.709567383339601,-0.7228621150723014,-0.1685198177139039,0.5953743665472717,-0.5767524269838619,-0.1653748720902703,0.2920085030856167
18,3,-0.236774191139921,-0.1809042666494292,0.2353668951315438,0.1264257238644963,-0.6531182259961613,-0.1685197719085327,-0.1097910508168294,-0.666577087199381,-0.1388364310780527,0.6099840035637776
18,4,-0.2367744705177988,-0.1809046775817812,-0.0059978354061693,0.7750401242137488,-0.6792830682775347,-0.1685197738545427,0.0306038739072454,-1.0027779582917788,-0.2217690592412344,0.3804886423491045
18,5,-0.2367752197565349,-0.1809050741774724,-0.1194585165831391,1.5858459526725437,-0.7751482641237646,-0.1685198003169903,0.4230715043859072,-0.4946270233582339,0.0237115201217858,0.4966188251324333
19,1,-0.2367753196408349,-0.1809050778086714,-0.1753062068937272,0.1274243836513449,-0.7925624686371578,-0.1685198669415597,0.41668991689845,0.9656653098598696,-0.7392686589794926,-0.91906340308338
19,2,-0.2367753662819046,-0.1809047965539458,-0.1261987550689001,0.1133674905910067,-0.8012695708938545,-0.1685198678527642,0.41668991689845,1.3403624639017733,-0.8610611471962797,-0.9467134466032202
19,3,-0.2367753429613698,-0.1809045631467823,-0.1220262264824769,0.1200857473388971,-0.7925624686371578,-0.1685198684170634,0.41668991689845,1.5764729993254387,-0.7350035523882437,-0.9301234204913164
19,4,-0.2367753196408349,-0.1809050056772313,-0.1969712591693865,0.1779323589316557,-0.7925624686371578,-0.1685198692221406,0.41668991689845,0.8245122723783306,-0.7833414270890688,-0.9439484422512364
19,5,-0.2367753662819046,-0.1809059121924001,-0.1356671853227067,0.1121267314618918,-0.8012695708938545,-0.1685198683641283,0.41668991689845,0.688492072623393,-0.7264733392057438,-0.9328884248433
20,1,-0.2351990227576324,-0.1807309401670256,0.7201826205001817,-0.1853528353478478,0.5845092887706977,-0.1684563006801839,1.0676118406191586,1.0785877398450956,-0.7951889453980957,-0.7891081985401375
20,2,-0.2352700838135973,-0.1807289961328258,0.7201826205001817,-0.1883639459172852,0.5758021865140011,-0.1684564452158214,1.0676118406191586,0.8219458535150251,-0.7449554677678255,-0.7448681289083874
20,3,-0.2351990227576324,-0.1807300522207885,0.7201826205001817,-0.1846265373210489,0.5758021865140011,-0.1684563554696306,1.0420854906693262,0.803980921471925,-0.7425859641060195,-0.7725181724282275
20,4,-0.2351246092949176,-0.1807302335336161,0.7201826205001817,-0.1879705344861024,0.5845092887706977,-0.168456117848004,1.0261315219506812,1.3172646941320665,-0.7947150446657347,-0.7863431941881476
20,5,-0.2351990227576324,-0.1807296477210511,0.7201826205001817,-0.1779839366176168,0.5845092887706977,-0.1684568947441437,1.1027105718001768,0.7372540310261068,-0.7800241219625419,-0.7559281463163238
21,1,-0.2367761827774893,-0.180904815245748,-1.6389008495160302,-1.2830009907655555,-1.1237806384818976,-0.1685198761617878,0.41668991689845,-1.161895927816418,1.3103520084820162,0.8062993125546422
21,2,-0.2367761747271128,-0.1809048846100752,-1.6483692797698368,-1.2772208689689473,-1.1237806384818976,-0.1685198761741222,0.41668991689845,-1.3851743689235798,1.313669313608543,0.764824247274882
21,3,-0.2367761662507906,-0.1809054872468591,-1.493343794597343,-1.2204183107897124,-1.106322898457221,-0.1685198765510926,0.41668991689845,-1.4596005159593004,0.8554073054154152,0.5850989643959219
21,4,-0.2367761747271128,-0.1809049351538633,-1.5162927018226704,-1.26620534889583,-1.1237806384818976,-0.1685198759168983,0.41668991689845,-1.4672997725492023,1.0587107195983032,0.6763441080113941
21,5,-0.2367761573911171,-0.1809040428266561,-1.5782387031441845,-1.2279990464444264,-1.1150735362252011,-0.168519876679576,0.41668991689845,-1.4519012593694034,1.178133704153285,0.6348690427316286
22,1,-0.2367762974847045,-0.1809065044897263,-1.1743058396046742,-1.650780154085878,-1.2806390856362877,-0.1685198761795185,0.4230715043859072,-1.0515399166944877,0.5867055901667042,0.19799835511816
22,2,-0.2367763000403795,-0.1809032450073406,-1.1993410111232137,-1.5596902765581753,-1.2893897234042675,-0.1685198760677379,0.4358346793608234,-1.2568534257585446,0.798065316799729,0.2975385117895842
22,3,-0.2367763000403795,-0.1809049546860413,-1.429632492720034,-1.573777432036297,-1.2893897234042675,-0.1685198765300213,0.41668991689845,-0.882156271716641,1.3421033575502055,0.3721936292931527
22,4,-0.2367763012543252,-0.1809043895882424,-1.1475053675303402,-1.54354527667079,-1.2806390856362877,-0.1685198758583099,0.4485978543357396,-0.6845420192424861,0.7146587879041864,0.2781834813256967
22,5,-0.2367762920325977,-0.1809047909527442,-1.3606252891753423,-1.5656519728614835,-1.263224881122894,-0.1685198765767892,0.41668991689845,-0.4586971592720286,0.8407163827122224,0.1814083290062562
23,1,-0.2367759612430568,-0.1809049730921776,-2.4867265619034886,-0.3946931103637557,-1.0017506003542944,-0.1685198772852469,0.41668991689845,-2.2808545522155272,2.1155093527634268,2.5924921239363137
23,2,-0.2367759612430568,-0.1809049842419452,-2.4854427069538203,-0.3930740710123497,-1.0017506003542944,-0.1685198773137702,0.41668991689845,-1.5750893648078323,2.118826657889955,2.6284371805121056
23,3,-0.2367759612430568,-0.1809051971059377,-2.4904176448837863,-0.3881110344958902,-0.9930434980975976,-0.1685198773201944,0.41668991689845,-1.96518503202954,2.0842319044275985,2.600787136992265
23,4,-0.2367759519787348,-0.1809053479002668,-2.490257163015078,-0.3971141037864189,-0.9973970492259462,-0.1685198773045194,0.41668991689845,-1.9857163829359452,2.112192047636901,2.600787136992265
23,5,-0.2367759612430568,-0.1809050566891985,-2.489133789934117,-0.3940273371725233,-0.9930434980975976,-0.1685198772880735,0.41668991689845,-1.7675707795553903,2.154843113549392,2.6090821500482173
24,1,-0.2367731527265526,-0.1809042656738795,0.3403220372669588,-0.4373479882293028,-0.6095391792013947,-0.1685198519871162,0.4230715043859072,0.573003223774861,-0.71083461503783,-0.8084632290040199
24,2,-0.2367730789527328,-0.1809042808445609,0.3308536070131522,-0.4452616104796332,-0.6095391792013947,-0.1685198538899558,0.4230715043859072,0.8322115289682326,-0.7269472399381057,-0.8084632290040199
24,3,-0.2367732265003725,-0.1809044102696835,0.3358285449431185,-0.4432794221148277,-0.6095391792013947,-0.1685198528389613,0.4198807106421786,0.6191987633142744,-0.7368991553176876,-0.8056982246520359
24,4,-0.2367730789527328,-0.1809041144651475,0.3406430010043759,-0.445095167181825,-0.6095391792013947,-0.1685198524116254,0.41668991689845,0.6012338312711693,-0.7895021366097628,-0.8278182594679078
24,5,-0.2367730789527328,-0.1809046498575282,0.3335817987811982,-0.4509509450228917,-0.6095391792013947,-0.1685198523913251,0.4294530918733653,0.6756599783068894,-0.7553812838797672,-0.8250532551159294
