f_id,i_id,ic.eps.max,ela_meta.lin_simple.coef.max,ic.eps.ratio,ela_distr.skewness,ela_meta.quad_w_interact.adj_r2,ic.eps.s,ela_meta.lin_simple.intercept,ela_level.mmce_mda_10,ela_level.mmce_lda_10,nbc.nn_nb.mean_ratio
3,1,-0.2250927937336568,-0.1678305362017578,-0.3678058283945953,-0.183773395520835,0.65490499098348,-0.3538018302157338,-0.1794099332284751,0.3090506069336887,0.6335583645991127,0.6500041667038156
3,2,-0.2250865911802125,-0.1678267233924256,-0.1393318890365901,-0.1271172307240758,0.6990040131185162,0.0254683369520833,-0.1794061471132942,-0.0321789160339824,0.2756290128920673,0.3833261110869262
3,3,-0.2250668409173712,-0.1678282709597789,-0.0114230023070936,-0.2315949374940441,0.6897031284500359,-0.0434703026523302,-0.1794055812342564,-1.5177039944708268,-1.403154672105578,0.3771242958400224
3,4,-0.2250877399525106,-0.1678296190842113,-0.1850266769081912,-0.0753758902284724,0.6829680050694121,-0.1382878444442846,-0.1794082180486235,0.006062323608946,0.212278685156307,0.4856560626608521
3,5,-0.2250890319064807,-0.1678303067454683,-0.2672864249048196,-0.2212526998541886,0.6781572026546807,-0.310699033061444,-0.1794086342405831,0.5384980447912608,0.639893397372688,0.6934168734321489
4,1,-0.2250824352949487,-0.1678286504497662,-0.0114230023070936,0.0273831356509075,0.5896384382236265,0.0427352916562495,-0.1794077033575872,0.6914630033629758,0.4878526108068636,0.4360415406856151
4,2,-0.2250278336770152,-0.1678240621423281,0.1622263214327369,-0.125760377389401,0.7111913792358351,0.1720436831191191,-0.1794014692167349,-0.0733617894955983,0.1204207099394543,0.3151061433709779
4,3,-0.2250832101779889,-0.1678293490515103,-0.1485073659218966,-0.0995881841783381,0.6573103921908456,-0.1210639494775354,-0.1794075485654103,0.4267159596811616,0.4973551599672283,0.4794542474139483
4,4,-0.225082029599361,-0.1678266976221571,0.0480121763231008,-0.0982614831399893,0.6746292808838779,0.0772261413271647,-0.1794051749088142,0.7120544400937829,0.6525634629198405,0.3709224805931187
4,5,-0.2250877399525106,-0.167826599036755,0.0160121300713602,-0.0042315470470179,0.6823265647474481,0.1116739312606631,-0.1794055667906642,0.6620466651761076,0.4815175780332882,0.3957297415807337
5,1,-0.2250986476727061,-0.1678306697802745,-0.7790589192390046,-0.5211926675581596,0.7227373050311902,-0.8624234485838376,-0.1794099201579727,-3.3268087929632224,-3.5507307823478502,-0.5314416378314821
5,2,-0.2250986476727061,-0.1678306697802745,-0.7790589192390046,-0.5183583517035054,0.7227373050311902,-0.8624234485838376,-0.1794088364140538,-3.344458595875343,-3.601411044536458,-0.512836192090764
5,3,-0.2250986476727061,-0.1678306697802745,-0.7790589192390046,-0.5235445466715961,0.7227373050311902,-0.8624234485838376,-0.1794097964690997,-3.344458595875343,-3.639421241177914,-0.5035334692204083
5,4,-0.2250986476727061,-0.1678306697802745,-0.7790589192390046,-0.5246903339319883,0.7227373050311902,-0.8624234485838376,-0.1794083709841639,-3.329750426781909,-3.652091306725066,-0.5221389149611196
5,5,-0.2250986476727061,-0.1678306697802745,-0.7790589192390046,-0.5264090148225765,0.7227373050311902,-0.8624234485838376,-0.1794099661665841,-3.3562251311500906,-3.693269019753311,-0.5252398225845784
6,1,-0.2178863744812468,-0.1674212826052517,1.0304272909931562,-0.2733407917575423,0.6444815857515623,0.8875673397752976,-0.1783688020010256,-1.470637853371838,-1.3651444754641229,0.2468861756550296
6,2,-0.2185216696455362,-0.1675790606421602,1.0030378077534354,-0.2564856581112472,0.6202672135974151,0.8703003850711315,-0.1785193992590787,-1.0794005554864972,-1.035722771238169,0.463949709296682
6,3,-0.2182113421997831,-0.1675558184977438,1.0304272909931562,-0.2974927811147557,0.6298888184268775,0.8875673397752976,-0.1782761917105436,-1.302964725706689,-1.2606164347001183,0.4143351873214519
6,4,-0.2155880754261924,-0.1673918734768279,1.0761220788647574,-0.3328011201126295,0.6722238796765122,0.9263426333191916,-0.1778185735481536,-1.6236028119435586,-1.567865524218555,0.3492161272289486
6,5,-0.2207554189562415,-0.1676760654404306,0.920778059756807,-0.1965730453112683,0.5020818342755183,0.8185856404334672,-0.1789673736610381,-0.908785794002655,-0.8171641405497965,0.4019315568276375
7,1,-0.225078952725221,-0.1678297793970336,-0.1485073659218966,-0.1619129806844058,0.7142382207651649,-0.1986575963027404,-0.1794074353518868,0.3325836774831832,0.7760966020045663,0.212776191797052
7,2,-0.2250832101779889,-0.1678300618810264,-0.1942021537934977,-0.1518873421559745,0.7111913792358351,-0.2417603934570304,-0.1794082438585747,0.9915096528690313,1.149863535645558,0.3337115891116892
7,3,-0.2250839500847039,-0.1678303479570344,-0.1942021537934977,-0.0516912614643137,0.7099084985919069,-0.2244934387528642,-0.1794084031750403,0.7061711724564099,0.779264118391361,0.3647206653462149
7,4,-0.2250882758306616,-0.1678303923171379,-0.2764162526513932,-0.2254438690435178,0.7025319348893191,-0.32796598776561,-0.1794087011055626,-0.161610804056203,0.0760754805244226,0.5104633236484671
7,5,-0.2250865911802125,-0.1678301486960266,-0.2490267694116724,-0.216398180145685,0.7047769760161934,-0.2934751380946948,-0.1794084772929744,0.4090661567690402,0.738086405363117,0.4174360949449038
8,1,-0.2203358576809745,-0.1676305915490011,0.9344728013766676,-0.2399621997245394,0.7023715748088281,0.8185856404334672,-0.1789616211875802,-0.0145291131218618,0.0919130624583627,0.7492332106542896
8,2,-0.2189595143905985,-0.1675919247631051,0.9847325031215556,-0.2650187579715361,0.7111913792358351,0.8616884375877567,-0.1788078113002824,-0.4204745801006426,-0.2470111909279549,0.6934168734321489
8,3,-0.2182113421997831,-0.1676360441459247,1.0076027216267225,-0.2987591775604523,0.7121535397187816,0.8616884375877567,-0.1787423586489419,-0.479307256474379,-0.3832143955598393,0.6686096124445338
8,4,-0.2198757754819034,-0.1676646323226041,0.9573430198818343,-0.2845423698426918,0.7036544554527563,0.8185856404334672,-0.1789228728554988,-0.223385114248626,-0.1139755026828581,0.7399304877839339
8,5,-0.2198757754819034,-0.1676809266140994,0.9573430198818343,-0.2618678430054577,0.7050976961771759,0.8185856404334672,-0.178905353209175,-0.4645990873809449,-0.3578742644655354,0.7306277649135783
9,1,-0.2216496967037741,-0.1678003589362899,0.8933429273783532,0.1291622118996891,-0.1186720373052999,0.8271975879168415,-0.1791125225237794,0.6620466651761076,0.4815175780332882,0.960094929049038
9,2,-0.2216496967037741,-0.1677917060757774,0.8842130996317797,0.1291320596033629,-0.0781009369410668,0.8185856404334672,-0.1791194286622708,0.6620466651761076,0.4815175780332882,0.9538931138021344
9,3,-0.2214869396079213,-0.1677949803459288,0.8933429273783532,0.1228603819675322,-0.1457728909082856,0.8271975879168415,-0.1791114657449145,0.6620466651761076,0.4815175780332882,0.9259849451910674
9,4,-0.2216496967037741,-0.1678000788636751,0.8842130996317797,0.1181716998888222,-0.0524433240625003,0.8185856404334672,-0.1791213803459351,0.6620466651761076,0.4815175780332882,0.9507922061786824
9,5,-0.2214869396079213,-0.1677921071319879,0.8933429273783532,0.1550630344438168,-0.0886847022534754,0.8271975879168415,-0.1791140540909854,0.6620466651761076,0.4815175780332882,0.969397651919394
11,1,-0.0739340555312591,-0.1646281877309158,1.670154321195571,0.1475098842141265,0.710549938913871,1.603047936694059,-0.1656463477553914,0.6620466651761076,0.4815175780332882,-0.9996786889727644
11,2,-0.0739340555312591,-0.1663381920810377,1.665589407322284,0.1458515079161905,0.710549938913871,1.5944359892106847,-0.1659227433427516,0.6620466651761076,0.4815175780332882,-1.0244859499603864
11,3,-0.0593345910565212,-0.1551978884232093,1.6975894535740244,0.1046785472828883,0.7025319348893191,1.6375387863649744,-0.1594411051216122,0.6738132004508544,0.4846850944200759,-0.9469632593740755
11,4,-0.0515143235522895,-0.1542143064066619,1.7158491090671717,0.0632040636863252,0.7002868937624445,1.6461507338483492,-0.157054899061706,0.782653651742267,0.624055815438748,-0.9066514602692012
11,5,-0.0739340555312591,-0.1658200771201974,1.665589407322284,0.1745263417223203,0.7091066981894517,1.5944359892106847,-0.1657849978563246,0.6620466651761076,0.4815175780332882,-1.0430913957010977
12,1,3.092272964763696,1.0392617698669884,2.410446404026494,4.005496199139795,-0.9453282522366144,2.697884820255472,1.3507129146539447,0.0766615352574236,0.2819640456656365,0.612793275222393
12,2,6.398507320061962,1.1977955065354269,2.510965807516269,1.8761862610344544,-0.1573188167036407,2.672005918067931,1.8353643223524951,-0.6146224121339734,-0.4940774690974198,0.3771242958400224
12,3,4.463679254220391,8.870640187512887,2.6297448664991925,4.250694672863714,-0.7460006721862511,3.0728490136816013,8.434828421037984,-1.138233231860227,-1.0769004842664138,0.2996016052537185
12,4,3.763994944080977,5.149913193850821,2.5475307676412973,4.472208517823476,-0.8228131507414593,2.9909493931147093,5.383680963043417,-0.4087080448258958,-0.2755188384090526,0.4019315568276375
12,5,5.035005849056931,2.055121331257092,2.520095635262843,4.158609559883777,-1.0139623666867796,2.822865708107946,2.4930604386402786,-0.6234473135900337,-0.4972449854842075,0.488756970284304
13,1,-0.2250853314793501,-0.1678302050359379,-0.2398969416650987,-0.4602850289794191,0.7095877784309248,-0.3451898827323592,-0.1794063182869968,-0.9940931747445731,-0.8583418535780405,0.7027195963025045
13,2,-0.2250839500847039,-0.1678300687099664,-0.2215916370332186,-0.4570285809761993,0.7099084985919069,-0.3365779352489846,-0.1794061099204476,-1.2588402184263874,-1.0990730989739292,0.5414723998829929
13,3,-0.2250865911802125,-0.1678303706412016,-0.2581565971582459,-0.4675818846903375,0.6957968115086954,-0.3624568374365254,-0.1794071674491518,-0.0468870851274166,0.1806035212884269,0.8236549936171417
13,4,-0.2250865911802125,-0.1678303514133855,-0.2581565971582459,-0.4771703149220402,0.6935517703818207,-0.3624568374365254,-0.1794052935927845,-0.1204279305945872,0.1425933246469706,0.8050495478764303
13,5,-0.2250859758606999,-0.1678304361826329,-0.2490267694116724,-0.4358767451034337,0.6930706901403477,-0.3624568374365254,-0.1794068656217457,0.5767392844341893,0.6905736595612968,0.8856731460861862
14,1,-0.2250973718452898,-0.1678305821882889,-0.5505849798809994,0.0981354989801227,0.5829033148430028,-0.4917652288993949,-0.1794100041344412,-0.9352604983708368,-0.6936310014650645,0.2561888985253853
14,2,-0.2250972650866523,-0.1678305235629002,-0.5323253243878522,0.1021909828359844,0.5250133257857371,-0.4572743792284796,-0.1794101734475972,-0.4263578477380164,-0.0791328224281903,0.2158770994205039
14,3,-0.2250979958876086,-0.1678306177299694,-0.6145850723844807,0.0986179357213404,0.5126655995879269,-0.5434799735370595,-0.1794098998049459,0.3502334803953046,0.6050507171180203,0.4236379101918076
14,4,-0.2250979185737607,-0.1678306257446856,-0.605455244637907,0.3649983976143519,0.3492586775675567,-0.5089891238661441,-0.1794099358430969,0.1149027749003586,0.3516494061749791,0.3926288339572819
14,5,-0.2250972650866523,-0.1678305162293309,-0.5323253243878522,0.1748278646855813,0.5508312987447946,-0.431395477040939,-0.1794099430889644,-0.9823266394698256,-0.8425042716441005,0.2747943442660966
15,1,-0.2250897428790094,-0.1678302616790378,-0.2672864249048196,0.193778582926541,0.3260064658963559,-0.2158814912694896,-0.179407020396816,0.1737354512740951,0.319974242307099,0.6934168734321489
15,2,-0.2250887875828073,-0.1678296409852267,-0.2398969416650987,1.4284548128880594,0.2432606643629788,-0.1038400545107862,-0.1794080473877117,-0.2969259597157966,-0.0791328224281903,0.5383714922595341
15,3,-0.2250824352949487,-0.1678288468166066,-0.1393318890365901,1.5802113202973669,0.1409509330096947,0.0254683369520833,-0.1794070754782799,-0.8411282161728639,-0.6334481901160919,0.3926288339572819
15,4,-0.2250914085520363,-0.1678303047446798,-0.3312865174083008,0.0309561827655514,0.4600674931868657,-0.2934751380946948,-0.1794088848480554,0.067836633801369,0.3579844389485553,0.6593068895741713
15,5,-0.2250908172734285,-0.1678303839930666,-0.2947215572832733,0.5494249180929986,0.1414320132511678,-0.207269543786115,-0.1794090438201895,0.5355564109725678,0.6525634629198405,0.764737748771549
16,1,-0.2250978376431395,-0.167830719847006,-0.6419745556242016,-0.2924573476282955,-2.4865489858360057,-0.6900122599666783,-0.1794099849784691,0.6620466651761076,0.4815175780332882,-2.7578933114701742
16,2,-0.2250978376431395,-0.1678307199179213,-0.6328447278776279,-0.2970857251143532,-2.488473306801898,-0.6986242074500528,-0.1794106799295829,0.6620466651761076,0.4815175780332882,-2.739287865729463
16,3,-0.2250978376431395,-0.1678307200517868,-0.6419745556242016,-0.2946886175564275,-2.488473306801898,-0.6900122599666783,-0.1794099397838876,0.6620466651761076,0.4815175780332882,-2.723783327612204
16,4,-0.2250978376431395,-0.1678307200615506,-0.6328447278776279,-0.2998898886726814,-2.487350786238461,-0.6900122599666783,-0.1794109452119939,0.6620466651761076,0.4815175780332882,-2.760994219093626
16,5,-0.2250978376431395,-0.1678307199359071,-0.6419745556242016,-0.2947790744454059,-2.489114747123862,-0.6900122599666783,-0.1794101944812224,0.6620466651761076,0.4815175780332882,-2.7299851428591078
17,1,-0.2250982075326716,-0.1678306121852134,-0.605455244637907,0.5903566603556918,0.1233113241556801,-0.448662431745105,-0.1794100461941158,-1.326497796256184,-1.28912408218121,-0.1562318153937631
17,2,-0.2250992766083064,-0.167830705326066,-0.9344485874856878,0.7377410847977133,-0.1610070985549345,-0.7676059067918833,-0.1794101563856361,0.759120581192766,0.6620660120802043,-0.2275526907331633
17,3,-0.2250991402772285,-0.1678306951340439,-0.8704484949822067,0.1335493710151379,0.2817470836808285,-0.7762178542752579,-0.17940972003037,-0.0998364938637792,-0.0918028879753418,-0.4973316539735046
17,4,-0.2250991838061588,-0.1678306964806642,-0.8887537996140868,0.7150816341086426,0.0049655847532923,-0.7158911621542189,-0.1794101092312083,-0.0321789160339824,0.01589266917545,-0.385698979529223
17,5,-0.2250993502628308,-0.1678307043879796,-0.998403030850436,1.6017551360223716,-0.130378323181146,-0.7245031096375935,-0.1794104355639021,0.7238209753685305,0.5385328729954724,-0.4353135015044601
18,1,-0.2250933962029867,-0.1678302199785157,-0.3175461266497075,0.6796677620736272,0.1266788858459919,-0.1641667466318252,-0.1794093054313609,-1.2470736831516398,-1.2859565657944223,-0.1841399840048301
18,2,-0.225098069712334,-0.1678306613356984,-0.651150032509508,0.7267505727868466,-0.1768827465235476,-0.5089891238661441,-0.1794100042084069,0.7708871164675194,0.6588984956934166,-0.3050753813194672
18,3,-0.2250974737531961,-0.1678306155351916,-0.5780201122594532,0.145730898730886,0.2341201397749894,-0.5089891238661441,-0.1794094941688997,-0.0557119865834769,-0.041122625786734,-0.6554779427695712
18,4,-0.2250977528404434,-0.167830617480995,-0.605455244637907,0.7919850658883839,-0.0070614212835358,-0.4400074245243136,-0.1794099050047824,0.1001946058069245,0.0982480952319389,-0.410506240516845
18,5,-0.2250985012997635,-0.1678306439406323,-0.7059746481276826,1.599840465205664,-0.1204359981907011,-0.448662431745105,-0.1794103015073698,0.7091128062750964,0.4878526108068636,-0.4942307463500527
19,1,-0.225098601080156,-0.1678307105581265,-0.72423430362083,0.1467259245096476,-0.1762413062015835,-0.6986242074500528,-0.1794103051377164,0.6620466651761076,0.4815175780332882,0.8298568088640453
19,2,-0.2250986476727061,-0.1678307114692342,-0.7333641313674035,0.1327201828661698,-0.1271711215713251,-0.7072792146708443,-0.1794100239490174,0.6620466651761076,0.4815175780332882,0.8608658850985711
19,3,-0.2250986243764311,-0.1678307120334735,-0.72423430362083,0.1394139926505662,-0.1230017594785582,-0.7072792146708443,-0.1794097905966479,0.6620466651761076,0.4815175780332882,0.8484622546047567
19,4,-0.225098601080156,-0.1678307128384653,-0.72423430362083,0.1970501070779238,-0.1978899170678741,-0.6986242074500528,-0.1794102330232096,0.6620466651761076,0.4815175780332882,0.8484622546047567
19,5,-0.2250986476727061,-0.167830711980544,-0.7333641313674035,0.1314839387167994,-0.1366323663202966,-0.7072792146708443,-0.1794111393255673,0.6620466651761076,0.4815175780332882,0.8453613469813048
20,1,-0.2235239439829427,-0.1677671510472189,0.719693603638523,-0.1649131341688536,0.7185679429384232,0.6289074971121416,-0.1792362083761682,0.9238520750392344,1.1276909209380426,0.6624077971976231
20,2,-0.2235949311156986,-0.1677672955675073,0.7105637758919493,-0.1679132876533015,0.7185679429384232,0.6246015233704544,-0.1792342647983447,0.9444435117700424,1.1276909209380426,0.6282978133396524
20,3,-0.2235239439829427,-0.1677672058308471,0.7105637758919493,-0.164189479057027,0.7185679429384232,0.6202955496287668,-0.179235320638383,0.8826692015776185,1.1023507898437377,0.6531050743272675
20,4,-0.2234496079308699,-0.167766968234455,0.719693603638523,-0.1675213078010621,0.7185679429384232,0.6246015233704544,-0.1792355019086461,0.915027173583174,1.0865132079097977,0.6686096124445338
20,5,-0.2235239439829427,-0.1677677450480915,0.719693603638523,-0.1575710500134461,0.7185679429384232,0.6289074971121416,-0.1792349162336049,0.9473851455887288,1.1625336011927103,0.64070144383346
21,1,-0.2250994633189088,-0.1678307197773754,-1.071532951100491,-1.2585670742131594,-1.6387252402798742,-1.017610742234248,-0.1794100426364315,0.6620466651761076,0.4815175780332882,-0.68648701900409
21,2,-0.225099455276907,-0.1678307197897085,-1.071532951100491,-1.2528079856148726,-1.6481864850288457,-1.0089987947508732,-0.179410111984475,0.6620466651761076,0.4815175780332882,-0.6585788503930231
21,3,-0.2250994468094025,-0.1678307201666388,-1.0532276464686108,-1.1962121254107656,-1.4932786472745,-1.0003437875300818,-0.1794107144797855,0.6620466651761076,0.4815175780332882,-0.4446162243748157
21,4,-0.225099455276907,-0.167830719532512,-1.071532951100491,-1.241832549752169,-1.5162101387847189,-1.0089987947508732,-0.1794101625163975,0.6620466651761076,0.4815175780332882,-0.5748543445598085
21,5,-0.2250994379589455,-0.1678307202951086,-1.0624031233539173,-1.203765275640456,-1.5781091298542609,-1.0089987947508732,-0.1794092703986708,0.6620466651761076,0.4815175780332882,-0.5097352844673121
22,1,-0.2250995779067968,-0.1678307197951042,-1.236006797955015,-1.6250079314643642,-1.1744828072583116,-1.077937434355287,-0.1794117314838474,0.6532217637200465,0.4878526108068636,-0.0973145705481705
22,2,-0.2250995804598132,-0.1678307196833355,-1.2451822748403214,-1.5342495195227754,-1.1994989798149138,-1.095204389059453,-0.1794084727666492,0.6443968622639862,0.500522676354016,-0.1872408916282819
22,3,-0.2250995804598132,-0.1678307201455698,-1.2451822748403214,-1.5482854134625792,-1.429615695319557,-1.095204389059453,-0.1794101820439902,0.6679299328134806,0.4815175780332882,-0.2988735660725635
22,4,-0.225099581672496,-0.1678307194739297,-1.236006797955015,-1.5181632694327962,-1.1477026738163076,-1.095204389059453,-0.1794096170788522,0.6591050313574203,0.5131927419011684,-0.1965436144986376
22,5,-0.2250995724603617,-0.1678307201923328,-1.2177471424618675,-1.5401895218990191,-1.3606608607084096,-1.0865493818386616,-0.1794100183491307,0.6620466651761076,0.4815175780332882,-0.1004154781716224
23,1,-0.2250992420149337,-0.1678307209007152,-0.9435784152322614,-0.3734916440047139,-2.4859075455140416,-1.0003437875300818,-0.1794102004458055,0.6620466651761076,0.4815175780332882,-2.7268842352356555
23,2,-0.2250992420149337,-0.1678307209292355,-0.9435784152322614,-0.371878496151267,-2.4846246648701134,-1.0003437875300818,-0.1794102115929557,0.6620466651761076,0.4815175780332882,-2.7671960343405297
23,3,-0.2250992420149337,-0.167830720935659,-0.9344485874856878,-0.3669335195537851,-2.489595827365336,-1.0003437875300818,-0.1794104244069768,0.6620466651761076,0.4815175780332882,-2.723783327612204
23,4,-0.2250992327602491,-0.1678307209199857,-0.9390135013589748,-0.3759038277108026,-2.489435467284845,-1.0003437875300818,-0.1794105751659058,0.6620466651761076,0.4815175780332882,-2.736186958106011
23,5,-0.2250992420149337,-0.1678307209035415,-0.9344485874856878,-0.3728282934855395,-2.488312946721407,-1.0003437875300818,-0.1794102840232014,0.6620466651761076,0.4815175780332882,-2.7299851428591078
24,1,-0.2250964364200657,-0.167830695605271,-0.5323253243878522,-0.4159913056763647,0.3389956324161298,-0.6167461167518689,-0.1794094931935791,0.6120388902584257,0.4878526108068636,0.7027195963025045
24,2,-0.2250963627229911,-0.1678306975079086,-0.5323253243878522,-0.4238761311656423,0.3295343876671584,-0.6210736203622645,-0.1794095083606991,0.6002723549836838,0.4878526108068636,0.7058205039259563
24,3,-0.2250965101171403,-0.1678306964570257,-0.5323253243878522,-0.4219011557562822,0.3345055501623808,-0.6124186131414731,-0.1794096377554382,0.5767392844341893,0.4846850944200759,0.7213250420432158
24,4,-0.2250963627229911,-0.1678306960297352,-0.5323253243878522,-0.4237102935358487,0.3393163525771118,-0.6210736203622645,-0.1794093420203445,0.59438908734631,0.4815175780332882,0.7368295801604821
24,5,-0.2250963627229911,-0.167830696009437,-0.5323253243878522,-0.4295447628749508,0.3322605090355061,-0.6210736203622645,-0.1794098772870379,0.6002723549836838,0.4941876435804397,0.7213250420432158
