f_id,i_id,ic.eps.max,ela_meta.lin_simple.intercept,ic.eps.ratio,ela_meta.quad_w_interact.adj_r2,ela_distr.skewness,ela_meta.lin_simple.coef.max,ela_level.mmce_lda_10,nbc.nn_nb.cor,ela_level.mmce_mda_10,nbc.nn_nb.mean_ratio
6,2,-0.2301915183768547,-0.1800139787865705,0.8558084200600705,0.5627272649399315,-0.271821291680633,-0.1682681919515822,-1.0351564410948333,0.0036059048007801,-1.0736337679340502,0.4351952780407507
6,3,-0.2298808677697568,-0.1797707141291763,0.8818724086159656,0.5739664337527023,-0.3129028003163526,-0.1682449473386798,-1.2570125542150097,-0.2182605944067407,-1.2962409164583133,0.3742778713009334
6,4,-0.2272548692415953,-0.1793129885110296,0.9253558295233844,0.6234187765288934,-0.3482751875313729,-0.1680809849056024,-1.5601117510129952,-0.1099686126506864,-1.6155064321049697,0.2943237749549064
6,5,-0.2324275938157872,-0.180462058379784,0.7775295744305315,0.4246728080230647,-0.2117999992841809,-0.1683652070524723,-0.8195497959498745,0.1567994399678868,-0.9037493651128904,0.3590485196159707
7,1,-0.2367556299225594,-0.1809022234038609,-0.2400085387916214,0.6724964803446589,-0.1770770623895047,-0.168518937334623,0.752191399816995,-0.1495876303663162,0.3323061174823965,0.1268009064203921
7,2,-0.2367598918088513,-0.1809030321003986,-0.2834919596990402,0.6689374102206148,-0.1670332376679041,-0.1685192198486176,1.1209100103547576,-0.1152511483461039,0.988411397343402,0.2752870853487135
7,3,-0.2367606324860726,-0.1809031914542741,-0.2834919596990402,0.6674388543789123,-0.0666554044351863,-0.168519505955009,0.7553161338046097,-0.3925842723555121,0.7042943788321635,0.3133604645611078
7,4,-0.2367649627366718,-0.1809034894547551,-0.3617273653476526,0.6588221582891215,-0.2407231937832262,-0.1685195503198239,0.0616251885556108,0.508088063713137,-0.1597728424133579,0.4923053468593378
7,5,-0.2367632763319018,-0.1809032655896123,-0.3356633767917573,0.661444631012101,-0.2316610962900527,-0.1685193066728383,0.7146945919657045,0.243961278942272,0.4084611946091201,0.378085209222172
8,1,-0.2320075956278725,-0.1804563045555572,0.7905615687084793,0.6586348388089087,-0.2552678602597695,-0.1683197283313826,0.0772488584936513,0.4526214389112549,-0.0133207710158119,0.785470366794742
8,2,-0.2306298190741654,-0.180302458551341,0.8383889877085472,0.6689374102206148,-0.2803698703158599,-0.1682810574387908,-0.2570976781804162,0.8171164018950483,-0.4175284880730379,0.7169382842124391
8,3,-0.2298808677697568,-0.180236990530715,0.8601524181527196,0.6700613271018923,-0.3141714939653969,-0.1683251815074119,-0.3914612396475646,1.2291541861375972,-0.4761093166320563,0.6864795808425306
8,4,-0.2315470343194471,-0.1804175471247736,0.8123249991526517,0.6601333946506113,-0.2999288974052926,-0.168353772720365,-0.1258588507008756,0.938614722889646,-0.2212827124003269,0.7740483530310263
8,5,-0.2315470343194471,-0.1804000233645684,0.8123249991526517,0.661819269972527,-0.2772132396890712,-0.1683700687424334,-0.3664633677466999,0.6718466702710726,-0.4614641094923017,0.7626263392673105
9,1,-0.2333228028248098,-0.1806072413257024,0.7514221458937096,-0.30044089988086,0.1145261314449947,-0.1684895137492109,0.4615911389694482,1.1710462934880068,0.6603587574128997,1.0443693454389906
9,2,-0.2333228028248098,-0.180614149085861,0.7427341497084113,-0.2530490713870103,0.1144959244533507,-0.1684808599697013,0.4615911389694482,0.7748561163317051,0.6603587574128997,1.0367546695965133
9,3,-0.2331598762408802,-0.1806061842986897,0.7514221458937096,-0.3320978920368307,0.1082128701914171,-0.1684841345876041,0.4615911389694482,1.3823477213046989,0.6603587574128997,1.0024886283053662
9,4,-0.2333228028248098,-0.1806161012278105,0.7427341497084113,-0.223077954552955,0.1035156829907889,-0.1684892336468503,0.4615911389694482,0.7405196343114979,0.6603587574128997,1.0329473316752749
9,5,-0.2331598762408802,-0.1806087732525439,0.7514221458937096,-0.265412157081058,0.1404739372671145,-0.1684812610685069,0.4615911389694482,1.9581441121051837,0.6603587574128997,1.0557913592027062
10,1,0.0653615845622879,-0.1411206413996658,1.5863385793008895,0.6490815453180534,-0.093041211636143,-0.1477740755385569,0.8646818233708874,-0.5774730216951167,0.4494677746004333,-0.4252630921592605
10,2,0.0325448609639464,-0.1459643689615344,1.5776071431346648,0.6509547401201821,-0.0503436289474741,-0.1526353697112317,1.5583727686198865,-0.3265525761627958,1.1348634687409482,-0.4290704300804991
10,3,-0.0462280538044857,-0.158481753637541,1.5254357260419475,0.6606953530912497,0.0903605381298655,-0.1584695578154352,0.6803225181020148,-0.6567110571263762,0.9474048173520888,-0.3643456854194349
10,4,0.1265403259189313,-0.1311861302089019,1.6210905640420836,0.6443985583127323,0.089816812280275,-0.1412118635790637,0.049126252605178,-0.4903111827207373,-0.2154246295444249,-0.5204465401902334
10,5,-0.0462280538044857,-0.1607168435987372,1.5080597336713508,0.6635051452944425,0.1173655886595223,-0.1653052069395577,0.699070922027664,-0.3212700404673784,0.8536754916576602,-0.3072356166008478
11,1,-0.0854533370843906,-0.1671379044931324,1.4906403013198275,0.6681881322997636,0.1329070858603148,-0.1653170056360296,0.4615911389694482,-1.9218783561788184,0.6603587574128997,-1.3618682207840518
11,2,-0.0854533370843906,-0.1674143649824118,1.486296303227178,0.6681881322997636,0.1312457013198996,-0.1670271916011334,0.4615911389694482,-1.7686848210117168,0.6603587574128997,-1.3923269241539689
11,3,-0.070838669369856,-0.160931204773298,1.516747729856649,0.6588221582891215,0.0899980542301385,-0.155885704761492,0.464715872957056,-1.4570152149820967,0.672074923124703,-1.2971434761229876
11,4,-0.0630102581832073,-0.1585444383956444,1.534123722227246,0.6561996855661415,0.0484483372239383,-0.1549020182813331,0.6022041684118121,-1.0423361628918386,0.7804494559588872,-1.247648083146886
11,5,-0.0854533370843906,-0.167276587151234,1.486296303227178,0.6665022569778482,0.1599725503732594,-0.1665090216126908,0.4615911389694482,-1.6313388929308723,0.6603587574128997,-1.4151709516814004
12,1,3.084050831859999,1.3495774223066597,2.195106472004751,-1.2660728203780784,3.9978916666987874,1.038700813889726,0.2647328977501307,0.5107293315608453,0.0774795132506606,0.6179474982602277
12,2,6.393728154111915,1.8343426335822008,2.290761310004887,-0.3455848946121557,1.8647192272932247,1.1972513880017133,-0.5008269292138484,0.3681008677845787,-0.6108452223177991,0.3285898162460621
12,3,4.456885243472359,8.435356387563692,2.4037921403756197,-1.0332347064735117,4.243534922747075,8.870910981261499,-1.0757779829337395,0.655999063184821,-1.132214596493062,0.2334063682150892
12,4,3.756472312884751,5.383492473392311,2.325556734727007,-1.1229607374954644,4.465450586859071,5.149788819151175,-0.2852202840688947,0.275656493114776,-0.4058123223612347,0.3590485196159707
12,5,5.02880679268127,2.49219318699617,2.2994493061901853,-1.346245557909176,4.15128277026657,2.054668267002928,-0.5039516632014561,0.6771292059664901,-0.6196323466016518,0.4656539814106677
13,1,-0.2367620153192423,-0.1809011060766669,-0.3269753806064589,0.6670642154184866,-0.4759903482018306,-0.1685193630187332,-0.8601713377887797,0.97030993706215,-0.9886915665234672,0.7283602979761549
13,2,-0.2367606324860726,-0.1809008976611901,-0.3095559482549355,0.6674388543789123,-0.4727279931042882,-0.1685192266782829,-1.0976511208469957,0.5450658135810577,-1.2523052950390503,0.530378726071732
13,3,-0.2367632763319018,-0.1809019554382183,-0.3443513729770557,0.6509547401201821,-0.4833004401796572,-0.1685195286415854,0.1647414101466781,1.2027415076605108,-0.0455402267232717,0.8768464769044763
13,4,-0.2367632763319018,-0.1809000811418407,-0.3443513729770557,0.6483322673972021,-0.492906263522421,-0.1685195094117272,0.1272446022953806,1.6253443632938889,-0.1187662624220447,0.8540024493770448
13,5,-0.2367626603716225,-0.1809016535399385,-0.3356633767917573,0.6477703089565636,-0.4515377884660843,-0.1685195941899777,0.6678235821515829,1.0416241689502834,0.5754165560023228,0.9529932353292564
14,1,-0.2367740682234893,-0.1809047927896048,-0.6226278907921647,0.5190818260503388,0.0834431370434098,-0.1685197402111406,-0.6976851704331589,0.2782977609624844,-0.930110737964449,0.1801036373177407
14,2,-0.236773961353678,-0.1809049621425182,-0.6052518984215678,0.4514594936935016,0.0875059774195158,-0.1685196815795254,-0.0914867768371867,0.1383105650339261,-0.4233865709289399,0.1306082443416307
14,3,-0.2367746929156583,-0.1809046884356113,-0.6835307440511068,0.4370358937171124,0.0839264489097123,-0.1685197757565959,0.5834557644861639,0.5582721528196009,0.3498803660501025,0.3856998850646492
14,4,-0.2367746155212992,-0.1809047244822246,-0.6748427478658083,0.2461573433802231,0.3507901165878482,-0.1685197837721632,0.3334770454775154,0.3126342429826966,0.1155570518140289,0.3476265058522549
14,5,-0.236773961353678,-0.1809047317297936,-0.6052518984215678,0.4816179300077697,0.1602746202896985,-0.1685196742451772,-0.8445476678507392,0.3786659391754128,-0.9769754008116632,0.2029476648451721
15,1,-0.2367664313127391,-0.1809018083513522,-0.3530393691623542,0.2189960187493606,0.1792597145378969,-0.168519419667849,0.3022297056014343,0.7114656879867024,0.1741378803730473,0.7169382842124391
15,2,-0.2367654750217336,-0.1809028355834012,-0.3269753806064589,0.1223391669595321,1.416175608372784,-0.1685187989081157,-0.0914867768371867,0.3126342429826966,-0.2945087480990999,0.526571388150485
15,3,-0.236759116118882,-0.1809018634457501,-0.2312771026253965,0.0028293385837366,1.56820739731659,-0.1685180046551491,-0.6383152246686046,0.3231993143735264,-0.836381412270025,0.3476265058522549
15,4,-0.2367680987203246,-0.1809036732403934,-0.4139422224212962,0.3755951042072992,0.0161419596607749,-0.168519462738065,0.3397265134527317,0.7537259735500412,0.0686923889668136,0.6750575670788064
15,5,-0.2367675068259853,-0.1809038322498566,-0.379146797699176,0.0033912970243751,0.5355511809778327,-0.1685195419948685,0.6303267743002855,0.9914400798438188,0.5344099760110038,0.8045070564009349
17,1,-0.2367749047811192,-0.1809048348591557,-0.6748427478658083,-0.0177758042396765,0.5765571721344425,-0.168519770211251,-1.285135160103482,-0.3899430045078029,-1.3196732478819213,-0.3262723062070491
17,2,-0.2367759749700423,-0.1809049450765506,-0.9879146904030376,-0.3498932426570511,0.7242089472898815,-0.1685198633619958,0.6397009762631096,-0.3820192009646772,0.7570171245352735,-0.4138410783955448
17,3,-0.2367758384969951,-0.1809045086188216,-0.9270118371440954,0.1672958422106151,0.1189212487291838,-0.1685198531688912,-0.1039857127876186,-0.2182605944067407,-0.0982629724263881,-0.7450794775433348
17,4,-0.2367758820712546,-0.1809048979110502,-0.944431269495619,-0.1560175806367562,0.7015083930694824,-0.1685198545156546,0.0022552427910564,-1.108367859084555,-0.0308950195835171,-0.6080153123787292
17,5,-0.2367760487012672,-0.180905224320372,-1.048774103681053,-0.3141152219363978,1.589790292846165,-0.1685198624238097,0.517836350746394,-1.5573833931950252,0.7218686273998688,-0.6689327191185548
18,1,-0.2367700884411273,-0.1809040939224583,-0.4008667881624221,-0.0138420951552068,0.6660302813837082,-0.1685193779628981,-1.282010426115874,-0.5827555573905342,-1.2405891293272462,-0.3605383474981963
18,2,-0.2367747668172615,-0.1809047928635878,-0.718326168773227,-0.3684378711981229,0.713198498835676,-0.1685198193669561,0.6365762422755019,-0.7570792353393107,0.7687332902470831,-0.5090245264265177
18,3,-0.236774170237518,-0.1809042827043157,-0.6487353193289865,0.1116619565873999,0.131124873353324,-0.1685197735615849,-0.0539899689858893,-0.8495236100091075,-0.0543273510071243,-0.9392537115265276
18,4,-0.2367744496153945,-0.1809046936366689,-0.6748427478658083,-0.1700665416527197,0.7785513252572785,-0.168519775507595,0.0834983264688677,-1.1955296980589454,0.1009118446742743,-0.6384740157486463
18,5,-0.2367751988541271,-0.1809050902323611,-0.7704975858659442,-0.302501414163201,1.5878721488767766,-0.1685198019700425,0.4678406069446638,-0.6725586642126286,0.7072234202601142,-0.7412721396220963
19,1,-0.2367752987384266,-0.1809050938635602,-0.787873578236541,-0.3676885932772716,0.132121704077573,-0.168519868594612,0.4615911389694482,0.8303227411335916,0.6603587574128997,0.8844611527469534
19,2,-0.2367753453794961,-0.1809048126088338,-0.7965615744218395,-0.3103688323321409,0.1180905564589761,-0.1685198695058165,0.4615911389694482,1.215947846899054,0.6603587574128997,0.9225345319593476
19,3,-0.2367753220589614,-0.1809045792016696,-0.787873578236541,-0.3054985258466071,0.1247965086039245,-0.1685198700701157,0.4615911389694482,1.45894448888825,0.6603587574128997,0.9073051802743848
19,4,-0.2367752987384266,-0.1809050217321198,-0.787873578236541,-0.3929767231060058,0.1825371731312613,-0.1685198708751929,0.4615911389694482,0.6850530095096159,0.6603587574128997,0.9073051802743848
19,5,-0.2367753453794961,-0.1809059282472912,-0.7965615744218395,-0.3214206816646988,0.1168520698015758,-0.1685198700171806,0.4615911389694482,0.5450658135810577,0.6603587574128997,0.9034978423531465
20,1,-0.2351990018626113,-0.1807309562214247,0.5861764584493335,0.677554106310406,-0.1800826580580739,-0.168456302333219,1.0990368724415014,0.9465385264327666,0.9210434445005312,0.6788649050000449
20,2,-0.2352700629182431,-0.1807290121872193,0.5774884622640352,0.677554106310406,-0.1830882537266431,-0.1684564468688565,1.0990368724415014,0.6824117416619024,0.9415467344961878,0.6369841878664206
20,3,-0.2351990018626113,-0.180730068275185,0.5774884622640352,0.677554106310406,-0.17935769025862,-0.1684563571226656,1.074039000540636,0.6639228667279469,0.8800368645092179,0.6674428912363292
20,4,-0.2351245884002453,-0.1807302495880131,0.5861764584493335,0.677554106310406,-0.1826955628352722,-0.168456119501039,1.0584153306025954,1.1921764362696758,0.9122563202166786,0.6864795808425306
20,5,-0.2351990018626113,-0.1807296637754465,0.5861764584493335,0.677554106310406,-0.1727272555927815,-0.1684568963971789,1.1334089463051902,0.5952499026875222,0.9444757759241384,0.6522135395513748
21,1,-0.2367761618750769,-0.180904831300636,-1.1183649531252935,-2.076042252818422,-1.2757204519743868,-0.16851987781484,0.4615911389694482,-1.3592883046168769,0.6603587574128997,-0.9773270907389132
21,2,-0.2367761538247005,-0.1809049006649634,-1.1183649531252935,-2.08709410215098,-1.2699509165703995,-0.1685198778271744,0.4615911389694482,-1.589078607367529,0.6603587574128997,-0.943061049447766
21,3,-0.2367761453483783,-0.1809055033017491,-1.1009455207737704,-1.906143484265371,-1.213252393254778,-0.1685198782041448,0.4615911389694482,-1.6656753749510795,0.6603587574128997,-0.6803547328822706
21,4,-0.2367761538247005,-0.1809049512087517,-1.1183649531252935,-1.932930169935808,-1.258955571612016,-0.1685198775699506,0.4615911389694482,-1.6735991784942057,0.6603587574128997,-0.8402629255743077
21,5,-0.2367761364887048,-0.180904058881542,-1.1096769569399951,-2.0052354892979665,-1.2208192446615775,-0.1685198783326283,0.4615911389694482,-1.657751571407959,0.6603587574128997,-0.7603088292282891
22,1,-0.2367762765822917,-0.1809065205446191,-1.274879204403445,-1.5337523576022345,-1.642826021422843,-0.1685198778325707,0.4678406069446638,-1.245713787165405,0.6515716331290463,-0.2539328857035077
22,2,-0.2367762791379667,-0.1809032610622242,-1.28361064056967,-1.5629741965154382,-1.5519029765746692,-0.1685198777207902,0.4803395428950965,-1.4570152149820967,0.6427845088451938,-0.3643456854194349
22,3,-0.2367762791379667,-0.1809049707409297,-1.28361064056967,-1.8317776506208716,-1.56596433118491,-0.1685198781830735,0.4615911389694482,-1.0713901092166342,0.6662168402688009,-0.5014098505840405
22,4,-0.2367762803519123,-0.1809044056431292,-1.274879204403445,-1.5024700044066892,-1.5357875465326425,-0.1685198775113622,0.4928384788455293,-0.8680124849430682,0.6574297159849484,-0.3757676991831506
22,5,-0.2367762711301849,-0.1809048070076322,-1.257503212032848,-1.751230274129348,-1.55785375392852,-0.1685198782298415,0.4615911389694482,-0.6355809143447123,0.6603587574128997,-0.2577402236247463
23,1,-0.2367759403406455,-0.1809049891470661,-0.996602686588336,-3.065651066782884,-0.3890395227548315,-0.1685198789382992,0.4615911389694482,-2.5108810862178466,0.6603587574128997,-3.482555442914176
23,2,-0.2367759403406455,-0.1809050002968337,-0.996602686588336,-3.064152510941182,-0.3874234487018823,-0.1685198789668225,0.4615911389694482,-1.7845324280979689,0.6603587574128997,-3.532050835890277
23,3,-0.2367759403406455,-0.1809052131608268,-0.9879146904030376,-3.06995941482778,-0.3824695020722807,-0.1685198789732467,0.4615911389694482,-2.186005140949683,0.6603587574128997,-3.478748104992937
23,4,-0.2367759310763235,-0.1809053639551563,-0.9922586884956868,-3.069772095347567,-0.3914560820863444,-0.1685198789575717,0.4615911389694482,-2.207135283731352,0.6603587574128997,-3.493977456677891
23,5,-0.2367759403406455,-0.1809050727440872,-0.9879146904030376,-3.068460858986077,-0.3883749689386654,-0.1685198789411258,0.4615911389694482,-1.9826275166761225,0.6603587574128997,-3.4863627808354143
24,1,-0.2367731318241545,-0.180904281728766,-0.6052518984215678,0.2341688966466006,-0.4316162774769247,-0.1685198536401684,0.4678406069446638,0.4262087604341684,0.6105650531377282,0.7283602979761549
24,2,-0.236773058050335,-0.1809042968994474,-0.6052518984215678,0.2231170473140427,-0.4395154057918076,-0.1685198555430081,0.4678406069446638,0.6929768130527417,0.5988488874259299,0.7321676358973934
24,3,-0.236773205597974,-0.1809044263245704,-0.6052518984215678,0.2289239512006411,-0.4375368478391314,-0.1685198544920136,0.464715872957056,0.4737515816929247,0.5754165560023228,0.7512043255035863
24,4,-0.236773058050335,-0.1809041305200336,-0.6052518984215678,0.2345435356070263,-0.439349267337766,-0.1685198540646777,0.4615911389694482,0.455262706758964,0.592990804570028,0.7702410151097877
24,5,-0.236773058050335,-0.1809046659124158,-0.6052518984215678,0.2263014784776612,-0.4451943202208629,-0.1685198540443773,0.4740900749198801,0.5318594743425143,0.5988488874259299,0.7512043255035863
