f_id,i_id,ic.eps.max,ela_meta.lin_simple.intercept,ela_meta.quad_w_interact.adj_r2,ela_distr.skewness,ic.eps.ratio,ela_meta.lin_simple.coef.max,ela_level.mmce_lda_10,disp.diff_mean_05,ic.eps.s,disp.ratio_median_05
6,4,-0.2272543119915053,-0.1793128090085553,0.6723656473865246,-0.3564221758243451,0.933890064869736,-0.1680809655188937,-1.59906863570476,-0.2132711451355286,0.797134462947001,-0.2307101266426147
6,5,-0.2324270359180599,-0.1804618788411689,0.5022120743620886,-0.2195583994542718,0.7872764233712037,-0.1683651876648607,-0.8537481454758884,-0.0604725483527059,0.6947192869890253,-0.0567561495984168
7,1,-0.2367550714829519,-0.1809020438514015,0.7143828350702214,-0.1847365953512618,-0.2219148603377636,-0.1685189179465229,0.7280923886385455,0.1670833320501306,-0.2720963441123627,0.1506287220568812
7,2,-0.2367593333687102,-0.1809028525479138,0.7113357871084266,-0.1746641726768374,-0.2650415882660712,-0.1685192004605166,1.0991802276554583,0.0737165476876118,-0.3130624144955532,0.0514692888883651
7,3,-0.2367600740458387,-0.1809030119017843,0.7100528195455658,-0.0740005319336427,-0.2650415882660712,-0.1685194865669071,0.7312372008336108,0.1227033217009706,-0.2966514312551342,0.1041654448007762
7,4,-0.2367644042958958,-0.1809033099022559,0.7026757560591153,-0.2485639474565616,-0.3426352316215976,-0.1685195309317219,0.0330888935306171,-0.2671839634630798,-0.3949945552619338,-0.2817064065578514
7,5,-0.236762717891337,-0.1809030860371201,0.7049209492941216,-0.2394760472991862,-0.3167850450511836,-0.168519287284737,0.6903546422978499,-0.1614564567936521,-0.362213513926334,-0.1802804720597683
8,1,-0.23200703778273,-0.180456125017123,0.7025153851137577,-0.2631500272091491,0.8002015166564109,-0.1683197089439154,0.0488129545059097,-1.120894810025496,0.6947192869890253,-1.0738486212412046
8,2,-0.2306292614015237,-0.1803022790177456,0.7113357871084266,-0.2883235106450789,0.8476366090131209,-0.1682810380514465,-0.2876819503653534,-1.0017119045348943,0.7356853573722154,-0.962223430760075
8,3,-0.2298803101908856,-0.1802368109991787,0.7122980127805725,-0.3222213782320891,0.8692215147994165,-0.1683251621199274,-0.4229088747528701,-0.9707416814854803,0.7356853573722154,-0.9293591614813652
8,4,-0.2315464765319679,-0.1804173675875584,0.7037983526766185,-0.3079382284847475,0.8217864224427065,-0.1683537533327897,-0.1555998381728948,-1.0892404141546663,0.6947192869890253,-1.0534501092751094
8,5,-0.2315464765319679,-0.1803998438279044,0.7052416911848373,-0.2851578920902598,0.8217864224427065,-0.1683700493548062,-0.397750377192402,-1.0345978114842722,0.6947192869890253,-0.988854821382475
9,1,-0.2333222448150003,-0.1806070617825209,-0.1185838551172635,0.1076968852128158,0.7613831531565055,-0.1684894943612043,0.4356248544981091,-0.902598068472484,0.7029043160366156,-1.0081200826837873
9,2,-0.2333222448150003,-0.1806139695424622,-0.0780100059417855,0.1076665922122912,0.752766424299701,-0.1684808405817222,0.4356248544981091,-1.0242439961201824,0.6947192869890253,-1.0766817479031618
9,3,-0.2331593182514694,-0.1806060047555414,-0.1456865448827014,0.1013656481031776,0.7613831531565055,-0.1684841151996146,0.4356248544981091,-0.904194471722454,0.7029043160366156,-1.016052837337269
9,4,-0.2333222448150003,-0.1806159216843503,-0.0523506546845661,0.0966550865216046,0.752766424299701,-0.1684892142588446,0.4356248544981091,-0.9120396534080196,0.6947192869890253,-1.0143529613400946
9,5,-0.2331593182514694,-0.1806085937093142,-0.0885944883353884,0.1337185726634339,0.7613831531565055,-0.1684812416805265,0.4356248544981091,-1.0292156519558022,0.7029043160366156,-1.0987801358664313
10,1,0.0653621051761138,-0.141120463098428,0.6943364669005188,-0.1004614678918674,1.5894507962954385,-0.1477740562163643,0.8413056276606533,0.6085572479489193,1.4976706365576518,0.6039289879701017
10,2,0.0325453856865028,-0.1459641905079503,0.6959401763540952,-0.057642311650367,1.5807909837943497,-0.1526353503735945,1.539453934963647,0.7376378535893338,1.4935576594612376,0.7336861890877606
10,3,-0.0462275192193761,-0.1584815747902566,0.7042794655126913,0.0834624847931481,1.5290475270092372,-0.1584695384592625,0.6557617081522056,0.8784862317580968,1.464889595222052,0.8821420261743415
10,4,0.1265408388730358,-0.1311859522201271,0.6903271932665783,0.0829172107837055,1.623917711722657,-0.1412118442777196,0.0205096447503826,0.5100363616650693,1.583695291847828,0.5132689347874576
10,5,-0.0462275192193761,-0.1607166646811541,0.7066850296930557,0.1105444272621267,1.5118140692956277,-0.1653051875616678,0.6746305813225573,0.8527157221514418,1.4402935829340424,0.8368119995830194
11,1,-0.0854527975881839,-0.1671377253735922,0.7106943033269961,0.1261301760320255,1.4945375279377344,-0.1653169862581022,0.4356248544981091,1.823967459433062,1.4402935829340424,1.815940573955574
11,2,-0.0854527975881839,-0.1674141858541764,0.7106943033269961,0.1244640610031733,1.4902291635093317,-0.1670271722177727,0.4356248544981091,1.7896219837979976,1.432108553886452,1.7836429300092569
11,3,-0.0708381317034399,-0.1609310258489728,0.7026757560591153,0.083098968786853,1.5204307981524323,-0.1558856854135284,0.4387696666931673,1.643710726750759,1.4730746242696422,1.638586844917027
11,4,-0.0630097214969265,-0.1585442595463883,0.7004305628241084,0.0414309465652869,1.5376642558660416,-0.1549019989364947,0.5771414032757423,1.6117370502299353,1.4812596533172329,1.6125220796270163
11,5,-0.0854527975881839,-0.1672764080273319,0.7092509648187777,0.1532727045020533,1.4902291635093317,-0.1665090022309763,0.4356248544981091,1.8293952304829595,1.432108553886452,1.8233067032766643
12,1,3.084050974526874,1.3495775537220422,-0.9452960784358015,4.002119593152627,2.193224987291744,1.0387008294424271,0.2375016862094147,-0.953591749428662,2.4808563257542207,-0.9163267788363604
12,2,6.393727882399452,1.8343427497506115,-0.1572332529484502,1.8628733356072484,2.288095172005164,1.1972514030506909,-0.5329773015799187,-0.7752507006463225,2.456260313466211,-0.7508721817780355
12,3,4.456885214257158,8.43535629611516,-0.7459549933562785,4.248462273418548,2.400198814432193,8.870910971930865,-1.1116227454706884,-0.5713671998644664,2.83723249048631,-0.538387682131213
12,4,3.756472371362885,5.383492477931861,-0.8227726761825788,4.47100980177241,2.322605171076667,5.149788821642738,-0.3159852601208858,-0.8027544480672305,2.759392864243725,-0.781469949727177
12,5,5.028806691860153,2.49219328247368,-1.0139348430488633,4.155947449816467,2.2967119008619683,2.054668279327848,-0.536122113774977,-0.805992866088598,2.599641559807378,-0.7656044404202148
14,1,-0.2367735097815732,-0.1809046132370646,0.5830390308223298,0.0765253876730182,-0.601395599191443,-0.168519720823038,-0.7311004698686062,-0.2639455454417128,-0.550673807747105,-0.2873726598817673
14,2,-0.2367734029117754,-0.1809047825899727,0.5251451195482284,0.0805997962435748,-0.5841621414778336,-0.168519662191423,-0.1210069040272513,-0.2319718689208892,-0.517892766411505,-0.2754735279015454
14,3,-0.2367741344736641,-0.1809045088830744,0.5127965567556915,0.0770100756814115,-0.6617988684776441,-0.1685197563684931,0.5582725301053915,-0.4083972338032649,-0.5998249071778858,-0.4477276289485689
14,4,-0.2367740570793146,-0.1809045449296866,0.3493785634362755,0.3446335888158543,-0.6531821396208394,-0.1685197643840605,0.3066875545007088,-0.3284858482619199,-0.5670438658422858,-0.3599007024278834
14,5,-0.2367734029117754,-0.1809045521772553,0.5509648417508054,0.1535756345072991,-0.5841621414778336,-0.1685196548570748,-0.8789066430363566,-0.2422800727635511,-0.4932967541234956,-0.2839729078874173
15,1,-0.2367658728717793,-0.1809016287989059,0.3261247763594205,0.1726147853370006,-0.3340185027647929,-0.1685194002797474,0.2752394325501234,-0.8537937405448363,-0.2884664022075437,-0.8301997283128478
15,2,-0.2367649165808935,-0.1809026560309226,0.2433733685548878,1.4130525708176915,-0.3081683161943788,-0.1685187795200161,-0.1210069040272513,-0.6855784495194479,-0.1819791742983916,-0.6687115085812646
15,3,-0.236758557678838,-0.1809016838933021,0.1410567054167252,1.5655172424579258,-0.2132550478366749,-0.168517985267052,-0.6713490381624937,-0.6027479266067299,-0.0590809631488204,-0.5956168407027571
15,4,-0.236767540279156,-0.1809034936878884,0.4601948866783918,0.0090325825042436,-0.394421772050994,-0.1685194433499632,0.312977178890826,-0.7310531363828733,-0.362213513926334,-0.7287737938147647
15,5,-0.2367669483848908,-0.1809036526973466,0.141537818252798,0.5299207265244761,-0.359911772979491,-0.1685195226067665,0.6054447130312695,-0.8641931674303538,-0.2802813731599532,-0.8602308709295992
16,1,-0.236773976064426,-0.180904594076595,-2.4866212342679,-0.3158901411224509,-0.6876490550480583,-0.168519858496375,0.4356248544981091,2.123407097605967,-0.7390931764226379,2.108885870801993
16,2,-0.236773976064426,-0.1809052891908722,-2.4885456856121912,-0.3205401167029746,-0.6790323261912535,-0.1685198585672978,0.4356248544981091,2.135038035570033,-0.7472782054702284,2.111152372131559
16,3,-0.236773976064426,-0.1809045488714026,-2.4885456856121912,-0.3181318231612702,-0.6876490550480583,-0.1685198587011775,0.4356248544981091,2.0918895362994205,-0.7390931764226379,2.0777214775204587
16,4,-0.236773976064426,-0.1809055545355671,-2.487423088994688,-0.323357365751761,-0.6790323261912535,-0.1685198587109423,0.4356248544981091,2.131525948420099,-0.7390931764226379,2.121918253446996
16,5,-0.236773976064426,-0.1809048036285362,-2.4891871693936216,-0.3182227021628439,-0.6876490550480583,-0.1685198585852855,0.4356248544981091,2.1393255185842373,-0.7390931764226379,2.128717757435698
17,1,-0.2367743463390984,-0.1809046553066142,0.1234159014273867,0.5710434747365997,-0.6531821396208394,-0.1685197508231482,-1.3223251625396093,-0.253774176163334,-0.5097077373639145,-0.2477088866143612
17,2,-0.2367754165278875,-0.1809047655240056,-0.1609217846916755,0.7191156613007692,-0.963685963975797,-0.1685198439738927,0.6148791496164449,-0.4083060107604093,-0.8128402881414282,-0.4329953703063896
17,3,-0.2367752800548575,-0.1809043290662904,0.2818623954407169,0.1121045167891428,-0.903282694689596,-0.1685198337807882,-0.1335861528074849,-0.2005911421786257,-0.8210253171890187,-0.2006789840258634
17,4,-0.2367753236291115,-0.1809047183585067,0.0050621437534624,0.6963504714065442,-0.9205592360474896,-0.1685198351275516,-0.0266625381754953,-0.2724748999486941,-0.7636891887106473,-0.2715071505748051
17,5,-0.2367754902591032,-0.1809050447678182,-0.13029093412837,1.5871615913327417,-1.024046149617714,-0.1685198430357067,0.4922314740091625,-0.2258599250495764,-0.7718742177582377,-0.2369430052989221
18,1,-0.2367695299997095,-0.1809039143699401,0.1267836912798967,0.6607713422904193,-0.3814535951215029,-0.1685193585747966,-1.3191803503445512,-0.1727681141077241,-0.2393153027767629,-0.1729143427386792
18,2,-0.2367742083752581,-0.1809046133110476,-0.17679850828208,0.7080738626095583,-0.6963088675491469,-0.1685197999788532,0.6117343374213866,-0.1795186192790246,-0.5670438658422858,-0.2057786120173879
18,3,-0.2367736117955892,-0.1809041031517915,0.2342322246695033,0.124342889001075,-0.6272888694061413,-0.1685197541734822,-0.0832691576865487,-0.0091595867465341,-0.5670438658422858,-0.0131259990042691
18,4,-0.2367738911734307,-0.1809045140841318,-0.0069656771483592,0.7736127692444972,-0.6531821396208394,-0.1685197561194922,0.055102578896027,-0.160544226365098,-0.5014817831710862,-0.1757474694006366
18,5,-0.2367746404120695,-0.1809049106798116,-0.1203479355161971,1.5852379857994303,-0.7480523243342592,-0.1685197825819397,0.4419144788882255,0.0111831518102237,-0.5097077373639145,-0.0216253789901411
19,1,-0.2367747402963565,-0.1809049143110105,-0.1761570245006496,0.1253425580183862,-0.7652857820478687,-0.168519849206509,0.4356248544981091,-0.8436679827878851,-0.7472782054702284,-0.9497576734474604
19,2,-0.2367747869374202,-0.180904633056293,-0.1270835152212176,0.1112714592747167,-0.7739025109046733,-0.1685198501177134,0.4356248544981091,-0.9895336283136962,-0.7555041596630568,-1.0205858399964007
19,3,-0.2367747636168884,-0.1809043996491361,-0.1229138706419195,0.1179965053911745,-0.7652857820478687,-0.1685198506820127,0.4356248544981091,-0.856347985744788,-0.7555041596630568,-0.946924546785503
19,4,-0.2367747402963565,-0.1809048421795724,-0.1978071021239286,0.175901575893918,-0.7652857820478687,-0.1685198514870899,0.4356248544981091,-0.9086187893009414,-0.7472782054702284,-0.9860216947205176
19,5,-0.2367747869374202,-0.1809057486947153,-0.1365454009973172,0.1100294462532088,-0.7739025109046733,-0.1685198506290775,0.4356248544981091,-0.8746838173587266,-0.7555041596630568,-0.9565571774361592
20,1,-0.2351984436178973,-0.180730776674352,0.7187128505948774,-0.1877507489034579,0.5974929703000802,-0.1684562829453179,1.0771665422900494,-0.8016597715529656,0.5144440222158448,-0.7877028283834844
20,2,-0.2352695046646321,-0.1807288326402079,0.7187128505948774,-0.1907649024556542,0.5888762414432754,-0.1684564274809549,1.0771665422900494,-0.7057387419904955,0.5103515076920497,-0.6942096485388829
20,3,-0.2351984436178973,-0.1807298887281403,0.7187128505948774,-0.1870237168908679,0.5888762414432754,-0.1684563377347644,1.0520080447295803,-0.7632548705108352,0.5062589931682542,-0.7395396751302037
20,4,-0.235124030164848,-0.1807300700409627,0.7187128505948774,-0.1903710934488345,0.5974929703000802,-0.1684561001131385,1.0362839837542877,-0.7926286903102794,0.5103515076920497,-0.7667376910849977
20,5,-0.2351984436178973,-0.1807294842284145,0.7187128505948774,-0.1803744032757216,0.5974929703000802,-0.1684568770092759,1.1117594764356928,-0.7511678173324927,0.5144440222158448,-0.7259406671528086
21,1,-0.2367756034328987,-0.1809046517480946,-1.6387400461621564,-1.2865081709306665,-1.0930661477607198,-0.1685198584267369,0.4356248544981091,1.1632389600312798,-1.05045168139298,1.191519457660113
21,2,-0.2367755953825234,-0.1809047211124199,-1.648201931938256,-1.2807222078304707,-1.0930661477607198,-0.1685198584390713,0.4356248544981091,1.1848588211880131,-1.0422666523453894,1.218717473614907
21,3,-0.2367755869062022,-0.1809053237491865,-1.4932835987227937,-1.2238622458458257,-1.0757896064028265,-0.1685198588160417,0.4356248544981091,0.8021781564095408,-1.034040698152561,0.8373786249154096
21,4,-0.2367755953825234,-0.1809047716562065,-1.5162166439089335,-1.2696955556395222,-1.0930661477607198,-0.1685198581818475,0.4356248544981091,0.9506892701781592,-1.0422666523453894,0.9898008393287306
21,5,-0.2367755780465298,-0.1809038793290249,-1.578119828816975,-1.2314506424772338,-1.084449418903915,-0.1685198589445252,0.4356248544981091,0.965741072249303,-1.0422666523453894,0.9954670926526452
22,1,-0.2367757181400991,-0.1809063409920246,-1.1744661593518424,-1.6546590063059432,-1.2482965181160566,-0.1685198584444676,0.4419144788882255,0.5320211149932247,-1.1077878098713514,0.5042029294691942
22,2,-0.2367757206957738,-0.1809030815097322,-1.1994840268276312,-1.5634770747269435,-1.2569563306171452,-0.1685198583326871,0.45449372766846,0.6772481992190479,-1.12419879311177,0.7314196877581948
22,3,-0.2367757206957738,-0.1809047911883839,-1.4296163334158178,-1.577578466471138,-1.2569563306171452,-0.1685198587949705,0.4356248544981091,1.2046542214876388,-1.12419879311177,1.2793463841807995
22,4,-0.2367757219097193,-0.1809042260906012,-1.1476842114771195,-1.5473157589470776,-1.2482965181160566,-0.1685198581232591,0.4670729764486945,0.6754237383619396,-1.12419879311177,0.7098879251273166
22,5,-0.236775712687993,-0.1809046274550916,-1.3606568269120407,-1.5694447958302868,-1.231063060402447,-0.1685198588417384,0.4356248544981091,0.6966787073472516,-1.1159728389189418,0.7416189437412423
23,1,-0.2367753818984951,-0.1809048095945197,-2.4859797504864694,-0.3973025800322721,-0.9723026928326016,-0.1685198595501961,0.4356248544981091,2.1377291153342672,-1.034040698152561,2.123618129444171
23,2,-0.2367753818984951,-0.180904820744287,-2.4846967829236086,-0.3956819045042068,-0.9723026928326016,-0.1685198595787194,0.4356248544981091,2.1307049410344003,-1.034040698152561,2.1202183774498224
23,3,-0.2367753818984951,-0.1809050336082734,-2.4896682822296947,-0.3907138524181749,-0.963685963975797,-0.1685198595851436,0.4356248544981091,2.1420622098699,-1.034040698152561,2.119651752117432
23,4,-0.2367753726341742,-0.1809051844025982,-2.489507911284337,-0.3997260200742388,-0.9679943284041994,-0.1685198595694686,0.4356248544981091,2.0984575953850104,-1.034040698152561,2.0822544801795906
23,5,-0.2367753818984951,-0.1809048931915382,-2.488385314666834,-0.3966361340207312,-0.963685963975797,-0.1685198595530227,0.4356248544981091,2.1355397623057373,-1.034040698152561,2.111152372131559
24,1,-0.2367725733823557,-0.1809041021762419,0.3391148229333875,-0.440000564271674,-0.5841621414778336,-0.1685198342520655,0.4419144788882255,-0.8432574790950355,-0.6694590418002618,-0.8902620135463505
24,2,-0.2367724996085455,-0.1809041173469228,0.3296529371572878,-0.4479221839088529,-0.5841621414778336,-0.1685198361549051,0.4419144788882255,-0.8246479783525305,-0.6735720188966761,-0.8721300029098211
24,3,-0.2367726471561659,-0.1809042467720417,0.3346244364633742,-0.4459379923744926,-0.5841621414778336,-0.1685198351039106,0.4387696666931673,-0.8495974805734872,-0.6653460647038476,-0.9180266548335358
24,4,-0.2367724996085455,-0.1809039509675142,0.3394355648241027,-0.4477555724059677,-0.5841621414778336,-0.1685198346765747,0.4356248544981091,-0.861958202880396,-0.6735720188966761,-0.926526034819408
24,5,-0.2367724996085455,-0.1809044863598796,0.3323792432283674,-0.4536172680074748,-0.5841621414778336,-0.1685198346562743,0.4482041032783427,-0.8601337420232875,-0.6735720188966761,-0.9021611455265724
