f_id,i_id,ic.eps.max,ic.eps.ratio,ela_meta.lin_simple.intercept,ela_distr.skewness,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_mda_10,ela_meta.lin_simple.coef.max,ic.eps.s,ela_level.mmce_lda_10,pca.expl_var_PC1.cov_init
7,5,-0.2367632105719248,-0.3303323425124481,-0.1809032306863338,-0.2377007191431905,0.6835142576758984,0.4049187028110949,-0.1685193056156679,-0.3754170511819549,0.715020632431761,0.4383648240790563
8,1,-0.2320075299380118,0.7926782958640209,-0.1804562696550115,-0.2613570532404528,0.6811279512075252,-0.0161194560832736,-0.1683197272742468,0.6879382166607385,0.0775022363824646,0.4391988273757163
8,2,-0.2306297534046183,0.8403692128142829,-0.1803024236517358,-0.2865117731826474,0.6898777415915606,-0.4196143583570429,-0.1682810563816618,0.7291532179428004,-0.2568824125257451,0.4391988273757163
8,3,-0.229880802111252,0.8620705292466908,-0.1802369556315101,-0.3203843744044472,0.6908322641789101,-0.4780918804257053,-0.1683251804502752,0.7291532179428004,-0.3912612901243712,0.4391988273757163
8,4,-0.2315469686363768,0.8143796122964287,-0.1804175122244648,-0.3061118708512045,0.6824006479906576,-0.2237146594270246,-0.1683537716632234,0.6879382166607385,-0.1256286251038309,0.4391988273757163
8,5,-0.2315469686363768,0.8143796122964287,-0.1803999884643668,-0.2833485141766795,0.6838324318716817,-0.4634724999085397,-0.1683700676852889,0.6879382166607385,-0.3662605687106735,0.4391988273757163
9,1,-0.2333227371155581,0.7536505790863767,-0.1806072064242338,0.1092134419849929,-0.1333979899972413,0.6563720477063435,-0.1684895126920457,0.6961729821516598,0.4618883281180699,0.4391988273757163
9,2,-0.2333227371155581,0.7449873789137589,-0.1806141141843502,0.1091831715638831,-0.0931489542306779,0.6563720477063435,-0.1684808589125376,0.6879382166607385,0.4618883281180699,0.4391988273757163
9,3,-0.2331598105340306,0.7536505790863767,-0.1806061493972275,0.102886923973057,-0.1602837095409142,0.6563720477063435,-0.1684841335304399,0.6961729821516598,0.4618883281180699,0.4391988273757163
9,4,-0.2333227371155581,0.7449873789137589,-0.1806160663262877,0.0981798734904923,-0.0676950185680289,0.6563720477063435,-0.1684892325896852,0.6879382166607385,0.4618883281180699,0.4391988273757163
9,5,-0.2331598105340306,0.7536505790863767,-0.1806087383510659,0.13521573371826,-0.1036487026915205,0.6563720477063435,-0.1684812600113431,0.6961729821516598,0.4618883281180699,0.4391988273757163
10,1,0.0653616458678219,1.586184115674965,-0.1411206067396214,-0.0987897566705904,0.6730145092150557,0.4458529682591589,-0.1477740744849804,1.4957687113201374,0.8650249609139421,0.4391988273757163
10,2,0.0325449227533209,1.5774775995014838,-0.1459643342718751,-0.0560025164319719,0.6746053801939714,1.130039976462508,-0.152635368656813,1.4916307416609496,1.5587949801440586,0.4391988273757163
10,3,-0.0462279908537057,1.525455082464913,-0.1584817188713494,0.0849971050972003,0.6828779092843321,0.9429119058427882,-0.1584695567600058,1.462788475528997,0.6806446404879257,0.4391988273757163
10,4,0.1265403863224635,1.620836916365437,-0.1311860956095979,0.0844522375172249,0.6690373317677669,-0.2178669072201582,-0.141211862526624,1.5823160966297227,0.0493764247920541,0.4391988273757163
10,5,-0.0462279908537057,1.5081286821196769,-0.1607168088188801,0.1120588615693085,0.6852642157527056,0.849347870532929,-0.1653052058829441,1.4380430052287778,0.6993951815481997,0.4391988273757163
11,1,-0.0854532735552842,1.490758965773578,-0.1671378696740164,0.12763299323027,0.6892413931999944,0.6563720477063435,-0.165317004579414,1.4380430052287778,0.4618883281180699,0.4391988273757163
11,2,-0.0854532735552842,1.4864273656872686,-0.1674143301616056,0.1259681200692343,0.6892413931999944,0.6563720477063435,-0.1670271905442215,1.4298082397378564,0.4618883281180699,0.4391988273757163
11,3,-0.0708386060562241,1.5167918822922948,-0.1609311699921303,0.0846338600438833,0.6812870383054168,0.6680675521200755,-0.1558857037065103,1.4710232410199182,0.4650134182947817,0.4391988273757163
11,4,-0.0630101949849953,1.5341182826375306,-0.1585444036290695,0.042996895807435,0.6790598189349348,0.776250967947101,-0.1549020172265218,1.47925800651084,0.6025173860701197,0.4391988273757163
11,5,-0.0854532735552842,1.4864273656872686,-0.1672765523312701,0.1547552905445977,0.6878096093189705,0.6563720477063435,-0.1665090205558687,1.4298082397378564,0.4618883281180699,0.4391988273757163
12,1,3.084050848658838,2.193214551770307,1.3495774478524565,4.000733374221593,-0.9534919796282124,0.074520703123147,1.038700814737764,2.484928742089628,0.2650076469851921,0.4391988273757163
12,2,6.393728122113813,2.288596385670831,1.834342656164105,1.863081641083369,-0.1717379805891063,-0.6125901811836292,1.1972513888222849,2.4601832717894085,-0.5006394463092996,0.4391988273757163
12,3,4.456885240030518,2.4013046199165906,8.435356369786469,4.246892438686004,-0.7557467169490086,-1.1330401275947233,8.870910980752727,2.843470431564349,-1.075656038824351,0.4391988273757163
12,4,3.756472319769599,2.323292502362166,5.383492474274427,4.4692740873687145,-0.8319494368390637,-0.4079188539433109,5.14978881928703,2.7651578117456865,-0.2850082241161608,0.4391988273757163
12,5,5.02880678080718,2.297259585843449,2.492193205555923,4.154446572616856,-1.0215812575257983,-0.6213618094939284,2.054668267674965,2.604435776276626,-0.5037645364860115,0.4391988273757163
13,1,-0.2367619495592838,-0.3216691423398302,-0.1809010711734016,-0.4825430202893281,0.6882868706126452,-0.9897701985265008,-0.1685193619615629,-0.4248668179549384,-0.8600248166312062,0.4383648240790563
13,2,-0.2367605667261345,-0.3042994259937311,-0.1809008627579261,-0.4792738148094762,0.6886050448084282,-1.2529190478354817,-0.1685192256211126,-0.4166320524640169,-1.097531670061336,0.4383648240790563
13,3,-0.2367632105719248,-0.338995542685066,-0.1809019205349477,-0.4898684621978854,0.6746053801939714,-0.0482820932210375,-0.168519527584415,-0.4413775227642361,0.1650047613304071,0.4375308207823963
13,4,-0.2367632105719248,-0.338995542685066,-0.1809000462385817,-0.4994944561107829,0.6723781608234896,-0.1213789958068655,-0.1685195083545568,-0.4413775227642361,0.1275036792098601,0.4375308207823963
13,5,-0.2367625946116545,-0.3303323425124481,-0.1809016186366698,-0.4580391144009931,0.6719008995298149,0.5715796407067828,-0.1685195931328073,-0.4413775227642361,0.6681442797810774,0.4375308207823963
14,1,-0.2367740024633531,-0.6164778442140201,-0.1809047578863169,0.0780651786630697,0.562608063278316,-0.9312926764578386,-0.1685197391539702,-0.5650225266104224,-0.6975201274421705,0.428356784519135
14,2,-0.2367738955935434,-0.599151443868784,-0.1809049272392293,0.0821365503023297,0.5051776209394643,-0.4254621105639093,-0.168519680522355,-0.5320422908192818,-0.0912526331599966,0.4316927977057754
14,3,-0.2367746271555129,-0.6772068774240722,-0.1809046535323241,0.0785495054008255,0.4929279144018144,0.3464411807424333,-0.1685197746994255,-0.614472293383406,0.5837668450098467,0.4114682177617683
14,4,-0.2367745497611549,-0.6685436772514541,-0.1809046895789372,0.3459735406948297,0.3308181616503191,0.1125310924677839,-0.1685197827149928,-0.5814920575922654,0.3337596308728676,0.4200167515525341
14,5,-0.2367738955935434,-0.599151443868784,-0.1809046968265061,0.1550579947556951,0.5307906437000048,-0.9780746941127682,-0.1685196731880068,-0.5072968205190627,-0.8443993657476451,0.4325268010024354
15,1,-0.2367663655527156,-0.347658742857684,-0.1809017734480827,0.1740829544231671,0.3077505324560435,0.1710086145364462,-0.1685194186106787,-0.3012218141087521,0.3025087291057451,0.4383648240790563
15,2,-0.2367654092617241,-0.3216691423398302,-0.1809028006801253,1.4135961580248295,0.2256615899440004,-0.2968115620128526,-0.1685187978509455,-0.1940875150718635,-0.0912526331599966,0.4391988273757163
15,3,-0.2367590503589663,-0.226243992438443,-0.1809018285424802,1.5659471874701545,0.1241640214891876,-0.8377286411479843,-0.168518003597979,-0.0704425112256771,-0.6381434140846376,0.4391988273757163
15,4,-0.2367680329602765,-0.4083877760677361,-0.1809036383371124,0.0106226804305673,0.4407473462933841,0.0657490748128535,-0.1685194616808946,-0.3754170511819549,0.3400098112262922,0.4375308207823963
15,5,-0.2367674410659458,-0.3736916593764011,-0.1809037973465746,0.5311225714125587,0.1246412827828622,0.5306453752587131,-0.1685195409376981,-0.2929870486178306,0.6306431976605302,0.4383648240790563
16,1,-0.2367744687462573,-0.7031964779419261,-0.1809047387258469,-0.3140578563925114,-2.482478077463957,0.6563720477063435,-0.1685198768273076,-0.7545868282114354,0.4618883281180699,0.1239455812382035
16,2,-0.2367744687462573,-0.6945332777693081,-0.1809054338401416,-0.3187043660328566,-2.484387122638656,0.6563720477063435,-0.1685198768982305,-0.7628215937023569,0.4618883281180699,0.1237370804140385
16,3,-0.2367744687462573,-0.7031964779419261,-0.1809046935206532,-0.3162978675546322,-2.484387122638656,0.6563720477063435,-0.1685198770321102,-0.7545868282114354,0.4618883281180699,0.1254050870073585
16,4,-0.2367744687462573,-0.6945332777693081,-0.1809056991848433,-0.3215195151960625,-2.483273512953415,0.6563720477063435,-0.168519877041875,-0.7545868282114354,0.4618883281180699,0.1256135878315235
16,5,-0.2367744687462573,-0.7031964779419261,-0.1809049482777934,-0.3163886788179614,-2.485023471030221,0.6563720477063435,-0.1685198769162181,-0.7545868282114354,0.4618883281180699,0.1249880853590285
17,1,-0.2367748390209706,-0.6685436772514541,-0.1809047999558676,0.5722146680690317,0.1066644407211162,-1.320168198214443,-0.1685197691540806,-0.5238075253283603,-1.2850370806640703,0.4254377729808251
17,2,-0.236775909209878,-0.980722095471743,-0.1809049101732618,0.720176486453444,-0.1753969838406121,0.7528599591196298,-0.1685198623048253,-0.8287820652846382,0.6400184681906669,-0.0182519808423413
17,3,-0.2367757727368329,-0.919993062261691,-0.1809044737155355,0.1136177882564601,0.2638424934379739,-0.1009118630828335,-0.1685198521117208,-0.8370168307755594,-0.103752993866845,0.157305713104607
17,4,-0.2367758163110917,-0.9373627786077902,-0.1809048630077617,0.6974282649894742,-0.0107418375228517,-0.0336627127038719,-0.1685198534584841,-0.7793322985116545,0.0025000721413705,0.1858703260152151
17,5,-0.2367759829411018,-1.041407812680932,-0.1809051894170815,1.587575403353064,-0.1450113481433251,0.7177734458784387,-0.1685198613666393,-0.7875670640025759,0.51813995129889,0.0787009023943937
18,1,-0.2367700226810498,-0.395349659807946,-0.1809040590191747,0.6618756553960838,0.1100052697768389,-1.241223543421749,-0.1685193769057277,-0.2517720473357686,-1.2819119904873586,0.4383648240790563
18,2,-0.2367747010571151,-0.711902994115407,-0.1809047579603,0.7091429179589437,-0.1911466065318761,0.7645554635333682,-0.1685198183097857,-0.5814920575922654,0.636893378013955,0.4062556971576428
18,3,-0.2367741044773803,-0.642510760732737,-0.1809042478010309,0.1258470383847953,0.2165936253641817,-0.0570537215313367,-0.1685197725044145,-0.5814920575922654,-0.0537515510394495,0.4208507548491946
18,4,-0.2367743838552527,-0.6685436772514541,-0.1809046587333816,0.7746329740298677,-0.0226733698647185,0.0979117119506183,-0.1685197744504246,-0.5155315860099843,0.0837524167358892,0.4237697663875046
18,5,-0.2367751330939743,-0.763925511151978,-0.1809050553290714,1.5856532316125955,-0.1351479480740482,0.7031540653612731,-0.1685198009128721,-0.5238075253283603,0.4681385084714937,0.4191827482558741
19,1,-0.2367752329782723,-0.7812519114972141,-0.1809050589602705,0.1268459622814167,-0.19051025814031,0.6563720477063435,-0.1685198675374416,-0.7628215937023569,0.4618883281180699,0.2423740493639358
19,2,-0.2367752796193411,-0.7899151116698321,-0.1809047777055458,0.1127853516759422,-0.1418296061854939,0.6563720477063435,-0.1685198684486461,-0.771097533020733,0.4618883281180699,0.2121414298600077
19,3,-0.2367752562988067,-0.7812519114972141,-0.180904544298383,0.1195053851623046,-0.1376933416403136,0.6563720477063435,-0.1685198690129453,-0.771097533020733,0.4618883281180699,0.226110985079064
19,4,-0.2367752329782723,-0.7812519114972141,-0.1809049868288306,0.177367295113574,-0.2119870163556702,0.6563720477063435,-0.1685198698180225,-0.7628215937023569,0.4618883281180699,0.2394550378256253
19,5,-0.2367752796193411,-0.7899151116698321,-0.1809058933439964,0.1115442644104428,-0.1512157449610958,0.6563720477063435,-0.1685198689600101,-0.771097533020733,0.4618883281180699,0.2181879537607931
20,1,-0.2351989361256974,0.5888765118031829,-0.1807309213191997,-0.1860139750983082,0.6971957480945724,0.9165970209118904,-0.1684563012760596,0.5065675067231924,1.0994067241673662,0.4391988273757163
20,2,-0.2352699971802816,0.580213311630565,-0.1807289772850062,-0.1890258819987275,0.6971957480945724,0.9370641536359224,-0.168456445811697,0.5024501239777317,1.0994067241673662,0.4391988273757163
20,3,-0.2351989361256974,0.580213311630565,-0.1807300333729654,-0.1852874849916745,0.6971957480945724,0.8756627554638265,-0.1684563560655062,0.4983327412322707,1.0744060027536677,0.4391988273757163
20,4,-0.2351245226644286,0.5888765118031829,-0.1807302146857924,-0.1886323665243008,0.6971957480945724,0.9078253926015912,-0.1684561184438796,0.5024501239777317,1.0587805518701063,0.4391988273757163
20,5,-0.2351989361256974,0.5888765118031829,-0.1807296288732294,-0.1786431275580864,0.6971957480945724,0.9399880297393554,-0.1684568953400193,0.5065675067231924,1.1337827161112004,0.4391988273757163
21,1,-0.2367760961149098,-1.110800046063602,-0.1809047963973479,-1.2839524191697134,-1.6413845909113003,0.6563720477063435,-0.1685198767576696,-1.0678373074860892,0.4618883281180699,-2.510462332086845
21,2,-0.2367760880645336,-1.110800046063602,-0.1809048657616749,-1.2781707687377528,-1.6507707296869023,0.6563720477063435,-0.168519876770004,-1.0596025419951678,0.4618883281180699,-2.457711623573095
21,3,-0.2367760795882115,-1.0934303297175032,-0.1809054683984569,-1.2213531883147697,-1.4970925931236594,0.6563720477063435,-0.1685198771469744,-1.0513266026767916,0.4618883281180699,-2.3934933697302685
21,4,-0.2367760880645336,-1.110800046063602,-0.1809049163054628,-1.2671523354538072,-1.5198420481221515,0.6563720477063435,-0.1685198765127802,-1.0596025419951678,0.4618883281180699,-2.4324830238491275
21,5,-0.2367760707285381,-1.1021368458909842,-0.1809040239782586,-1.2289359288027597,-1.5812496679082924,0.6563720477063435,-0.1685198772754578,-1.0596025419951678,0.4618883281180699,-2.4433250667057087
22,1,-0.2367762108221229,-1.266867597173315,-0.1809064856413207,-1.6518288469163922,-1.180827442515246,0.6476004193960435,-0.1685198767754003,-1.1255218397499944,0.4681385084714937,-2.881385298276419
22,2,-0.2367762133777979,-1.275574113346796,-0.1809032261589457,-1.5607148793760726,-1.2056450297863286,0.6388287910857443,-0.1685198766636197,-1.1420325445592918,0.480638869178343,-2.957488099096652
22,3,-0.2367762133777979,-1.275574113346796,-0.1809049358376407,-1.5748057604026569,-1.4339350152607115,0.6622197999132091,-0.1685198771259031,-1.1420325445592918,0.4618883281180699,-2.977295677392329
22,4,-0.2367762145917435,-1.266867597173315,-0.1809043707398437,-1.544565609714026,-1.154259897167356,0.6534481716029099,-0.1685198764541917,-1.1420325445592918,0.4931392298851922,-2.9253789721752383
22,5,-0.2367762053700162,-1.249541196828079,-0.1809047721043443,-1.5666781523346915,-1.3655275631673425,0.6563720477063435,-0.1685198771726711,-1.1337566052409158,0.4618883281180699,-2.967079137008243
23,1,-0.2367758745804817,-0.9893852956443612,-0.180904954243777,-0.3954096131249396,-2.48184172907239,0.6563720477063435,-0.1685198778811287,-1.0513266026767916,0.4618883281180699,-2.280694423856992
23,2,-0.2367758745804817,-0.9893852956443612,-0.1809049653935446,-0.3937901455955684,-2.4805690322892584,0.6563720477063435,-0.168519877909652,-1.0513266026767916,0.4618883281180699,-2.2825709312744764
23,3,-0.2367758745804817,-0.980722095471743,-0.1809051782575364,-0.388825796533571,-2.485500732323896,0.6563720477063435,-0.1685198779160762,-1.0513266026767916,0.4618883281180699,-2.2746478999562068
23,4,-0.2367758653161598,-0.985053695558052,-0.180905329051865,-0.3978312468137188,-2.485341645226005,0.6563720477063435,-0.1685198779004012,-1.0513266026767916,0.4618883281180699,-2.2821539296261464
23,5,-0.2367758745804817,-0.980722095471743,-0.1809050378407976,-0.3947436638605253,-2.484228035540764,0.6563720477063435,-0.1685198778839553,-1.0513266026767916,0.4618883281180699,-2.274230898307876
