f_id,i_id,ic.eps.max,ic.eps.ratio,ela_meta.quad_w_interact.adj_r2,ela_meta.lin_simple.intercept,ela_distr.skewness,ela_meta.lin_simple.coef.max,ic.eps.s,ela_level.mmce_lda_10,ela_level.mmce_mda_10,nbc.nn_nb.mean_ratio
5,2,-0.2365160164652878,-0.7783331319846191,0.7233090549151244,-0.1808792684829495,-0.5328741506460382,-0.1685113362408228,-0.861044032837962,-3.586305088340333,-3.352501327379578,-0.4771633819348586
5,3,-0.2365160164652878,-0.7783331319846191,0.7233090549151244,-0.1808802287593403,-0.5380680644009236,-0.1685113362408228,-0.861044032837962,-3.6237059092062975,-3.352501327379578,-0.4677580590320699
5,4,-0.2365160164652878,-0.7783331319846191,0.7233090549151244,-0.1808788029457527,-0.5392155569746773,-0.1685113362408228,-0.861044032837962,-3.636172849494953,-3.3379387786480144,-0.4865687048376473
5,5,-0.2365160164652878,-0.7783331319846191,0.7233090549151244,-0.1808803984959492,-0.540936795835308,-0.1685113362408228,-0.861044032837962,-3.6766904054330816,-3.364151366364829,-0.4897038124719171
6,1,-0.2292966474565424,0.954181366831684,0.6450325072316996,-0.1798389942854322,-0.2874919229006944,-0.1681019061552658,0.8163114663935572,-1.3858901273927362,-1.497232618978385,0.2909379884596342
6,2,-0.2299325676579441,0.9279569742059928,0.6208116902230986,-0.1799896262643427,-0.2706117031973167,-0.1682597007299172,0.7997611956031773,-1.061749679887707,-1.109868822718802,0.5103955228580578
6,3,-0.2296219348955736,0.954181366831684,0.6304358559218803,-0.1797463626432421,-0.3116798584685039,-0.1682364561493403,0.8163114663935572,-1.283037870011333,-1.331219563438561,0.4602338007098515
6,4,-0.2269960872128543,0.997932395195546,0.6727821849965201,-0.1792886389749805,-0.3470407480439158,-0.1680724939442798,0.8534773488043734,-1.5853611720112148,-1.648683125786652,0.3943965403903167
6,5,-0.2321685146498175,0.8491963816868329,0.5025948548897294,-0.1804377039487626,-0.2106099204591923,-0.1683567156958918,0.75019292822351,-0.8466949599084097,-0.9409432574326588,0.4476933701727929
7,1,-0.2364963021408677,-0.1746039064201598,0.7148077085478671,-0.1808778670977614,-0.1758982701031411,-0.1685104457642551,-0.2248285110581369,0.7210227813899426,0.2881358555113018,0.2564518044827354
7,2,-0.2365005637823437,-0.2183549347840217,0.7117600560765862,-0.1808786757908541,-0.1658577100827956,-0.1685107282778568,-0.2661422792904825,1.0887975199052695,0.9405380386853476,0.3787210022190023
7,3,-0.2365013044170182,-0.2183549347840217,0.7104768339834154,-0.1808788351440508,-0.0655125042253286,-0.1685110143838503,-0.2495920085001022,0.7241395164621128,0.6580245932930158,0.4100720785616382
7,4,-0.2365056344188744,-0.2970718199821388,0.7030983069476828,-0.1808791331432624,-0.2395237136004878,-0.1685110587486035,-0.3487698157551732,0.0322243304417637,-0.2011657818692326,0.5574221373720082
7,5,-0.2365039481109768,-0.2708474273564474,0.7053439456107317,-0.1808789092790732,-0.2304645617024317,-0.1685108151019567,-0.3157105466701496,0.6836219605239844,0.3638611089154319,0.4633689083441143
9,1,-0.2330636722352778,0.8229282817400985,-0.1183242354433405,-0.1805828862762099,0.1156101393898045,-0.1684810222197613,0.7584474273708316,0.431166419678722,0.6143369470983251,1.0120127443401767
9,2,-0.2330636722352778,0.8141868175315349,-0.0777423367468109,-0.1805897940069418,0.115579942216811,-0.1684723684522863,0.75019292822351,0.431166419678722,0.6143369470983251,1.0057425290716508
9,3,-0.2329007550103529,0.8229282817400985,-0.1454323021615756,-0.1805818292537,0.1092989302341588,-0.1684756430656352,0.7584474273708316,0.431166419678722,0.6143369470983251,0.9775265603632848
9,4,-0.2330636722352778,0.8141868175315349,-0.0520778948833929,-0.1805917461405753,0.1046032698336664,-0.1684807421177903,0.75019292822351,0.431166419678722,0.6143369470983251,1.002607421437388
9,5,-0.2329007550103529,0.8229282817400985,-0.0883289190154708,-0.1805844181965254,0.1415495109912382,-0.168472769550534,0.7584474273708316,0.431166419678722,0.6143369470983251,1.0214180672429654
10,1,0.0656035578008221,1.6629829921830803,0.6947573633420718,-0.1410964545608453,-0.0918897348351684,-0.1477656128173551,1.5599592945757752,0.8332252439878376,0.4046362453638101,-0.198138802485433
10,2,0.0327887192961419,1.6541978206534738,0.6963613909585357,-0.1459401614887097,-0.0492060308088278,-0.1526269002295952,1.555811408754246,1.5251404300081868,1.086163526000983,-0.2012739101196959
10,3,-0.045979670513488,1.601705328081048,0.7047023345641463,-0.1584574928413689,0.0914524009949885,-0.1584610802203939,1.5269000254907517,0.6493378747301828,0.8997629022369694,-0.1479770803372198
10,4,0.1267787848621647,1.6979488490173356,0.6907472943009129,-0.1311619856905346,0.0909088518811051,-0.1412034099837044,1.6467140806141272,0.0197573901531084,-0.2565034670491736,-0.2765164933420124
10,5,-0.045979670513488,1.5842223996639204,0.7071083759888418,-0.1606925732812088,0.1184486736511954,-0.1652967198384141,1.5020952555530496,0.6680382851631658,0.8065625903549635,-0.1009504658232694
11,1,-0.0852027005723286,1.5666957639257502,0.7111184450300008,-0.1671136068222494,0.1339851191563615,-0.165308518518478,1.5020952555530496,0.431166419678722,0.6143369470983251,-0.9693752805141888
11,2,-0.0852027005723286,1.562325031821468,0.7111184450300008,-0.1673900661338229,0.1323242746417178,-0.167018702105285,1.493840756405728,0.431166419678722,0.6143369470983251,-0.994456141588299
11,3,-0.0705888723693128,1.592963863872484,0.7030983069476828,-0.1609069335426032,0.0910900349190662,-0.1558772307597263,1.5351545246380731,0.4342831547508854,0.6259869860835755,-0.9160784507317128
11,4,-0.06276091087071,1.6104467922896115,0.7008526682846337,-0.1585201773324387,0.0495538234664794,-0.1548935456475464,1.543409023785395,0.5714194979260894,0.7337498466971457,-0.875322051486295
11,5,-0.0852027005723286,1.562325031821468,0.7096748201751837,-0.1672522888895707,0.1610417861585553,-0.1665005328374436,1.493840756405728,0.431166419678722,0.6143369470983251,-1.0132667873938763
12,1,3.08411940229224,2.275497389277146,-0.9452004717303404,1.3495952588564302,3.997713403677249,1.038707626621089,2.5514897321520658,0.2348121101323997,0.0347475075820905,0.6608806893026976
12,2,6.393606606486751,2.371740910213433,-0.1569813010001139,1.834358405059716,1.865234342634355,1.1972579802422436,2.526684962214364,-0.5287879825477091,-0.649692282801389,0.4226125090986898
12,3,4.456874954068411,2.4854673595668486,-0.7458198390039118,8.435344039097684,4.243276814460553,8.870906902007444,2.9108906250264552,-1.1022672358258363,-1.1681190176450498,0.3442348182421104
12,4,3.756502257356428,2.406750474368732,-0.8226527618325192,5.38349312569317,4.465120345857449,5.149789914733784,2.8323903381354256,-0.3137332625684169,-0.4458166005594995,0.4476933701727929
12,5,5.028763650342325,2.380482374421997,-1.0138528537149836,2.4922061560677067,4.151054648138343,2.054673666863281,2.671283151027573,-0.5319047176198725,-0.6584298120403269,0.5354763839321679
13,1,-0.2365026871707537,-0.2621059631478836,0.7101560284601227,-0.1808767497753273,-0.4747143954605185,-0.1685108714477733,-0.3652788140498167,-0.8872125158465382,-1.0254060400757277,0.7517988106963286
13,2,-0.2365013044170182,-0.2445793274097131,0.7104768339834154,-0.1808765413607382,-0.4714531007772184,-0.1685107351075126,-0.357024314902495,-1.1240843813309818,-1.2875319172438713,0.5887732137146441
13,3,-0.2365039481109768,-0.2795888915650111,0.6963613909585357,-0.1808775991332603,-0.4820221113249504,-0.1685110370703952,-0.381829084840197,0.1350765878231669,-0.0875779017630368,0.8740680084325955
13,4,-0.2365039481109768,-0.2795888915650111,0.6941157522954865,-0.1808757248448672,-0.4916248123368897,-0.1685110178405637,-0.381829084840197,0.0976757669572018,-0.1603906454208544,0.855257362627018
13,5,-0.2365033321860801,-0.2708474273564474,0.6936345440105474,-0.1808772972362666,-0.4502697839222641,-0.1685111026186963,-0.381829084840197,0.6368709344415283,0.5298741644552563,0.9367701611178604
14,1,-0.2365147393826447,-0.5595779901653098,0.5834378467594963,-0.1808804364725599,0.0845372483794724,-0.1685112486396562,-0.5057703895372333,-0.7251422920940245,-0.9671558451494736,0.3003433113624229
14,2,-0.2365146325189724,-0.5420950617481822,0.5255324498051593,-0.1808806058247518,0.0885987681471008,-0.1685111900081225,-0.4727111204522096,-0.1204956880942597,-0.4632916590373754,0.2595869121169983
14,3,-0.2365153640389296,-0.6208556542673421,0.5131814371583893,-0.180880332119011,0.0850204031473687,-0.168511284185062,-0.5553386569169005,0.5527190874931073,0.3056109139891785,0.4696391236126401
14,4,-0.2365152866490162,-0.6121141900587783,0.3497310230407459,-0.1808803681654707,0.3517973279586214,-0.1685112922006182,-0.5222793878318768,0.3033802817200082,0.072610134284162,0.4382880472700042
14,5,-0.2365146325189724,-0.5420950617481822,0.5513572944302237,-0.1808803754130088,0.1613437578884905,-0.1685111826737845,-0.4479063505145077,-0.8716288404857194,-1.0137560010904765,0.3191539571680003
15,1,-0.2365071029105823,-0.2883303557735749,0.3264726226020233,-0.1808774520470209,0.1803226811149179,-0.1685109280968104,-0.2413375093527804,0.2722129309983708,0.1308603292104161,0.7423934877935399
15,2,-0.2365061466745091,-0.2621059631478836,0.2437047975925001,-0.1808784792746939,1.4168365208535765,-0.1685103073379403,-0.1339464754461244,-0.1204956880942597,-0.3351412301996168,0.5856381060803743
15,3,-0.2364997881369324,-0.1658187348905532,0.1413678356621205,-0.1808775071411841,1.5688188925299624,-0.1685095130860782,-0.010005170749088,-0.665924325722913,-0.8739555332674724,0.4382880472700042
15,4,-0.2365087702223867,-0.3496080198756072,0.4605693313383824,-0.1808793169281177,0.0172579469499097,-0.1685109711669664,-0.3157105466701496,0.3096137518643359,0.0260099783431582,0.7079073038166411
15,5,-0.2365081783620476,-0.3145984557203092,0.1418490439470596,-0.1808794759369036,0.5364983365734867,-0.1685110504236597,-0.2330830102054587,0.5994701135755633,0.4890990280068724,0.8145009633815935
16,1,-0.2365152056387711,-0.6470800468930336,-2.4868314139135324,-0.1808804173121714,-0.306636930578586,-0.1685113863128021,-0.6957889599085804,0.431166419678722,0.6143369470983251,-2.746981309141445
16,2,-0.2365152056387711,-0.6383385826844697,-2.4887562470532885,-0.1808811124235092,-0.3112721966330913,-0.1685113863837249,-0.7040434590559022,0.431166419678722,0.6143369470983251,-2.728170663335868
16,3,-0.2365152056387711,-0.6470800468930336,-2.4887562470532885,-0.18088037210717,-0.3088715213801066,-0.1685113865176044,-0.6957889599085804,0.431166419678722,0.6143369470983251,-2.712495125164553
16,4,-0.2365152056387711,-0.6383385826844697,-2.487633427721764,-0.1808813777670822,-0.3140805337214887,-0.1685113865273692,-0.6957889599085804,0.431166419678722,0.6143369470983251,-2.7501164167757084
16,5,-0.2365152056387711,-0.6470800468930336,-2.4893978580998737,-0.1808806268632264,-0.3089621128990871,-0.1685113864017125,-0.6957889599085804,0.431166419678722,0.6143369470983251,-2.7187653404330794
17,1,-0.2365155758922202,-0.6121141900587783,0.1237235318810204,-0.1808804785419316,0.57749099891219,-0.1685112786397248,-0.4644566213048878,-1.311088485660806,-1.3545196414090632,-0.1166260039945908
17,2,-0.2365166460196684,-0.9271128528143748,-0.1606705645179802,-0.180880588758857,0.7250947805045158,-0.1685113717903401,-0.7701619972259495,0.6088203187920543,0.7104497687266378,-0.1887334795826444
17,3,-0.2365165095544606,-0.8658351887123428,0.2822014603876271,-0.1808801523029873,0.1200038280603617,-0.1685113615972497,-0.7784164963732713,-0.1329626283829142,-0.1400030771966653,-0.4614878437635441
17,4,-0.2365165531262171,-0.8833618244505133,0.005346293786005,-0.1808805415935575,0.7024016049998858,-0.1685113629440111,-0.7205937298462823,-0.0269936359293476,-0.0730153530314732,-0.348623968930066
17,5,-0.2365167197466579,-0.9883468095953644,-0.1300336370435251,-0.1808808680014888,1.5903947726338326,-0.1685113708521553,-0.728848228993604,0.4872676509776691,0.6754996517708917,-0.3987856910782792
18,1,-0.2365107598288937,-0.3364521162417187,0.127091989875594,-0.1808797376083906,0.6669350253189964,-0.1685108863919174,-0.1917692419731133,-1.3079717505886428,-1.27588187825862,-0.1448419727029569
18,2,-0.2365154379362876,-0.6558652184226401,-0.1765504379209702,-0.1808804365465426,0.7140879109483779,-0.1685113277953616,-0.5222793878318768,0.605703583719891,0.7220998077118946,-0.2671111704392237
18,3,-0.2365148413908135,-0.585846090112044,0.2345618401786573,-0.1808799263894437,0.1322034859497438,-0.1685112819900541,-0.5222793878318768,-0.0830948672282947,-0.0963154310019747,-0.6213783331109727
18,4,-0.2365151207526416,-0.6121141900587783,-0.0066839133374722,-0.1808803373200464,0.7794194947198586,-0.1685112839360614,-0.4561608496618295,0.05404147594691,0.0580475855525985,-0.3737048300041761
18,5,-0.2365158699483357,-0.7083577109950658,-0.1200886658214503,-0.1808807339140491,1.5884772521487442,-0.1685113103984722,-0.4644566213048878,0.4373998898230488,0.6609371030393281,-0.4583527361292812
19,1,-0.2365159698268975,-0.7258406394121935,-0.1759088268743848,-0.1808807375452327,0.1331999926585299,-0.168511377022949,-0.7040434590559022,0.431166419678722,0.6143369470983251,0.8803382237011212
19,2,-0.2365160164652878,-0.7345821036207573,-0.1268255818105979,-0.1808804562917045,0.1191734058030398,-0.1685113779341522,-0.7123392306989605,0.431166419678722,0.6143369470983251,0.9116893000437571
19,3,-0.2365159931460927,-0.7258406394121935,-0.1226551100077925,-0.1808802228855346,0.1258771782076013,-0.1685113784984507,-0.7123392306989605,0.431166419678722,0.6143369470983251,0.8991488695066986
19,4,-0.2365159698268975,-0.7258406394121935,-0.1975631996966438,-0.1808806654140997,0.1835990743847148,-0.1685113793035267,-0.7040434590559022,0.431166419678722,0.6143369470983251,0.8991488695066986
19,5,-0.2365160164652878,-0.7345821036207573,-0.1362893447477333,-0.1808815719254093,0.1179353217103055,-0.1685113784455156,-0.7123392306989605,0.431166419678722,0.6143369470983251,0.8960137618724356
20,1,-0.2349397634984289,0.6566656324932152,0.7191385831123192,-0.1807066006449137,-0.1789028888159963,-0.1684478108499554,0.5683875845037482,1.066980374400124,0.8735503145201555,0.711042411450904
20,2,-0.2350108204720949,0.6479241682846514,0.7191385831123192,-0.1807046566189898,-0.1819075075288516,-0.1684479553853919,0.5642603349300873,1.066980374400124,0.8939378827443446,0.6765562274740121
20,3,-0.2349397634984289,0.6479241682846514,0.7191385831123192,-0.1807057127024566,-0.1781781566641518,-0.1684478656393259,0.5601330853564261,1.0420464938228131,0.8327751780717773,0.7016370885481154
20,4,-0.2348653543106013,0.6566656324932152,0.7191385831123192,-0.1807058940145123,-0.1815149442799358,-0.1684476280180297,0.5642603349300873,1.0264628184619948,0.8648127852812175,0.7173126267194367
20,5,-0.2349397634984289,0.6566656324932152,0.7191385831123192,-0.1807053082044412,-0.1715498771920742,-0.1684484049130891,0.5683875845037482,1.1012644601939248,0.896850392490657,0.6890966580110637
21,1,-0.2365168329139666,-1.0583659379059605,-1.6387820130892128,-0.1808804749834271,-1.274184550463961,-0.1685113862431642,-1.0097901074727005,0.431166419678722,0.6143369470983251,-0.6527294094536016
21,2,-0.2365168248640526,-1.0583659379059605,-1.6482457760263485,-0.180880544347459,-1.2684168904221989,-0.1685113862554986,-1.0015356083253784,0.431166419678722,0.6143369470983251,-0.6245134407452355
21,3,-0.2365168163882173,-1.0408393021677902,-1.4932967082759616,-0.1808811469816774,-1.211736796713362,-0.1685113866324685,-0.9932398366823202,0.431166419678722,0.6143369470983251,-0.4081910139810679
21,4,-0.2365168248640526,-1.0583659379059605,-1.5162343031913916,-0.1808805948910319,-1.2574251194525576,-0.1685113859982751,-1.0015356083253784,0.431166419678722,0.6143369470983251,-0.5398655346201234
21,5,-0.2365168075290528,-1.0496244736973968,-1.5781497691868875,-0.1808797025676235,-1.2193011885482388,-0.1685113867609517,-1.0015356083253784,0.431166419678722,0.6143369470983251,-0.4740282743005957
22,1,-0.2365169476145922,-1.2158434156232374,-1.1744160181229928,-0.1808821642202141,-1.6411707938542104,-0.1685113862608949,-1.0676128739996893,0.4373998898230488,0.6055994178593863,-0.0570589589435888
22,2,-0.2365169501701204,-1.224628587152844,-1.199438848939825,-0.1808789047517044,-1.550277303143715,-0.1685113861491144,-1.0841631447900697,0.4498668301117041,0.5968618886204484,-0.1479770803372198
22,3,-0.2365169501701204,-1.224628587152844,-1.4296168119023556,-0.1808806144231267,-1.5643340871721985,-0.1685113866113972,-1.0841631447900697,0.431166419678722,0.6201619665909499,-0.2608409551706979
22,4,-0.2365169513839963,-1.2158434156232374,-1.14762875692805,-0.1808800493277336,-1.5341671113516722,-0.1685113859396868,-1.0841631447900697,0.4623337704003594,0.6114244373520119,-0.1573824032400085
22,5,-0.2365169421627986,-1.1983604872061098,-1.3606436243944198,-0.1808804506905267,-1.5562261462234386,-0.1685113866581651,-1.0758673731470112,0.431166419678722,0.6143369470983251,-0.0601940665778517
23,1,-0.2365166113922608,-0.9358543170229388,-2.4861898028669467,-0.1808806328291847,-0.3877918329986711,-0.1685113873666218,-0.9932398366823202,0.431166419678722,0.6143369470983251,-2.715630232798816
23,2,-0.2365166113922608,-0.9358543170229388,-2.484906580773776,-0.1808806439789049,-0.3861762842435178,-0.168511387395145,-0.9932398366823202,0.431166419678722,0.6143369470983251,-2.756386632044234
23,3,-0.2365166113922608,-0.9271128528143748,-2.489879066384813,-0.1808808568419912,-0.3812239478725805,-0.1685113874015692,-0.9932398366823202,0.431166419678722,0.6143369470983251,-2.712495125164553
23,4,-0.236516602128471,-0.931483584918657,-2.489718663623167,-0.1808810076356783,-0.3902076068381527,-0.1685113873858942,-0.9932398366823202,0.431166419678722,0.6143369470983251,-2.725035555701605
23,5,-0.2365166113922608,-0.9271128528143748,-2.488595844291642,-0.1808807164258497,-0.3871274951928137,-0.1685113873694484,-0.9932398366823202,0.431166419678722,0.6143369470983251,-2.7187653404330794
24,1,-0.2365138030370996,-0.5420950617481822,0.3394652462953784,-0.1808799254138982,-0.4303547483330376,-0.1685113620685262,-0.6255638084127404,0.4373998898230488,0.5648242814110033,0.7517988106963286
24,2,-0.2365137292675179,-0.5420950617481822,0.330001483358243,-0.180879940584515,-0.4382513090708431,-0.1685113639713632,-0.6297116942342695,0.4373998898230488,0.5531742424257579,0.7549339183305915
24,3,-0.2365138768066813,-0.5420950617481822,0.3349739689692804,-0.1808800700090866,-0.4362733942397676,-0.1685113629203702,-0.6214159225912113,0.4342831547508854,0.5298741644552563,0.7706094565019059
24,4,-0.2365137292675179,-0.5420950617481822,0.3397860518186711,-0.1808797742058099,-0.4380852246193787,-0.1685113624930349,-0.6297116942342695,0.431166419678722,0.5473492229331323,0.7862849946732274
24,5,-0.2365137292675179,-0.5420950617481822,0.3327283303062312,-0.1808803095959114,-0.4439283775936248,-0.1685113624727346,-0.6297116942342695,0.4436333599673764,0.5531742424257579,0.7706094565019059
