f_id,i_id,ic.eps.max,ela_meta.lin_simple.intercept,ic.eps.ratio,ela_distr.skewness,ela_meta.quad_w_interact.adj_r2,ela_meta.lin_simple.coef.max,ela_level.mmce_lda_10,nbc.nn_nb.cor,nbc.nn_nb.sd_ratio,ela_meta.lin_simple.coef.min
3,1,-0.2367690625116222,-0.1809046170210648,-0.4293485050597294,-0.1562564119732699,0.6305533290245298,-0.1685196570002955,0.5961788704384562,0.4326387244221268,0.5120848701260791,-0.1341096514461001
3,2,-0.2367628534997003,-0.1809008300169156,-0.2136722662333407,-0.0983424222899277,0.6742777138855279,-0.1685158437860383,0.2431120873482799,0.1006072385807184,0.2484083215519513,-0.1341096521492697
3,3,-0.2367430826716787,-0.1809002640050111,-0.0929280462150509,-0.2051396411578259,0.6650558436239355,-0.1685173915177451,-1.412864859888829,-0.0605256883717295,-0.0572167688407881,-0.134109614080277
3,4,-0.2367640034681702,-0.1809029014384942,-0.2568075139986184,-0.0454523710410638,0.6583779375724377,-0.1685187397853499,0.1806223912261248,0.4570528042634068,0.7138373807774951,-0.1341096327295587
3,5,-0.2367652967674018,-0.1809033177281744,-0.3344595784072403,-0.1945677952496905,0.6536080046785104,-0.1685194275196374,0.602427840050671,0.8720921615651676,0.6878692358421644,-0.1341096184093561
4,1,-0.2367586932870748,-0.18090238662661,-0.0929280462150509,0.0595880104601761,0.5658412394302529,-0.1685177710480347,0.4524525693574989,0.6425998110571356,0.7957369148043075,-0.1341096072666651
4,2,-0.236704034814601,-0.1808961510220005,0.0709945137241264,-0.0969554454215135,0.6863615438834761,-0.1685131822533127,0.0900123318489995,0.2934784693268311,0.5640211599967405,-0.1341095175299902
4,3,-0.2367594689769706,-0.1809022317980884,-0.222333789510884,-0.0702022027152117,0.6329382954714934,-0.1685184697239712,0.4618260237758228,0.393576196676079,0.5120848701260791,-0.1341096670401607
4,4,-0.2367582871690521,-0.180899857584165,-0.036822059611263,-0.0688460475549844,0.6501100538896307,-0.168515818013033,0.6149257792751023,0.3984590126443351,0.4221951376576263,-0.1341095390286376
4,5,-0.2367640034681702,-0.1809002495580276,-0.0670296606936403,0.0272714494261238,0.6577419465199141,-0.1685157194171609,0.446203599745284,0.6767795228349273,0.4861167251907445,-0.1341096102994663
5,1,-0.2367749225461504,-0.1809046039474935,-0.8175657349472288,-0.5011667374397097,0.6978093828289011,-0.1685197905929983,-3.5312655584298858,0.4009004206284629,-0.5286384768975626,-0.1341096642050622
5,2,-0.2367749225461504,-0.1809035199491148,-0.8175657349472288,-0.4982694968701333,0.6978093828289011,-0.1685197905929983,-3.5812573153276097,0.3154511411839827,-0.7124130410552924,-0.1341096642050622
5,3,-0.2367749225461504,-0.1809044802295787,-0.8175657349472288,-0.5035708306782944,0.6978093828289011,-0.1685197905929983,-3.618751133000903,0.1128142785013585,-0.5765796675474038,-0.1341096642050622
5,4,-0.2367749225461504,-0.1809030544099434,-0.8175657349472288,-0.5047420555893999,0.6978093828289011,-0.1685197905929983,-3.6312490722253337,-0.0287873845780656,-0.834263567290302,-0.1341096642050622
5,5,-0.2367749225461504,-0.1809046499669075,-0.8175657349472288,-0.506498892956058,0.6978093828289011,-0.1685197905929983,-3.671867374704735,-0.1801546795940013,-0.834263567290302,-0.1341096642050622
6,1,-0.229555139495225,-0.1798632413391754,0.8905642212644028,-0.2478122961427047,0.6202184744210213,-0.1681103599405574,-1.3753710422155363,-0.2167757993559214,-0.3748271568959876,-0.1339235084182185
6,2,-0.2301910961676515,-0.1800138739570058,0.8647089278986021,-0.2305829612661808,0.596209812188255,-0.1682681547336862,-1.0504246223803295,0.1152556864854821,0.0526484597317608,-0.1340160259312977
6,3,-0.229880445590003,-0.1797706093040794,0.8905642212644028,-0.2725004844004785,0.6057496779761091,-0.1682449101209256,-1.2722630436139808,-0.089822584181265,-0.0072780285805404,-0.1335179979700392
6,4,-0.2272544473107845,-0.1793128836943392,0.9336994690296806,-0.3085927046874363,0.6477250874426671,-0.1680809476888481,-1.5753380698064323,0.0102751431679828,-0.0232584254638169,-0.1339475653210617
6,5,-0.2324271713946055,-0.1804619535419899,0.7870568634899803,-0.1693402270986444,0.4790284607607807,-0.1683651698339847,-0.8348351707588949,0.256857349564911,-0.1710770966341618,-0.1340263859945388
7,1,-0.2367552070910828,-0.1809021185579827,-0.222333789510884,-0.1339106735377068,0.6893825013829633,-0.1685189001151977,0.7367806867132982,-0.0263459765939371,-0.1031604098802194,-0.1341096067428547
7,2,-0.2367594689769706,-0.1809029272545055,-0.2654690372761617,-0.1236624555655347,0.6863615438834761,-0.1685191826291906,1.1054698938340193,0.0053923271997267,-0.0532216696199678,-0.1341095341920534
7,3,-0.2367602096541217,-0.1809030866083781,-0.2654690372761617,-0.0212419192601883,0.6850895617784291,-0.1685194687355802,0.7399051715194126,-0.2509555111337137,-0.0532216696199678,-0.1341095568361539
7,4,-0.2367645399043104,-0.1809033846088536,-0.3430780095291739,-0.1988520126876812,0.6777756646744076,-0.1685195131003949,0.0462695445634914,0.5815646114539355,0.6079672514257619,-0.1341096098571828
7,5,-0.2367628534997003,-0.1809031607437149,-0.3172227161633731,-0.1896055002315861,0.68000163335824,-0.1685192694534107,0.6992868690400119,0.337423813041135,0.1764965355771887,-0.1341095502141303
8,1,-0.2320071732465064,-0.1804561997178687,0.7999845101728807,-0.2136926651797138,0.6776166669112768,-0.1683196911131723,0.0618919685940302,0.530295043787247,0.8796339984415263,-0.1340443447942338
8,2,-0.2306293968234116,-0.180302353716478,0.8474289734991254,-0.2393055046830972,0.6863615438834761,-0.1682810202208164,-0.2724279056594997,0.8672093455969114,0.9795114789620296,-0.1340732432870361
8,3,-0.229880445590003,-0.1802368856970544,0.8690181434595688,-0.2737949961443318,0.6873155304622618,-0.1683251442891683,-0.406780752322133,1.2480689911208798,1.20922968415919,-0.1340236935844906
8,4,-0.2315466119817419,-0.1804174422877969,0.8215736801333243,-0.2592625607341691,0.6788886490163238,-0.1683537355019471,-0.1411995438029738,0.9795141128667992,1.1053571044178672,-0.1340716707775644
8,5,-0.2315466119817419,-0.1803999185279136,0.8215736801333243,-0.2360846361775574,0.6803196288845021,-0.168370031523916,-0.3817848738732712,0.7329319064698712,1.0274526696118744,-0.1340380073647515
9,1,-0.2333223803187629,-0.1806071364852418,0.7611584779685696,0.1636266864453393,-0.1364518803189394,-0.1684894765299651,0.446203599745284,1.1943580154700637,1.251178225977801,-0.1340871163287205
9,2,-0.2333223803187629,-0.1806140442452735,0.7525400468466362,0.1635958647371523,-0.0962254462468215,-0.1684808227505083,0.446203599745284,0.8281468178508589,1.0674036618200755,-0.1340986059290194
9,3,-0.2331594537502786,-0.1806060794582485,0.7611584779685696,0.1571849494342597,-0.1633225022880616,-0.1684840973683911,0.446203599745284,1.389670654200304,1.6247200031244822,-0.1340953231968501
9,4,-0.2333223803187629,-0.1806159963871872,0.7525400468466362,0.1523921738111837,-0.0707858041458772,-0.1684891964276062,0.446203599745284,0.7964085140571997,1.0674036618200755,-0.1340978020023057
9,5,-0.2331594537502786,-0.1806086684120552,0.7611584779685696,0.1901025337779581,-0.1067192986134609,-0.1684812238493114,0.446203599745284,1.921897594740208,1.6886415906576049,-0.1341021706689007
10,1,0.0653619787532528,-0.1411205372844151,1.5893897087863895,-0.0481646813615185,0.6695077809916007,-0.1477740384456543,0.849262139733178,-0.4218540700226733,-0.6345086062492958,-0.1254661085102821
10,2,0.0325452582659149,-0.1459642647573239,1.5807281855088464,-0.0045981968392171,0.6710977586229099,-0.1526353325886801,1.542897766689099,-0.1899203115305136,-0.3308810654669668,-0.104190436266059
10,3,-0.046227649034897,-0.1584816492034366,1.5289745066216351,0.1389693198957524,0.6793656423057165,-0.1584695206573009,0.6649175361728261,-0.4950963095465135,-0.4447413932603398,-0.1318732609961128
10,4,0.1265407143101921,-0.1311860262761082,1.6238634332741242,0.1384145291483866,0.6655328369133282,-0.1412118265261839,0.0337716053390601,-0.3412876065464548,-0.5546066218328933,-0.1303138438195136
10,5,-0.046227649034897,-0.1607167391235832,1.511737644377768,0.1665239270149157,0.6817506087526801,-0.1653051697397329,0.6836644450094731,-0.1850374955622575,-0.2230133865048231,-0.132518977449679
11,1,-0.085452928596271,-0.1671377999000493,1.494457689978291,0.1823816958771188,0.6857255528309526,-0.1653169684361329,0.446203599745284,-1.664530733943827,-1.527413282102593,-0.1329355360625256
11,2,-0.085452928596271,-0.1674142603842513,1.490148474417324,0.1806865019268347,0.6857255528309526,-0.1670271543908063,0.446203599745284,-1.5229290708644028,-1.3576215652177377,-0.1335701967918413
11,3,-0.0708382622671973,-0.160931100294207,1.5203560754997014,0.1385994593975085,0.6777756646744076,-0.1558856676191167,0.4493280845513914,-1.2348429287372986,-1.5393985797650531,-0.1287886944656993
11,4,-0.0630098518226768,-0.1585443339603886,1.5375929377435686,0.0962041997863126,0.6755496959905749,-0.1549019811449573,0.5868054160201321,-0.8515418752292019,-1.227780840541084,-0.1315398118290002
11,5,-0.085452928596271,-0.1672764825556038,1.490148474417324,0.209997946412656,0.6842945729627746,-0.1665089844055239,0.446203599745284,-1.3959758556897517,-1.2956975272950295,-0.1331810267403469
12,1,3.0840509398812235,1.3495774990437883,2.1932831775002777,4.126019258401669,-0.9560853492587372,1.038700843746335,0.2493610569604887,0.5840060194380632,0.5460432135030459,0.1054414839896437
12,2,6.393727948377922,1.8343427014161449,2.2881721041527667,1.9494364587991684,-0.1747703412334867,1.1972514168913242,-0.5161377205359046,0.4521699882951513,0.3762514966181949,1.5049652328878076
12,3,4.456885221349792,8.435356334163588,2.4002978930491228,4.376661389378219,-0.7584511296870268,8.870910963349568,-1.091042924859731,0.7182834585651034,0.4341804353200864,10.218186693918245
12,4,3.756472357160865,5.38349247604266,2.322688920796111,4.603093068573894,-0.8346110582267284,5.149788823934315,-0.3005482689144751,0.3667207088506712,0.3442907028516297,2.4922411602116323
12,5,5.028806716340918,2.492193242748048,2.2967905352747,4.282531892575172,-1.0241363918787632,2.054668290663165,-0.519262205342012,0.7378147224381274,0.454155931424187,0.3714407416458251
13,1,-0.2367615924871603,-0.1809010012308093,-0.3086042850414395,-0.4389068869020029,0.6847715662521673,-0.1685193257993053,-0.8754534732382956,1.0088110086763356,0.4142049392159858,-0.1341094669792268
13,2,-0.2367602096541217,-0.1809007928153362,-0.2913243306419626,-0.4355781424178087,0.6850895617784291,-0.1685191894588558,-1.1129143185024846,0.6157443232317271,0.5580285111655104,-0.1341094409008051
13,3,-0.2367628534997003,-0.1809018505923449,-0.3258411472853066,-0.4463657402832529,0.6710977586229099,-0.1685194914221565,0.1493775431650472,1.2236549112795998,1.1572933942885286,-0.1341094347495993
13,4,-0.2367628534997003,-0.1808999762960019,-0.3258411472853066,-0.4561670434867137,0.6688717899390771,-0.1685194721922984,0.111883725491754,1.614280188740075,1.5148547745519254,-0.1341096501905856
13,5,-0.2367622375394794,-0.1809015486940707,-0.3172227161633731,-0.4139567141246397,0.6683947966496845,-0.1685195569705484,0.6524195969483956,1.0747290242477918,1.1832615392238592,-0.1341095564815118
14,1,-0.2367736453902647,-0.1809046879436794,-0.6018894961208402,0.1319111487209332,0.5591633333787551,-0.1685197029917104,-0.712980263320693,0.369162116834799,0.1645112379147247,-0.1341096568961743
14,2,-0.2367735385204635,-0.1809048572965896,-0.584652633876973,0.1360566684720824,0.5017651408884996,-0.1685196443600956,-0.1068302109357888,0.2397674936760148,0.2484083215519513,-0.1341096527484926
14,3,-0.2367742700823745,-0.1809045835896878,-0.6623046982855948,0.1324042960519249,0.4895223131274201,-0.1685197385371655,0.568058507183486,0.6279513631523671,0.5959819537632973,-0.1341096733218094
14,4,-0.2367741926880227,-0.1809046196363005,-0.6536862671636612,0.4046986770298313,0.3275035924970315,-0.1685197465527328,0.3180997226948655,0.4009004206284629,0.3402956036308139,-0.1341096952015951
14,5,-0.2367735385204635,-0.1809046268838693,-0.584652633876973,0.2103061634945258,0.5273637807525747,-0.1685196370257474,-0.8598310492077568,0.461935620231663,0.5040946716844387,-0.1341096502823034
16,1,-0.2367741116731316,-0.1809046687832095,-0.6881599916513956,-0.2673532591332522,-2.4842128507098327,-0.168519840665047,0.446203599745284,-1.8329878848486592,-1.9089452576909145,-0.1341097044447091
16,2,-0.2367741116731316,-0.1809053638974958,-0.679541560529462,-0.2720843913399542,-2.4861208238674037,-0.1685198407359699,0.446203599745284,-2.0209762996265157,-1.829043273274512,-0.1341097045343887
16,3,-0.2367741116731316,-0.1809046235780165,-0.6881599916513956,-0.2696340655390891,-2.4861208238674037,-0.1685198408698496,0.446203599745284,-1.7988081730708667,-1.75713148729975,-0.1341097046668699
16,4,-0.2367741116731316,-0.1809056292421942,-0.679541560529462,-0.2749508102013437,-2.485007839525487,-0.1685198408796143,0.446203599745284,-2.035624747531288,-2.128675714836021,-0.1341097043896784
16,5,-0.2367741116731316,-0.1809048783351535,-0.6881599916513956,-0.26972653066365,-2.486756814919927,-0.1685198407539576,0.446203599745284,-1.7646284612930798,-1.868994265482713,-0.1341097046057247
17,1,-0.2367744819478153,-0.1809047300132295,-0.6536862671636612,0.6350601240193468,0.1034757442455908,-0.1685197329918206,-1.30038340686895,-0.2485141031495853,-0.3109055693628661,-0.1341096727123958
17,2,-0.2367755521366369,-0.1809048402306224,-0.9642514326425388,0.7857166336373224,-0.1784272897854974,-0.1685198261425649,0.6242992336934254,-0.2411898791972014,-0.2270084857256434,-0.134109702108963
17,3,-0.2367754156636027,-0.1809044037729014,-0.9038362304777842,0.1681112449865454,0.2605655342189219,-0.1685198159494604,-0.1193281501602193,-0.089822584181265,-0.6584792015742167,-0.1341096978858688
17,4,-0.2367754592378581,-0.1809047930651229,-0.9211161848772612,0.7625541199348045,-0.0138646049450143,-0.1685198172962237,-0.0130956667525562,-0.912577074832402,-0.7823272774196439,-0.1341096986440691
17,5,-0.2367756258678549,-0.1809051194744386,-1.0246235426516836,1.6689126817353372,-0.1480587170274953,-0.1685198252043789,0.5024443262552235,-1.3276164321341628,-1.008050383395977,-0.1341097002664547
18,1,-0.23676966560828,-0.1809039890765457,-0.3819040417334848,0.7263540236691921,0.1068146972713397,-0.1685193407434701,-1.2972589220628423,-0.4267368859909295,-0.3009178213108158,-0.1341095816733284
18,2,-0.2367743439839707,-0.1809046880176624,-0.6968215149289388,0.774482121003167,-0.1941680683354567,-0.1685197821475255,0.621174748887318,-0.5878698129433829,-0.544618873780843,-0.134109688962748
18,3,-0.2367737474042837,-0.1809041778583996,-0.6277878816422506,0.1805632150940867,0.213343198569044,-0.1685197363421545,-0.0693363932624956,-0.6733190923878577,-0.5645943698849436,-0.134109664178566
18,4,-0.2367740267821337,-0.1809045887907453,-0.6536862671636612,0.8411648866657061,-0.025789437179832,-0.1685197382881646,0.0681409382062459,-0.9931435383086308,-0.7803297278092303,-0.1341096563051042
18,5,-0.2367747760207953,-0.1809049853864302,-0.7485751938161502,1.6669555032654642,-0.1382008557133791,-0.168519764750612,0.4524525693574989,-0.5097447574512819,-0.4247658971562392,-0.1341096835126738
19,1,-0.2367748759050854,-0.1809049890176292,-0.7658120560600175,0.1815803314642572,-0.1935320772829331,-0.1685198313751811,0.446203599745284,0.8794163855175515,1.0014845246765438,-0.1341097008860593
19,2,-0.2367749225461504,-0.180904707762908,-0.7744304871819511,0.1672636480114032,-0.1448787617648773,-0.1685198322863855,0.446203599745284,1.2358619512002398,1.1972443864967297,-0.1341097036131346
19,3,-0.2367748992256179,-0.1809044743557481,-0.7658120560600175,0.1741060672289137,-0.1407448199234739,-0.1685198328506847,0.446203599745284,1.4604714857400165,1.452930736629217,-0.1341097025818191
19,4,-0.2367748759050854,-0.1809049168861902,-0.7658120560600175,0.2330217624283328,-0.214996775305605,-0.1685198336557619,0.446203599745284,0.7451389463905113,0.9155898914289112,-0.1341096997304152
19,5,-0.2367749225461504,-0.1809058234013449,-0.7744304871819511,0.165999957975737,-0.1542596297896005,-0.1685198327977496,0.446203599745284,0.6157443232317271,0.8296952581812786,-0.1341097016707558
20,1,-0.235198579178702,-0.1807308513786919,0.5972359180293927,-0.1369774335023116,0.6936754409874979,-0.1684562651141757,1.0835985001912656,0.9868383368191784,1.0034820742869537,-0.1341004998868862
20,2,-0.2352696402275972,-0.1807289073445223,0.5886174869074591,-0.1400441934669165,0.6936754409874979,-0.1684564096498123,1.0835985001912656,0.7426975384063788,0.7957369148043075,-0.1341032508189918
20,3,-0.235198579178702,-0.1807299634324686,0.5886174869074591,-0.1362377125058241,0.6936754409874979,-0.1684563199036221,1.058602621742403,0.7256076825174873,1.0254551200014643,-0.1341024323784492
20,4,-0.2351241657233903,-0.1807301447452933,0.5972359180293927,-0.1396435112604857,0.6936754409874979,-0.1684560822819968,1.0429801977118642,1.2138892793430875,1.3170973631213336,-0.1341023055592572
20,5,-0.235198579178702,-0.1807295589327375,0.5972359180293927,-0.1294723475587812,0.6936754409874979,-0.168456859178132,1.1179678330584506,0.6621310749301594,0.8336903574020988,-0.134097697941352
21,1,-0.2367757390416538,-0.1809047264547099,-1.093657175938372,-1.2549116111523932,-1.6435916770367556,-0.168519840595409,0.446203599745284,-1.1445108333245624,-1.0919474670331997,-0.1341097046994807
21,2,-0.2367757309912782,-0.1809047958190361,-1.093657175938372,-1.2490246648886796,-1.652972545061479,-0.1685198406077434,0.446203599745284,-1.3569133279436985,-1.113920512747714,-0.1341097046648318
21,3,-0.2367757225149568,-0.1809053984558106,-1.0763772215388951,-1.1911723186217114,-1.499380705877028,-0.1685198409847138,0.446203599745284,-1.4277141594834106,-1.1518739553455015,-0.1341097045506941
21,4,-0.2367757309912782,-0.1809048463628234,-1.093657175938372,-1.2378055631086176,-1.522117386004747,-0.1685198403505196,0.446203599745284,-1.4350383834357945,-1.0320209787208978,-0.1341097039820439
21,5,-0.2367757136552842,-0.1809039540356301,-1.0850387448164382,-1.198893156522551,-1.583490522573275,-0.1685198411131972,0.446203599745284,-1.4203899355310314,-1.10792786391648,-0.1341097046383355
22,1,-0.2367758537488577,-0.1809064156986619,-1.248918212600006,-1.629487830748805,-1.1832931527727957,-0.1685198406131397,0.4524525693574989,-1.0395302900070582,-0.710415491444878,-0.1341097046994807
22,2,-0.2367758563045325,-0.1809031562163269,-1.2575797358775491,-1.5367144891059843,-1.2080968038212163,-0.1685198405013591,0.4649505085819302,-1.2348429287372986,-0.6604767511846265,-0.1341097046179538
22,3,-0.2367758563045325,-0.180904865895001,-1.2575797358775491,-1.5510619942670254,-1.43625859391406,-0.1685198409636425,0.446203599745284,-0.8783973630546104,-0.746371384432259,-0.134109704538465
22,4,-0.236775857518478,-0.1809043007972109,-1.248918212600006,-1.5202711077882285,-1.156740526329935,-0.1685198402919311,0.4774484478063616,-0.6904089482767538,-0.4866899350789515,-0.1341097043387241
22,5,-0.2367758482967515,-0.1809047021617065,-1.2316813503561388,-1.54278636561882,-1.3678895557677724,-0.1685198410104105,0.446203599745284,-0.4755650456734943,-0.3009178213108158,-0.134109704691328
23,1,-0.2367755175072434,-0.180904884301137,-0.9728698637644724,-0.3501865998857706,-2.4835768596573087,-0.1685198417188681,0.446203599745284,-2.208964714404371,-2.0168129366530576,-0.1341097048849544
23,2,-0.2367755175072434,-0.1809048954509045,-0.9728698637644724,-0.3485376384977671,-2.4823048775522616,-0.1685198417473914,0.446203599745284,-1.5375775187691707,-1.8110653267808252,-0.1341097049297942
23,3,-0.2367755175072434,-0.1809051083148937,-0.9642514326425388,-0.3434828783551018,-2.4872338082093197,-0.1685198417538156,0.446203599745284,-1.908671532356627,-1.817057975612052,-0.1341097048768017
23,4,-0.2367755082429223,-0.1809052591092204,-0.9685606482035056,-0.3526523365407293,-2.487074810446189,-0.1685198417381406,0.446203599745284,-1.9282027962296509,-1.9788594940552664,-0.1341097048951453
23,5,-0.2367755175072434,-0.1809049678981566,-0.9642514326425388,-0.349508522305657,-2.485961826104272,-0.1685198417216948,0.446203599745284,-1.7206831175787756,-2.0487737304196187,-0.1341097048523437
24,1,-0.2367727089910187,-0.1809041768828499,-0.584652633876973,-0.393629797575324,0.3173277356566535,-0.1685198164207376,0.4524525693574989,0.5058809639459669,0.6279427475298626,-0.1341096033554114
24,2,-0.2367726352172062,-0.1809041920535311,-0.584652633876973,-0.4016896742662202,0.3079468676319303,-0.1685198183235772,0.4524525693574989,0.7524631703428951,0.9435555859746524,-0.1341096006650232
24,3,-0.2367727827648311,-0.1809043214786517,-0.584652633876973,-0.3996708523799728,0.3128757982889884,-0.1685198172725827,0.4493280845513914,0.5498263076602715,0.6399280451923227,-0.1341095950315134
24,4,-0.2367726352172062,-0.1809040256741203,-0.584652633876973,-0.4015201548711918,0.3176457311829153,-0.1685198168452468,0.446203599745284,0.5327364517713754,0.9815090285724432,-0.1341095994360049
24,5,-0.2367726352172062,-0.1809045610664927,-0.584652633876973,-0.4074841554053731,0.3106498296051557,-0.1685198168249465,0.4587015389697145,0.6035372833110871,0.8157124109084081,-0.1341096040993445
