f_id,i_id,ic.eps.max,ela_meta.lin_simple.intercept,ela_meta.quad_w_interact.adj_r2,ic.eps.ratio,ela_distr.skewness,ela_meta.lin_simple.coef.max,ela_level.mmce_lda_10,nbc.nn_nb.cor,nbc.nb_fitness.cor,nbc.dist_ratio.coeff_var
5,1,-0.2367753815405704,-0.1809047065266972,0.6794143111193759,-0.8461072503259154,-0.5168350798128125,-0.1685198274463309,-3.516195227255668,0.4191568348380841,0.2716230115215686,0.511525935490885
5,2,-0.2367753815405704,-0.1809036225282991,0.6794143111193759,-0.8461072503259154,-0.5139998969690946,-0.1685198274463309,-3.566190971057398,0.3326651779005631,0.2890170484266013,0.5087856605301857
5,3,-0.2367753815405704,-0.1809045828087802,0.6794143111193759,-0.8461072503259154,-0.5191876783427062,-0.1685198274463309,-3.603687778908695,0.1275563914487276,0.2459668070866452,0.5005648356480712
5,4,-0.2367753815405704,-0.1809031569891193,0.6794143111193759,-0.8461072503259154,-0.5203338160880391,-0.1685198274463309,-3.6161867148591273,-0.0157726400477356,0.269013905985813,0.5033051106087758
5,5,-0.2367753815405704,-0.1809047525461121,0.6794143111193759,-0.8461072503259154,-0.5220530227060383,-0.1685198274463309,-3.656808256698033,-0.168986432337058,0.2694487569084388,0.5033051106087758
6,1,-0.2295555977466798,-0.179863343899667,0.6018833248590247,0.8806195511471325,-0.2689073885855584,-0.1681103967914173,-1.3601287758060767,-0.2060542853102813,0.3425037119095768,-0.291374627995649
6,2,-0.2301915544845506,-0.1800139765202041,0.5778932041104322,0.85448276462669,-0.2520470991213205,-0.1682681915854991,-1.0351564410948333,0.1300275816469381,0.2403137450925088,-0.5051160749306323
6,3,-0.2298809038749341,-0.1797707118629065,0.5874257024211312,0.8806195511471325,-0.2930667657963893,-0.1682449469725981,-1.2570125542150097,-0.077552395003107,0.2081347768181984,-0.4585314005986485
6,4,-0.2272549053254823,-0.1793129862449415,0.6293686949882064,0.9242244233254048,-0.3283859052644081,-0.1680809845395305,-1.5601117510129952,0.0237664031237029,0.2603168875332966,-0.3818037016989111
6,5,-0.2324276299416121,-0.1804620561132397,0.4608023498606807,0.775985282443627,-0.1921161596482603,-0.1683652066863834,-0.8195497959498745,0.2733566131434062,0.1589966225614811,-0.4174272761880748
7,1,-0.2367556660834739,-0.1809022211371417,0.6709939376115917,-0.2443948633144566,-0.157445492851943,-0.1685189369685249,0.752191399816995,-0.0133014498495203,0.4194723252143457,-0.2447899536636653
7,2,-0.2367599279698004,-0.1809030298336791,0.667975313146537,-0.2879997354927285,-0.1474167875802809,-0.1685192194825195,1.1209100103547576,0.018824022727273,0.3055413834863815,-0.3626217769739765
7,3,-0.2367606686470276,-0.1809031891875546,0.6667043133717773,-0.2879997354927285,-0.0471900579028885,-0.1685195055889108,0.7553161338046097,-0.24065094808529,0.2103090314313282,-0.3927648015417302
7,4,-0.2367649988976619,-0.1809034871880354,0.6593960646669083,-0.366453656364924,-0.2209958146786857,-0.1685195499537257,0.0616251885556108,0.6020249095059861,0.0146261162497096,-0.5654021240661399
7,5,-0.2367633124928783,-0.1809032633228927,0.6616203142727377,-0.3403168698444814,-0.2119473587944793,-0.1685193063067401,0.7146945919657045,0.3549058896844974,0.239878894169883,-0.4530508506772386
8,1,-0.2320076317502923,-0.1804563022890151,0.6592371896950633,0.7890536757038484,-0.2355185863728368,-0.1683197279652964,0.0772488584936513,0.550129915343473,-0.260634517772433,-0.8476504450187464
8,2,-0.2306298551854148,-0.18030245628486,0.667975313146537,0.8370146789688608,-0.2605828091720885,-0.168281057072707,-0.2570976781804162,0.8911541626971272,-0.1997553886048184,-0.8065463206081727
8,3,-0.2298809038749341,-0.18023698826426,0.6689285629776072,0.8588388957134304,-0.2943335496201782,-0.1683251811413254,-0.3914612396475646,1.2766598336186492,-0.3254273052436799,-0.7736630210797135
8,4,-0.2315470704381328,-0.1804175448582469,0.660508189469823,0.8108778924484179,-0.2801123931221672,-0.1683537723542768,-0.1258588507008756,1.0048289118150118,-0.3893503908696748,-0.8476504450187464
8,5,-0.2315470704381328,-0.1804000210980487,0.661938064216428,0.8108778924484179,-0.2574309303724232,-0.1683700683763442,-0.3664633677466999,0.7552387017953085,-0.291508933278866,-0.8312087952545169
9,1,-0.2333228389578926,-0.1806072390591004,-0.1542026661512448,0.7498049346123168,0.1337187367420106,-0.1684895133831145,0.4615911389694482,1.2222936492579215,-0.2575905613140521,-1.0723529917965493
9,2,-0.2333228389578926,-0.1806141468192562,-0.1140072982744645,0.741092672438836,0.1336885752223966,-0.1684808596036054,0.4615911389694482,0.8516151195256845,-0.263243623308188,-1.0778335417179588
9,3,-0.233159912372642,-0.1806061820320881,-0.1810525363930466,0.7498049346123168,0.1274149791426802,-0.1684841342215081,0.4615911389694482,1.4199888651151125,-0.2241070402718644,-1.0394696922680902
9,4,-0.2333228389578926,-0.180616098961205,-0.0885873027792673,0.741092672438836,0.1227248628426998,-0.168489233280754,0.4615911389694482,0.8194896469488959,-0.2723754926833293,-1.0778335417179588
9,5,-0.233159912372642,-0.1806087709859413,-0.1244930464162332,0.7498049346123168,0.1596274820904548,-0.168481260702411,0.4615911389694482,1.958708328325957,-0.2158448727419738,-1.0833140916393689
10,1,0.0653615508507916,-0.1411206391487426,0.651134566130969,1.587053329483832,-0.073536145285736,-0.1477740751737033,0.8646818233708874,-0.4136342619603314,0.7738758271543872,0.2539400891846287
10,2,0.0325448269863882,-0.1459643667086879,0.652723315849419,1.5782975059994837,-0.030902837311317,-0.1526353693460864,1.5583727686198865,-0.1788711931299178,0.7969229260535554,0.2594206391060387
10,3,-0.046228088420696,-0.1584817513797242,0.6609848143853578,1.525980371647731,0.1095895210507937,-0.1584695574499399,0.6803225181020148,-0.4877699679067779,0.7316952876596827,0.2374984394203942
10,4,0.1265402927034423,-0.1311861279619233,0.6471626918348445,1.6219023781777555,0.1090466136977412,-0.1412118632146038,0.049126252605178,-0.3320849854192457,0.8782400485845836,0.3279275131236616
10,5,-0.046228088420696,-0.160716841340033,0.6633679389630327,1.508555847300769,0.1365539195857286,-0.1653052065736523,0.699070922027664,-0.1739288127334879,0.5138349754241485,0.2210567896561696
11,1,-0.0854533720186203,-0.1671379022318786,0.6673398132591571,1.49108776164294,0.1520720214271425,-0.1653170052701235,0.4615911389694482,-1.6714700728517078,0.7630045540887425,1.1965946756671193
11,2,-0.0854533720186203,-0.1674143627210483,0.6673398132591571,1.486731630556199,0.1504131378483713,-0.1670271912351247,0.4615911389694482,-1.5281410413552443,0.774310678077013,1.232218250156283
11,3,-0.0708387041855972,-0.1609312025145086,0.6593960646669083,1.5172681094742495,0.1092275828154253,-0.1558857043961518,0.464715872957056,-1.2365405979658886,1.048701610253904,1.1116461518852665
11,4,-0.0630102929354795,-0.1585444361378027,0.6571718150610784,1.5346926338212117,0.0677404125863392,-0.1549020179160519,0.6022041684118121,-0.8485637368461512,1.0452228028728976,1.0541003777104636
11,5,-0.0854533720186203,-0.1672765848899251,0.6659099385125525,1.486731630556199,0.1790967430013055,-0.1665090212467132,0.4615911389694482,-1.3996391510480757,0.8130124101907108,1.2486598999205123
12,1,3.084050822622555,1.349577423965678,-0.9732031460121272,2.1975215399796397,4.011238456041155,1.0387008141834018,0.2647328977501307,0.6044960997042006,2.0379874592276392,-0.7325588966691401
12,2,6.393728171707712,1.834342635048736,-0.1924915343658854,2.293443546509664,1.8812771831783988,1.197251388285877,-0.5008269292138484,0.4710518290005971,1.675321789757707,-0.4859341502056977
12,3,4.456885245365184,8.435356386409193,-0.7757215560088149,2.4067900773866504,4.256511933542375,8.87091098108531,-1.0757779829337395,0.7404115606060194,2.2967237581900006,-0.3927648015417302
12,4,3.7564723090989705,5.3834924734496,-0.851822667522561,2.328336156514455,4.478093537386782,5.14978881919822,-0.2852202840688947,0.3845601720630761,2.2993328637257555,-0.5105966248520415
12,5,5.028806799210953,2.492193188201495,-1.0412016339617796,2.302155808683145,4.164398652641154,2.054668267235654,-0.5039516632014561,0.7601810821917384,2.1036499485441373,-0.5955451486338944
13,1,-0.2367620514802086,-0.1809011038099482,0.6663865634280873,-0.3316046076710005,-0.4559088101924897,-0.168519362652635,-0.8601713377887797,1.0344831941935906,0.0246276874701033,-0.8092865955688829
13,2,-0.2367606686470276,-0.1809008953944715,0.6667043133717773,-0.3141365220131712,-0.4526513660741755,-0.1685192263121847,-1.0976511208469957,0.636621572280994,0.113337275685771,-0.6229478982409435
13,3,-0.2367633124928783,-0.1809019531714992,0.652723315849419,-0.3490291320179622,-0.4632078979390829,-0.1685195282754872,0.1647414101466781,1.2519479316365003,-0.3415167893808343,-0.9380795187220085
13,4,-0.2367633124928783,-0.1809000788751224,0.6504990662435891,-0.3490291320179622,-0.4727992611763416,-0.168519509045629,0.1272446022953806,1.647338363350877,-0.3649987392026293,-0.9188975939970738
13,5,-0.236762696532594,-0.1809016512732195,0.6500224413280543,-0.3403168698444814,-0.4314930600649396,-0.1685195938238795,0.6678235821515829,1.1012053295453923,-0.4480552654241605,-1.0065863927396312
14,1,-0.2367741043845533,-0.1809047905228846,0.5408753356705517,-0.6280828894345557,0.1026825330591828,-0.1685197398450424,-0.6976851704331589,0.3870313622612907,0.6964723629269916,-0.3406995772883373
14,2,-0.2367739975147411,-0.1809049598757979,0.4835214708345131,-0.6106583650875939,0.1067392574472686,-0.1685196812134272,-0.0914867768371867,0.2560582817559019,0.7703970197733806,-0.2941149029563536
14,3,-0.2367747290767274,-0.1809046861688912,0.4712880980024494,-0.6891558472706568,0.1031651173730071,-0.1685197753904977,0.5834557644861639,0.6489775232720685,0.4707847340841923,-0.5023757999699269
14,4,-0.2367746516823676,-0.1809047222155045,0.3093945016924129,-0.680443585097176,0.3696270624030773,-0.168519783406065,0.3334770454775154,0.4191568348380841,0.6990814684627467,-0.4694925004414685
14,5,-0.2367739975147411,-0.1809047294630734,0.5091003413015552,-0.6106583650875939,0.1793983581974456,-0.168519673879079,-0.8445476678507392,0.4809365897934563,0.780833441916401,-0.3078162777598782
15,1,-0.2367664674737412,-0.1809018060846333,0.2863576307748905,-0.3577413941914431,0.198354873274858,-0.1685194193017509,0.3022297056014343,0.7923065547685317,0.4512164425660303,-0.7901046708439431
15,2,-0.2367655111827279,-0.1809028333166818,0.2043781453028796,-0.3316046076710005,1.4334087784297982,-0.1685187985420176,-0.0914867768371867,0.4191568348380841,1.1456733659994622,-0.6256881732016482
15,3,-0.2367591522798247,-0.1809018611790311,0.103015913265781,-0.2356390398301082,1.5852117066471667,-0.168518004289051,-0.6383152246686046,0.4290415956309392,1.2548209475785417,-0.5051160749306323
15,4,-0.2367681348813402,-0.1809036709736737,0.4191771072372954,-0.4188143520275443,0.0354826673591435,-0.1685194623719668,0.3397265134527317,0.8318455979399704,0.3633765561956151,-0.7544810963547793
15,5,-0.2367675429869961,-0.1809038299831368,0.1034925381813159,-0.3839217420227533,0.5541099971222381,-0.1685195416287703,0.6303267743002855,1.0542527157793091,0.587759632270538,-0.8503907199794567
16,1,-0.2367745706674681,-0.1809047713624144,-2.5001505004142497,-0.7152926337910996,-0.2880297920208478,-0.1685198775183798,0.4615911389694482,-1.841982196528535,-1.6695515070800824,2.59139463066592
16,2,-0.2367745706674681,-0.1809054664767132,-2.5020570000763893,-0.7065803716176187,-0.2926595852816,-0.1685198775893027,0.4615911389694482,-2.032263841791081,-1.655636277556056,2.58591408074451
16,3,-0.2367745706674681,-0.1809047261572205,-2.5020570000763893,-0.7152926337910996,-0.2902617444722853,-0.1685198777231824,0.4615911389694482,-1.8073855337535265,-1.655636277556056,2.583173805783805
16,4,-0.2367745706674681,-0.1809057318214164,-2.500944875273474,-0.7065803716176187,-0.295464606605704,-0.1685198777329472,0.4615911389694482,-2.047090982980375,-1.6673772524669537,2.6105765553908538
16,5,-0.2367745706674681,-0.1809049809143621,-2.502692499963769,-0.7152926337910996,-0.2903522290311274,-0.1685198776072904,0.4615911389694482,-1.7727888709785231,-1.6599847867823143,2.5804335308231003
17,1,-0.2367749409421899,-0.1809048325924355,0.0855396663628328,-0.680443585097176,0.5950542599982718,-0.1685197698451528,-1.285135160103482,-0.2381797578870747,0.8869370670371,0.097744416424443
17,2,-0.2367760111311217,-0.1809049428098303,-0.19614565871832,-0.9943899525185604,0.7424837678716072,-0.1685198629958976,0.6397009762631096,-0.2307661872924301,0.7617000013208651,0.2320178894989895
17,3,-0.2367758746580735,-0.1809045063521016,0.2425081385456754,-0.9333169946824592,0.1381072378458507,-0.168519852802793,-0.1039857127876186,-0.077552395003107,0.6282007680747385,0.4594607112374974
17,4,-0.2367759182323333,-0.18090489564433,-0.0317100628587637,-0.9507850803402884,0.7198173858816705,-0.1685198541495564,0.0022552427910564,-0.9103434918015232,0.8425822729292666,0.36629136257353
17,5,-0.2367760848623472,-0.1809052220536516,-0.1658005390959286,-1.055419349043794,1.606762112411385,-0.1685198620577116,0.517836350746394,-1.330445825498054,1.3922338391282998,0.4649412611589074
18,1,-0.236770124602159,-0.1809040916557384,0.0888760407715774,-0.4057023974564556,0.6843926810950026,-0.1685193775967999,-1.282010426115874,-0.4185766423567613,0.8921552781086096,0.1498096406778421
18,2,-0.2367748029783312,-0.1809047905968677,-0.2118742809309732,-0.7240484572754479,0.7314898939722966,-0.1685198190008579,0.6365762422755019,-0.581675195438949,0.6929935555459849,0.2977844885559078
18,3,-0.2367742063985828,-0.1809042804375957,0.1953222719077156,-0.6542632372658658,0.1502924917699152,-0.1685197731954867,-0.0539899689858893,-0.6681668523764646,0.5794974647406469,0.6129161090369724
18,4,-0.2367744857764616,-0.1809046913699487,-0.0436256857471374,-0.680443585097176,0.7967443416572315,-0.1685197751414968,0.0834983264688677,-0.9918927683426192,0.8899810234954803,0.3854732872984645
18,5,-0.2367752350152003,-0.1809050879656408,-0.1559502908415394,-0.7763655916272006,1.6048468559158948,-0.1685198016039444,0.4678406069446638,-0.5025971090960677,1.4435462479981462,0.5005648356480712
20,1,-0.2351990380109054,-0.1807309539547735,0.6752835618514065,0.5840977080727102,-0.1604465640535381,-0.1684563019671246,1.0990368724415014,1.0122424824096514,0.2050908203598176,-0.7736630210797192
20,2,-0.2352700990671134,-0.1807290099205689,0.6752835618514065,0.5753854458992292,-0.1634476352551332,-0.1684564465027621,1.0990368724415014,0.7651234625881634,0.1933498454489213,-0.7298186217084348
20,3,-0.2351990380109054,-0.1807300660085342,0.6752835618514065,0.5753854458992292,-0.1597226875828016,-0.1684563567565713,1.074039000540636,0.747825131200664,0.1742164048533845,-0.757221371315484
20,4,-0.2351246245479361,-0.1807302473213622,0.6752835618514065,0.5840977080727102,-0.1630555355001509,-0.1684561191349446,1.0584153306025954,1.2420631708436405,0.1946543982167981,-0.7709227461190085
20,5,-0.2351990380109054,-0.1807296615087958,0.6752835618514065,0.5840977080727102,-0.153102234027524,-0.1684568960310845,1.1334089463051902,0.6835741860470772,0.1737815539307588,-0.7407797215512547
21,1,-0.2367761980361579,-0.1809048290339158,-1.66017852426983,-1.125204569053376,-1.2544350419737007,-0.1685198774487418,0.4615911389694482,-1.1451065606319375,-1.9443772901795988,0.8074756312470212
21,2,-0.2367761899857814,-0.1809048983982432,-1.669552147608684,-1.125204569053376,-1.2486741917274229,-0.1685198774610762,0.4615911389694482,-1.3601001078766324,-1.9378545263402116,0.7663715068364474
21,3,-0.2367761815094591,-0.1809055010350286,-1.516078924806431,-1.107736483395547,-1.192061019411905,-0.1685198778380466,0.4615911389694482,-1.431764623624864,-1.9939502953589412,0.5882536343906286
21,4,-0.2367761899857814,-0.1809049489420314,-1.5387980457802637,-1.125204569053376,-1.237695398587919,-0.1685198772038524,0.4615911389694482,-1.4391781942195083,-1.9174165329767985,0.6786827080938906
21,5,-0.2367761726497856,-0.1809040566148221,-1.600123784912426,-1.116492306879895,-1.1996164800752174,-0.1685198779665301,0.4615911389694482,-1.4243510530302244,-2.034391431163143,0.6375785836833117
22,1,-0.2367763127433735,-0.1809065182778982,-1.2002354807786066,-1.2821559721086346,-1.6209879898429007,-0.1685198774664725,0.4678406069446638,-1.0388453821086976,-1.3999439350520753,0.2046151398919404
22,2,-0.2367763152990486,-0.1809032587955046,-1.2250199763864238,-1.2909117955929832,-1.5302018158046968,-0.1685198773546919,0.4803395428950965,-1.2365405979658886,-1.3603725010931265,0.303265038477317
22,3,-0.2367763152990486,-0.1809049684742094,-1.453005560983973,-1.2909117955929832,-1.5442420031850237,-0.1685198778169753,0.4615911389694482,-0.8757468290265153,-1.42125163026074,0.3772524624163499
22,4,-0.2367763165129942,-0.1809044033764092,-1.1737033604804947,-1.2821559721086346,-1.5141106450906163,-0.1685198771452639,0.4928384788455293,-0.6854651837639689,-1.3164525579079187,0.2840831137523832
22,5,-0.2367763072912667,-0.180904804740912,-1.3846893230906308,-1.264731447761673,-1.536143635168659,-0.1685198778637433,0.4615911389694482,-0.4680004463210638,-1.5369219756792083,0.1881734901277112
23,1,-0.2367759765017247,-0.1809049868803458,-2.49951500052687,-1.0031022146920412,-0.3690888759835297,-0.168519878572201,0.4615911389694482,-2.222545487053627,-1.7565216916052462,2.577693255862396
23,2,-0.2367759765017247,-0.1809049980301135,-2.49824400075211,-1.0031022146920412,-0.3674752346841796,-0.1685198786007243,0.4615911389694482,-1.542968182544534,-1.7821778960401693,2.6133168303515597
23,3,-0.2367759765017247,-0.1809052108941065,-2.503169124879304,-0.9943899525185604,-0.3625287454674801,-0.1685198786071484,0.4615911389694482,-1.918589092673196,-1.7556519897599945,2.58591408074451
23,4,-0.2367759672374026,-0.180905361688436,-2.50301024990746,-0.9987460836053008,-0.3715017975526514,-0.1685198785914735,0.4615911389694482,-1.938358614258915,-1.7782642377365363,2.58591408074451
23,5,-0.2367759765017247,-0.1809050704773669,-2.501898125104544,-0.9943899525185604,-0.3684253225520213,-0.1685198785750276,0.4615911389694482,-1.728307447410655,-1.7721763248197755,2.5941349056266247
24,1,-0.2367731679852109,-0.180904279462046,0.2992265034943338,-0.6106583650875939,-0.4116015378794926,-0.1685198532740703,0.4678406069446638,0.5254180133613241,-1.097722543827132,-0.792844945804648
24,2,-0.2367730942113908,-0.1809042946327274,0.2898528801554798,-0.6106583650875939,-0.4194887752585592,-0.1685198551769099,0.4678406069446638,0.7750082233810274,-1.1203347918036743,-0.792844945804648
24,3,-0.236773241759031,-0.1809044240578504,0.2947780042826743,-0.6106583650875939,-0.4175131957238407,-0.1685198541259154,0.464715872957056,0.5698994369291926,-1.0881558235293631,-0.7901046708439431
24,4,-0.2367730942113908,-0.1809041282533136,0.2995442534380236,-0.6106583650875939,-0.419322886900682,-0.1685198536985795,0.4615911389694482,0.5526011055416883,-1.101201351208139,-0.8120268705295822
24,5,-0.2367730942113908,-0.1809046636456956,0.2925537546768445,-0.6106583650875939,-0.4251591409459951,-0.1685198536782791,0.4740900749198801,0.6242656212899196,-1.1142468788869122,-0.8092865955688829
