f_id,i_id,ic.eps.max,ic.eps.ratio,ela_meta.lin_simple.intercept,ela_meta.quad_w_interact.adj_r2,ela_distr.skewness,ela_meta.lin_simple.coef.max,ela_level.mmce_lda_10,ela_level.mmce_mda_10,nbc.nn_nb.mean_ratio,nbc.nb_fitness.cor
5,2,-0.2367753327695228,-0.8354663891105829,-0.1809036087340042,0.7108307716454281,-0.5133833132089187,-0.1685198212446533,-3.603071056577769,-3.3766620633707585,-0.4901871064574045,0.3325188068682035
5,3,-0.2367753327695228,-0.8354663891105829,-0.1809045690144831,0.7108307716454281,-0.5185728963164641,-0.1685198212446533,-3.6406782725372087,-3.3766620633707585,-0.48087155331607,0.2890331984025488
5,4,-0.2367753327695228,-0.8354663891105829,-0.1809031431948256,0.7108307716454281,-0.5197194321192938,-0.1685198212446533,-3.653214011190355,-3.3620049737828746,-0.4995026595987389,0.312313372631636
5,5,-0.2367753327695228,-0.8354663891105829,-0.1809047387518145,0.7108307716454281,-0.5214392358235385,-0.1685198212446533,-3.693955161813082,-3.388387735041065,-0.5026078439791906,0.3127526212019961
6,1,-0.2295555490545785,0.8830981346635894,-0.1798633301078858,0.6329552323009634,-0.2682056833722136,-0.1681103905901558,-1.3905131842973997,-1.509348849874379,0.2705830667516549,0.3865463810225015
6,2,-0.2301915057854953,0.8570848973401328,-0.1800139627280589,0.6088584977906883,-0.2513395382726913,-0.1682681853840772,-1.064583979315588,-1.1194702668366798,0.4879459733828118,0.2833229669878661
6,3,-0.2298808551792756,0.8830981346635894,-0.1797706980713491,0.6184333591854996,-0.2923734512160729,-0.1682449407711999,-1.2870933404089402,-1.342258028572505,0.438263023295695,0.2508185727812153
6,4,-0.2272548566585385,0.9264968855982232,-0.1793129724544902,0.660562749322669,-0.3277048571401169,-0.1680809783382989,-1.591085002747744,-1.661782581588375,0.3730541513063403,0.303528401224433
6,5,-0.2324275812181059,0.7789584745786843,-0.1804620423200118,0.4912472836577571,-0.1913877845826183,-0.168365200484863,-0.8483424875488099,-0.9494480276172228,0.4258422857739089,0.2011834843305187
7,1,-0.2367556173126419,-0.2365983105290685,-0.1809022073428502,0.7023729774133447,-0.1567050765470174,-0.1685189307668482,0.7280266480843649,0.2876103336001583,0.2364260385667552,0.4642933779762468
7,2,-0.2367598791989217,-0.2799970614637023,-0.1809030160393857,0.6993409379716544,-0.1466728882722568,-0.1685192132808425,1.097830938352195,0.9442479471373468,0.3575282294041163,0.3492102525418882
7,3,-0.2367606198761409,-0.2799970614637023,-0.1809031753932608,0.6980642897856798,-0.0464113495142737,-0.1685194993872335,0.7311605827476582,0.659900409132404,0.3885800732085712,0.2530148156330168
7,4,-0.2367649501267278,-0.3580801288296117,-0.1809034733937409,0.6907235627163246,-0.2202774696144477,-0.1685195437520484,0.0354270874980234,-0.2048678765527331,0.5345237390894908,0.0553529589709497
7,5,-0.2367632637219626,-0.332066891506155,-0.1809032495285987,0.6929576970417803,-0.2112258711710546,-0.168519300105063,0.6904194321249318,0.3638271994571532,0.4413682076761398,0.282883718417506
8,1,-0.2320075830313787,0.7919650932404128,-0.1804562884958012,0.6905639816930778,-0.2348052851160934,-0.1683197217638222,0.0510967608144567,-0.0582969806738963,0.7736229363837682,-0.2226913860670236
8,2,-0.2306298064815668,0.839699383728956,-0.1803024424920178,0.6993409379716544,-0.2598782128042921,-0.168281050871272,-0.2842342481572145,-0.4628326532994849,0.7177296175357548,-0.1611965862166029
8,3,-0.2298808551792756,0.8614204368940422,-0.180236974471576,0.7002984241111359,-0.2936406749981479,-0.1683251749398456,-0.4189934386785401,-0.5214610116510197,0.6928881424921964,-0.2881394230506857
8,4,-0.2315470217242554,0.813686146405499,-0.1804175310651266,0.6918406298790525,-0.2794145794446153,-0.168353766152768,-0.1526089922991752,-0.2664276528218442,0.7643073832424337,-0.3527089628936271
8,5,-0.2315470217242554,0.813686146405499,-0.1804000073049707,0.6932768590882743,-0.2567252393465101,-0.1683700621748187,-0.3939219613722471,-0.506803922063136,0.7549918301010994,-0.2538780345625941
9,1,-0.2333227902245976,0.7529018818596882,-0.1806072252655217,-0.1264908573308144,0.1345602753639637,-0.1684895071814678,0.4365707243987139,0.615929140368753,0.9847754742540354,-0.2196166460745024
9,2,-0.2333227902245976,0.7442308027518695,-0.1806141330256609,-0.0861168584493605,0.1345301033691524,-0.1684808534019675,0.4365707243987139,0.615929140368753,0.978565105493146,-0.2253268774891847
9,3,-0.2331598636411286,0.7529018818596882,-0.180606168238512,-0.1534600502595326,0.1282543284483999,-0.1684841280198667,0.4365707243987139,0.615929140368753,0.9506184460691428,-0.1857945061567714
9,4,-0.2333227902245976,0.7442308027518695,-0.1806160851676049,-0.0605838947298639,0.1235625832552411,-0.1684892270791075,0.4365707243987139,0.615929140368753,0.9754599211127012,-0.2345510974667468
9,5,-0.2331598636411286,0.7529018818596882,-0.1806087571923589,-0.0966492059836528,0.1604780189068789,-0.1684812545007726,0.4365707243987139,0.615929140368753,0.99409102739537,-0.1774487833199285
10,1,0.0653615963180547,1.5861925841210875,-0.1411206254505785,0.682425349507488,-0.072766586981953,-0.1477740689931085,0.8408482959626846,0.4048670503032278,-0.2138256965977894,0.8222809628197671
10,2,0.0325448728124932,1.5774781496177293,-0.1459643529988196,0.6840211597399568,-0.0301184723161663,-0.1526353631605513,1.5365817912123192,1.0908188430161836,-0.2169308809782342,0.8455611370488548
10,3,-0.0462280417332308,1.5254083195752768,-0.1584817376396092,0.692319372948793,0.1104226795149157,-0.1584695512584759,0.6559461508287783,0.9032080962912722,-0.1641427465106657,0.7796738514948326
10,4,0.1265403375017327,1.620876900552363,-0.1311861142877649,0.6784358239263167,0.109879583608312,-0.1412118570406778,0.0228913488448765,-0.2605648169866906,-0.2914553061089164,0.9277006197062024
10,5,-0.0462280417332308,1.508066161359639,-0.1607168275945171,0.6947130882974959,0.1373964428762268,-0.1653052003752416,0.6747497588084986,0.8094027229288172,-0.1175649808039867,0.5596103177443991
11,1,-0.0854533249022373,1.490680647748462,-0.1671378884708469,0.6987026138786672,0.1529199342066458,-0.1653169990717008,0.4365707243987139,0.615929140368753,-0.9777010541872936,0.8112997485607641
11,2,-0.0854533249022373,1.4863451081945522,-0.1674143489593486,0.6987026138786672,0.1512604744920238,-0.167027185034964,0.4365707243987139,0.615929140368753,-1.002542529230859,0.8227202113901272
11,3,-0.0708386572290216,1.5167372404674575,-0.1609311887684748,0.6907235627163246,0.1100606155771799,-0.1558856982073136,0.4397046590620002,0.6276548120390595,-0.9249129197197252,1.0998860592873805
11,4,-0.0630102460645055,1.5340793986830954,-0.1585444223975362,0.6884894283908686,0.068559036714223,-0.1549020117282133,0.5775977842466121,0.7361172749893988,-0.8845455227739427,1.096372070724499
11,5,-0.0854533249022373,1.4863451081945522,-0.1672765711285583,0.6972663846694456,0.1799540415575796,-0.1665090150470791,0.4365707243987139,0.615929140368753,-1.021173635513528,0.8618133341521804
12,1,3.084050835081279,2.1937750972059598,1.3495774340617477,-0.9491310321683466,4.013426670313761,1.0387008191582472,0.2391328406116485,0.0325769747709764,0.636994823644183,2.099176556856716
12,2,6.393728147976022,2.289243678183046,1.8343426439734285,-0.1649498839333062,1.8827256547312656,1.1972513930995965,-0.5286811518935728,-0.65630623585955,0.4010008107303505,1.7328432491763526
12,3,4.45688524281234,2.40205441737577,8.435356379383322,-0.7507718202725073,4.258785332119333,8.87091097810071,-1.105325129938315,-1.178098625188208,0.3233712012192235,2.3605294562210037
12,4,3.756472314204951,2.323971350009861,5.383492473798195,-0.8272111304077502,4.480443892000623,5.149788819995193,-0.3124396601267999,-0.4511069816291784,0.4258422857739089,2.363164947643164
12,5,5.028806790404305,2.2979147572908647,2.49219319553657,-1.017431710118,4.1666400599655935,2.0546682711780275,-0.531815086556859,-0.66510048961228,0.5127874484263771,2.165503090981098
13,1,-0.2367620027093067,-0.323395812398336,-0.1809010900156595,0.6977451277391861,-0.4552720512023356,-0.1685193564509579,-0.8890836381715361,-1.0344591472269484,0.7270451706770893,0.065455676089233
13,2,-0.2367606198761409,-0.3060102987871591,-0.1809008816001832,0.6980642897856798,-0.4520134757627141,-0.1685192201105078,-1.1272626725813208,-1.2982867598088548,0.5655755828939457,0.1550623844427039
13,3,-0.2367632637219626,-0.3407379706139738,-0.1809019393772084,0.6840211597399568,-0.4625736739466726,-0.16851952207381,0.1388469313864826,-0.09054257776724,0.8481473615144504,-0.3043916201540103
13,4,-0.2367632637219626,-0.3407379706139738,-0.1809000650808362,0.6817870254145006,-0.4721683682966692,-0.1685195028439517,0.1012397154270426,-0.1638280257066584,0.8295162552317815,-0.3281110429534591
13,5,-0.2367626477616851,-0.332066891506155,-0.1809016374789294,0.6813082823447602,-0.4308478214025801,-0.1685195876222022,0.6434104121756322,0.5309180207590273,0.9102510491233532,-0.4120075198922473
15,1,-0.236766418702791,-0.3494090497217927,-0.1809017922903428,0.3160273201327117,0.199218860244601,-0.1685194131000737,0.2767400565710945,0.1293137660510151,0.7177296175357548,0.4963585236125375
15,2,-0.2367654624117882,-0.323395812398336,-0.1809028195223888,0.2336835121373349,1.4347017037781231,-0.1685187923403411,-0.1181357110030225,-0.3397131007612626,0.562470398513494,1.197838490477694
15,3,-0.2367591035089546,-0.2278838760257105,-0.1809018473847405,0.131870819305842,1.5865573536634463,-0.1685179980873753,-0.6665742770781846,-0.8820254155129637,0.4165267326325745,1.30808988163809
15,4,-0.2367680861103718,-0.4101933142676034,-0.1809036571793787,0.4494370555670814,0.0362900882635269,-0.1685194561702896,0.3143472725305344,0.0237827210182521,0.6835725893508551,0.4076303123997877
15,5,-0.2367674942160341,-0.3754656424407886,-0.1809038161888415,0.1323495623755825,0.5550975390440025,-0.168519535427093,0.6058031962161923,0.4898781699129469,0.7891488582859922,0.6342825747056247
16,1,-0.2367745218964294,-0.7052701363066817,-0.1809047575681168,-2.48286424659386,-0.2873347280825841,-0.1685198713167022,0.4365707243987139,0.615929140368753,-2.73834059789969,-1.6458567540339015
16,2,-0.2367745218964294,-0.6965990571988627,-0.1809054526824139,-2.4847792188728217,-0.2919661292861202,-0.1685198713876251,0.4365707243987139,0.615929140368753,-2.719709491617021,-1.6318007997823765
16,3,-0.2367745218964294,-0.7052701363066817,-0.180904712362923,-2.4847792188728217,-0.2895674556986211,-0.1685198715215048,0.4365707243987139,0.615929140368753,-2.704183569714797,-1.6318007997823765
16,4,-0.2367745218964294,-0.6965990571988627,-0.1809057180271164,-2.483662151710094,-0.294772124803572,-0.1685198715312696,0.4365707243987139,0.615929140368753,-2.741445782280135,-1.6436605111821012
16,5,-0.2367745218964294,-0.7052701363066817,-0.180904967120064,-2.485417542965809,-0.289657971683055,-0.1685198714056127,0.4365707243987139,0.615929140368753,-2.7103939384756868,-1.6361932854859784
17,1,-0.2367748921711471,-0.6705858198754059,-0.1809048187981377,0.1143169067486878,0.5960560220003558,-0.1685197636434753,-1.3152987523785196,-1.3657093719131197,-0.1330909027062176,0.9364855911134056
17,2,-0.2367759623600672,-0.9830481555256608,-0.1809049290155323,-0.1686202474679838,0.743536732638039,-0.16851985679422,0.6152050002060521,0.7126659316487786,-0.204510143456455,0.8099820028496838
17,3,-0.2367758258870204,-0.9222638909798502,-0.1809044925578046,0.2719829577165799,0.1389503006090093,-0.1685198466011154,-0.1306714496561685,-0.1433081002836211,-0.4746611845551804,0.6751326917491178
17,4,-0.2367758694612798,-0.9396494045910272,-0.1809048818500321,-0.0034538884074901,0.7208624785373399,-0.1685198479478787,-0.0241176711044231,-0.0758854881793563,-0.3628745468591537,0.8916822369366706
17,5,-0.2367760360912919,-1.0437890646759325,-0.1809052082593529,-0.1381402720278348,1.6081152439561277,-0.168519855856034,0.4929815483378734,0.6774889166378641,-0.4125574969462775,1.4468924298718968
18,1,-0.2367700758311688,-0.397143340210336,-0.1809040778614424,0.1176681082368718,0.6854254706314561,-0.1685193713951228,-1.3121648177152332,-1.2865610881385474,-0.1610375621302209,0.9417565739577272
18,2,-0.2367747542072899,-0.7139845708100396,-0.18090477680257,-0.1844187687694224,0.7325390405293166,-0.1685198127991804,0.6120710655427658,0.7243916033190916,-0.282139752967582,0.7405807287327794
18,3,-0.236774157627548,-0.64452922715641,-0.1809042666432992,0.2245873938122642,0.1511397865127785,-0.1685197669938092,-0.0805284950435825,-0.0993368315199701,-0.6330255879578861,0.6259368518687813
18,4,-0.2367744370054237,-0.6705858198754059,-0.1809046775756513,-0.0154224651510042,0.797816151303586,-0.1685197689398193,0.0573646301410301,0.0560283181115967,-0.3877160219027191,0.9395603311059262
18,5,-0.2367751862441542,-0.7660544008524923,-0.1809050741713424,-0.1282462485865296,1.6061993222856097,-0.1685197954022668,0.4428385937252865,0.6628318270499804,-0.4715560001747356,1.498723761174394
19,1,-0.2367752861284535,-0.7833965590681301,-0.1809050778025415,-0.183780444676435,0.1521354623415517,-0.1685198620268362,0.4365707243987139,0.615929140368753,0.85435773027534,-0.1682245633423655
19,2,-0.2367753327695228,-0.792067638175949,-0.1809047965478159,-0.1349486515628978,0.1381205707516982,-0.1685198629380407,0.4365707243987139,0.615929140368753,0.8854095740797949,-0.2376258374592684
19,3,-0.2367753094489881,-0.7833965590681301,-0.1809045631406523,-0.1307995449584797,0.1448187535998091,-0.1685198635023399,0.4365707243987139,0.615929140368753,0.8729888365580087,-0.2156634089412606
19,4,-0.2367752861284535,-0.7833965590681301,-0.1809050056711013,-0.2053238828147604,0.2024925216816281,-0.1685198643074171,0.4365707243987139,0.615929140368753,0.8729888365580087,-0.1691030604830857
19,5,-0.2367753327695228,-0.792067638175949,-0.1809059121862701,-0.1443639319344622,0.1368835189644346,-0.1685198634494047,0.4365707243987139,0.615929140368753,0.869883652177564,-0.2209343917855832
20,1,-0.2351989892570947,0.5879779572289725,-0.1807309401608959,0.70668166504101,-0.1597071900307428,-0.1684562957655116,1.0758933957091892,0.876825335033082,0.6866777737312999,0.2477438327886941
20,2,-0.2352700503125256,0.5793068781211536,-0.180728996126696,0.70668166504101,-0.1627093035144682,-0.1684564403011489,1.0758933957091892,0.8973452604561193,0.652520745546407,0.2358841213889709
20,3,-0.2351989892570947,0.5793068781211536,-0.1807300522146588,0.70668166504101,-0.1589830621552714,-0.1684563505549582,1.0508219184028953,0.8357854841870074,0.6773622205899655,0.2165571842931236
20,4,-0.2351245757949391,0.5879779572289725,-0.1807302335274863,0.70668166504101,-0.1623170675819211,-0.1684561129333318,1.035152245086462,0.868031081280352,0.6928881424921964,0.2372018671000507
20,5,-0.2351989892570947,0.5879779572289725,-0.1807296477149213,0.70668166504101,-0.1523603092941888,-0.1684568898294708,1.110366677005342,0.9002766783736957,0.6649414830681863,0.2161179357227635
21,1,-0.2367761492651013,-1.113244408329562,-0.180904815239618,-1.6391593766877428,-1.254075613831768,-0.1685198712470642,0.4365707243987139,0.615929140368753,-0.6640774317623341,-1.9234618505015144
21,2,-0.2367761412147249,-1.113244408329562,-0.1809048846039453,-1.6485746570593072,-1.2483127628228077,-0.1685198712593986,0.4365707243987139,0.615929140368753,-0.6361307723383309,-1.916873121946112
21,3,-0.2367761327384027,-1.0958588947183854,-0.1809054872407292,-1.4944193886028465,-1.191679928561979,-0.168519871636369,0.4365707243987139,0.615929140368753,-0.4218730500876119,-1.9735361875225703
21,4,-0.2367761412147249,-1.113244408329562,-0.1809049351477334,-1.5172394749271465,-1.237330156711491,-0.1685198710021748,0.4365707243987139,0.615929140368753,-0.5522907940663074,-1.8962284391391853
21,5,-0.2367761238787293,-1.1045733292217432,-0.1809040428205262,-1.5788377499004322,-1.199238013262212,-0.1685198717648524,0.4365707243987139,0.615929140368753,-0.4870819220769596,-2.014386304566065
22,1,-0.2367762639723157,-1.26945389845692,-0.1809065044835964,-1.177172314388101,-1.6207558667736188,-0.1685198712647949,0.4428385937252865,0.6071348866160221,-0.0740923994777595,-1.37352264041061
22,2,-0.2367762665279907,-1.2781683329602782,-0.1809032450012107,-1.20206695401461,-1.5299381623915755,-0.1685198711530143,0.4553743323784335,0.5983406328632921,-0.1641427465106657,-1.3335510205078371
22,3,-0.2367762665279907,-1.2781683329602782,-0.1809049546799113,-1.4310657223738454,-1.5439832259762405,-0.1685198716152977,0.4365707243987139,0.6217919762039058,-0.2759293842066924,-1.3950458203582567
22,4,-0.2367762677419364,-1.26945389845692,-0.1809043895821125,-1.1505222835058762,-1.5138414031597416,-0.1685198709435863,0.4679100710315804,0.6129977224511758,-0.1734582996520001,-1.289186914901462
22,5,-0.236776258520209,-1.2521117402412822,-0.1809047909466143,-1.3624458823776984,-1.5358820453694038,-0.1685198716620657,0.4365707243987139,0.615929140368753,-0.0771975838582043,-1.5118859400740567
23,1,-0.2367759277306705,-0.99171923463348,-0.1809049730860477,-2.4822259225008723,-0.3684219641379798,-0.1685198723705233,0.4365707243987139,0.615929140368753,-2.707288754095242,-1.733706468105931
23,2,-0.2367759277306705,-0.99171923463348,-0.1809049842358153,-2.4809492743148973,-0.3668077624155747,-0.1685198723990466,0.4365707243987139,0.615929140368753,-2.747656151041024,-1.75962213375718
23,3,-0.2367759277306705,-0.9830481555256608,-0.1809051970998078,-2.48589628603555,-0.3618595552665198,-0.1685198724054708,0.4365707243987139,0.615929140368753,-2.704183569714797,-1.732827970965211
23,4,-0.2367759184663485,-0.9873836950795704,-0.1809053478941369,-2.485736705012304,-0.3708357237228846,-0.1685198723897958,0.4365707243987139,0.615929140368753,-2.7166043072365764,-1.755668896623938
23,5,-0.2367759277306705,-0.9830481555256608,-0.1809050566830685,-2.4846196378495757,-0.367758180252131,-0.1685198723733499,0.4365707243987139,0.615929140368753,-2.7103939384756868,-1.7495194166388968
24,1,-0.2367731192141874,-0.6011304762217763,-0.1809042656677496,0.3289533830157065,-0.4109493908245212,-0.1685198470723926,0.4428385937252865,0.5660950357699426,0.7270451706770893,-1.0682448840103074
24,2,-0.2367730454403682,-0.6011304762217763,-0.180904280838431,0.3195381026441421,-0.4188393674676788,-0.1685198489752323,0.4428385937252865,0.554369364099641,0.730150355057534,-1.091085809669035
24,3,-0.2367731929880067,-0.6011304762217763,-0.1809044102635536,0.3244851143647947,-0.416863101807538,-0.1685198479242378,0.4397046590620002,0.5309180207590273,0.745676276959758,-1.0585814154623834
24,4,-0.2367730454403682,-0.6011304762217763,-0.1809041144590176,0.3292725450622002,-0.4186734214962166,-0.1685198474969019,0.4365707243987139,0.5485065282644874,0.761202198861989,-1.0717588725731888
24,5,-0.2367730454403682,-0.6011304762217763,-0.1809046498513983,0.3222509800393386,-0.4245117024922051,-0.1685198474766015,0.44910646305186,0.554369364099641,0.745676276959758,-1.0849363296839922
