f_id,i_id,ic.eps.max,ela_meta.lin_simple.intercept,ela_meta.quad_w_interact.adj_r2,ic.eps.ratio,ela_distr.skewness,ela_meta.lin_simple.coef.min,ic.eps.s,ela_level.mmce_lda_10,nbc.nn_nb.cor,ela_meta.lin_simple.coef.max
5,5,-0.2267132706870804,-0.1796148965516559,0.7240576777303894,-0.7787275590197443,-0.5408402214777893,-0.1340960114300999,-0.8613348055464877,-3.6659799303747143,-0.2308816081109159,-0.1675144547045334
6,1,-0.2195017954773505,-0.1785737032044265,0.6457535677607223,1.0279619614287636,-0.2873904614370954,-0.1339098559776631,0.8809948055032526,-1.3705671445107297,-0.2673867203007721,-0.1671050861471176
6,2,-0.2201370203511891,-0.1787243046834082,0.6215242222578129,1.0006148105856774,-0.2705099162371969,-0.1340023733245454,0.8638034427407482,-1.0457740428374576,0.0635929635539189,-0.1672628570087904
6,3,-0.2198267272407454,-0.1784810903182702,0.6311517767622802,1.0279619614287636,-0.3115788634140519,-0.1335043462579355,0.8809948055032526,-1.2675077949413265,-0.1408356647092705,-0.1672396159213516
6,4,-0.2172037507111459,-0.1780234593297928,0.6735130165819362,1.0735861247519796,-0.3469404348435351,-0.1339339128372909,0.9196003470684276,-1.5704398224635117,-0.0410550247236639,-0.1670756783561259
6,5,-0.2223705225149698,-0.1791722916411605,0.5032657610946069,0.9184822008869408,-0.2105069765016007,-0.1340127333691759,0.812315096910903,-0.8302863119196143,0.2047460640213674,-0.1673598573955957
7,1,-0.2266935779186874,-0.1796123656660251,0.7155533379181099,-0.1491505680271551,-0.1757946568105752,-0.1340959539679955,-0.200474813067667,0.7405880163655284,-0.07756013691352,-0.1675135643617843
7,2,-0.2266978349004014,-0.1796131741953739,0.7125046123250286,-0.194774731350371,-0.1657539031809396,-0.1340958814173246,-0.2433889131306771,1.1091032663409772,-0.0459223730156448,-0.1675138468329306
7,3,-0.2266985747252515,-0.1796133335163047,0.7112209383910998,-0.194774731350371,-0.0654067623951389,-0.1340959040613844,-0.2261975503681725,0.7437110269585472,-0.3014581583446381,-0.1675141328959288
7,4,-0.2267028999925992,-0.1796136314551775,0.7038398132710083,-0.2768617624643689,-0.2394213271794233,-0.134095957082318,-0.3292171132566971,0.0504026753098332,0.5284247254380922,-0.167514177254015
7,5,-0.2267012155285435,-0.1796134076363162,0.7060862426553837,-0.2495146116212825,-0.2303620005962935,-0.1340958974393727,-0.2948772589605223,0.7031118892493884,0.2850573108390509,-0.1675139336439828
8,1,-0.2219510076608828,-0.1791665390064727,0.7036793540292672,0.9321557763084842,-0.2539615463453465,-0.13403069213661,0.812315096910903,0.0660177282748944,0.4773175683722931,-0.167314385572172
8,2,-0.2205748166521481,-0.179012724808203,0.7125046123250286,0.982337798105548,-0.279055880980616,-0.1340595905774997,0.8552291969739128,-0.2681444051774141,0.8131646005189699,-0.1672757205447165
8,3,-0.2198267272407454,-0.1789472703223605,0.7134673677754756,1.0051726690595248,-0.31284716913569,-0.1340100409639643,0.8552291969739128,-0.4024338606769397,1.192817767293474,-0.1673198379211291
8,4,-0.2214909763663156,-0.1791277895883559,0.704963027963196,0.9549906472624612,-0.2986089275225377,-0.1340580180708528,0.812315096910903,-0.1369779602709004,0.9251136112345286,-0.1673484247977105
8,5,-0.2214909763663156,-0.1791102694509928,0.7064071611388663,0.9549906472624612,-0.2759002155541591,-0.1340243547185122,0.812315096910903,-0.3774497759328421,0.6793125224894973,-0.167364718348194
9,1,-0.2232647013176504,-0.1793174445721232,-0.1178719636852731,0.8910894714591158,0.1157193737569023,-0.1340734635942628,0.8208893426777379,0.4501480312153982,1.1392769360816848,-0.1674841452389881
9,2,-0.2232647013176504,-0.1793243509041794,-0.0772757755247696,0.8819737545114205,0.1156891760016251,-0.1340849531739219,0.812315096910903,0.4501480312153982,0.7742258141831189,-0.1674754927719798
9,3,-0.2231019622295998,-0.179316387763639,-0.1449895755395224,0.8910894714591158,0.1094080429039885,-0.1340816704476496,0.8208893426777379,0.4501480312153982,1.3339708677609177,-0.1674787668932279
9,4,-0.2232647013176504,-0.1793263026425453,-0.0516022968461902,0.8819737545114205,0.1047122919583995,-0.1340841492486524,0.812315096910903,0.4501480312153982,0.7425880502852483,-0.1674838651791101
9,5,-0.2231019622295998,-0.1793189761822559,-0.0878660854796835,0.8910894714591158,0.1416592455399304,-0.1340885179073996,0.8208893426777379,0.4501480312153982,1.8645118315868268,-0.1674758938099515
10,1,0.0750759601383465,-0.1398390080604665,0.6954959327004698,1.7671098701326529,-0.0917845016296851,-0.1254524712624485,1.6534486066374328,0.8530163977139691,-0.4718153485639663,-0.1467718488970975
10,2,0.0422970020187205,-0.1446817342356544,0.6971005251178812,1.7579485746002188,-0.0490999745455053,-0.1041768372374623,1.6491400481395984,1.546324749362683,-0.2406163046948778,-0.1516324057670826
10,3,-0.0363852608957223,-0.1571965310819098,0.7054444056884193,1.7032086943293074,0.0915611695352229,-0.1318596122385852,1.6191087523412582,0.6687587727262534,-0.5448255729436787,-0.1574657090117346
10,4,0.1361842970121164,-0.1299065507191519,0.6914844516569418,1.8035727379234348,0.091017609940235,-0.130300197863295,1.7435639296468703,0.037910632937784,-0.3915041017462883,-0.1402106322150666
10,5,-0.0363852608957223,-0.1594311589631709,0.7078512943145362,1.6849772604339164,0.1185579627529496,-0.1325053275321978,1.5933431438119183,0.6874968362843272,-0.2357489564028969,-0.164300321386731
11,1,-0.0755654037277583,-0.1658508923748014,0.7118627753580642,1.6667002479537871,0.1340947078430171,-0.132921885396746,1.5933431438119183,0.4501480312153982,-1.7105554888730854,-0.1643121182937184
11,2,-0.0755654037277583,-0.1661272957089564,0.7118627753580642,1.662142389479939,0.1324338313027766,-0.1335565449859685,1.5847688980450834,0.4501480312153982,-1.5694023884056416,-0.1660220448783636
11,3,-0.0609675545698007,-0.1596454758209484,0.7038398132710083,1.6940929773816118,0.0911987964718976,-0.1287750512492318,1.6276829981080931,0.4532710418084101,-1.2822288391787735,-0.1548822478455766
11,4,-0.0531481523171231,-0.1572592028806382,0.7015933838866325,1.7123244112770026,0.0496617840882476,-0.1315261636704747,1.6362572438749283,0.5906835079009477,-0.9001419982582787,-0.1538987105591636
11,5,-0.0755654037277583,-0.1659895463618093,0.7104186421823943,1.662142389479939,0.161151896571298,-0.1331673756335722,1.5847688980450834,0.4501480312153982,-1.4428513328141452,-0.1655039534797188
12,1,3.090291300475911,1.3505508704379112,-0.9450393548607527,2.4058481566576755,3.9978974955478632,0.1054547064392104,2.683387008149673,0.2533983638556211,0.5308583995840823,1.0395230902759378
12,2,6.396159846751331,1.835215861909671,-0.1565426409448833,2.5062122002518032,1.8653773145120316,1.5049759412579569,2.657621399620333,-0.5117392314323678,0.3994399957006004,1.1980496173418935
12,3,4.461545854531916,8.43486492987864,-0.7455885173765393,2.624807677741321,4.243465641461234,10.218181750013288,3.056709668837676,-1.0863731805466172,0.664710477613555,8.87054536211673
12,4,3.761938958999664,5.383631954552564,-0.8224484941705361,2.5427206466273238,4.465313450604444,2.4922500950569737,2.975168591595074,-0.2962515005145297,0.314261400590936,5.149987575105151
12,5,5.032809236540532,2.492930412054743,-1.0137159103259523,2.515327917199498,4.1512416968449735,0.3714534862590856,2.8078207498408685,-0.5148622420253797,0.6841798707814781,2.055336453653115
13,1,-0.2266999559670571,-0.1796112485698262,0.7109000199076175,-0.240398894673587,-0.4746165441551106,-0.1340958142046188,-0.3463656047903674,-0.8708854496287731,0.9543177009864136,-0.1675139899813319
13,2,-0.2266985747252515,-0.1796110401974369,0.7112209383910998,-0.2221218821934575,-0.4713551865851839,-0.1340957881262438,-0.3377913590235322,-1.108234254697702,0.5624961634819575,-0.16751385366156
13,3,-0.2267012155285435,-0.1796120977557814,0.6971005251178812,-0.2586303285689779,-0.4819244009321686,-0.1340957819750492,-0.363556967552872,0.1534620248792366,1.1684810258335698,-0.1675141555790644
13,4,-0.2267012155285435,-0.1796102238468938,0.6948540957335054,-0.2586303285689779,-0.4915272871102862,-0.1340959974156484,-0.363556967552872,0.1159858977630897,1.5578688891920305,-0.1675141363521227
13,5,-0.2267006002771112,-0.1796117959199157,0.694372718008282,-0.2495146116212825,-0.4501714612582987,-0.134095903706743,-0.363556967552872,0.6562667303542049,1.020026902928155,-0.1675142211175151
14,1,-0.2267119950008244,-0.1796149345205772,0.5841372189321319,-0.5506067424036646,0.0846458835767672,-0.1340960041212251,-0.492299267741902,-0.7084888987921379,0.3166950747369261,-0.1675143671165313
14,2,-0.2267118882539989,-0.1796151038384787,0.5262114326635872,-0.5323753085082736,0.0887074816615369,-0.1340959999735508,-0.4579594134457271,-0.1026248437477662,0.1877103449994344,-0.1675143084938086
14,3,-0.2267126189740978,-0.1796148301881577,0.5138560710495207,-0.61450791820701,0.0851290476612007,-0.1340960205468307,-0.5437876135717472,0.5719454443428746,0.5746645342119097,-0.1675144026565954
14,4,-0.226712541668804,-0.1796148662273188,0.3503481037153185,-0.6053922012593146,0.3519111166567338,-0.1340960424265771,-0.5094477592755724,0.3221045969018964,0.3483328386348014,-0.1675144106709471
14,5,-0.2267118882539989,-0.1796148734733894,0.5520453705839077,-0.5323753085082736,0.1614538741240689,-0.134095997507366,-0.4321938049163875,-0.855270396663712,0.4091746922845617,-0.1675143011605728
15,1,-0.2267043668786295,-0.179611950699324,0.327081513662856,-0.2677460455166734,0.1804331633157258,-0.1340959496287333,-0.2176233046013374,0.2908744909717741,0.7158176346793534,-0.1675140466218559
15,2,-0.2267034116881235,-0.1796129777190041,0.2442845449244373,-0.240398894673587,1.4169708464023851,-0.1340959654693843,-0.1060723671748119,-0.1026248437477662,0.3483328386348014,-0.1675134259562719
15,3,-0.226697060103096,-0.1796120057823317,0.1419115486936019,-0.1399892724947211,1.5689561487120254,-0.1340940014202427,0.022669933014218,-0.6491516975249052,0.3580675352187586,-0.167512631823768
15,4,-0.2267060323673627,-0.1796138152028201,0.4612254397584331,-0.3316472213200189,0.01736528481939,-0.1340959957953039,-0.2948772589605223,0.328350618087921,0.7547564210152004,-0.1675140896855394
15,5,-0.2267054411541753,-0.1796139741794099,0.1423929264188252,-0.2951387749444984,0.5366156868091113,-0.1340959967858541,-0.2090490588345022,0.618790603238058,0.9737870941543368,-0.1675141689303222
16,1,-0.2267124607471372,-0.1796149153640682,-2.4872131272346683,-0.6418550690500966,-0.3065358382827763,-0.1340960516696744,-0.6896784052944477,0.4501480312153982,-1.878479004946424,-0.167514504768988
16,2,-0.2267124607471372,-0.1796156103346601,-2.4891386381355614,-0.6327393521024011,-0.311171193717811,-0.1340960517593539,-0.6982526510612828,0.4501480312153982,-2.0658719141876856,-0.1675145048399001
16,3,-0.2267124607471372,-0.17961487016822,-2.4891386381355614,-0.6418550690500966,-0.3087704721732817,-0.1340960518918349,-0.6896784052944477,0.4501480312153982,-1.844407566902558,-0.1675145049737596
16,4,-0.2267124607471372,-0.1796158756245063,-2.4880154234433736,-0.6327393521024011,-0.3139795849585813,-0.1340960516146438,-0.6896784052944477,0.4501480312153982,-2.0804739590636325,-0.1675145049835228
16,5,-0.2267124607471372,-0.1796151248726935,-2.489780475102526,-0.6418550690500966,-0.3088610654391129,-0.1340960518306898,-0.6896784052944477,0.4501480312153982,-1.8103361288586968,-0.1675145048578851
17,1,-0.2267128305957439,-0.1796149765814307,0.1242610321020784,-0.6053922012593146,0.5776091395977735,-0.1340960199374181,-0.449385167678892,-1.2956148902784357,-0.2990244841986473,-0.1675143971120916
17,2,-0.2267138995530938,-0.1796150867760393,-0.160233203504929,-0.9338770614695217,0.7252157673922344,-0.1340960493339325,-0.7669323596536325,0.6281596350170946,-0.2917234617606762,-0.1675144902487084
17,3,-0.2267137632370998,-0.1796146504085432,0.2827947629423064,-0.8699758856661762,0.1201131471497202,-0.1340960451108459,-0.7755066054204677,-0.1151168861198146,-0.1408356647092705,-0.1675144800571498
17,4,-0.226713806761214,-0.1796150396202899,0.0058421116971312,-0.8882528981463057,0.7025221543014946,-0.1340960458690449,-0.7154440138237873,-0.0089345259573994,-0.9609838519080388,-0.1675144814037089
17,5,-0.2267139731994689,-0.1796153659621302,-0.129585488332375,-0.9977326586881284,1.5905324448575129,-0.1340960474914276,-0.7240182595906224,0.5063622218896182,-1.374708456726409,-0.1675144893106647
18,1,-0.2267080197983951,-0.1796142357979137,0.1276306761786419,-0.3179280673137372,0.6670548907285414,-0.1340959288985143,-0.1661349587714922,-1.292491879685424,-0.4766826968559473,-0.1675140049232302
18,2,-0.2267126927906551,-0.1796149345945449,-0.1761186684373,-0.6510163645825304,0.7142086855937319,-0.1340960361877412,-0.5094477592755724,0.6250366244240827,-0.6373051904913196,-0.1675144462603414
18,3,-0.2267120968974554,-0.1796144245407425,0.2351383681451933,-0.5779994718314896,0.1323130402816683,-0.1340960114036037,-0.5094477592755724,-0.0651487166316193,-0.7224837856009787,-0.1675144004619174
18,4,-0.2267123759538238,-0.17961483538814,-0.0061923314334529,-0.6053922012593146,0.779541529135736,-0.134096003530156,-0.4407680506832227,0.072263749460919,-1.0412950987257272,-0.1675144024076323
18,5,-0.2267131243303327,-0.1796152319018405,-0.1196370153444252,-0.7057562448534419,1.5886148873974173,-0.1340960307376767,-0.449385167678892,0.456394052401422,-0.5594276178196216,-0.1675144288660663
19,1,-0.2267132240996854,-0.1796152355322889,-0.1754768314703356,-0.7239876787488329,0.1333095662058125,-0.134096048111031,-0.6982526510612828,0.4501480312153982,0.8253329712489219,-0.167514495480531
19,2,-0.2267132706870804,-0.1796149543357088,-0.1263763034975526,-0.7331033956965284,0.1192827088795999,-0.1340960508381014,-0.7068697680569521,0.4501480312153982,1.180649396563522,-0.1675144963915973
19,3,-0.2267132473933829,-0.1796147209767989,-0.1222043632122836,-0.7239876787488329,0.1259866105511159,-0.1340960498067878,-0.7068697680569521,0.4501480312153982,1.40454741799464,-0.1675144969558109
19,4,-0.2267132240996854,-0.1796151634157609,-0.1971388291053871,-0.7239876787488329,0.1837096197632911,-0.1340960469553891,-0.6982526510612828,0.4501480312153982,0.6914808932194493,-0.167514497760766
19,5,-0.2267132706870804,-0.1796160697435203,-0.1358433987602788,-0.7331033956965284,0.1180446009132389,-0.1340960488957261,-0.7068697680569521,0.4501480312153982,0.5624961634819575,-0.1675144969028838
20,1,-0.2251387412259881,-0.1794411338911698,0.7198857374451204,0.7177085351139478,-0.1787993334606465,-0.1340868471283865,0.6234673338963583,1.0872421921898925,0.932414633672495,-0.1674509388601047
20,2,-0.2252097205045718,-0.1794391902588719,0.7198857374451204,0.7085928181662523,-0.1818040101107179,-0.1340895980555503,0.6191802110129409,1.0872421921898925,0.6890472190734543,-0.1674510833738208
20,3,-0.2251387412259881,-0.1794402461285031,0.7198857374451204,0.7085928181662523,-0.1780745873339962,-0.1340887796164779,0.614893088129523,1.0622581074457935,0.6720115000515261,-0.1674509936412416
20,4,-0.2250644133986191,-0.1794404274038468,0.7198857374451204,0.7177085351139478,-0.1814114392921156,-0.1340886527975138,0.6191802110129409,1.0466430544807326,1.158746329249608,-0.1674507560556545
20,5,-0.2251387412259881,-0.1794398417123904,0.7198857374451204,0.7177085351139478,-0.1714461800506729,-0.1340840451878856,0.6234673338963583,1.1215953087130264,0.6087359722557757,-0.1674515328339641
21,1,-0.2267140862430382,-0.1796149730236466,-1.6388651161493604,-1.0707495514391694,-1.274102115116313,-0.1340960519244456,-1.0158427142648574,0.4501480312153982,-1.192182895777128,-0.1675145046993606
21,2,-0.2267140782019262,-0.1796150423736338,-1.6483322114120864,-1.0707495514391694,-1.268334343858387,-0.1340960518897967,-1.0072684684980222,0.4501480312153982,-1.4039125464782938,-0.1675145047116931
21,3,-0.2267140697353585,-0.179615644885831,-1.4933285838901635,-1.05247253895904,-1.2116531572032716,-0.1340960517756592,-0.9986513515023528,0.4501480312153982,-1.4744890967120157,-0.1675145050886063
21,4,-0.2267140782019262,-0.1796150929069727,-1.516274255459144,-1.0707495514391694,-1.2573423609375227,-0.13409605120701,-1.0072684684980222,0.4501480312153982,-1.4817901191499867,-0.1675145044545083
21,5,-0.2267140608858807,-0.1796142007642417,-1.5782115227712166,-1.061633834491474,-1.2192176949001847,-0.1340960518633005,-1.0072684684980222,0.4501480312153982,-1.4671880742740493,-0.1675145052170703
22,1,-0.2267142008182479,-0.1796166619183974,-1.1743356113088148,-1.2349691922519035,-1.6410954349988995,-0.1340960519244456,-1.0759053058615378,0.456394052401422,-1.0875349074995406,-0.1675145047170886
22,2,-0.2267142033709819,-0.1796134031098642,-1.1993672530204296,-1.2441304877843378,-1.550200191614831,-0.1340960518429188,-1.0930966686240422,0.4688860947734712,-1.2822288391787735,-0.167514504605325
22,3,-0.2267142033709819,-0.1796151124351126,-1.4296262649189384,-1.2441304877843378,-1.5642572466963207,-0.1340960517634302,-1.0930966686240422,0.4501480312153982,-0.9269124138641736,-0.1675145050675383
22,4,-0.2267142045835305,-0.1796145474541398,-1.1475389179380475,-1.2349691922519035,-1.5340896891744984,-0.1340960515636896,-1.0930966686240422,0.4813781371455205,-0.7395195046229117,-0.1675145043959288
22,5,-0.2267141953724154,-0.1796149487356652,-1.3606287909702564,-1.2167377583565129,-1.5561491494044195,-0.1340960519162929,-1.084479551628373,0.4501480312153982,-0.5253561797757603,-0.1675145051142991
23,1,-0.2267138649635486,-0.1796151308374437,-2.4865712902677037,-0.9429927784172172,-0.3876923055899805,-0.134096052109919,-0.9986513515023528,0.4501480312153982,-2.253264823428947,-0.1675145058226493
23,2,-0.2267138649635486,-0.1796151419849063,-2.4852876163337743,-0.9429927784172172,-0.3860767256826557,-0.1340960521547587,-0.9986513515023528,0.4501480312153982,-1.584004433281584,-0.1675145058511683
23,3,-0.2267138649635486,-0.1796153548048921,-2.490261852827749,-0.9338770614695217,-0.3811242938172114,-0.1340960521017663,-0.9986513515023528,0.4501480312153982,-1.9539229034721264,-0.1675145058575915
23,4,-0.2267138557098879,-0.1796155055680466,-2.4901013935860083,-0.9384349199433694,-0.3901081260121484,-0.1340960521201098,-0.9986513515023528,0.4501480312153982,-1.9733922966400492,-0.1675145058419189
23,5,-0.2267138649635486,-0.1796152144171821,-2.48897817889382,-0.9338770614695217,-0.3870279549738843,-0.1340960520773083,-0.9986513515023528,0.4501480312153982,-1.7665299942308696,-0.1675145058254755
24,1,-0.2267110596790977,-0.1796144235653945,0.3400787122438864,-0.5323753085082736,-0.4302560416530518,-0.1340959505805583,-0.6167330094330974,0.456394052401422,0.452980826912389,-0.1675144805283555
24,2,-0.2267109859901772,-0.1796144387329395,0.3306116169811602,-0.5323753085082736,-0.4381527546580133,-0.134095947890175,-0.621041567930932,0.456394052401422,0.6987819156574203,-0.1675144824309066
24,3,-0.2267111333680183,-0.1796145681313053,0.3355858534751352,-0.5323753085082736,-0.4361748016873633,-0.1340959422566753,-0.6124244509352628,0.4532710418084101,0.4967869615402169,-0.1675144813800715
24,4,-0.2267109859901772,-0.1796142723879228,0.3403996307273686,-0.5323753085082736,-0.4379866670039893,-0.1340959466611589,-0.621041567930932,0.4501480312153982,0.4797512425182839,-0.1675144809528004
24,5,-0.2267109859901772,-0.1796148076696186,0.3333394240907594,-0.5323753085082736,-0.4438299326501079,-0.1340959513244901,-0.621041567930932,0.4626400735874466,0.5503277927520055,-0.1675144809325031
