f_id,i_id,ic.eps.max,ela_meta.lin_simple.coef.max,ic.eps.s,ela_meta.lin_simple.intercept,ela_distr.skewness,ela_meta.lin_simple.coef.min,ic.eps.ratio,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_mda_10,ela_level.mmce_lda_10
5,5,-0.2296305042485441,-0.168225379402798,-0.8615573093654384,-0.1801586961943576,-0.5229621897087586,-0.1340164676578637,-0.7781155375004387,0.7232901223051407,-3.342310265197642,-3.657987080381476
6,1,-0.2224183656635389,-0.1678159678602809,0.8825819247540666,-0.1791174169922935,-0.2698464533097446,-0.1338303141260375,1.0227490971191893,0.6450142650073637,-1.463251698112694,-1.3597817080703898
6,2,-0.2230536489709799,-0.1679737552884348,0.8653727066521026,-0.1792680308895884,-0.2529881551270865,-0.1339228305183961,0.9954901152888764,0.6207936616221907,-1.073369031307243,-1.0345934649134465
6,3,-0.2227433273170314,-0.1679505117606022,0.8825819247540666,-0.1790247964694537,-0.294002977181496,-0.1334248085900514,1.0227490971191893,0.6304177424374912,-1.2961591266246404,-1.2565969770686676
6,4,-0.2201201095028505,-0.1677865569813705,0.9212275629107216,-0.1785671277455903,-0.3293179452886383,-0.133854370737465,1.0682261651394285,0.6727636980248132,-1.615687026487766,-1.5598975500131236
6,5,-0.2252873565920451,-0.1680707658606131,0.813830883857941,-0.1797160547874982,-0.1930642937872984,-0.1339331904561395,0.9136223065251696,0.5025778689409169,-0.903345011196586,-0.8188435728189365
7,1,-0.2296108096686361,-0.1682244889665599,-0.2000109327026551,-0.1801561651000348,-0.1583977217641045,-0.1340164101963522,-0.1505683441302495,0.7147888509182918,0.333726307539526,0.7539418724497323
7,2,-0.2296150670419449,-0.1682247714673666,-0.2429696043237675,-0.1801569736960533,-0.1483702009309492,-0.1340163376464298,-0.1960454121504884,0.71174122532678,0.9903707990013488,1.1229054560316545
7,3,-0.2296158069348507,-0.1682250575604023,-0.2257603862218034,-0.1801571330301215,-0.0481553085141824,-0.134016360290256,-0.1960454121504884,0.7104580145514067,0.7060202826093991,0.7570686824800942
7,4,-0.2296201326000747,-0.1682251019231463,-0.328886947565992,-0.1801574309935617,-0.2219405379910463,-0.1340164133106426,-0.2778677892778113,0.7030795525930098,-0.1587570610568413,0.0629168557412355
7,5,-0.2296184479810671,-0.1682248582875342,-0.2945114271179292,-0.1801572071562448,-0.2128931507731619,-0.1340163536683126,-0.2506088074474983,0.705325171449913,0.4099439717270587,0.7164201520854765
8,1,-0.2248678031472711,-0.1680252892624921,0.813830883857941,-0.179710301678459,-0.2364615944757509,-0.1339511490382887,0.9272517974403264,0.7029191512460882,-0.01218462992697,0.0785509058930116
8,2,-0.2234914855443151,-0.1679866201750763,0.856789555479053,-0.1795564747969612,-0.2615228570692908,-0.1339800471810262,0.9772720290989508,0.71174122532678,-0.4167245398454137,-0.2560177673549973
8,3,-0.2227433273170314,-0.1680307421839645,0.856789555479053,-0.1794910149138656,-0.2952696113919998,-0.1339304980787062,1.000033278927262,0.7127036334083102,-0.4753535122973622,-0.3904705986602717
8,4,-0.2244077295349565,-0.168059332062266,0.813830883857941,-0.1796715490651384,-0.2810501344812248,-0.1339784746906032,0.9500130472686374,0.7042023620214614,-0.2203174821313868,-0.1246917460800778
8,5,-0.2244077295349565,-0.1680756273236281,0.813830883857941,-0.1796540274830979,-0.2583713505217277,-0.1339448116855756,0.9500130472686374,0.7056459741437566,-0.4606962691843751,-0.3654561184174301
9,1,-0.2261816176492009,-0.168195066754655,0.8224140350309902,-0.179861219687497,0.1327321199287208,-0.133993920054658,0.8863178930584727,-0.1183357449928842,0.6620485532704378,0.4631485396267038
9,2,-0.2261816176492009,-0.168186413379108,0.813830883857941,-0.1798681265890363,0.1327019619713278,-0.1340054095157764,0.8772315657817019,-0.0777542042217007,0.6620485532704378,0.4631485396267038
9,3,-0.2260188635909696,-0.1681896878441501,0.8224140350309902,-0.1798601627918704,0.1264291068335946,-0.1340021268233728,0.8863178930584727,-0.145443572622647,0.6620485532704378,0.4631485396267038
9,4,-0.2261816176492009,-0.1681947866653697,0.813830883857941,-0.1798700784883389,0.1217395444589911,-0.1340046055988012,0.8772315657817019,-0.0520899887142328,0.6620485532704378,0.4631485396267038
9,5,-0.2260188635909696,-0.1681868144591901,0.8224140350309902,-0.1798627514239234,0.1586378053292632,-0.1340089742124759,0.8863178930584727,-0.0883406931185312,0.6620485532704378,0.4631485396267038
10,1,0.0721864878196597,-0.1474805955506781,1.6558380139340878,-0.140379527858611,-0.0744982842969227,-0.1253730166676984,1.759513944356166,0.6947386825530826,0.450984252443423,0.8665070335425209
10,2,0.039404514401536,-0.1523416627957891,1.6515249804696306,-0.1452226533558427,-0.0318700115219904,-0.1040976021485534,1.750382185443011,0.6963426960222995,1.13694323013122,1.5606588602813796
10,3,-0.0392849864033942,-0.1581755785572696,1.6214624934860251,-0.1577384821485832,0.1086057540143622,-0.1317800915398182,1.6958187901460011,0.7046835660622264,0.9493305182849844,0.6820252417515685
10,4,0.1333004459787585,-0.1409186899184137,1.7460469327628372,-0.1304462515056441,0.1080629107812891,-0.1302206932533818,1.79585925346325,0.6907286488800408,-0.2144545848861918,0.0504096156198142
10,5,-0.0392849864033942,-0.1650109085899841,1.5956701242110114,-0.1599732942930342,0.1355669679236579,-0.1324258001714306,1.6776461355924592,0.7070895862660516,0.8555241623618675,0.7007861019337004
12,1,3.0876791943338064,1.038938908655789,2.6868461328407824,1.3501332453711383,4.00979388543005,0.1055317787089856,2.39619289663951,-0.9452046883741152,0.0786902773735441,0.266159507714318
12,2,6.393851843638519,1.1974820815502751,2.661053763565769,1.8348382014016968,1.8800841712761387,1.5050385743300254,2.4962333599567588,-0.1569924696010077,-0.6102001489368443,-0.4999089497227045
12,3,4.45905988851244,8.870783464667984,3.0605565349153534,8.43503146395428,4.255038394949504,10.218154486842128,2.614446477827549,-0.7458258141504743,-1.131998003759185,-1.075241995308065
12,4,3.759388636949913,5.149835006340344,2.978930767259654,5.383546889726291,4.476593828936799,2.492302542183776,2.5326241007002266,-0.822658059325956,-0.4049987453550245,-0.2841590576281999
12,5,5.030375820379757,2.0548589359167875,2.8114091142396624,2.492606985444976,4.16293599307144,0.3715278141553736,2.5053196872335297,-1.0138564648565918,-0.6189944948046364,-0.5030357597530594
13,1,-0.2296171883037151,-0.1682249146307989,-0.3460532499120908,-0.1801550479117221,-0.4568257891460233,-0.1340162704344174,-0.2415224801707273,0.7101372118575634,-0.9883570212519116,-0.8594921032135542
13,2,-0.2296158069348507,-0.1682247782967131,-0.3374700987390414,-0.1801548395221509,-0.4535687297475849,-0.1340162443563115,-0.2233043939808014,0.7104580145514067,-1.2521873972856798,-1.0971296655205507
13,3,-0.2296184479810671,-0.1682250802459198,-0.363262468014055,-0.1801558971676997,-0.4641240148351168,-0.1340162382051803,-0.2596951347242692,0.6963426960222995,-0.0444305647755413,0.1661015867429577
13,4,-0.2296184479810671,-0.1682250610169592,-0.363262468014055,-0.1801540231042931,-0.4737142452860743,-0.1340164536435568,-0.2596951347242692,0.6940970771653959,-0.117716780340477,0.1285798663786948
13,5,-0.2296178326730385,-0.1682251457912522,-0.363262468014055,-0.1801555953069452,-0.4324129226364317,-0.1340163599356182,-0.2506088074474983,0.693615873124631,0.5770365432151121,0.6695180016301482
14,1,-0.2296292284449392,-0.1682252918055988,-0.4921384828773918,-0.1801587341664097,0.1016995817713771,-0.1340164603490643,-0.5507301973992443,0.5834201477894408,-0.9297280487999632,-0.6968979816350833
14,2,-0.2296291216882942,-0.1682252331767205,-0.4577629624293289,-0.1801589034982729,0.1057558270407286,-0.1340164562014328,-0.5325575428457023,0.5255152615507164,-0.4225874370906087,-0.0902968357461707
14,3,-0.2296298524756112,-0.1682253273493948,-0.5436803056715536,-0.1801586298253872,0.1021821090896642,-0.1340164767745005,-0.6144253516094091,0.5131643578377474,0.351314999275111,0.585094130810557
14,4,-0.2296297751632062,-0.168225335364588,-0.5093047852234907,-0.18015866586752,0.368612583677665,-0.1340164986540211,-0.6053390243326381,0.3497153853245615,0.116799109467317,0.3349493283821391
14,5,-0.2296291216882942,-0.1682252258427147,-0.4319705931543155,-0.1801586731141881,0.1784063464003407,-0.1340164537352735,-0.5325575428457023,0.5513398784051059,-0.9766312267615216,-0.8438580530617781
15,1,-0.2296215996210422,-0.1682249712772704,-0.217177235048754,-0.1801557500991163,0.1973606226218087,-0.1340164058571347,-0.2687814620010403,0.3264571900209188,0.1754280819192655,0.3036812280785869
15,2,-0.2296206443426693,-0.1682243505465144,-0.1055104382873812,-0.1801567772034825,1.4322686619482512,-0.1340164216976223,-0.2415224801707273,0.2436900950093346,-0.2936036976963225,-0.0902968357461707
15,3,-0.2296142921733668,-0.1682235563306239,0.0233655765759555,-0.180155805186666,1.5840536615069591,-0.1340144576687443,-0.1414365852170947,0.1413540356733063,-0.835921692876851,-0.6374885910583338
15,4,-0.2296232652629818,-0.1682250143454757,-0.2945114271179292,-0.1801576147563558,0.0345076526998885,-0.134016452023229,-0.332476616211205,0.4605527160474383,0.0698959315057577,0.3412029484428497
15,5,-0.2296226739954093,-0.1682250935985795,-0.2085940838757045,-0.1801577737460545,0.5530737300716325,-0.134016453013769,-0.2960858754677371,0.1418352397140713,0.5359962624987421,0.6319962812658853
16,1,-0.2296296942340955,-0.1682254294725096,-0.6897226228809893,-0.1801587150083211,-0.2889665982968737,-0.1340165078970231,-0.6416843334397222,-2.486822033638327,0.6620485532704378,0.4631485396267038
16,2,-0.2296296942340955,-0.1682254295434291,-0.6983057740540387,-0.180159410036219,-0.2935958447566912,-0.1340165079867016,-0.6325980061629511,-2.488746849801387,0.6620485532704378,0.4631485396267038
16,3,-0.2296296942340955,-0.1682254296773026,-0.6897226228809893,-0.1801586698087461,-0.2911982871439519,-0.1340165081191812,-0.6416843334397222,-2.488746849801387,0.6620485532704378,0.4631485396267038
16,4,-0.2296296942340955,-0.1682254296870669,-0.6897226228809893,-0.1801596753479405,-0.2964005347942354,-0.1340165078419931,-0.6325980061629511,-2.487624040372935,0.6620485532704378,0.4631485396267038
16,5,-0.2296296942340955,-0.168225429561416,-0.6897226228809893,-0.1801589245342221,-0.2912887610161307,-0.1340165080580368,-0.6416843334397222,-2.489388455189073,0.6620485532704378,0.4631485396267038
17,1,-0.2296300641167241,-0.1682253218043087,-0.4491798112562795,-0.1801587762307314,0.5940131572325597,-0.1340164761650941,-0.6053390243326381,0.123709887511922,-1.3196107156054204,-1.284738267341864
17,2,-0.2296311331724062,-0.1682254149507052,-0.7670568149501644,-0.1801588864344266,0.7414252529692902,-0.1340165055613053,-0.932764827751081,-0.1606817005802061,0.7587863578161461,0.6413767113569507
17,3,-0.2296309968438727,-0.1682254047580765,-0.7756399661232138,-0.1801584500309484,0.1371201027293947,-0.1340165013382623,-0.8690696735409164,0.2821864182705365,-0.0971966399822948,-0.102804075867591
17,4,-0.2296310403719906,-0.168225406104777,-0.7155149921560028,-0.1801588392747888,0.71876154798849,-0.1340165020964534,-0.8872877597308423,0.0053336934837265,-0.0297733216625542,0.0035074651644859
17,5,-0.2296312068255559,-0.168225414012563,-0.7240981433290521,-0.1801591656435386,1.6056015220642208,-0.1340165037188193,-0.9964145503248618,-0.1300450433181665,0.7236089743449834,0.5194311201730977
18,1,-0.2296252528768356,-0.1682249295742662,-0.1656354122545923,-0.1801580353861309,0.6833410270304723,-0.1340163851271296,-0.3188016936596646,0.1270783157972771,-1.24046160279529,-1.2816114573115092
18,2,-0.2296299262989588,-0.1682253709577193,-0.5093047852234907,-0.1801587342403836,0.7304326774995608,-0.1340164924152496,-0.6508160923528769,-0.1765614339254519,0.7705121523065418,0.6382499013265959
18,3,-0.2296293303509435,-0.1682253251544863,-0.5093047852234907,-0.1801582241445231,0.1493039175161458,-0.1340164676313678,-0.5780346108659412,0.2345472182347991,-0.0532249106433335,-0.0527751153819078
18,4,-0.2296296094329821,-0.1682253271004055,-0.4405537443273649,-0.1801586350257983,0.7956794183192042,-0.1340164597580014,-0.6053390243326381,-0.006696407535399,0.1021418663543298,0.0848045259537222
18,5,-0.2296303578783332,-0.1682253535616178,-0.4491798112562795,-0.1801590315721946,1.6036864917697689,-0.1340164869652413,-0.7053794876498868,-0.1201001598090224,0.7089517312319962,0.4694021596874135
19,1,-0.2296304576568636,-0.1682254201830772,-0.6983057740540387,-0.1801590352029423,0.150299130110113,-0.1340165043384164,-0.7235521422034288,-0.1759198285377653,0.6620485532704378,0.4631485396267038
19,2,-0.2296305042485441,-0.1682254210942391,-0.7069318409829534,-0.1801587539831752,0.1362907589010886,-0.1340165070654586,-0.7326384694801998,-0.126837016379733,0.6620485532704378,0.4631485396267038
19,3,-0.2296304809527038,-0.168225421658512,-0.7069318409829534,-0.180158520605023,0.1429858254423231,-0.1340165060341556,-0.7235521422034288,-0.1226665813597696,0.6620485532704378,0.4631485396267038
19,4,-0.2296304576568636,-0.1682254224635516,-0.6983057740540387,-0.1801589630804677,0.2006327609989436,-0.1340165031827864,-0.7235521422034288,-0.1975740103721914,0.6620485532704378,0.4631485396267038
19,5,-0.2296305042485441,-0.1682254216055793,-0.7069318409829534,-0.1801598694829612,0.1350542826479778,-0.1340165051231034,-0.7326384694801998,-0.1363006958481118,0.6620485532704378,0.4631485396267038
20,1,-0.2280558299483052,-0.168161856888988,0.6247869792715277,-0.179984919205731,-0.1613984385247028,-0.1340073034507006,0.7134959482542886,0.7191196872851773,0.922947480681608,1.1010177858191683
20,2,-0.2281268157561908,-0.1681620014178785,0.6204954036850031,-0.1799829754131649,-0.1643991552853012,-0.1340100543494825,0.7044096209775176,0.7191196872851773,0.9434676210397902,1.1010177858191683
20,3,-0.2280558299483052,-0.1681619116758771,0.6162038280984781,-0.1799840313698611,-0.1606746475472721,-0.1340092359188541,0.7044096209775176,0.7191196872851773,0.8819071999652438,1.076003305576326
20,4,-0.2279814952836053,-0.1681616740653427,0.6204954036850031,-0.1799842126601524,-0.1640071018391929,-0.1340091091011984,0.7134959482542886,0.7191196872851773,0.914153134813816,1.06036925542455
20,5,-0.2280558299483052,-0.1681624509252167,0.6247869792715277,-0.179983626920401,-0.15405497589952,-0.134004501539108,0.7134959482542886,0.7191196872851773,0.9463990696623872,1.1354126961530755
21,1,-0.2296313198795239,-0.1682254294028748,-1.0162256935037886,-0.1801587726726541,-1.2552577111243264,-0.1340165081517916,-1.0691960318117977,-1.6387801124634347,0.6620485532704378,0.4631485396267038
21,2,-0.2296313118376722,-0.1682254294152086,-1.0076425423307394,-0.1801588420283597,-1.2494975412622733,-0.1340165081171431,-1.0691960318117977,-1.6482437919318134,0.6620485532704378,0.4631485396267038
21,3,-0.2296313033703258,-0.1682254297921614,-0.9990164754018246,-0.1801594445902389,-1.1928910552357097,-0.1340165080030068,-1.0509779456218715,-1.4932960908054762,0.6620485532704378,0.4631485396267038
21,4,-0.2296313118376722,-0.1682254291579968,-1.0076425423307394,-0.1801588925658654,-1.2385200447712403,-0.1340165074343635,-1.0691960318117977,-1.5162334834152758,0.6620485532704378,0.4631485396267038
21,5,-0.2296312945200339,-0.1682254299206389,-1.0076425423307394,-0.1801580003495701,-1.200445623562643,-0.1340165080906472,-1.0601097045350265,-1.578148403327042,0.6620485532704378,0.4631485396267038
22,1,-0.2296314344652733,-0.1682254294206047,-1.076350667471,-0.1801604617066679,-1.621767367320826,-0.1340165081517916,-1.232886217702827,-1.174418213125188,0.6532542074026448,0.4694021596874135
22,2,-0.2296314370182421,-0.1682254293088293,-1.0935598855729638,-0.1801572026294195,-1.5309919155680518,-0.1340165080702657,-1.242017976615982,-1.199440823244969,0.6444598615348527,0.4819093998088348
22,3,-0.2296314370182421,-0.1682254297710911,-1.0935598855729638,-0.1801589120956157,-1.5450304447344692,-0.1340165079907779,-1.242017976615982,-1.4296167560775714,0.6679114505156319,0.4631485396267038
22,4,-0.2296314382309023,-0.1682254290994111,-1.0935598855729638,-0.1801583470680556,-1.514902645298914,-0.1340165077910394,-1.232886217702827,-1.1476311881892682,0.6591171046478398,0.494416639930256
22,5,-0.2296314290189399,-0.1682254298178569,-1.0849338186440494,-0.1801587483826698,-1.5369330331744626,-0.134016508143639,-1.2147135631492851,-1.3606441769012516,0.6620485532704378,0.4631485396267038
23,1,-0.2296310985796791,-0.1682254305262815,-0.9990164754018246,-0.1801589304994642,-0.3700161087904219,-0.1340165083372631,-0.941851155027852,-2.48618042825064,0.6620485532704378,0.4631485396267038
23,2,-0.2296310985796791,-0.1682254305548035,-0.9990164754018246,-0.180158941647846,-0.3684026580698992,-0.1340165083821024,-0.941851155027852,-2.484897217475267,0.6620485532704378,0.4631485396267038
23,3,-0.2296310985796791,-0.1682254305612273,-0.9990164754018246,-0.1801591544853805,-0.3634567530574557,-0.1340165083291105,-0.932764827751081,-2.4898696592298384,0.6620485532704378,0.4631485396267038
23,4,-0.2296310893251672,-0.1682254305455531,-0.9990164754018246,-0.1801593052609667,-0.3724287453818578,-0.1340165083474538,-0.9373079913894666,-2.489709257882917,0.6620485532704378,0.4631485396267038
23,5,-0.2296310985796791,-0.168225430529108,-0.9990164754018246,-0.1801590140860944,-0.3693526337277771,-0.1340165083046527,-0.932764827751081,-2.488586448454465,0.6620485532704378,0.4631485396267038
24,1,-0.2296282930371734,-0.1682254052293317,-0.6167014642762714,-0.1801582231690946,-0.4125237497357824,-0.1340164068089499,-0.5325575428457023,0.339449699121574,0.6122139266862756,0.4694021596874135
24,2,-0.2296282193414743,-0.1682254071320825,-0.6210144977407287,-0.1801582383378904,-0.4204100555940384,-0.1340164041185944,-0.5325575428457023,0.3299860196531952,0.6004881321958914,0.4694021596874135
24,3,-0.2296283667328725,-0.1682254060811371,-0.612388430811814,-0.1801583677469261,-0.4184347093848002,-0.1340163984851528,-0.5325575428457023,0.3349584614077672,0.5770365432151121,0.4662753496570587
24,4,-0.2296282193414743,-0.1682254056538212,-0.6210144977407287,-0.1801580719791571,-0.4202441868283771,-0.134016402889591,-0.5325575428457023,0.3397705018154173,0.5946252349506963,0.4631485396267038
24,5,-0.2296282193414743,-0.1682254056335217,-0.6210144977407287,-0.1801586073049913,-0.4260797515839126,-0.134016407552874,-0.5325575428457023,0.3327128425508637,0.6004881321958914,0.4756557797481242
