f_id,i_id,ela_level.qda_mda_10,ela_meta.lin_simple.coef.min,ic.eps.s,ela_meta.lin_simple.coef.max,ic.eps.ratio,ic.eps.max,ela_meta.quad_w_interact.adj_r2,disp.diff_median_25,ela_meta.quad_simple.adj_r2,ela_meta.lin_simple.intercept,disp.diff_mean_10,ela_meta.lin_w_interact.adj_r2,ela_level.lda_qda_25,ela_level.lda_qda_50,disp.diff_mean_05,disp.ratio_mean_05,ela_level.lda_mda_25,ela_level.qda_mda_50,ela_level.lda_mda_50,ela_meta.lin_simple.coef.max_by_min,disp.diff_median_02,disp.ratio_median_25,ic.h.max,pca.expl_var_PC1.cor_init,disp.diff_median_10,ela_meta.lin_simple.adj_r2,ela_level.lda_qda_10,disp.ratio_median_02,ela_level.mmce_mda_10,ela_level.mmce_lda_50
3,1,-0.2170611183446339,-0.134109666360663,-0.4149616859479771,-0.1685196685556234,-0.4273827811399915,-0.2367688583277508,0.6555628862489268,-0.7875593282470211,0.955453743715342,-0.1809046276997395,-0.808644407388814,-0.4375332971319712,0.1580632228760681,0.0810693846174241,-0.7876128395656404,-0.7876946046907783,0.1801616566391997,0.3337951003182632,0.0638599505431693,-0.2992882645405753,-0.7569809477475486,-0.7889199427034655,0.6228629602866831,0.2205840029403357,-0.7855047060360663,-0.0193783599855304,0.1181550716308913,-0.7577884063577341,0.2994195499113246,0.0861811561637381
3,2,-0.558746681062042,-0.1341096670638326,-0.0550116711924392,-0.168515855341359,-0.2118278605612222,-0.2367626493161131,0.6996758706112544,-0.3164567502072785,1.1138877559998972,-0.1809008406955833,-0.5935683779625832,0.5844621616888591,-0.1912653620598002,-0.5868505768468938,-0.6612148060536482,-0.661318376054858,-0.1132234000957887,0.6830208885371517,-0.269104962984793,3.553369436457543,-0.7098261663609394,-0.3160379219467395,-1.4300784822222083,1.0246940879531434,-0.5563564854766828,1.04658168124762,0.5217359862195879,-0.7103092964085123,-0.0397666589725978,-1.4473350997420555
3,3,-0.6766220768023661,-0.1341096289948398,-0.1204385528481631,-0.1685174030730687,-0.0911515593700711,-0.2367428784889965,0.6903720411821089,-0.3204283773225913,1.0679692610767342,-0.1809002746836777,-0.3849843650373781,0.5003718846759638,0.082162736325579,-0.2329745340415855,-0.4167700376724211,-0.4165716527237546,0.0975256190873418,0.6577495530698988,-0.0595547957150418,0.9767316136940398,-0.4718992342298514,-0.3203271012733307,-0.7070376972326234,0.96606106092096,-0.3744166588520361,0.959205209822056,0.726528500769932,-0.4711220821360153,-1.5163962752345015,-0.6884669057531275
3,4,-0.4531180796843488,-0.1341096476441215,-0.2104260565370476,-0.1685187513406761,-0.2549388446769761,-0.2367637992845304,0.6836347853885898,-0.5217983223393994,0.9493718238579693,-0.1809029121171658,-0.6444411624404502,0.1306006281758815,-0.148047237989975,-0.1024333966668023,-0.6628850657821997,-0.66303389047073,-0.0545463887487911,0.7123837735562449,0.0310148470316788,0.360244857085591,-0.6664480029446647,-0.5219185296231369,-0.6440033723873763,0.6708018890803197,-0.6192274773991124,0.5789283257081611,0.2880976171659767,-0.6668614316436579,-0.0017544114252617,-0.5590002620716514
3,5,-0.0232555975559971,-0.134109633323919,-0.3740545600657913,-0.1685194390749649,-0.3325472296685728,-0.2367650925837028,0.6788224598217902,-0.9449878668816472,0.9895124949166282,-0.1809033284068467,-0.9098862854091244,-0.1791292021268939,0.0266170544779593,-0.1968683546929369,-0.8572671844617132,-0.8574588576029141,-0.1449578083897739,-0.2763271416768315,-0.187085136996924,-0.214105148580973,-0.8008532480945219,-0.9454749881240622,0.5771321755950365,0.4299876709124213,-0.8826789935512607,0.2522950003225788,-0.1552931871217995,-0.7998925227277994,0.5274930351953415,-0.0393405205357539
4,1,0.8236102326199429,-0.1341096221812279,-0.0386243010837912,-0.1685177826033591,-0.0911515593700711,-0.2367584891036781,0.5902756693926822,-0.7762359658331512,0.5836963924334431,-0.1809023973052806,-0.7736099045470706,-0.4843397852965387,-0.1752108682096497,-0.1981990492635258,-0.7615658162312051,-0.7619618884526941,-0.2061663394867191,-0.1044820604995151,-0.1643829838018358,0.6689196160166547,-0.655965240914857,-0.7749801098920419,-1.255807113532411,0.15776290254871,-0.7483336108117522,-0.0457064869687513,-0.895496087067626,-0.6561114444853425,0.6795420253846864,0.1564732951154534
4,2,0.0058305390552519,-0.1341095324445529,0.0840970765627665,-0.1685131938086284,0.0726787938530336,-0.2367038306337064,0.7118670953804791,-0.3595531295436501,1.021898718157137,-0.1808961617006594,-0.5424717308467493,0.2280872449048423,-0.1880401289202612,0.0678067953972201,-0.6134544062480458,-0.6132839724104346,-0.0546368001684323,1.362458793528138,0.2605853926746424,1.4041093362062955,-0.5487022314583407,-0.358929715212656,-1.789744923986257,0.7189647327138987,-0.531980188608512,0.6750259891969171,-0.1175716850790648,-0.548611572902199,-0.080702925562037,-0.569759262931608
4,3,0.1139084993054709,-0.1341096819547236,-0.1940795526880223,-0.1685184812792969,-0.2204845117173326,-0.2367592647935384,0.6579690490323266,-0.6206664866993098,0.9484595358793632,-0.1809022424767587,-0.6907247628400065,0.1270497911427075,-0.2902441835198813,-0.3873351042299126,-0.7407101407017265,-0.7408038773236031,-0.2287691943969647,0.3330730621620555,-0.1950773570106335,1.4475579661685136,-0.7083084600737957,-0.6227142437980412,-0.1916393940862005,0.7315289527922236,-0.6643401716031019,0.5739918018988074,-0.2612788606813148,-0.7089655480137231,0.416380311595436,-0.2685072388528265
4,4,0.2813834122144511,-0.1341095539432003,-0.005890427126118,-0.1685158295683536,-0.0350771324782512,-0.236758082985674,0.6752934210728041,-0.5778236154766822,0.9262605283999532,-0.1808998682628309,-0.7425489635292306,0.0929940359609013,-0.0540137740105207,-0.2912589562333849,-0.7548396351621741,-0.7545279926505819,-0.0727190840966289,0.7328415213154487,-0.0807965764823759,0.8098519010691814,-0.6818368387864027,-0.5776778608688292,-1.9528925882916008,0.6352032655250645,-0.7115485655378391,0.5394361352333299,-0.4838226703105922,-0.6825384962495323,0.7000101586794052,-0.4291749850281762
4,5,1.1705006829414693,-0.1341096252140291,0.0268025805719326,-0.1685157309724814,-0.0652677417341388,-0.2367637992845304,0.6829931419796833,-0.6754242392678754,0.8762367375730641,-0.1809002602366942,-0.7139505115290214,-0.0462956167495182,-0.0395360608063669,-0.2440636554631609,-0.7211184455073677,-0.7213613806103855,-0.1970347861029802,0.495772326694081,-0.0885763786884121,1.8418468870230036,-0.6487649599246863,-0.6752566905487878,-1.79468879260157,0.553535835015952,-0.6809954694632544,0.3911758701590683,-1.047556813295256,-0.6480489541166077,0.6503018349636586,-0.2914597740207342
5,1,-0.9653402539013944,-0.1341096791196251,-0.8976739446096955,-0.1685198021483265,-0.8153816381817763,-0.2367747183620108,0.7234166767407978,0.7679664576822308,1.1926486181528722,-0.1809046146261683,0.6719830801210399,1.475722257015553,-1.4637990152268805,-0.8271296598095852,0.6058351955944205,0.6058749391360899,-1.4340438296309053,0.5029927082561529,-0.4142128778516441,-0.4076538222393465,0.5862597073648715,0.7680521528492991,0.499266244903848,1.569143624680566,0.6874964547149749,1.963787805025573,1.0219048299142466,0.5864079045631683,-3.3146679861277115,-1.7148755877929729
5,2,-0.9267628516591064,-0.1341096791196251,-0.8976739446096955,-0.1685198021483265,-0.8153816381817763,-0.2367747183620108,0.7234166767407978,0.778106782231965,1.1926486181528722,-0.1809035306277876,0.5848445482926135,1.475722257015553,-1.4806418994000294,-0.7887169432052487,0.5186205524711457,0.5189555420652314,-1.4238273392114742,0.580491470355727,-0.4020785105883044,-0.4076538222393465,0.4647020224131629,0.778775101165777,0.5042101135191609,1.6005541748763787,0.5946790166400189,1.963787805025573,0.8564001081488952,0.464126800637341,-3.332212100380328,-1.6983784531410395
5,3,-0.9460515527802504,-0.1341096791196251,-0.8976739446096955,-0.1685198021483265,-0.8153816381817763,-0.2367747183620108,0.7234166767407978,0.779458825505263,1.1926486181528722,-0.1809044909082532,0.6215020552596139,1.475722257015553,-1.4923960823974611,-0.8209197518135032,0.5839863926587758,0.584145089868375,-1.4382027549343908,0.47868409033051,-0.4311000935616748,-0.4076538222393465,0.5448933871664386,0.7798473959974248,0.5215136536727586,1.5461092212036367,0.627989612360324,1.963787805025573,0.7980557779997529,0.5447517043247004,-3.332212100380328,-1.71057198744899
5,4,-1.0587220609164565,-0.1341096791196251,-0.8976739446096955,-0.1685198021483265,-0.8153816381817763,-0.2367747183620108,0.7234166767407978,0.7874020797358883,1.1926486181528722,-0.1809030650886153,0.62939321324793,1.475722257015553,-1.528877052798027,-0.8132017233040867,0.589132598308907,0.5892916331159924,-1.4867536872815983,0.7525772309184457,-0.4000339891894486,-0.4076538222393465,0.5100214380571797,0.7873534598189593,0.499266244903848,1.617306468314145,0.6285962622823826,1.963787805025573,1.0140733762029526,0.5098142460601773,-3.3175920051698142,-1.7033993202090192
5,5,-1.0225940175466943,-0.1341096791196251,-0.8976739446096955,-0.1685198021483265,-0.8153816381817763,-0.2367747183620108,0.7234166767407978,0.8149499614293333,1.1926486181528722,-0.1809046606455824,0.6938656529822567,1.475722257015553,-1.49210939500728,-0.833295211319981,0.5981158871192235,0.5984410433339779,-1.4004107815244595,0.7070888270773916,-0.4147173701448683,-0.4076538222393465,0.5293986648395513,0.8141608306101589,0.5079180149806455,1.6214945416735873,0.7017803028798077,1.963787805025573,0.867494667573229,0.529074639718824,-3.3439081765487395,-1.7033993202090192
6,1,-0.5373147909274372,-0.1339235233324157,0.7631717127109017,-0.1681103714951103,0.8917874920523567,-0.2295549356415849,0.6451361808541949,-0.0005856404830532,0.8088794751526628,-0.1798632520159022,-0.0878626787964568,1.1821325950453871,-0.1003854593723401,-0.3295829598663488,-0.1125570563019519,-0.1129256011143705,-0.0084365647318902,0.2447437277193733,-0.1735966062096668,-0.3606882186483813,-0.186711634227004,-0.0018555362739009,0.1865665549852768,1.173370692213324,-0.0882433456191499,1.3320773082219195,0.56180692437571,-0.1862474224406829,-1.4696119705608572,-1.0065746978458392
6,2,-0.3732077464681808,-0.1340160408456766,0.7467843426022539,-0.1682681662885379,0.8659467423326243,-0.2301908922848993,0.6209141421679713,-0.2917819604695917,0.6683871264473563,-0.1800138846340144,-0.2830149334436771,0.9861909514875082,-0.0315804857288369,-0.2017032116327435,-0.2935319549982291,-0.2936264529195783,-0.1549934759699229,-0.246242218501531,-0.1829429897472939,-0.3261265650598785,-0.3053750885846243,-0.291375140818838,0.2990395659836553,0.9870014277181688,-0.3078506174043402,1.0406578526763952,0.2039094897695633,-0.3053931134453346,-1.080717437961194,-0.6913359726491152
6,3,-0.3306501360580377,-0.1335180128834396,0.7631717127109017,-0.1682449216757333,0.8917874920523567,-0.2298802417214714,0.63053879330157,-0.1426346868839154,0.8088794751526625,-0.1797706199806329,-0.2606846353065273,1.0246045521191187,-0.0675597531965856,-0.2122156987403967,-0.3370489922502145,-0.3370861514550082,-0.091615070801594,-0.1870350896925392,-0.1769687389064812,-0.4501767743009924,-0.4050848621004712,-0.1433984540514236,0.30274746744514,1.0623867481881146,-0.2626827732074364,1.2022467320359125,0.2210081637058892,-0.4052784107913396,-1.3029428851609983,-0.7684421454788039
6,4,-0.7954159821198876,-0.1339475802353062,0.7999717795010199,-0.1680809592433454,0.9348984761681108,-0.227254243562463,0.6728872582894043,-0.0612585823722973,0.8259088507533058,-0.1793128943700365,-0.1301167517126171,1.1797115697954956,0.1283194061447623,-0.1565926656897757,-0.1804959993146472,-0.1804025014720114,-0.0393572702491061,-0.1930520743275997,-0.1537355411922095,-0.3295233946660998,-0.2110655258114055,-0.0619040468461843,0.2335333068307545,1.2068752790888573,-0.1373819893058915,1.3190777955239548,0.7579848398436302,-0.2108828096784872,-1.6216609607502075,-0.9000605893322704
6,5,-0.0186630496700102,-0.1340264009089381,0.6977039647955553,-0.1683651813890201,0.7883383573410274,-0.2324269674094926,0.5026913440769338,-0.0861023775191464,0.3572969257427494,-0.1804619642198366,-0.0396202803146947,0.6514438602691885,-0.1069075974989639,-0.1329063023332909,-0.0292697806485139,-0.0294372328752547,-0.0546368001684319,0.0028609453899576,-0.1128451132150913,-0.3756794484228334,0.0282026351315773,-0.0854945331424381,0.0530821023718133,0.6666138157208773,-0.0498589505507192,0.524132911424333,-0.0246384343717068,0.0283044045940097,-0.911124333519226,-0.3269644768585898
8,1,0.0046058596189889,-0.1340443597086683,0.6977039647955553,-0.1683197026681216,0.8012587322008937,-0.2320069692806197,0.7030444985080139,-0.9713527107109567,0.9510443518187466,-0.1804562103957047,-1.0658066127527308,0.0762082608949876,-0.1576512655610472,-0.2635805091651333,-1.0787797381914794,-1.0787602172504316,-0.2659282878694087,-0.1266245639565365,-0.1985025941593662,-0.3152868299913551,-1.0326740595819843,-0.9712100640836115,0.474546901827281,0.5870404218914855,-1.0225945255751243,0.483324314600341,-0.1503332664379797,-1.0337047434211386,-0.0222225447199814,-0.1985737332631094
8,2,-0.1126571964032037,-0.1340732582015275,0.738611090677741,-0.1682810317756924,0.8486765079366031,-0.2306291929205953,0.7118670953804791,-0.7976996527967555,1.0016763346313733,-0.1803023643940262,-0.9221987304972772,0.2532659075037131,-0.0819657945531939,-0.2681935836765085,-0.9608232876318952,-0.9603897225552488,-0.1883552898174457,-0.1591162809858607,-0.2020871446638537,-0.1333616721835514,-0.9401998625513588,-0.7974983013566503,0.3410624492138201,0.729434916112503,-0.8865946430481837,0.6681148558638218,-0.0151101656896324,-0.9400902719174832,-0.4257371725301644,-0.3187159095326233
8,3,-0.1050029499265595,-0.1340237084988846,0.738611090677741,-0.168325155844128,0.8702535339525796,-0.2298802417214714,0.7128295604938393,-0.8310782211062977,0.9940739348096576,-0.1802368963744801,-0.8793290353267091,0.2145295035054504,-0.1448936766979811,-0.2102196568845133,-0.9301717645052372,-0.9300823012081724,-0.1981197231386719,-0.1581535634442512,-0.174260411858646,-0.356430970429589,-0.9196578844323412,-0.831811735969382,0.4263441828279751,0.6435794122439481,-0.8445703484474014,0.6277999114207647,-0.0179816987171066,-0.9194861298640472,-0.4842175533722201,-0.2774730729027902
8,4,-0.0731612845837187,-0.1340716856920527,0.6977039647955553,-0.1683537470569608,0.8228357582168703,-0.2315464080369383,0.704327785325827,-0.9607898726383166,0.9238277604570042,-0.1804174529655604,-1.0170605233355448,0.0534506235460082,-0.1514158148246049,-0.2327971080988403,-1.0474510827424357,-1.0478809577647312,-0.2708105045300221,-0.3049679885397181,-0.2071055153701365,-0.2491667887144705,-0.9998845446806668,-0.9604871157671312,0.5301654237495561,0.5870404218914855,-0.9836034805846352,0.4510723590458955,-0.0802417557218956,-1.0010068658145983,-0.2298278967092787,-0.1587654300812706
8,5,-0.0122334826296289,-0.1340380222791736,0.6977039647955553,-0.1683700430789606,0.8228357582168703,-0.2315464080369383,0.7057714829958669,-0.9083981957980224,0.977804799191186,-0.1803999292056443,-0.9692098844702236,0.2379327475877344,-0.1773610236360092,-0.2686815050190578,-0.9933707812612336,-0.993556334595444,-0.2670132249051004,-0.2647745311775162,-0.2189212559219661,-0.3662503179641843,-0.9760247900269632,-0.9079446690163848,0.5511768653646385,0.7817858331055244,-0.9297219375072544,0.6482042098327607,-0.1094791829107277,-0.9754756463136016,-0.4695974581617062,-0.3068810085866711
9,1,0.8367755365597713,-0.1340871312432391,0.7058772167200679,-0.1684894880852359,0.7624545397050951,-0.23332217629267,-0.1182590648924102,-1.272435847133487,-0.0897241837741347,-0.1806071471633601,-0.9840967498949902,-1.2008018575810722,-0.3062986773700321,0.4821850846786423,-0.8627293851956244,-0.8626054008505314,-0.4617594228117774,-1.615707921441211,-0.1917583287657375,-0.4141245316419367,-0.8682323481446993,-1.2725249117766744,0.2953316645221707,-1.1970788292306829,-1.0710713693468932,-1.1764995408980825,-0.8798331796450374,-0.867975774730458,0.6503018349636586,1.243491015333054
9,2,0.970877934830582,-0.1340986208435606,0.6977039647955553,-0.1684808343057627,0.7538409564651845,-0.23332217629267,-0.0776751192790691,-1.3093635290354355,-0.0438056888509718,-0.1806140549234048,-1.1008411155944742,-1.2059667114475072,-0.3295920278222595,0.4404456316478336,-0.9831235121157968,-0.9832632481002116,-0.4726087931686953,-1.5658872886629132,-0.1876427337420666,-0.2846956184174542,-0.9369526770067718,-1.308982936052704,0.3175790732910786,-1.1949847925509611,-1.143483310043517,-1.1534624297877645,-0.9500552145896428,-0.936506942864712,0.6503018349636586,1.2155176130971672
9,3,0.8101387588210489,-0.1340953381113848,0.7058772167200679,-0.1684841089236517,0.7624545397050951,-0.233159249731644,-0.1453684989187131,-1.275646949907569,-0.1055371754033037,-0.1806060901363649,-0.9950660191553442,-1.1899879447982238,-0.3151859864656509,0.4823181541357013,-0.8643093606145242,-0.8637490771277794,-0.4536223950440891,-1.614745203899601,-0.19199729879937,-0.3553925110928299,-0.8845035713626832,-1.2757417962716178,0.2792640915224011,-1.272464149700633,-1.0665490699279117,-1.1679428996285357,-0.8676944263925312,-0.8836528393363325,0.6503018349636586,1.2381115149030757
9,4,0.8790269771108487,-0.1340978169168453,0.6977039647955553,-0.1684892079828765,0.7538409564651845,-0.23332217629267,-0.0520093829228058,-1.2973641449849167,-0.0710222802127141,-0.1806160070653221,-1.030548247273021,-1.154640976149809,-0.3068003803028491,0.4717169540566757,-0.8720738112445465,-0.8717548110685168,-0.4622114799099824,-1.5938060973695922,-0.1838723176558647,-0.3386443004875736,-0.8990453153232244,-1.296115398072928,0.2879158615992014,-1.2201132327076116,-1.0946755663142616,-1.1590571567716987,-0.9035885892359636,-0.8988819878106116,0.6503018349636586,1.2191039467171527
9,5,0.9252586258297814,-0.1341021855834489,0.7058772167200679,-0.1684812354045665,0.7624545397050951,-0.233159249731644,-0.0882622355260276,-1.332770778204406,-0.054144952608505,-0.1806086790901764,-1.1027999136766802,-1.183370475781854,-0.3068003803028491,0.4709628938000084,-0.9880440069917992,-0.9884097913478278,-0.4671841079902362,-1.6130604482017843,-0.1922628210589617,-0.190353779715639,-0.9302112374522484,-1.3325734223489554,0.3262308433678788,-1.115411398721573,-1.154568458619314,-1.1422729758198955,-0.927082950369846,-0.930684033153958,0.6503018349636586,1.179295643535314
10,1,-2.0537741028802325,-0.1254661234078619,1.4994999785902483,-0.1477740499617001,1.590219889060529,0.0653621691064899,0.6948635450444548,0.7370384678055408,0.5821759124691002,-0.1411205478886709,0.6485894344535498,1.3537025844210258,0.8733482613783188,-0.3521160545949897,0.6328753463350215,0.6327513316514211,0.5156784349268868,0.1595432252869225,-0.1900058818524325,-0.3450858942078249,0.6327438743455335,0.7369556027315084,-0.6304077336952633,1.0854211516650485,0.6526416591930662,1.2052086463215252,2.9468761521503706,0.632543266117601,0.439772463932258,-1.3609044595004052
10,2,-2.087146617518402,-0.1041904511218357,1.4953929194981808,-0.1526353441139308,1.5815632379044189,0.0325454501214011,0.6964676535667215,0.7070400076792435,0.4549117394535792,-0.1459642753706402,0.7411006695931698,1.3280397167721767,1.3974128106296673,-0.3243488945553654,0.7606276444917849,0.7608430747032147,0.7172959007262781,0.5489624708680124,-0.1325203126508345,-0.4460570725815258,0.7446305936535813,0.7069313474453678,-0.6464753066950327,1.0079417945153772,0.7374071983025179,1.039999649501815,2.75239505165323,0.7445222990167095,1.1239929197843088,-1.2210374483209725
10,3,-1.305801137182538,-0.1318732759062816,1.466766104632575,-0.1584695321935988,1.529838670548754,-0.0462274535734283,0.7048090178825068,0.8864392495049606,-0.3967090885750154,-0.1584816598401675,0.9349097484125914,1.2048902323943669,2.3343072017420337,1.7696764382092105,0.9000266185935817,0.9003715805274886,2.218758346704078,-0.6402343724052671,0.6189873386714874,-0.2380338888444645,0.8803770676153326,0.8860045843305681,-0.4610802336207786,0.1766092326661933,0.9192918749342502,-0.0231630282393683,0.8805470904253858,0.8802408868904303,0.9368557010897304,-0.1132189931074549
10,4,-2.2445179250782124,-0.1303138587266184,1.5854008563168769,-0.141211838029804,1.6246742220201726,0.126540901862854,0.6908532737387888,0.5766523345105756,0.6042228719520757,-0.1311860368617807,0.5250172582960899,1.3570920197708738,-0.3572573609747512,-0.5147269311209685,0.5353682919114847,0.534967009946705,-0.1495687907914641,0.2043095909717696,-0.2930019663480438,-0.0931445482979513,0.5737298066221723,0.5771836728159708,-0.7824316936161527,1.127301885259461,0.5031300284020943,1.2537511304468385,3.443129268989382,0.5738662528784685,-0.2239798586250729,-1.589353911093481
10,5,-1.3823436019489828,-0.1325189923611165,1.4422054825994144,-0.1653051812889741,1.5126115040689323,-0.0462274535734283,0.7072151806659066,0.9160996988129336,-1.2807161398441194,-0.160716749764495,0.9206944709017244,1.1572767358131686,1.9475659123875104,3.281522896341088,0.8745213011170548,0.8746388642894043,2.124820881697097,-0.4034058571693008,1.4345124067813622,-0.3675270573679021,0.7886087804857035,0.9160288396167086,-0.2472579160084756,-0.987675161258597,0.9233729744099168,-1.03366945201411,1.042788706477698,0.7888659960447566,0.8432870917424419,0.7697363441329715
