f_id,i_id,ic.eps.max,ela_meta.lin_simple.coef.min,ic.eps.ratio,disp.diff_median_25,nbc.dist_ratio.coeff_var,disp.diff_mean_02,ela_level.lda_qda_50,ela_meta.quad_w_interact.adj_r2,disp.ratio_mean_10,ela_level.mmce_lda_50,nbc.nb_fitness.cor,ela_level.lda_mda_50,ela_level.qda_mda_10,ela_meta.quad_simple.adj_r2,disp.diff_median_10,pca.expl_var_PC1.cor_init,disp.ratio_mean_02,ela_level.mmce_lda_10,ela_meta.lin_w_interact.adj_r2,disp.ratio_median_05,ela_level.mmce_mda_10,ic.h.max,ela_level.mmce_lda_25,disp.ratio_median_25,ela_level.mmce_mda_25,ela_level.lda_qda_25,disp.ratio_median_02,ela_distr.number_of_peaks,ela_level.qda_mda_50,ela_level.mmce_qda_50
3,1,-0.2365101567668225,-0.1341070382180769,-0.3845738767098625,-0.8436569233040355,-0.7393925626195498,-0.8531474293982065,0.0459380812910631,0.655458686738713,-0.8710046146610935,0.0863526865942605,-0.316202466495429,0.0495962647684756,-0.1589964631852921,1.011622281969502,-0.8434612848521857,0.2304339080285302,-0.853866105935621,0.5807697031425813,-0.465163378327998,-0.8179308336164749,0.2648357775408003,0.6331685230105649,0.2697251749362725,-0.8450456019006004,-0.0729213727811657,0.1056039409205281,-0.8154408751588523,-0.534280673143474,0.338504739953545,-0.1284444707607105
3,2,-0.2365039481109768,-0.1341070389212463,-0.1658187348905532,-0.3639497153592249,-0.4854652792974738,-0.7895516666379225,-0.6156135352091021,0.6995694461914629,-0.6515482577056582,-1.4419754917048162,0.8408605529182578,-0.283498496935582,-0.4894676777414724,1.1729617048344243,-0.6097380976173205,1.0360039981599285,-0.7898723838638121,0.228578639988079,0.5348061222251859,-0.6742538691296094,-0.0730153530314732,-1.425744783020267,-0.8004632629075378,-0.3635282631548427,-0.6574109013837001,-0.2363569647350923,-0.7669410934117952,1.295914824220341,0.6857816746744069,-0.9359665988103012
3,3,-0.2364841784167783,-0.1341070008522666,-0.0433508213285744,-0.3679938837490736,-0.449970067650302,-0.5484672622487613,-0.2651115564311554,0.6902660860159738,-0.4393346848081588,-0.6856746438842262,0.1454913520822021,-0.0738666102235864,-0.6034743243401545,1.126201142737297,-0.424165824527592,0.9772645124211812,-0.5480137577983047,-1.4232909482587004,0.4525281516332387,-0.4573073769362966,-1.5438327749193883,-0.7006007227986922,-0.9949080414894228,-0.367895767361153,-0.9831302911969528,0.0313042693798426,-0.5226120042332226,-0.1420959237083708,0.6606513658214151,-0.445200476159684
3,4,-0.236505098013498,-0.1341070195015419,-0.2095697632544151,-0.5730418257279942,-0.572838107967441,-0.7667433732180543,-0.1358150756661146,0.6835291700268266,-0.7036963029227921,-0.5566460020774051,0.2346970380467772,0.0167383524695984,-0.3873058775426534,1.0054288300361076,-0.6738643150536007,0.6814692449510583,-0.7668158222349996,0.1662439385448042,0.0907261734640436,-0.6960057601674616,-0.0351527263294082,-0.6373830354973229,-0.3833717912929595,-0.5731684650577573,-0.3482407646325523,-0.1940503528946453,-0.7225592176621293,0.1847247008208819,0.714980700198835,-0.4345048188345248
3,5,-0.2365063912385611,-0.1341070051813443,-0.2883303557735749,-1.0039608745867588,-0.7858093778504667,-0.8869141048357637,-0.2293496348060305,0.6787170871774355,-0.974576426689566,-0.0387443345480868,-0.3788640215144477,-0.2014466852207626,0.0284482310925407,1.0463056127965102,-0.942575666538788,0.4402177856669154,-0.8863335090455817,0.587003173286908,-0.2123283861634927,-0.8906279431377169,0.4920115377531913,0.5873047106546728,0.3246446925510036,-1.0044595054309446,0.3317830884648621,-0.0230699000668349,-0.8584501155760544,-0.6650089229551751,-0.2682127166401042,0.0340472462946068
4,1,-0.2364997881369324,-0.1341069940386571,-0.0433508213285744,-0.8321267410861694,-0.4936564819852825,-0.7429321092406349,-0.2306676417455312,0.5901747627486434,-0.8355149727772119,0.1564070184339747,0.2655926658686545,-0.1787356787409406,0.8475193596430723,0.6330475325407722,-0.8055480650696829,0.1674987447370147,-0.7428181764580722,0.4373998898230488,-0.5109610970835924,-0.7904547607265557,0.6434620445614522,-1.250966471069426,0.7907184366327725,-0.8308512132300897,0.8237472476747174,-0.2206410757595367,-0.7115781350024174,0.6422735751618357,-0.097326616439763,0.1973617062210906
4,2,-0.2364451327990283,-0.1341069043020131,0.1229118279183092,-0.4078332446958807,-0.3871708470437665,-0.6373601712939482,0.0328019454607039,0.7117600560765862,-0.5986759340827309,-0.5673686038896063,0.3909157759066923,0.2463984250129224,0.0565797412922157,1.079285744341835,-0.5848751255937795,0.7297195368078861,-0.6374167518692119,0.0758586214520555,0.1861117670101777,-0.646205378054485,-0.1137904894798514,-1.786457469386895,-0.3677865227806711,-0.4072033052179502,-0.3610288238169066,-0.2331997548962532,-0.6017673084053072,1.295914824220341,1.361427978407689,-0.5426955063928746
4,3,-0.2365005637823437,-0.1341070538121321,-0.1746039064201598,-0.6737158047944392,-0.5564557025918173,-0.792077666560644,-0.4180003614132631,0.6578647281634086,-0.7514986777051637,-0.2671357531479723,0.2303455411704565,-0.2094420220048871,0.161110510771007,1.0044998122460982,-0.7198776886175287,0.7423065694661891,-0.7922250942340999,0.4467500950395407,0.0872518637653434,-0.7652683605774642,0.3813361673933086,-0.1837031619227996,0.0960607543707723,-0.6758048139060607,0.236248763969982,-0.3332482266781397,-0.7655684580793315,0.0539964510091808,0.3377867311291734,0.0669569611412534
4,4,-0.2364993820421999,-0.1341069258006531,0.013556110669176,-0.6300904138656466,-0.4472396667543706,-0.7896259607532968,-0.3228402603812961,0.6751882264212156,-0.8036467229222974,-0.4272599402101767,0.4435688881101733,-0.0951166747661101,0.3230887852891345,0.981893712689209,-0.7680286027626659,0.6458059857525321,-0.7894018417897558,0.5994701135755633,0.0539300752914453,-0.7795788152076297,0.6638496127856405,-1.9500797188727903,0.4997934244033887,-0.629946019739798,0.3979801007132827,-0.1020001460378182,-0.7385732965408739,1.295914824220341,0.7353242835560179,-0.1819227573865113
4,5,-0.236505098013498,-0.1341069970714573,-0.01708272138184,-0.7294737008927776,-0.4663524730259195,-0.7435636092213151,-0.2760949475936633,0.6828875589802412,-0.7739513082847618,-0.2900106370140021,0.6911690603728246,-0.1028995109048094,1.1830246339191943,0.9309525705370406,-0.7368655111313502,0.5639902734735629,-0.7432887185321286,0.431166419678722,-0.0823576187984785,-0.7372198695023384,0.6143369470983251,-1.7914157193713158,1.1744129042924485,-0.7293067404333663,1.156989025243471,-0.0878277818723617,-0.703342323007635,0.5769094502559852,0.4995780528874801,-0.1235080135337136
5,1,-0.2365160164652878,-0.1341070509770346,-0.7783331319846191,0.7402803473413586,0.5138614486152063,0.552868704057841,-0.8536016549183193,0.7233090549151244,0.6420129750415624,-1.7086108567682192,0.2695090130573442,-0.4286630003416963,-0.8827165782169266,1.2531669073718814,0.658948488398361,1.5814420800197295,0.5530546954960318,-3.536437327185713,1.4068578565989511,0.5873558110658087,-3.335026268901702,0.5092122734000393,-2.711514044771485,0.7403584249902005,-2.0182108463540813,-1.4820516467038138,0.5576520024158568,-0.6650089229551751,0.5067581411311917,-1.1914282603073956
5,2,-0.2365160164652878,-0.1341070509770346,-0.7783331319846191,0.7506058836558656,0.5111310477192756,0.4282774725753686,-0.8155551879313925,0.7233090549151244,0.5529267311289584,-1.6921695339895106,0.2869150005626272,-0.4165239009717796,-0.845405312057358,1.2531669073718814,0.564277941077957,1.6129096616654874,0.4283610458708177,-3.586305088340333,1.4068578565989511,0.4957689014327474,-3.352501327379578,0.5141705233844597,-2.711514044771485,0.7512771855059762,-2.032503383089536,-1.4985392980844192,0.4327421871616425,-0.6650089229551751,0.5838244216136985,-1.174150660012906
5,3,-0.2365160164652878,-0.1341070509770346,-0.7783331319846191,0.7519826218311332,0.5029398450314669,0.4882699707400058,-0.847450955867315,0.7233090549151244,0.5898649298244285,-1.7043218160433384,0.2438351814870517,-0.4455568016530026,-0.8640609451371423,1.2531669073718814,0.5982535861056005,1.5583658534795075,0.4881198892761082,-3.6237059092062975,1.4068578565989511,0.5678935927687828,-3.352501327379578,0.5315243983299341,-2.697413087546081,0.7523690615575538,-2.017458607578529,-1.5100455739415224,0.5151003071094769,-0.6650089229551751,0.4825851773773618,-1.1881372888227308
5,4,-0.2365160164652878,-0.1341070509770346,-0.7783331319846191,0.7600709586108305,0.505670245927403,0.4728167947421798,-0.8398065156182095,0.7233090549151244,0.5978319922881579,-1.697173414835205,0.2668981149315511,-0.4144785822595618,-0.9730335320158824,1.2531669073718814,0.5988723478527929,1.6296923718765577,0.4725920008322144,-3.636172849494953,1.4068578565989511,0.5581624836202699,-3.3379387786480144,0.5092122734000393,-2.724130690710004,0.7600121939185968,-2.016706368802979,-1.5457571252297275,0.4794117884654146,-0.6650089229551751,0.7549498580888301,-1.174973402884072
5,5,-0.2365160164652878,-0.1341070509770346,-0.7783331319846191,0.7881219989319083,0.505670245927403,0.4747484417419081,-0.8597084204046735,0.7233090549151244,0.663741327215367,-1.697173414835205,0.2673332646191831,-0.4291676893745812,-0.9380912351362862,1.2531669073718814,0.6735175149913406,1.633888049429326,0.4744741691284438,-3.6766904054330816,1.4068578565989511,0.5753350291764695,-3.364151366364829,0.5178892108727751,-2.711514044771485,0.7873090952080407,-2.0189630851296294,-1.5097649330669594,0.4990862282307302,-0.6650089229551751,0.7097153021534458,-1.1770302600619875
6,1,-0.2292966474565424,-0.1339208952542621,0.954181366831684,-0.0423092591623279,-0.2861460138941239,-0.2352432718312873,-0.3607988602389227,0.6450325072316996,-0.1351377543748801,-1.002706237464974,0.3404384121413723,-0.1879528942362601,-0.4687391965417116,0.8623600903746982,-0.1322790330566612,1.1849505512831815,-0.2351032785501281,-1.3858901273927362,1.1195956137836889,-0.1562154115176079,-1.497232618978385,0.195602961885411,-1.270989940849962,-0.0436085800425794,-1.1441093891647036,-0.147393807498464,-0.231613313750879,1.034458324596939,0.2499503182810988,-0.6480065939021444
6,2,-0.2299325676579441,-0.1340134127354985,0.9279569742059928,-0.3388242436605909,-0.4991172837771553,-0.3392550333551163,-0.2341383933528836,0.6208116902230986,-0.3335900375623042,-0.6885340043674791,0.2381782355478339,-0.1973029226349705,-0.3100182547835468,0.7192913507132886,-0.3562707855402314,0.9982429001850196,-0.3390930769168144,-1.061749679887707,0.9278768876826832,-0.353699685413896,-1.109868822718802,0.3084031490309878,-0.8383132007230955,-0.3384151139685563,-0.6649332891392025,-0.0800399976032247,-0.3533203132293435,1.16518657440864,-0.2382956822913051,-0.4756419623928321
6,3,-0.2296219348955736,-0.1335153849456516,0.954181366831684,-0.1869528137013819,-0.452700468546238,-0.4696783528944609,-0.2445506481749409,0.6304358559218803,-0.3118616853884995,-0.7653793173549217,0.2059771586630606,-0.1913263419823857,-0.2688574135440225,0.8623600903746979,-0.310201160908377,1.0737650961348333,-0.4694332314307178,-1.283037870011333,0.9654626016958952,-0.3828930128594336,-1.331219563438561,0.3121218365193032,-1.07431869533775,-0.1877362188508327,-0.9146765626218814,-0.1152604273609437,-0.4553528729424924,1.034458324596939,-0.1794189586928677,-0.5426955063928746
6,4,-0.2269960872128543,-0.1339449521488254,0.997932395195546,-0.1040903847774624,-0.3762492434600217,-0.2526280948288417,-0.1894579581038023,0.6727821849965201,-0.1778701803166993,-0.8965524795241822,0.2581951211789096,-0.1680840838890006,-0.7183693344188261,0.8797017557882021,-0.1823987345792281,1.2185159717053229,-0.2525133352902524,-1.5853611720112148,1.1172267662618476,-0.2449402302246351,-1.648683125786652,0.242706336737411,-1.2227498240262118,-0.1047536389309304,-1.0801690932429335,0.0764874501845656,-0.2567782948460506,1.4266430740320422,-0.1854023655626279,-0.6628159655831347
6,5,-0.2321685146498175,-0.1340237727951739,0.8491963816868329,-0.1293879487480047,-0.4117444551071935,-0.010540719882129,-0.1659974345806857,0.5025948548897294,-0.0851625443751281,-0.3253952229942653,0.1568052439606362,-0.1271777096446426,0.0328900484924895,0.4024962843201678,-0.0931282897797743,0.6772735673982899,-0.0111252512988024,-0.8466949599084097,0.6003442369961227,-0.0692078473661991,-0.9409432574326588,0.0617302123060415,-0.5548097449281332,-0.1287749120656393,-0.5039541911714519,-0.1537783873947836,-0.012449205667478,0.6422735751618357,0.0094173621167531,-0.240337501239309
7,1,-0.2364963021408677,-0.1341069935148468,-0.1746039064201598,0.1612758985053711,-0.2397291986632066,0.1154992468501395,0.0765597758521347,0.7148077085478671,0.1531250511309381,-0.7600180164488203,0.4174599068522488,0.0360493486226168,-1.499536954489796,0.516146127297954,0.1315947265868415,0.9206228654588164,0.1154505666226411,0.7210227813899426,1.160655637495601,0.1402972084194282,0.2881358555113018,0.1150313996385672,-0.4204795734650767,0.1605722416024473,-0.7574586585318817,0.7127003128200129,0.0904984442673133,-0.534280673143474,0.2185972662835574,-0.6895551088960359
7,2,-0.2365005637823437,-0.1341069209640705,-0.2183549347840217,0.0959668813161136,-0.3571364371884674,0.0245632496321633,0.3248283496894592,0.7117600560765862,0.0495532391024654,-0.4201115390020426,0.3034506886926452,0.0882713822358686,-1.2205908217730204,0.2792465908456201,0.0320303363568266,0.641610308199765,0.0241654042555035,1.0887975199052695,1.0349487956699004,0.0401240260082683,0.9405380386853476,0.1980820868776212,0.3476515174977151,0.0961515545593636,-0.3535064360614042,1.258687134283296,0.0031073281004463,-0.534280673143474,-0.2287222312996893,-0.5998761359389231
7,3,-0.2365013044170182,-0.1341069436081633,-0.2183549347840217,0.1183388766642122,-0.3871708470437665,0.0618588955499933,1.3930290405903103,0.7104768339834154,0.154573607942525,0.3490564309931897,0.2081529071012217,0.3014360921780586,-1.1095453867743046,-0.5341084843073928,0.1246758452318742,-0.2268949452231486,0.0618087701800972,0.7241395164621128,0.9188752670996874,0.0933589172324844,0.6580245932930158,0.2811327741166725,0.7120499384278894,0.1190809516424949,-0.1496497278872898,1.1854398660222232,0.0566401060665381,-0.534280673143474,-1.0376788400912211,-0.619621964846911
7,4,-0.2365056344188744,-0.1341069966291739,-0.2970718199821388,-0.2383223568660552,-0.5591861034877533,-0.3331257688367479,0.608683110893309,0.7030983069476828,-0.2474009072728772,0.0084351134255983,0.0123355476667874,0.1340121461636507,-0.8880467590968644,-0.0332130591941247,-0.2634002723934776,0.2367274243576823,-0.3334465720281261,0.0322243304417637,0.8061181250600519,-0.2964578668932315,-0.2011657818692326,0.5092122734000393,0.0671166842765221,-0.2390543932749856,-0.3805870319812127,0.708841500794765,-0.3464571365670248,-0.6650089229551751,-0.5398593885272019,-0.5040265914480648
7,5,-0.2365039481109768,-0.1341069369861419,-0.2708474273564474,-0.0997880779797508,-0.4472396667543653,-0.2070115079891049,0.1447007346243326,0.7053439456107317,-0.1039937829257607,-0.4844471498752504,0.2377430858602019,0.0107086466556574,-1.1743959208135548,0.4580825154223818,-0.1350353353850628,0.7234260204787354,-0.2068707541066836,0.6836219605239844,0.9733587601020324,-0.193995011741244,0.3638611089154319,0.2922888365816186,-0.1555300087561705,-0.0982023826214625,-0.4851482217826959,0.839900789215918,-0.2284104979751293,-0.6650089229551751,-0.1432791811995184,-0.5607958495585301
9,1,-0.2330636722352778,-0.1340845031084535,0.8229282817400985,-1.3373896514093857,-1.0643102692359692,-0.810131136596566,0.4432293064212923,-0.1183242354433405,-1.0499013808920916,1.239747221526702,-0.2600681567908913,-0.2061216994201178,0.8602525695229251,-0.0527224327843168,-1.134729314575924,-1.189802943583336,-0.8101056930482816,0.431166419678722,-1.2119820403804311,-1.0302979803281351,0.6143369470983251,0.3046844615426725,0.8033350825712933,-1.3374817011621387,1.3096934966801708,-0.3489641156536957,-0.927996972420892,-0.534280673143474,-1.6001190858486476,0.1928366204296767
9,2,-0.2330636722352778,-0.1340959927047978,0.8141868175315349,-1.3749918128213818,-1.0697710710278416,-0.9312676917141396,0.4018878220856136,-0.0777423367468109,-1.1701315962538166,1.211868456814979,-0.2657251027301086,-0.2020044994150038,0.989953637601426,-0.0059618706871895,-1.2085869667635,-1.1877051048069518,-0.931505548155092,0.431166419678722,-1.2170355817603586,-1.0995605807381377,0.6143369470983251,0.3269965864725646,0.8040772382147355,-1.3746054869157809,1.3239860334156248,-0.3717661867119796,-0.9980013743765496,-0.534280673143474,-1.5505764769670365,0.2199871351781601
9,3,-0.2329007550103529,-0.1340927099737583,0.8229282817400985,-1.340659404575646,-1.0315454584847334,-0.8292247242477259,0.4433611071152425,-0.1454323021615756,-1.0614898353847897,1.2343859206206012,-0.2265616308432218,-0.2063607626462212,0.8344900286032231,-0.0688254078111424,-1.130116727005946,-1.2653251395331544,-0.8293979180846343,0.431166419678722,-1.2014011881162074,-1.0383118349210283,0.6143369470983251,0.2885701490933032,0.8033350825712933,-1.3407573293168713,1.2908875272914146,-0.3576639827651637,-0.9440110512996364,-0.4035524233317729,-1.599161740749486,0.2134051922088309
9,4,-0.2330636722352778,-0.1340951887783609,0.8141868175315349,-1.362773261515882,-1.0697710710278416,-0.8483554589565733,0.4328609851638854,-0.0520778948833929,-1.0977037556744649,1.2154426574190458,-0.2748632461703812,-0.1982326129587058,0.9011172896024529,-0.0336775680891292,-1.1588047716484922,-1.2128791701235582,-0.8482196010469316,0.431166419678722,-1.166816014297328,-1.0365945803654086,0.6143369470983251,0.2972470865660418,0.8033350825712933,-1.3615029742968476,1.3021711089246684,-0.3494552371841816,-0.9595675850675608,-0.534280673143474,-1.578339484842722,0.2068232492395016
9,5,-0.2329007550103529,-0.1340995574434522,0.8229282817400985,-1.3988265924807026,-1.0752318728197143,-0.9025901631797127,0.4321141145648347,-0.0883289190154708,-1.1715801530654033,1.1757690307139017,-0.2182937867782124,-0.2066263884530027,0.9458315847619362,-0.0164907389739598,-1.2198934314167391,-1.1079872313043695,-0.9028024816375902,0.431166419678722,-1.1949263382231752,-1.1218848899611964,0.6143369470983251,0.3356735239453032,0.8048193938581778,-1.3986267600504871,1.3164636456601224,-0.3494552371841816,-0.9920532879358724,-0.534280673143474,-1.5974863868259537,0.1940707347364261
10,1,0.0656035578008221,-0.125463498257198,1.6629829921830803,0.7087874615821117,0.2572037643971997,0.601457055512544,-0.3831171110811385,0.6947573633420718,0.6173875092445823,-1.3558372571467998,0.7721069022723898,-0.2043685690953596,-1.9354273020047568,0.6314991695574238,0.6233978134687737,1.0968413226750602,0.6010499870498863,0.8332252439878376,1.2874679414981605,0.5982317565847348,0.4046362453638101,-0.6237478480401638,-0.9637375044648456,0.7086940194944463,-1.2170765503930767,0.8058029229564528,0.6047791488304501,0.5115453253501346,0.1652252770052996,-0.9470736275710454
10,2,0.0327887192961419,-0.1041878333356468,1.6541978206534738,0.6782410833183615,0.2626645661890725,0.745699080511483,-0.3556146996102192,0.6963613909585357,0.7122679804035321,-1.2164434335881853,0.7951698357168896,-0.146860581927155,-1.967704508444384,0.5019011878511472,0.7098557048718994,1.0192212879488582,0.7455064037855105,1.5251404300081868,1.262358157766645,0.7293155209970532,1.086163526000983,-0.6398621604895331,-0.4034099936659022,0.678121490050272,-0.9146765626218814,1.3188144416585252,0.7191654265357738,0.6422735751618357,0.5524713696161572,-0.8421739114973585
10,3,-0.045979670513488,-0.1318706485378117,1.601705328081048,0.8609170299491835,0.2408213590215769,0.8657955180138187,1.7184449539530893,0.7047023345641463,0.9099959851851628,-0.1123728669918683,0.7298973825720784,0.604940139006652,-1.2120033081331194,-0.3653369191223968,0.8953717268937015,0.1863792937244649,0.8659651747442073,0.6493378747301828,1.141862780488995,0.8792890855211923,0.8997629022369694,-0.4539277860737432,1.382958640099737,0.8604647906637449,-0.6882526911812598,2.2359488197320325,0.8578015951146273,0.1193605759150313,-0.6300891641231807,-0.8331237399145307
10,4,0.1267787848621647,-0.1303112318979334,1.6979488490173356,0.5454718955409906,0.33092458858748,0.5565091157111751,-0.5441775590881517,0.6907472943009129,0.4913630666365099,-1.583513835625872,0.8765428273040878,-0.3074048195459209,-2.119910784682625,0.6539504328159782,0.470901168319864,1.1387980982027326,0.5568190320884906,0.0197573901531084,1.290784328028738,0.5066448469516734,-0.2565034670491736,-0.7762140350611129,-2.010176961718502,0.5460044878093719,-1.6751899647031712,-0.3988480311073569,0.5448407393128609,0.2500888257267324,0.2097418241163127,-1.1149131732889428
10,5,-0.045979670513488,-0.1325163647691348,1.5842223996639204,0.8911192236691168,0.2244389536459639,0.7696217856619637,3.215876571484742,0.7071083759888418,0.8955104170692925,0.7675953217294429,0.5118873890684092,1.420783241955489,-1.286033598132264,-1.2655551576412658,0.8995343059202671,-0.9800190659449508,0.7695040495624388,0.6680382851631658,1.0952754458927867,0.8334956307046617,0.8065625903549635,-0.2394834742475355,1.0935179391572365,0.8910373201079193,-0.7777691054717382,1.8573642799458756,0.764462392507082,-0.0113676738966697,-0.3945822697294323,-0.814612025313292
11,1,-0.0852027005723286,-0.13293292323861,1.5666957639257502,1.6896273653243352,1.1964616725992872,1.854501605413189,4.309163327800761,0.7111184450300008,1.8059283731517417,1.1478902660021784,0.7612281600815887,5.020464487716954,-1.482658048369991,-1.180395193557093,1.7928575156619992,-1.1499440068320468,1.854574072338822,0.431166419678722,0.9326145827263655,1.822634254741722,0.6143369470983251,-0.8443899723468999,0.8033350825712933,1.68919871381121,-1.1884914769221675,2.2235304610325977,1.8406084931587705,1.2305506993144906,3.772740946920911,-0.8532809402581017
