f_id,i_id,ic.eps.max,ic.eps.s,ela_meta.lin_simple.coef.max,ela_meta.quad_w_interact.adj_r2,disp.diff_mean_02,ic.eps.ratio,ela_level.qda_mda_10,disp.diff_mean_25,ela_meta.lin_simple.coef.min,nbc.nb_fitness.cor,disp.diff_median_25,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_05,ela_level.lda_qda_50,ela_level.lda_mda_25,disp.ratio_median_02,disp.diff_median_05,ela_level.lda_qda_25,disp.ratio_mean_02,ela_level.mmce_qda_50,pca.expl_var_PC1.cor_init,ela_level.mmce_qda_25,ela_meta.lin_w_interact.adj_r2,disp.diff_mean_10,ela_meta.lin_simple.intercept,ela_distr.skewness,ela_meta.quad_simple.adj_r2,disp.diff_mean_05,ic.h.max
3,1,-0.2367694195843437,-0.43310158344586,-0.168519693162555,0.6340381702316246,-0.8265610104674431,-0.443040576758208,-0.1274009025290136,-0.8938487995836657,-0.1341096676419518,-0.3607303210335649,-0.8667252722795887,-0.8673409157449081,-0.8937770123436405,-0.8100658094711375,0.0733947621869067,0.1466728889956056,-0.7991274302940541,-0.8088873152835736,0.0969569012990631,-0.8272699045426857,-0.1286081618540801,0.1739795238716922,-0.0598700077939463,-0.5124456577135743,-0.8676491841440805,-0.1809046869637015,-0.2049481235024511,0.9700261465103672,-0.8355219210021889,0.6755229132505522
3,2,-0.2367632105719248,-0.0704425112256771,-0.1685158799482752,0.6777871221518026,-0.7638241253650645,-0.226243992438443,-0.4622626996653627,-0.4199684132923862,-0.1341096683451214,0.8267594110931281,-0.3807265805191777,-0.6483278122104693,-0.4197191839936565,-0.6670042740805172,-0.5890198679277101,-0.1461322773265598,-0.7510437775571026,-0.667588307742998,-0.2459005923582392,-0.7641404824972905,-0.9361024461548346,0.9794875731664998,-0.5205887002594498,0.5018593764919511,-0.6483514806818679,-0.1809008999595059,-0.1480700022372483,1.1285527880052333,-0.7072847192841941,-1.430002334359818
3,3,-0.2367434397423204,-0.1363618089805037,-0.1685174276799912,0.6685600704740923,-0.5259956298542949,-0.1048725580200651,-0.5777840185699274,-0.376610800629138,-0.1341096302761286,0.113104431048579,-0.3848237892210145,-0.4365428639081911,-0.3766230177800216,-0.4509870553034473,-0.2380606489707161,0.06420018575417,-0.5088110364105719,-0.4510136687218111,0.0224624232967894,-0.5255484021198461,-0.4453532453546308,0.920752611238754,-0.8317547281549994,0.4184018713085842,-0.4356732239023552,-0.1809003339475945,-0.2529570113824998,1.0826074466122877,-0.4592831309617154,-0.6884416661767564
3,4,-0.2367643605404868,-0.2270265770355495,-0.168518775947604,0.661878412362647,-0.7413238640024125,-0.269603309302396,-0.3587435957119217,-0.6115445046575647,-0.1341096489254103,0.2046559147213777,-0.5925609878694554,-0.7003705298820199,-0.6119943871006432,-0.6886629925858702,-0.1085954971293483,-0.0875712440621269,-0.7070426991091372,-0.6889223918440065,-0.2034830567252165,-0.7413953230838769,-0.4346579568208468,0.6249801243883167,-0.2287197903729267,0.05141311051186,-0.700222834428199,-0.1809029713811099,-0.0961259596129332,0.9639406708291824,-0.7089792823068963,-0.6237927874120779
3,5,-0.2367656538398219,-0.3918865821637979,-0.1685194636818956,0.6571057994259001,-0.8598716579896756,-0.347658742857684,0.0625341490725171,-1.0623066467722635,-0.1341096346052078,-0.4250396559061649,-1.0291316512481352,-0.9707035355647916,-1.0628465874894368,-0.8824515265811319,-0.2022520748630461,-0.177803960956477,-0.8417676506456908,-0.8823214784523083,-0.0320543098965651,-0.8592988024921866,0.0338779524091892,0.3837472450422153,0.1113919145361621,-0.2559860304610401,-0.9708783138768788,-0.1809033876707951,-0.2425742569418587,1.0041048103250023,-0.9061897789489268,0.6286207855193182
4,1,-0.2367590503589663,-0.0539318064163794,-0.1685178072102831,0.5692897213897613,-0.7178341774658326,-0.1048725580200651,0.8924873129427147,-0.8790182278477462,-0.1341096234625167,0.2363639895543958,-0.8550438687466929,-0.8319229551073263,-0.8783065937028454,-0.7827074282012174,-0.2035718011815105,-0.2388915102939519,-0.6961558343385058,-0.7824330509983227,-0.2301434978610634,-0.7177217898168547,0.1971867811750576,0.1110492075205353,0.6919135479743705,-0.5588999312321471,-0.831926997735716,-0.1809024565692193,0.007035635529063,0.5980514454979406,-0.8090958976481595,-1.2512671989515929
4,2,-0.2367043918821167,0.0697131974298068,-0.1685132184155338,0.6898777415915606,-0.613688016565739,0.0599015092631289,0.0910394095814359,-0.4304370521648004,-0.1341095337258417,0.3649826592995963,-0.4251856536667674,-0.595562279015703,-0.4296644531198788,-0.6390759265341419,0.0602414898795438,-0.0876614767790214,-0.587287186632201,-0.6392027474233402,-0.2427351046244318,-0.6137439182126755,-0.5428449139125926,0.6732267002575364,-0.2045983928616438,0.1481661491505421,-0.5962518701533742,-0.1808962209645334,-0.14670783328731,1.036509968327312,-0.6588293766350377,-1.798881230840622
4,3,-0.2367598260489241,-0.2105570460537065,-0.1685185058862236,0.636424476699998,-0.7663160109882899,-0.2349505086119241,0.1969589565251014,-0.7171032799544073,-0.1341096832360124,0.2001899886885582,-0.6945553321492192,-0.7480763544142734,-0.7169722278774465,-0.757628912037125,-0.3911489019125987,-0.2614496895175393,-0.7496829194607739,-0.757416030273561,-0.3430458937002039,-0.7664614171313131,0.0667865325131426,0.6858127635277675,0.2730052778617576,0.0478889932104511,-0.7474149241402084,-0.1809023017406958,-0.120433107764055,0.9630278494770044,-0.7879367593646904,-0.1598420103949832
4,4,-0.236758644240911,-0.0209515706252389,-0.1685158541752697,0.6536058832722859,-0.763897416118689,-0.048475124896322,0.3610892459817167,-0.6678134385967909,-0.1341095552244891,0.4190203642967117,-0.6503577829613217,-0.8001190720858239,-0.6672458822463276,-0.7718780689485409,-0.2958646617194615,-0.1057080201578914,-0.7229193768996394,-0.771474068849594,-0.1111915032417569,-0.7636762955704872,-0.1820846045230043,0.5893196117893271,0.3140116536309385,0.0140895045469376,-0.8002563692107281,-0.1808999275267434,-0.1191012092352264,0.9408158632406796,-0.8022718465567377,-1.9662077405844935
4,5,-0.2367643605404868,0.0119874913384471,-0.1685157555793971,0.6612420639710808,-0.7184571488716388,-0.078839641501348,1.2324500514332914,-0.7760766122690069,-0.1341096264953179,0.6731315555641394,-0.7510445074426265,-0.7704836356339676,-0.7755388127318716,-0.7297005644907484,-0.2490583682912538,-0.2297780058876229,-0.6879906857605338,-0.7292101253989641,-0.0969819805255536,-0.718185976743658,-0.1236718748384872,0.5075102005328241,0.7787505790149875,-0.1241520059583322,-0.7710965652895231,-0.1809003195006108,-0.0247029010045,0.890762825762934,-0.7680599930984012,-1.8039517311358904
5,1,-0.2367752796193411,-0.9194468333396836,-0.1685198267552586,0.7013320126397528,0.5604665018719446,-0.8332744285337851,-0.8607362360426667,0.7430101267755537,-0.134109680400914,0.2403833229839343,0.7379857443886881,0.642620712253253,0.7427722738715675,0.5892013992299424,-0.8273184501651173,-1.46434203843612,0.5621842854002103,0.5894159274884334,-1.4948613637750243,0.5606490066023746,-1.1915552992117724,1.5248836482098596,-1.71942215657021,1.386412819145601,0.6420411730758785,-0.18090467389013,-0.5436892709310044,1.2073596980765775,0.5782016299374758,0.5487604058688322
5,2,-0.2367752796193411,-0.9194468333396836,-0.1685198267552586,0.7013320126397528,0.4375579080440369,-0.8332744285337851,-0.8229292589466275,0.7532170496761575,-0.134109680400914,0.2582470271152122,0.748446702776356,0.5537144028976873,0.7527175429977924,0.498006794996878,-0.7892223504387753,-1.4541457414270584,0.4383461986342871,0.4986001000100344,-1.5113922441626868,0.4376394709992164,-1.1742782946571968,1.556348806385438,-1.7170100168190816,1.386412819145601,0.5531922206192909,-0.1809035898917381,-0.5408438513466888,1.2073596980765775,0.4897179607520592,0.5538309061641005
5,3,-0.2367752796193411,-0.9194468333396836,-0.1685198267552586,0.7013320126397528,0.4967401915956383,-0.8332744285337851,-0.8418327474946471,0.7541766749061287,-0.134109680400914,0.2140343593902995,0.7498414972280452,0.5905779945817025,0.7549276028036195,0.5698225458304158,-0.8211597273456164,-1.4684927434132602,0.5199976844140174,0.5699682255605666,-1.5229286883481192,0.4965912107033707,-1.188264441201377,1.5018091988811024,-1.6888683863892515,1.386412819145601,0.5905692686983308,-0.1809045501722137,-0.5460503637775642,1.2073596980765775,0.5560349136405079,0.571577657197542
5,4,-0.2367752796193411,-0.9194468333396836,-0.1685198267552586,0.7013320126397528,0.4814957148417893,-0.8332744285337851,-0.9522531250449842,0.7622898700322497,-0.134109680400914,0.237703767364242,0.7580359146317185,0.5985289653370789,0.7626628121240147,0.5601331191306526,-0.813505314698522,-1.5169477123855262,0.4846153739094669,0.5597278651920824,-1.5587338718260773,0.4812730421188272,-1.1751010091597958,1.5731302240790792,-1.7017331317286042,1.386412819145601,0.598615320269544,-0.1809031243525609,-0.5472006397797343,1.2073596980765775,0.5612559997104549,0.5487604058688322
5,5,-0.2367752796193411,-0.9194468333396836,-0.1685198267552586,0.7013320126397528,0.4834012744360205,-0.8332744285337851,-0.9168465909391694,0.7887231831850954,-0.134109680400914,0.2381503599675239,0.7864548515848833,0.6643051779497313,0.7891835297939432,0.5772321074243527,-0.8334331821073362,-1.4307754677514215,0.5041210066235132,0.5772891849468074,-1.5226473116606698,0.4831297898260445,-1.1771577954162928,1.5773255785024904,-1.7097735975656985,1.386412819145601,0.6643532735322212,-0.1809047199095446,-0.5489260537829895,1.2073596980765775,0.5703700008325552,0.5576337813855516
6,1,-0.2295554959904314,0.7538986882430195,-0.1681103961003915,0.6236975088686735,-0.2170018125743554,0.8837285296782357,-0.4412588235008961,-0.0396951062519427,-0.1339235246136731,0.3131779173188914,-0.0548677267433186,-0.132960344157482,-0.0395888973913398,-0.1511847938872487,-0.3338727796912391,-0.0415525584460086,-0.2203091199888623,-0.1504501091345477,-0.1567041824367253,-0.2168640957949417,-0.6481523702452439,1.128422655197571,-0.9370848306209364,1.0950323931791055,-0.1327194097777422,-0.1798633112690533,-0.2948664094089359,0.8233661825938113,-0.1506436658268704,0.2280512621930822
6,2,-0.2301914527137698,0.737387983433722,-0.1682681908944553,0.5996753570870483,-0.3196088676483389,0.8577389291603819,-0.2804291431558401,-0.3276699139006014,-0.1340160421269496,0.2082286555476333,-0.3552715817758523,-0.3310117975186583,-0.3268966721489051,-0.3478231592647933,-0.2070470804868003,-0.1878197925317498,-0.3409718711966843,-0.3482058402855817,-0.089173777448828,-0.3194494066187059,-0.4757936819507876,0.9417293833558064,-0.666925178494566,0.900565193001356,-0.3317022596275304,-0.1800139438887292,-0.2779452440085908,0.6827916943584403,-0.3342518592866706,0.3434051439104459
6,3,-0.229880802111252,0.7538986882430195,-0.168244946281557,0.6092205829605417,-0.4482707856357524,0.8837285296782357,-0.2387214462006855,-0.2010866222016606,-0.1335180141646285,0.1751808029047696,-0.2014083188239016,-0.30932733182218,-0.2020282931196547,-0.3768914393640819,-0.2174729184026698,-0.1245666579888103,-0.44212898969046,-0.3765015728827089,-0.1244865517237494,-0.448029185343517,-0.5428449139125926,1.0172457629771898,-0.8285385418201615,0.9386897347165984,-0.3089336456068633,-0.1797706792328223,-0.3191130167178381,0.823366182593811,-0.3784020958781513,0.3472080191318971
6,4,-0.2272548036218075,0.7909757198658935,-0.1680809838485079,0.6512195768039125,-0.2341518489224356,0.9270878465421888,-0.6942055035958263,-0.1008494049982953,-0.1339475815165676,0.228771915298603,-0.1174591277628658,-0.1756064600272259,-0.1003655420515947,-0.2395295667380288,-0.1623083582908537,-0.0724121476238761,-0.2452581850882244,-0.2393346405785396,0.0677640699761704,-0.2340390120867035,-0.6629612312920222,1.1619854905848543,-0.9957802312317228,1.0926295859281447,-0.1758028774108336,-0.1793129536174741,-0.3545596798373445,0.8404055145011289,-0.2195711617502921,0.2762210149981361
6,5,-0.2324275281197342,0.6879382166607385,-0.1683652059953287,0.4824281659409718,0.0046660717622619,0.7796834956050939,0.0670349796791887,-0.1256251836630088,-0.1340264021902128,0.1247158387339098,-0.1430884758126524,-0.0830860730555808,-0.1257812298186097,-0.0645499198658371,-0.1388172298221854,-0.087661476779021,-0.0030254439416936,-0.0644400648115336,-0.1631055020762031,0.0040888813639365,-0.2404973342075214,0.6207847699649056,-0.4096302717075484,0.5683370437685294,-0.083530073221815,-0.1804620234792031,-0.2177979172635359,0.3715196132658334,-0.0661445096948342,0.0911477542208228
7,1,-0.2367555641626951,-0.2847522831269091,-0.1685189362774527,0.6929003964515001,0.1290038352858429,-0.2349505086119241,-1.4857515796224283,0.1868636866785527,-0.1341096229387063,0.3922248080997949,0.1513875028002029,0.1547202340824726,0.1869422327059705,0.1440577373172971,0.1040564036525654,0.3632314095420459,0.0990389132829677,0.1441399069044334,0.7056450204243487,0.128955164674312,-0.689699452626485,0.8641153265227121,-0.8615044517522481,1.1366810521957569,0.1545417505732285,-0.1809021885005887,-0.183002068197889,0.4831880920155759,0.1623467043662641,0.145655632394962
7,2,-0.2367598260489241,-0.3259672844089713,-0.1685192187914473,0.6898777415915606,0.0392959528497314,-0.2783098254758771,-1.2030994175234673,0.133560867086511,-0.1341095503879049,0.2752175460399252,0.0852219409982027,0.0513576142625891,0.1339007973661133,0.044313638937384,0.3526488511739957,0.5353954333764658,0.0123976144833666,0.0440718240053863,1.25306336585749,0.0389029008742643,-0.6000235718432114,0.5851242573659171,-0.6990870418429432,1.0091720807447777,0.0510272998627278,-0.1809029971971215,-0.1729371531789002,0.2504186472102539,0.0685961501102873,0.2305865123407163
7,3,-0.2367605667261345,-0.3094565795996736,-0.1685195048978386,0.6886050448084282,0.0760879111691169,-0.2783098254758771,-1.0905786523566838,0.1340842990301317,-0.1341095730320054,0.17741376592118,0.1078873508381499,0.1561658651289044,0.1339007973661133,0.0973205026478518,1.422243041412194,0.5878206418920832,0.0654710802401908,0.0973845773272751,1.1796240504331517,0.0760378550186148,-0.6197687199055834,-0.2833141082800472,-0.5117441878386462,0.8914345254477057,0.1558542270706604,-0.1809031565509961,-0.0723485438312319,-0.5487564466213517,0.1177842767692611,0.3155173922864678
7,4,-0.2367648969766698,-0.4083972869730954,-0.1685195492626535,0.6812870383054168,-0.3135623804743364,-0.356321943030302,-0.8661372327706717,-0.2115552610740748,-0.1341096260530344,-0.023552905555696,-0.2534515868025504,-0.2449967502559594,-0.2119735622458795,-0.2908265316191269,0.6368739092939679,0.3219950579213279,-0.334167580715041,-0.2903118731146341,0.7017760909719174,-0.3138791634970542,-0.5041773322904474,0.1802725555068084,-0.5792841008702382,0.7770609003019786,-0.2450788107970229,-0.1809034545514752,-0.2467818454761127,-0.0565936009055237,-0.2737055804755313,0.5487604058688322
7,5,-0.2367632105719248,-0.3754170511819549,-0.1685193056156679,0.6835142576758984,-0.189151326197131,-0.3303323425124481,-1.1562907792140855,-0.0754629557326913,-0.1341095664099818,0.2077820629443514,-0.1131003951013371,-0.1018792766591971,-0.0749498542845796,-0.1888025681333861,0.1722862543171802,0.2594637851135432,-0.2171337844307611,-0.1888514605163632,0.8331790040108672,-0.1890128801866797,-0.5609446329697668,0.6669336686224214,-0.7425055573632542,0.9466990922198008,-0.101904744185862,-0.1809032306863338,-0.2377007191431905,0.4261367575044675,-0.1675434970532772,0.3269260179508213
8,1,-0.2320075299380118,0.6879382166607385,-0.1683197272742468,0.6811279512075252,-1.1189544720514848,0.7926782958640209,0.0898391880863237,-1.0890889145541895,-0.1340443609899461,-0.3062460234331676,-1.056330143056072,-1.129722950672305,-1.0893673051593655,-1.087639386105527,-0.2684143542953999,-0.2985353361611173,-1.0785569594069058,-1.086993944238196,-0.212909175754777,-1.1192434815026315,-0.0249461345266271,0.5410730359201076,-0.0124312593550902,-0.0025699590597228,-1.1298591626527634,-0.1804562696550115,-0.2613570532404528,0.965614176641508,-1.1309254749597126,0.5234079043924882
8,2,-0.2306297534046183,0.7291532179428004,-0.1682810563816618,0.6898777415915606,-1.0129027515571607,0.8403692128142829,-0.0250820200706848,-0.9037067678551892,-0.1340732594828102,-0.2437230589736951,-0.8771862306672568,-0.9837142149826792,-0.9037222814698628,-0.9753560296435672,-0.2729894055327434,-0.2211156650657651,-0.9837505120293306,-0.9749787742425842,-0.1386257302680902,-1.0129446752644318,-0.1244945893410859,0.6837150863160625,-0.2954556568208095,0.173155344560533,-0.983432436895793,-0.1803024236517358,-0.2865117731826474,1.0162757616873723,-1.0112526863564553,0.3865043964202316
8,3,-0.229880802111252,0.7291532179428004,-0.1683251804502752,0.6908322641789101,-0.9974750479192503,0.8620705292466908,-0.0175806357262327,-0.928569785177173,-0.1340237097801589,-0.3727883213221775,-0.9116202186933308,-0.9396224680665052,-0.9280329393339642,-0.94229798560908,-0.2154933289249731,-0.230860798490355,-0.9628840212189556,-0.9424611386865204,-0.2003879131632712,-0.9976265066798872,-0.141360236644362,0.5977103206361483,-0.2431926288796964,0.1347104285451625,-0.9397212631117556,-0.1802369556315101,-0.3203843744044472,1.0086689170858911,-0.9801551649398416,0.4739705265136172
8,4,-0.2315469686363768,0.6879382166607385,-0.1683537716632234,0.6824006479906576,-1.0832252296596518,0.8143796122964287,0.0136251231466885,-1.0783585597099652,-0.1340716869733351,-0.4384374340046232,-1.0454333114022512,-1.080571495093618,-1.0783170061302296,-1.0671206001530869,-0.2378846854615875,-0.3034079028734125,-1.0454427457295707,-1.06687253439135,-0.206789232802749,-1.083501088138695,-0.0257688490292259,0.5410730359201076,-0.0888156848074875,-0.025156347218753,-1.080156248336972,-0.1804175122244648,-0.3061118708512045,0.9383816729682056,-1.0991409685338955,0.5804510327142615
8,5,-0.2315469686363768,0.6879382166607385,-0.1683700676852889,0.6838324318716817,-1.058782763325956,0.8143796122964287,0.0733361425285285,-1.0237471602588712,-0.1340380235604503,-0.3379540982661856,-0.9913850263992996,-1.0314200395149344,-1.0241705408874564,-1.0021444446370282,-0.2734733051828471,-0.2996181287638494,-1.019586441899323,-1.002555885059467,-0.2322538230169353,-1.05843499409126,-0.0911746519858332,0.7361570166086933,-0.1426868059160194,0.1579375653044492,-1.0313663611498285,-0.1803999884643668,-0.2833485141766795,0.9923902696387216,-1.0442737657988392,0.6020006589691543
9,1,-0.2333227371155581,0.6961729821516598,-0.1684895126920457,-0.1333979899972413,-0.7841256641189887,0.7536505790863767,0.9053896940151724,-1.3319613363941982,-0.1340871325245242,-0.3031198752101938,-1.3669334325165827,-1.0458763499792525,-1.3313688538974686,-1.0215232980365547,0.4712042654493902,-0.4939794009542796,-0.9107177941930182,-1.0220934147098644,-0.35880298819738,-0.7841005203498791,0.1926618514107641,-1.2461479484527476,0.8800604485623774,-1.2699706903664374,-1.0465454371636065,-0.1806072064242338,0.1092134419849929,-0.075762849301256,-0.9117314580231688,0.3396022686889948
9,2,-0.2333227371155581,0.6879382166607385,-0.1684808589125376,-0.0931489542306779,-0.9036262379033674,0.7449873789137589,1.036813947729976,-1.3946859309714124,-0.1340986221248475,-0.3089255790528594,-1.40502875597834,-1.1658637268331045,-1.3954605882664644,-1.0904892174878096,0.4298088499268873,-0.5048073269816017,-0.9801215571057876,-1.0909463640295407,-0.3816648440526575,-0.9038607474654052,0.2198114299965256,-1.2440502712410422,0.9186546845804298,-1.2750966791684868,-1.165581349061128,-0.1806141141843502,0.1091831715638831,-0.0298175079083101,-1.0338773926595588,0.3624195200177018
9,3,-0.2331598105340306,0.6961729821516598,-0.1684841335304399,-0.1602837095409142,-0.8029613878004268,0.7536505790863767,0.8792848764964788,-1.3481877266464397,-0.1340953393926712,-0.2687322447574843,-1.3702460693393443,-1.0574413983507096,-1.347944302441175,-1.0295028259069483,0.4713362380812367,-0.4858584564337882,-0.9265944719835204,-1.0294143740961053,-0.3675256655083164,-0.8031321843488571,0.2132297139757349,-1.3216643280741358,0.8937292404854376,-1.2592381513121464,-1.0577300194895478,-0.1806061493972275,0.102886923973057,-0.091585086072337,-0.9133344230446436,0.3231231427293701
9,4,-0.2333227371155581,0.6879382166607385,-0.1684892325896852,-0.0676950185680289,-0.8218337568586777,0.7449873789137589,0.946797335596549,-1.365286503471382,-0.1340978181981321,-0.3183040237217793,-1.3926499552195997,-1.0935821745115073,-1.3656247808877924,-1.0277929270775783,0.4608224184108032,-0.4944305645387515,-0.9420175304085808,-1.0286508384545956,-0.3592953974004165,-0.8216996614210329,0.2066479979549443,-1.269222397781505,0.8800604485623774,-1.2241571654481211,-1.093908719462237,-0.1806160663262877,0.0981798734904923,-0.0570500115816125,-0.9212118511501776,0.3319965182460924
9,5,-0.2331598105340306,0.6961729821516598,-0.1684812600113431,-0.1036487026915205,-0.8753360070043977,0.7536505790863767,0.9921056970370408,-1.4259173702741146,-0.1341021868647365,-0.2602469852951273,-1.4291761349232073,-1.1673093578795362,-1.4252963956451337,-1.112717902269619,0.4600745734970064,-0.4993933639679405,-0.9742245053550288,-1.1125499312981408,-0.3592953974004165,-0.8755453449303388,0.1938959231646624,-1.1643385371962476,0.8808644951460868,-1.2526704781595208,-1.167578595905046,-0.1806087383510659,0.13521573371826,-0.0401628165663243,-1.0388694837264376,0.371292895534424
