f_id,i_id,ela_meta.lin_simple.coef.min,ela_meta.quad_w_interact.adj_r2,ela_meta.lin_w_interact.adj_r2,ic.eps.max,ela_meta.lin_simple.coef.max_by_min,disp.diff_mean_02,disp.diff_median_02,ela_level.qda_mda_50,ela_meta.lin_simple.adj_r2,disp.ratio_median_02,ic.eps.s,ela_level.mmce_lda_50,ela_level.lda_qda_50,ela_level.lda_qda_25,disp.ratio_mean_02,disp.ratio_mean_10,ic.eps.ratio,nbc.nb_fitness.cor,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_level.mmce_lda_25,ic.h.max,ela_level.mmce_mda_50,ela_level.mmce_qda_50,disp.diff_median_10,ela_level.qda_mda_25,ic.m0,ela_distr.kurtosis,disp.diff_mean_25,disp.ratio_mean_05
3,1,-0.1763836251063078,0.5955933961704907,-0.4932789870118917,-0.3825623654258598,-0.3039520391552105,-0.8396740918548974,-0.8019593235231743,0.3606653573338513,-0.0670148007670961,-0.8027564129914537,-0.3458433354004652,0.0703431696299162,0.0465811377008813,0.1056779051388876,-0.8403673954445431,-0.8446554631958275,-0.3613556696461425,-0.2375648994669221,0.9279801314303506,-0.2162884076076271,0.2531172580325611,0.6021362298274178,-0.346667602503982,-0.1432946148451691,-0.8188926192265249,-0.1229109261108544,-0.1725070838164646,-0.3978058188904636,-0.8292616027811843,-0.8310026820284113
3,2,-0.1763838636670958,0.6399224606764198,0.513232851300779,-0.3824802029634102,3.552941888864594,-0.7765319964061796,-0.7541117212554301,0.7084602304933122,1.0059738539669034,-0.7545801994322169,0.0883746195217453,-1.470987827331807,-0.6149013477430173,-0.2362893873975007,-0.7768309192996893,-0.6279679149538823,-0.1141919403395523,1.053971970417033,1.0913723749163973,-0.0491001779664634,-0.829563102552946,-1.8772138874496715,-1.1393982557918363,-0.9540428247808233,-0.5878814769733148,0.139857866793429,-0.6365998882853734,-0.4671162121051725,-0.3690473568322214,-0.703050390670961
3,3,-0.1763709481934816,0.6305730579806238,0.4304165740169979,-0.3822185800296235,0.9734708990727658,-0.5371673939165894,-0.5126890514299324,0.6832924416016899,0.9180212488937706,-0.5118811613130404,0.0094483086872245,-0.7082524696210956,-0.2644359958455923,0.0313768458865211,-0.5367004138698798,-0.4184317709443452,0.0241802413821389,0.2777869692607483,1.0440168494530708,-0.1222786323043894,-1.0262775647397715,-1.0039930454225214,-0.6971303269814251,-0.4613160726395928,-0.4044625219087321,-0.0308173978805304,-0.6670105278944469,-0.4660491124471294,-0.3269401255662728,-0.4552513829741797
3,4,-0.1763772752404657,0.623802800856082,0.0662474929092393,-0.3824954202383036,0.3563062784910451,-0.7538864084356699,-0.7100962248579316,0.7377028042531014,0.5352369356658803,-0.7104944190997071,-0.0991061800433281,-0.5781260688018293,-0.1351530263502149,-0.1939819853869464,-0.7539391006886768,-0.6794580254272164,-0.1636246862008704,0.3773601389960663,0.9217078764020956,-0.1790530680601503,-0.4076030729766247,-0.927866100220153,-0.7069665988742431,-0.4505776857530287,-0.6512635954254585,0.0947000363484433,-0.3417489042495704,-0.379812702316012,-0.555098624156213,-0.7047872996034148
3,5,-0.1763724168981585,0.6189669029099804,-0.2387898124795819,-0.3825125341770246,-0.2186752592769253,-0.8731998890294792,-0.8464762169504252,-0.2469569744781634,0.2064498903359964,-0.8454787155817209,-0.2964959043290379,-0.0558181608042754,-0.2286778112824809,-0.022998339118752,-0.8726028134886222,-0.9469205437192536,-0.2526135054237425,-0.3075089796712429,0.9631047595885796,-0.2165867605878263,0.30867783132197,0.5469068774257033,0.0227390530262956,0.0198462628545676,-0.9168569110797512,-0.5005299492019888,0.0734224365003959,-0.4328327975595299,-0.992861328283292,-0.9016369786148756
4,1,-0.1763686365740205,0.5299863807017157,-0.5393763390508487,-0.3824251518026262,0.6653204437374837,-0.7302450047074993,-0.6994594450124823,-0.0758160100151347,-0.0935165273428048,-0.6995865971617659,0.1081431708300795,0.1409935146730633,-0.2299956804924235,-0.220573204892751,-0.7301129221343576,-0.8096135824570317,0.0241802413821389,0.41184645631903,0.5445885428282536,-0.1283201387435973,0.7801918857239786,-1.6667452742431277,0.1280235929160882,0.1838131703148095,-0.7814193316504324,-0.1499345096842315,0.352406999870594,-0.3281066154280102,-0.8148587268954477,-0.8049490480415992
4,2,-0.1763381920685977,0.6521734021398763,0.1622571502593421,-0.381701868493032,1.4013185488915938,-0.6254261756974199,-0.5906204754827853,1.3851142118366322,0.6319682376672168,-0.5905083777823619,0.2561854640443618,-0.58893989712476,0.0334463745751192,-0.2331321185907431,-0.6254646084840114,-0.5757626640573074,0.2120345523276473,0.5517346167276723,0.996504517614038,0.1563877068483479,-0.3918358832593601,-2.311585280663176,-0.8832908802121666,-0.559200599259435,-0.5633070064857285,0.2550636704483514,-0.2333283630346115,-0.4244833103415431,-0.3792140927515652,-0.6544169405622458
4,3,-0.1763889156239555,0.5980113451435414,0.0627504524097322,-0.3824354163330761,1.4448149532149377,-0.7790399768328811,-0.7525717160926211,0.3599462776512331,0.5302678619329351,-0.7532167216899744,-0.0793869268679326,-0.2861527040826995,-0.4173088241989439,-0.3331824590004456,-0.7791668191579567,-0.7266572933611051,-0.124117996201815,0.3725029112040995,0.920767038147857,-0.1758132601404131,0.0774257154687549,-0.3815433170031675,-0.1572282919756345,0.0528874532747675,-0.6967430453323482,0.1003892118375762,0.0668114278897254,-0.4122315304910846,-0.6576132113429297,-0.7835271712079986
4,4,-0.1763454858053834,0.6154205777495061,0.0292106548917324,-0.3824197777338999,0.8064076922465387,-0.7766057605363769,-0.7257111609273453,0.7580767285939376,0.4954843458023173,-0.7264016594258697,0.1476309753138091,-0.4476392070384647,-0.322158667241082,-0.1019300592876968,-0.776363739328037,-0.7781474038344394,0.0884773793556017,0.6105070730104698,0.8978733072947257,0.1550374387960621,0.4858710110017063,-2.508619727069303,-0.4836467962706334,-0.1969865492779939,-0.7443352325209761,-0.1538458178330093,0.012601157282246,-0.4164573586581758,-0.6097448297226862,-0.7974224426676323
4,5,-0.1763696654970711,0.6231580144632685,-0.1079687065207494,-0.3824954202383036,1.8395374182642417,-0.7308719998141745,-0.6921533740075275,0.5219788994677707,0.3462464980228589,-0.6914057307083114,0.1870694816646002,-0.3092222045049524,-0.2754182392617815,-0.0877574304218062,-0.7305801021060099,-0.7488266464815673,0.0538596422439294,0.8868833343733779,0.8462840096873271,-0.0434336903891977,1.1683650801918772,-2.31755602146336,-0.3798194818464429,-0.1383384362821392,-0.7135337468872144,-0.4866625839472303,0.1355659174406763,-0.3659517588854725,-0.7148858236885667,-0.7638422033068534
5,1,-0.1763879537745178,0.6637795572105196,1.3909900166770532,-0.382639909948714,-0.4124367512506011,0.556312072125224,0.5610168737100221,0.529169696293948,1.9292277535481488,0.561175821831855,-0.9281528816698968,-1.7398916916286842,-0.8528645980850014,-1.4820073354860483,0.5565007197989066,0.6492728809540866,-0.8062503823980047,0.4162179613318013,1.1725980775323015,-0.2208574679037807,-2.76292088931278,0.4528677098227766,-1.3587106883650388,-1.2105250654176247,0.6660836980877933,0.2315958215556814,-1.2937341441857968,-0.502137514712228,0.760392281007548,0.57994634076845
5,2,-0.1763879537745178,0.6637795572105196,1.3909900166770532,-0.382639909948714,-0.4124367512506011,0.432609625784687,0.4376732043910759,0.6063509155615886,1.9292277535481488,0.4370993472877814,-0.9281528816698968,-1.7233104882001904,-0.8148221068913225,-1.498495294810228,0.432698027310774,0.5613106088954737,-0.8062503823980047,0.4356468724996682,1.1725980775323015,-0.2250460704984813,-2.76292088931278,0.4588384506229616,-1.341223982777807,-1.1931784404470198,0.5725116758466015,0.4488512105469093,-1.283156530408729,-0.5020608878750814,0.7703048485289082,0.4919429548574442
5,3,-0.1763879537745178,0.6637795572105196,1.3909900166770532,-0.382639909948714,-0.4124367512506011,0.4921741609188455,0.5190427795050844,0.5049606803124832,1.9292277535481488,0.5189080118223361,-0.9281528816698968,-1.7355661602995118,-0.8467145417719356,-1.510001785572634,0.4920298837107463,0.5977827704807525,-0.8062503823980047,0.3875603173591974,1.1725980775323015,-0.2200841954575066,-2.748655336711445,0.4797360434236123,-1.3547033183346324,-1.2072209463756047,0.606093078956334,0.6959747708560792,-1.3439778096268755,-0.5003382030547829,0.7712367993215147,0.5579454942906983
5,4,-0.1763879537745178,0.6637795572105196,1.3909900166770532,-0.382639909948714,-0.4124367512506011,0.4768312218378487,0.4836584748340279,0.7777315732521566,1.9292277535481488,0.4834575905240285,-0.9281528816698968,-1.728356941417558,-0.8390709003542679,-1.5457140038535169,0.4766129446461871,0.6056493151364013,-0.8062503823980047,0.4133036246566204,1.1725980775323015,-0.2179133588105616,-2.7756848047981846,0.4528677098227766,-1.3547033183346324,-1.1940044702075248,0.6067046608010478,0.5082319797147241,-1.34926661651541,-0.5022567120144562,0.7791160196590062,0.5631562210880612
5,5,-0.1763879537745178,0.6637795572105196,1.3909900166770532,-0.382639909948714,-0.4124367512506011,0.4787490892229734,0.5033204012150098,0.7324295532472374,1.9292277535481488,0.5030007714961717,-0.9281528816698968,-1.728356941417558,-0.8589707254244026,-1.5097211394564782,0.4784816645328003,0.6707270936513081,-0.8062503823980047,0.4137893474358171,1.1725980775323015,-0.2081063044691537,-2.76292088931278,0.4633165062231003,-1.3536103992354294,-1.1960695446087874,0.6804836706133244,0.609925991582958,-1.4047990888450228,-0.501325837844674,0.8047870278553493,0.5724197353944832
6,1,-0.1132318264642963,0.5851156172872711,1.1018483499223553,-0.2871021398046898,-0.3654195061761555,-0.226177821005615,-0.2233113371160285,0.2719788631443262,1.2933519515222425,-0.222823879957618,1.0753725390832325,-1.027981327035746,-0.3601133004874312,-0.1473245685759701,-0.2260257327204172,-0.1180727931832309,1.1512567236926894,0.495390774340859,0.7768187852494012,-0.2326780676534839,-1.3055820683027457,0.0752183542110366,-0.820265878824851,-0.6649324086040752,-0.1159626862524364,0.1466137626867732,-1.0716042548673423,-0.4488960530502863,0.0002593254379426,-0.1478185019298074
6,2,-0.1446197727297412,0.5607749309585608,0.9088752969041012,-0.29551761184357,-0.3308198499873158,-0.3294476032815551,-0.343718252403571,-0.2169953210357565,1.000010965487369,-0.3437189064364582,1.0556039877748986,-0.7111361571738763,-0.2334660694119391,-0.0799695006984704,-0.3292725064558015,-0.3140212691511954,1.1216267061933982,0.3812459212296398,0.6319296940967069,-0.2307436247270322,-0.8678548490091601,0.2110527074152583,-0.5463074912915484,-0.4918791737782776,-0.3373553140387861,-0.418748051545717,-0.9129400482113046,-0.4352195816350999,-0.2794106351433398,-0.3307729094816372
6,3,0.0243436415083567,0.5704467268507635,0.9467069168533142,-0.291406842410036,-0.4550064598352878,-0.4589405338425648,-0.4448930101927761,-0.158030787061099,1.16266531234578,-0.4450707519431552,1.0753725390832325,-0.7886352601548804,-0.2438772361704863,-0.1151905882760798,-0.4586813586037744,-0.2925670564539738,1.1512567236926894,0.3453024355690861,0.7768187852494008,-0.2319290741867856,-1.106615150442025,0.215530763015397,-0.6188044582052813,-0.559200599259435,-0.2918202657823772,-0.1627351545347786,-0.9050068378785036,-0.4501078922896067,-0.1564778533186078,-0.3747746024371407
6,4,-0.1213934895767655,0.6130026287764554,1.0994640041272368,-0.2566575960367083,-0.3342204146103704,-0.2434386274717365,-0.2480230478680821,-0.1640231177495808,1.2802667240254868,-0.2478209718987319,1.1197655077943418,-0.920924426638732,-0.1887903031948822,0.0765608705876771,-0.2433113916715904,-0.1602660781544365,1.2006894695540076,0.403589169072687,0.7943810993285154,-0.2312770661062422,-1.2567788620350218,0.1319403918128006,-0.7448544609799127,-0.6798009442931645,-0.165500815674244,-0.397413643461472,-1.0491268255910695,-0.4720487099926168,-0.0591313568908908,-0.2161369199396679
6,5,-0.1481345787107464,0.4419730380826712,0.5791997516323898,-0.3251070939028809,-0.3804272197022376,-0.0030782092244852,-0.0052394432475435,0.031087169467374,0.480080217230187,-0.0051219337795555,0.9963969301157736,-0.3449078379706229,-0.1653322312579023,-0.1537092677185248,-0.0036480662134341,-0.0687281039796203,1.032637886970526,0.2904157615198621,0.3111038494014555,-0.2325066354321065,-0.5810421598665361,-0.0859916473939777,-0.3612398571600088,-0.2556346622738486,-0.077266234986917,-0.0005936530945169,-0.6921323606149864,-0.3980725938049744,-0.0831926319000045,-0.063288933883708
7,1,-0.1763684588635206,0.6552361375057405,1.1431770103710752,-0.3823790197528103,0.0059988727598053,0.1220626376548952,0.0973678774838094,0.2405790503366838,0.8814157390610731,0.0971388968886363,-0.1682221624230895,-0.7832283459934143,0.0771996323452164,0.7127856159138923,0.1220233461613115,0.1665530952665838,-0.124117996201815,0.5813637062586694,0.4261997291699376,-0.230810544208372,-0.4451440008748756,-0.0218061837919825,-0.8537820645337124,-0.7066469115095777,0.1448491713431855,-0.797789368509135,-0.8481521638267571,-0.3909661641673677,0.2202844352924079,0.1648251059119252
7,2,-0.1763438449220508,0.6521734021398763,1.0166477268434555,-0.3824354163330761,-0.2821723440797881,0.0317753422936446,0.0108052617045143,-0.2074075919341862,0.5055881290593063,0.0103308139658604,-0.2175695934945171,-0.4404299881565109,0.3254422625247535,1.2587826348958735,0.0313904316605656,0.0642880147431576,-0.1735507420631331,0.4541043381091408,0.1862859743391776,-0.2305665796232797,0.3319532066188844,0.0782037246111291,-0.692758650584617,-0.6166096676145322,0.0464400926938035,-1.3339941583598232,-0.7344428157232643,-0.3831331985923699,0.1685188049030826,0.0716109932035578
7,3,-0.1763515272709026,0.6508838293542494,0.8998147828826515,-0.3824452175477261,-0.3449008677747409,0.0688049356525888,0.0627356683573808,-1.0175707010168722,-0.4966740428757706,0.0635064459133205,-0.1978010421861829,0.3352819635417186,1.393531328209635,1.1855339985790927,0.0687648293928329,0.1679833761130651,-0.1735507420631331,0.3477310494650703,-0.6374179172464315,-0.2308684569714819,0.7006051185796919,0.1782136330142376,-0.4767249753090207,-0.6364343818666521,0.1380105743522961,-1.1448290733461852,-0.5519789780688177,-0.2764289088500625,0.1690271416990497,0.1202444433122717
7,4,-0.1763695154457929,0.643468785836894,0.7863199230350131,-0.3825025187774549,-0.2940471827496944,-0.3233620625402945,-0.3360898547366327,-0.5190087877352197,-0.0645302639006233,-0.3369015177252462,-0.3162644556373719,-0.0082373161833803,0.6092673613727435,0.7089267318167441,-0.3236663467959622,-0.2289195587855483,-0.2624901779235064,0.1291557988265664,-0.1301492918362952,-0.2302224533697583,0.0481437917081204,0.4528677098227766,-0.4821895708050307,-0.5203772005157,-0.2455624389822158,-0.8998389538454395,-0.5599121884016216,-0.4070237435961132,-0.1666445892379516,-0.2705600664898948
7,5,-0.1763492806506129,0.6457255382117412,0.954654736170376,-0.3824802029634102,-0.2764939037057828,-0.1981474515307168,-0.2194434171722289,-0.1218371097026716,0.6467098230749545,-0.2196424318923847,-0.2767766511536423,-0.5053129580940959,0.1453334704992533,0.8399884680617121,-0.1979949344212175,-0.0873217549838808,-0.2328601604242149,0.3807601984504432,0.3673973382800453,-0.2288416407947804,-0.1771017756813745,0.1916477998146538,-0.6665285922037689,-0.5773732539905448,-0.1186870053788883,-1.1526516896437424,-0.7397316226117983,-0.4285133143692594,-0.0344770222864823,-0.1640296519660462
8,1,-0.1542273693733714,0.6433075892386907,0.0126791907122445,-0.3195493525897449,-0.3199681959833019,-1.1339560892762288,-1.0817030520511326,-0.0978677869487465,0.4390025410378389,-1.0827238427319268,0.9963969301157736,-0.2158628199836499,-0.2947469876742742,-0.2033836302781806,-1.1342235976144843,-1.1042514368322174,1.0474528957201716,-0.178306720404928,0.9234327465348654,-0.1454248103868896,-0.1350559364353354,0.4230140058218484,-0.0865528568939047,-0.0392148650215395,-1.0579099238105316,-0.3583005619736892,0.0483006037798564,-0.4525457609232744,-1.0188712276769465,-1.1256982309014525
8,2,-0.1640316140946721,0.6521734021398763,0.1870543465285741,-0.3013175461364172,-0.1378430006094226,-1.0272193928810252,-0.9878701793404364,-0.1302263726665457,0.6250115344410934,-0.9877348933556944,1.0457443611872006,-0.3366172362563762,-0.2993156009354087,-0.1292930556129311,-1.0272393841058731,-0.9597930713375872,1.1018239778313716,-0.1103055313173936,0.9756492696450898,-0.1364703050164638,-0.4353833596213293,0.2618040042168373,-0.1812725121580786,-0.1391644660426441,-0.92080439389563,-0.3202542008901194,-0.1632516717615272,-0.4546969884253934,-0.8388352791052334,-1.0058515145621216
8,3,-0.1472211384430194,0.6531405817290968,0.1489048138066788,-0.291406842410036,-0.3611575768589261,-1.0116920434745351,-0.967026388532182,-0.1292675997563888,0.5844307656220393,-0.9668282346413086,1.0457443611872006,-0.2951642276851418,-0.2419004323555724,-0.1908948781092277,-1.011822445041313,-0.916169505519902,1.12656504244328,-0.2506794145052325,0.9678089508597708,-0.1459800506348585,-0.4241210812518546,0.3647992830200381,-0.1983949113789107,-0.1560980761329965,-0.8784384515618283,-0.2583844174458097,-0.1315188304303202,-0.4660462744161239,-0.8629812769136751,-0.9751661234220992
8,4,-0.163498116801487,0.6445971620243176,-0.0097336597618689,-0.313454848649675,-0.2537754517757989,-1.097996075805143,-1.0484317777197445,-0.2754804685553355,0.4065379259825958,-1.0495458843373573,0.9963969301157736,-0.1758516551888063,-0.2642602799509332,-0.1972795772517824,-1.098250739797178,-1.055621888051846,1.07219396033208,-0.3220806630471431,0.8953644052834235,-0.1760454768321622,-0.1951214210725342,0.490184839823936,-0.0351856592314104,-0.0400408947820444,-1.0186018907002985,-0.3899466006319863,-0.0244204909374949,-0.460710776125908,-1.0084503233596194,-1.0944338701172789
8,5,-0.1520773018950054,0.6460479314081482,0.1719534898261575,-0.313454848649675,-0.3709877213520342,-1.0733957383844095,-1.0242214639974423,-0.2354516995562793,0.6049696037182134,-1.0236398072347486,0.9963969301157736,-0.3247220251011523,-0.2997988196457211,-0.2226780507639229,-1.0730230213278993,-1.0069923392714777,1.07219396033208,-0.2127930377278918,0.9510306686591884,-0.1713219534939046,-0.3137507532310016,0.5155604882247256,-0.120433348969167,-0.1057102607421917,-0.9642823032198208,-0.2491395072759696,-0.0429313150473668,-0.4414235174129786,-0.9554138509803756,-1.0394317539228992
9,1,-0.1687382504107074,-0.1820189935626062,-1.2449837380195703,-0.336953192854021,-0.4189145755842722,-0.7969646604707766,-0.91484528336444,-1.5808497857341246,-1.231765683769486,-0.9145615878553446,1.0062565567034711,1.2335506362331623,0.4438308465512714,-0.3488986415051956,-0.7969196580807832,-1.0212951477362908,1.0029584861087353,-0.1749066609505511,-0.1499068951752989,-0.2337543487265784,0.7929558012093848,0.2065746518151195,1.135330696013937,0.1792700066320321,-1.1067808730381063,-0.5218643572862345,-0.0072318685497564,0.0098120603270045,-1.2547395010057236,-0.9068477054122386
9,2,-0.1726362686862699,-0.1412362542171517,-1.2500703423824897,-0.336953192854021,-0.2893433475469666,-0.9172370747571484,-0.984575284573496,-1.5312332876334986,-1.2085766730157412,-0.9840989527097146,0.9963969301157736,1.2054346825935425,0.4024936823327362,-0.3717011384428906,-0.9174520907673408,-1.1400084579942555,0.9930818136089716,-0.1812210570801082,-0.1025513697119724,-0.233708923538985,0.7937066197673497,0.233442985415952,1.103636042137079,0.2065289887286969,-1.1797815059571113,-0.5069302716272631,-0.0019430616612224,0.0154086574697204,-1.3156551937224583,-1.029010300328176
9,3,-0.1715225528339349,-0.209261218658977,-1.2343336601347077,-0.3347972221080288,-0.3601179756741637,-0.815922041931431,-0.931355571272696,-1.5798910128239678,-1.223152622632381,-0.930468828181507,1.0062565567034711,1.2281437220716969,0.4439626334722658,-0.357598671106039,-0.8160740369185686,-1.0327373945081446,1.0029584861087353,-0.1375060069524076,-0.1662147582487626,-0.2337926816674499,0.7929558012093848,0.187169744214515,1.1480814188379604,0.199920750644657,-1.1022218083775135,-0.434037710672759,-0.0402869116030998,-0.0207989420976065,-1.270497941680706,-0.9080056447005412
9,4,-0.1723635245576144,-0.1154447985046111,-1.1995222115259787,-0.336953192854021,-0.3433513494120189,-0.8349163054571846,-0.9461109695768206,-1.5590377020280526,-1.2142082899130793,-0.945921575926923,0.9963969301157736,1.2090392920345194,0.4334636087663893,-0.3493897722084688,-0.8347612357847027,-1.068494415670181,0.9930818136089716,-0.1914212354432373,-0.1306197109634143,-0.2339281305266245,0.7929558012093848,0.1976185406148421,1.1101935567322905,0.1933125125606171,-1.13057696663242,-0.5207976368820216,0.0126011572822489,-0.0188350246418461,-1.2871036103489673,-0.9161112197186606
9,5,-0.1738456598612136,-0.1518752296985746,-1.2278164482947174,-0.3347972221080288,-0.1948977743643329,-0.8887641205010678,-0.9777347965247386,-1.578213160231193,-1.1973134392210651,-0.9781905491599964,1.0062565567034711,1.169028127239676,0.4327168162140882,-0.3493897722084688,-0.8889541124964879,-1.1414387388407368,1.0029584861087353,-0.1282772741476707,-0.113214203260006,-0.2335995811094618,0.7944574383253146,0.243891781816279,1.1043646548698802,0.1805090512727896,-1.1909567742105158,-0.5382207368174887,0.012601157282246,0.0387968709855019,-1.345985955881834,-1.0342210271255377
