f_id,i_id,disp.diff_mean_05,ic.eps.max,disp.ratio_mean_05,disp.diff_median_02,pca.expl_var_PC1.cor_init,disp.ratio_mean_10,ela_meta.quad_simple.adj_r2,ic.eps.s,ela_meta.lin_simple.coef.max,ela_level.lda_mda_25,disp.diff_mean_10,nbc.nn_nb.cor,ela_level.lda_qda_50,ela_level.mmce_mda_10,ela_meta.quad_w_interact.adj_r2,disp.ratio_mean_02,disp.ratio_median_25,ic.m0,disp.diff_median_25,disp.diff_mean_02,ela_meta.lin_simple.intercept,disp.ratio_mean_25,nbc.nn_nb.mean_ratio,disp.ratio_median_05,ela_level.mmce_lda_10,ela_distr.skewness,ela_level.qda_mda_10,ela_meta.lin_simple.coef.min,ela_level.mmce_lda_25,ela_level.mmce_mda_25
3,1,-0.7619655682653619,-0.2367695595334424,-0.7620493114382826,-0.7270971608729971,0.1482943558887167,-0.7859009403107577,0.9283684132679882,-0.4559052211955295,-0.1685196942174643,0.1404904125005464,-0.7862115871051965,0.3557788622856677,0.044447404305055,0.3088737860587893,0.5850455662488939,-0.7632742476961704,-0.7720924997451987,-0.100015975509103,-0.770720082380134,-0.762555527245715,-0.1809047089111372,-0.7970928601277416,0.6387888589860209,-0.7319373041330334,0.6115783703746379,-0.247910504218541,-0.1008102408596713,-0.1341096722445568,0.3214792616615546,-0.0123432752802962
3,2,-0.6324191348649828,-0.2367633505208286,-0.63252518719263,-0.6783099035962465,0.9809299256338871,-0.567290146844574,1.092882967861832,-0.0879447708313297,-0.1685158810031838,-0.1531421663291868,-0.5673156480731014,0.0122985285728386,-0.6174342902346127,-0.0308950195835171,0.631442008497093,-0.6987609277618405,-0.2958150880564643,-0.5670078611568559,-0.2962399186635119,-0.6984435425182306,-0.1809009219069271,-0.3345160915021102,0.3704107020033612,-0.5874776403782547,0.2584834297749221,-0.1892066082268919,-0.4481014394405033,-0.1341096729477264,-0.763442915906428,-0.6213622496982298
3,3,-0.3818855859853218,-0.2367435796906039,-0.3816820868435834,-0.4321460553158751,0.9202169153399692,-0.3558942310505423,1.0452021660505642,-0.1548276819386281,-0.1685174287349001,0.0577846568609853,-0.3550270285642231,-0.1543904569054458,-0.2667574301577451,-1.5100609406987302,0.6216565770411091,-0.4549385274218052,-0.3001350645797176,-0.5976084690483037,-0.3002400204921543,-0.4554021985454656,-0.1809003558950135,-0.2924636579906892,0.364169349515393,-0.3693493034736309,-1.397625583657372,-0.297460466455239,-0.5679106790942848,-0.1341096348787335,-0.9605646985158672,-0.9607512019800384
3,4,-0.6341309984492023,-0.2367645004894267,-0.6342834332231136,-0.6334300089906126,0.6144835420741642,-0.6192372660840639,0.9220530752797408,-0.2468177945296781,-0.1685187770025131,-0.0944156505632403,-0.6190919708886552,0.3810347691763169,-0.1373964375272337,0.0071825189798446,0.6145705749522933,-0.6755171580796197,-0.5031739611726477,-0.270315010731075,-0.503053694059277,-0.6754501087433035,-0.1809029933285391,-0.5221346410146043,0.4733930180548502,-0.6093480277196156,0.19598875002276,-0.1355951736757105,-0.3407399129975044,-0.1341096535280153,-0.3406091684770199,-0.2992170779018709
3,5,-0.8333549063856421,-0.2367657937888024,-0.8335513166779628,-0.7724882991926093,0.3651265355098551,-0.8890736910225209,0.9637343060021736,-0.4140877358623592,-0.1685194647368048,-0.184903348199522,-0.889251595876745,0.8103851863173537,-0.230977665291542,0.537339017438961,0.6095091448888532,-0.7960052703099101,-0.929771642843966,0.1474498100478287,-0.929277310183554,-0.7965962948375859,-0.1809034096182259,-0.962067791595622,0.6824783264018052,-0.8050304407738967,0.6178278383498534,-0.286744427963948,0.0961748207009614,-0.1341096392078127,0.3771548796504803,0.4093455384093413
4,1,-0.7352697496682125,-0.2367591903077396,-0.735675620981022,-0.6225843387726524,0.0832447020023752,-0.7505480397172172,0.542343378736368,-0.0711927112722873,-0.168517808265192,-0.2461635194992845,-0.7505548455402494,0.5729796615452515,-0.2322963298443503,0.6896491716924089,0.5163788317215595,-0.651324663104247,-0.7580525760446228,0.4281771259215485,-0.759315536741026,-0.6514455630597068,-0.1809024785166466,-0.7819971147646643,0.4234621981510977,-0.7043115517018399,0.4678406069446645,-0.0291221148467908,0.9569341892265708,-0.1341096280651216,0.8496452593402799,0.9219561037495326
4,2,-0.5834690896729828,-0.236704531829175,-0.5832942983390775,-0.5116079354313011,0.6643549433870254,-0.5146215398378691,0.9973634807895904,0.0542597447272235,-0.168513219470442,-0.0945061382608768,-0.5153114866532982,0.2118201930089677,0.0313047142620639,-0.0719015995748303,0.6442642979911404,-0.5450674302712343,-0.3390148532890027,-0.1612171912919987,-0.3396452789317594,-0.5450166725249459,-0.1808962429119366,-0.3442204992355139,0.3017558246357043,-0.5592763514380795,0.1053714643821246,-0.1878007139641861,0.12573813957657,-0.1341095383284465,-0.3248093309396221,-0.3125418173679006
4,3,-0.7138945881571501,-0.2367599659977218,-0.7139905866050528,-0.6767396550461716,0.6773648741642935,-0.6668554587202619,0.9211057745815036,-0.2301075106802594,-0.1685185069411327,-0.2687854439083548,-0.6661976023171082,0.3153694112606293,-0.4197225182835284,0.4260354431768261,0.5875762812806139,-0.701132740994721,-0.6046934094691139,0.1407975039844682,-0.6026306970276089,-0.7009900465845093,-0.1809023236881225,-0.6245700559783225,0.467151665566882,-0.6789879453065804,0.4772148089074896,-0.1606825757413274,0.2355892086617252,-0.1341096878386174,0.1454239291019792,0.3098018965160626
4,4,-0.7283760287479781,-0.2367587841896716,-0.7280565548489256,-0.6493515989402112,0.57762207153857,-0.7188025779597518,0.8980547909244008,-0.0377303678638265,-0.1685158552301783,-0.1126036777881331,-0.7189422392007195,0.3204205926387592,-0.3245149375707564,0.7101524616880648,0.6057974295089974,-0.6982865651152657,-0.5593336559749487,0.08624859426493,-0.5594806624079987,-0.6985184396966507,-0.1808999494741608,-0.5760480173112965,0.3579279970274248,-0.6933763580311595,0.6303267743002862,-0.1593079235733484,0.4058116868191757,-0.134109559827094,0.5547149586421891,0.4783206603511405
4,5,-0.6938148909800913,-0.2367645004894267,-0.6940637982595687,-0.6151347875118314,0.493057521486327,-0.68922157950393,0.8461111359710664,-0.004309800164989,-0.1685157566343057,-0.2370242620380205,-0.6898358575079273,0.60833793119216,-0.2777463014311492,0.6603587574128997,0.6138957176105014,-0.6517990257508218,-0.6576131218789724,0.2099814870433959,-0.6577810371331463,-0.6520821890762764,-0.1809003414480298,-0.681718234852816,0.3828934069792976,-0.6507866563664038,0.461591138969449,-0.0618794511678361,1.3095156659219855,-0.1341096310979229,1.2386222120466943,1.2691831380701803
5,1,0.666191326807101,-0.2367754195686237,0.6662325473248648,0.6626458407597139,1.544693592648847,0.7212870054016451,1.174666594809635,-0.949359903268864,-0.1685198278101679,-1.4750769410976248,0.7207129413967842,0.3229461833278239,-0.8555411529867296,-3.311421418888545,0.6564117301433963,0.6550700655659073,0.7960589781959474,-1.228247083854674,0.7959580976549472,0.6548735743519974,-0.1809046958375658,0.7998213457803193,-0.5501887899720501,0.6810048254206715,-3.5161952272556665,-0.5975251652587481,-0.8613655180384823,-0.1341096850035189,-2.7008039472778256,-2.0392712905245403
5,2,0.5768042877608394,-0.2367754195686237,0.5771480817803443,0.5368798871211438,1.5772184195920178,0.6325440100341829,1.174666594809635,-0.949359903268864,-0.1685198278101679,-1.464851831264725,0.632026764692914,0.2345505092105516,-0.8174757028956583,-3.32899566745625,0.6564117301433963,0.5293639642232809,0.8068589195040808,-1.2176033941533018,0.8061711236004169,0.5292710061417273,-0.1809036118391697,0.8095257535137254,-0.5314647325081386,0.5889189839833627,-3.566190971057396,-0.5945884083544294,-0.8221552214245176,-0.1341096850035189,-2.7008039472778256,-2.054163646398338
5,3,0.6437983004621782,-0.2367754195686237,0.6439614309387344,0.619847438418133,1.520842052890522,0.6693398861621552,1.174666594809635,-0.949359903268864,-0.1685198278101679,-1.479239375188894,0.6693353361386657,0.0249264820181632,-0.8493873850736235,-3.32899566745625,0.6564117301433963,0.5896080203384256,0.8079389136348941,-1.2788046099361974,0.8075328603931463,0.5897504777158438,-0.180904572119649,0.8116822885655929,-0.5221027037761864,0.661436584115243,-3.603687778908693,-0.5999620486474382,-0.8417603697314999,-0.1341096850035189,-2.6865088561725607,-2.038487482320655
5,4,0.6490726909649079,-0.2367754195686237,0.649236169030187,0.583768239174548,1.594564993961708,0.6772762516015224,1.174666594809635,-0.949359903268864,-0.1685198278101679,-1.527831268819577,0.6773666469384381,-0.121557777947602,-0.8417391306673342,-3.314350460316496,0.6564117301433963,0.5739540530014201,0.8154988725505875,-1.2841264547868836,0.8155330640504311,0.5741718646044924,-0.1809031462999907,0.8192301612471291,-0.5408267612400909,0.6516524634625288,-3.6161867148591256,-0.6011492482470564,-0.9562793312706988,-0.1341096850035189,-2.713594291950957,-2.037703674116771
5,5,0.6582797410530062,-0.2367754195686237,0.6586134811927684,0.6038162962441109,1.5989016375541316,0.7429316384180982,1.174666594809635,-0.949359903268864,-0.1685198278101679,-1.441415517576928,0.7429841649621105,-0.2781444006696266,-0.8616509654147423,-3.3407118331680543,0.6564117301433963,0.5758515035877236,0.8424987258209259,-1.3400058257190932,0.843278451202291,0.5761191912434115,-0.1809047418569806,0.8451085818695415,-0.5439474374840819,0.6689185587320248,-3.656808256698031,-0.6029300476464838,-0.9195585772988902,-0.1341096850035189,-2.7008039472778256,-2.040055098728423
6,1,-0.0700950807406243,-0.2295556357131762,-0.0704725394479193,-0.1370853975343286,1.134880773164895,-0.0528693688201867,0.7761687677512268,0.7484467115417,-0.16811039715523,-0.048266924768737,-0.0526282410749196,-0.3160282610056004,-0.3624924766916405,-1.4631962778515155,0.5740791344447742,-0.1394873674488017,0.020623192271881,-1.0047296001258323,0.0218958395378749,-0.1396356943269212,-0.1798633332124854,0.0364079374191404,0.2331009472680472,-0.0666170997484787,-1.3601287758060756,-0.3407151466044876,-0.4263179413216336,-0.1339235292161652,-1.2404475348926285,-1.1284861576112326
6,2,-0.2555778134199526,-0.2301915924564693,-0.2556744546588982,-0.2598569237053135,0.941900133302083,-0.2505570170371324,0.6302844602227127,0.7316946519826577,-0.1682681919493212,-0.1949474826371491,-0.251246544328866,0.0274520727072237,-0.2357688131667459,-1.0736337679340502,0.5486032697921266,-0.2443215123420845,-0.270975223047755,-0.8450742546052326,-0.2713882221962019,-0.2444917441148626,-0.1800139658327404,-0.2439416193236656,0.4515482843469546,-0.2651771953476754,-1.0351564410948322,-0.3232508156522088,-0.2595185842971486,-0.1340160467294978,-0.8018139499258227,-0.6292003317370707
6,3,-0.3001787997763683,-0.2298809418442041,-0.3002166874311592,-0.3630186017044308,1.019959717965688,-0.2289123840206794,0.7761687677512265,0.7484467115417,-0.1682449473364188,-0.1315156065941157,-0.2285196435550417,-0.1846975451742243,-0.2461862631339328,-1.2962409164583133,0.5587261299190064,-0.3757199654436227,-0.1219360329954945,-0.8370914873292035,-0.121171632248249,-0.3759737408310999,-0.1797707011758983,-0.1220973888931375,0.4016174644432091,-0.2945295573058168,-1.2570125542150083,-0.3657400644806509,-0.2162627808896793,-0.1335180187668748,-1.0410686326349894,-0.8894246554265868
6,4,-0.1397262886933276,-0.2272549432723627,-0.1396302166469558,-0.1622824091518121,1.1695739219042771,-0.095437147085881,0.7938517141183192,0.7860657380577036,-0.1680809849033414,-0.0792137173603451,-0.0956327776268924,-0.0811483269225628,-0.1910660848265387,-1.6155064321049697,0.6032667144772773,-0.1570387853721118,-0.0398564790536733,-0.9821117595104136,-0.0392120990358533,-0.1571616340771915,-0.1793129755587904,-0.0228967765072229,0.3360832633195292,-0.1558252586408706,-1.5601117510129938,-0.4023245574057287,-0.6886534972388748,-0.1339475861190743,-1.1915432758483018,-1.061862460281085
6,5,0.0152667655535542,-0.2324276679325959,0.0150954340356349,0.0852691006379282,0.6101468984817408,-0.0030867128823436,0.3072549221238602,0.6815220247247782,-0.1683652070502113,-0.0945061382608764,-0.0035290218592894,0.1739363326729939,-0.1675938557865477,-0.9037493651128904,0.4242608045669537,0.0863092523213475,-0.0636163499315692,-0.6228872320890655,-0.0642340126022544,0.0868908218042432,-0.180462045424937,-0.0476969296037015,0.3891347594672658,0.020864449616965,-0.8195497959498735,-0.2611727734300658,0.100842713155005,-0.1340264067927673,-0.5144073813883958,-0.4614653761058768
7,1,0.246090749923015,-0.236755704111359,0.2460117460391947,0.1898914749626965,0.8616722268422611,0.2342827625314329,0.4231413742081992,-0.3053873394218905,-0.1685189373323619,0.3576608868276225,0.2341066423722749,-0.1190321872585366,0.0750843774153054,0.3323061174823965,0.6474698703646523,0.2139128042502774,0.2225820947339977,-0.7798816551843223,0.223262667762723,0.2139538849937025,-0.1809022104480149,0.2574527802355831,0.1987735085842153,0.2315108119048083,0.7521913998169958,-0.2252599855416141,-1.5095801834899805,-0.1341096275413112,-0.3782278292803497,-0.7256087408148132
7,2,0.1513830537906666,-0.2367599659977218,0.1516525424032228,0.1016288994852216,0.5732854279461477,0.1311100118196698,0.1815796961577375,-0.347204824755061,-0.1685192198463565,0.5303114139176476,0.1307818353454155,-0.0861995083006928,0.3234768236793285,0.988411397343402,0.6442642979911404,0.1218864508145436,0.1588624410160033,-0.6654619908945599,0.1586652786576261,0.1222797386076735,-0.1809030191445508,0.2056959389907584,0.3204798820996088,0.1307919228327528,1.1209100103547582,-0.2148719890449545,-1.2164365373760526,-0.1341095549905097,0.4004784493485436,-0.3047037353290598
7,3,0.2010733643163834,-0.2367607066749554,0.2008834312567738,0.1545791412900785,-0.3243997956853642,0.235725738065863,-0.6477820651488474,-0.3304527651960186,-0.1685195059527478,0.5828847662443273,0.2354167143467058,-0.3513865306525096,1.3922104882455046,0.7042943788321635,0.6429145833075566,0.1598354625406203,0.1815423177630859,-0.4818583435458669,0.1807935015394773,0.1598781221744925,-0.180903178498426,0.2056959389907584,0.3516866445394567,0.1843168181681877,0.7553161338046105,-0.1110545082678125,-1.099739226024967,-0.1341095776346103,0.769893698437226,-0.0922917120764727
7,4,-0.1944133902216303,-0.2367650369256266,-0.1947219256021194,-0.2520787157712207,0.1547993212773513,-0.1646999727385337,-0.1370291053493419,-0.4308397954214014,-0.1685195503175628,0.3163080090078417,-0.1647817940164221,0.5098398943186284,0.6074732128691809,-0.1597728424133579,0.6351537238769488,-0.2386291605831738,-0.1726957571437288,-0.489841110821899,-0.171981436326962,-0.2383127268952162,-0.1809034764989063,-0.1318017966265436,0.4983584280067229,-0.2076235444493561,0.0616251885556116,-0.2910870791309727,-0.8669669889833338,-0.1341096306556393,0.1160813736753831,-0.3329208306688868
7,5,-0.0871674499994596,-0.2367633505208286,-0.0868828357324372,-0.1331415174550704,0.657849977998392,-0.021845394829938,0.36393508056838,-0.3973774520129405,-0.1685193066705771,0.2536000345458984,-0.0218700295013229,0.2572808254121362,0.1432593347955036,0.4084611946091201,0.6375157245732205,-0.1110256086542449,-0.0333765142687908,-0.670783835745246,-0.0349566715585739,-0.1111747665273368,-0.180903252633764,0.0019033765892556,0.4047381406871931,-0.1046025093413669,0.7146945919657053,-0.2817144507129339,-1.1678904558540013,-0.1341095710125867,-0.1096305911445852,-0.4418701710087747
8,1,-1.0603850309198064,-0.2320076697376951,-1.0603650546103964,-1.012334635864539,0.5277506702257089,-1.0478009998098492,0.9237897932265088,0.6815220247247782,-0.1683197283291215,-0.3059758876368667,-1.047941183736078,0.4568024898482646,-0.2970867148723402,-0.0133207710158119,0.6349850095415008,-1.0616483523924385,-0.9556915019834884,0.1221710470070669,-0.955831177641776,-1.061357820552139,-0.1804562916007233,-0.9879462122180344,0.7386504987935257,-1.0122235840078413,0.0772488584936521,-0.3061301477419247,0.1244933682554919,-0.1340443655925115,-0.0674976910448578,0.1820411592829565
8,2,-0.9394904486072384,-0.2306298931610705,-0.9390460785070026,-0.9166590265343846,0.6751965523680823,-0.9020604708323934,0.9763649819786682,0.7233395100579482,-0.1682810574365298,-0.2283374430649372,-0.9017827191104324,0.8053340049392237,-0.3016580853220761,-0.4175284880730379,0.6442642979911404,-0.9530193063265474,-0.7807324527917079,-0.0907027470203994,-0.7809331083256039,-0.9529816033784596,-0.1803024455968562,-0.8067972678611454,0.6824783264018052,-0.898842891738156,-0.2570976781804153,-0.332092328459892,0.0053065142622495,-0.1340732640853931,-0.368446977471483,-0.212998175474622
8,3,-0.9080754385076464,-0.2298809418442041,-0.907983731968452,-0.895405894996159,0.5862953587234158,-0.8580497170322706,0.9684708094933588,0.7233395100579482,-0.1683251815051508,-0.2381101144096557,-0.8581516263967752,1.1993261524333512,-0.2442082663047202,-0.4761093166320563,0.6452765840038286,-0.9373653389895408,-0.8152922649777372,-0.05877167791628,-0.8145509853961088,-0.937215747321058,-0.1802369775763788,-0.8305191534316902,0.6575129164499325,-0.8654617742171302,-0.3914612396475637,-0.3670522324591763,0.0130863350189884,-0.1340237143827118,-0.3571613792304845,-0.1612668340182724
8,4,-1.0282760220698552,-0.2315471084216088,-1.0287166260616845,-0.9784099637012894,0.5277506702257089,-0.9987398316392194,0.8955286557291018,0.6815220247247782,-0.168353772718104,-0.3108622233092262,-0.9983293276608884,0.9215111766362096,-0.2665816082173706,-0.2212827124003269,0.6363347242250846,-1.0251224286060905,-0.9448915606753528,0.0489956803101246,-0.945192608948578,-1.02484544607241,-0.1804175341700276,-0.977163536958697,0.7292884700615735,-0.9915042696844466,-0.1258588507008746,-0.3523215847954922,0.0454503893670227,-0.134071691575917,-0.1276875483301828,0.0958222568557076
8,5,-0.972848655207836,-0.2315471084216088,-0.9730388350963582,-0.9537241957977836,0.7294045972733669,-0.949678663468593,0.9515772803747972,0.6815220247247782,-0.1683700687401723,-0.3070617400085019,-0.9496288260026936,0.6664265170406529,-0.302141595658106,-0.4614641094923017,0.6378531532441168,-0.9995068456909902,-0.8919718482654941,0.0303692233327204,-0.8924253082303171,-0.9998672370693537,-0.1804000104098622,-0.924328428187936,0.7199264413296212,-0.9258931076603638,-0.366463367746699,-0.3288275295609418,0.1073777625906658,-0.1340380281630118,-0.2465625164686995,0.0009814641857334
9,1,-0.8389531629718728,-0.233322876956509,-0.8388260547694154,-0.8422000313343134,-1.319659500146389,-0.964108418812894,-0.1569224200123209,0.6898771666494873,-0.1684895137469498,-0.5019722407170527,-0.964780093185243,1.1437631572739226,0.4419368560066232,0.6603587574128997,-0.228832387952239,-0.719158521564607,-1.2591698527420714,0.0662916760748573,-1.2590729396726863,-0.7191900609405593,-0.1806072283705259,-1.224086800397552,0.9508564833844648,-0.9454613489657924,0.461591138969449,0.076335575903508,0.970315480928162,-0.1340871371271154,0.8624356040134129,1.4282962034586513
9,2,-0.962346140785734,-0.233322876956509,-0.9624893589134556,-0.9132994249853869,-1.3174911783501773,-1.0838753881706065,-0.1092416182010534,0.6815220247247782,-0.1684808599674402,-0.5128307644334065,-1.083597925301025,0.7649245539141802,0.400574744533531,0.6603587574128997,-0.1861476610838962,-0.8415440843812,-1.2958896531897297,0.0716135209255433,-1.2962653758241056,-0.8413099103543012,-0.1806141361306688,-1.2866263169017167,0.9446151308964968,-1.015101266552757,0.461591138969449,0.0763043338087812,1.1066179405862304,-0.1340986267274458,0.8631879772294794,1.4431885593324485
9,3,-0.8405724933893776,-0.2331599503698693,-0.839998218789738,-0.8590345564874434,-1.3977190848099987,-0.975652223088338,-0.1733422987817644,0.6898771666494873,-0.168484134585343,-0.4938283479297874,-0.9759441847934373,1.3458104123991166,0.4420687224619041,0.6603587574128997,-0.2573451106429502,-0.7386073900742197,-1.2624098351345114,0.0330301457580634,-1.2623070645554186,-0.7384386357944883,-0.1806061713435156,-1.240260813286561,0.91652904470064,-0.9535188600915572,0.461591138969449,0.0698059781056077,0.94324170469471,-0.1340953439952675,0.8624356040134129,1.408700998361549
9,4,-0.8485303457268294,-0.233322876956509,-0.8482033669319969,-0.874079728641651,-1.343511039904714,-1.0117266114490937,-0.1375027556984603,0.6815220247247782,-0.1684892336445892,-0.5024246792052343,-1.0120566035668823,0.7320918749563413,0.4315633615245302,0.6603587574128997,-0.1591533674122168,-0.7575818959372586,-1.2829297236199673,0.086248594264933,-1.2841799617886331,-0.7577246592376279,-0.1806160882726139,-1.2575130937015009,0.9414944546525126,-0.9517922505646078,0.461591138969449,0.0649478323755909,1.0132600915053616,-0.1340978228007299,0.8624356040134129,1.4204581214198102
9,5,-0.9673891983716768,-0.2331599503698693,-0.967764097004907,-0.9063246000304016,-1.235094950094149,-1.0853183637050363,-0.1199776927810737,0.6898771666494873,-0.1684812610662457,-0.5074015025752294,-1.0855915130882023,1.8963891826152688,0.4308161182779385,0.6603587574128997,-0.1972828072234639,-0.8126079629400674,-1.3196495240676234,0.08624859426493,-1.319840444048232,-0.8123995994841975,-0.1806087602973639,-1.3157395401019305,0.9602185121164172,-1.037547190403101,0.461591138969449,0.1031725352738254,1.060250208876066,-0.1341021914673369,0.8639403504455458,1.4353504772936077
