f_id,i_id,disp.ratio_mean_10,disp.diff_mean_10,disp.diff_median_25,ela_distr.skewness,ela_meta.lin_simple.coef.min,ela_level.mmce_mda_10,ela_level.lda_mda_10,ic.eps.s,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,nbc.nb_fitness.cor,disp.diff_median_10,ic.eps.max,ela_level.lda_qda_25,disp.diff_median_02,ela_distr.kurtosis,disp.ratio_mean_05,disp.diff_mean_05,ela_level.lda_mda_25,disp.ratio_median_05,ela_meta.quad_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.lin_simple.coef.max_by_min,disp.ratio_median_02,pca.expl_var_PC1.cor_init,ela_level.mmce_qda_25,disp.ratio_median_25,ela_level.mmce_mda_50,ic.m0
6,3,-0.2950480777087463,-0.294673302998141,-0.1714493050373917,-0.2725004844004785,-0.1335179979700392,-1.322534351903855,0.911436008144163,0.7665223118301222,-0.7776428555184838,-0.5536302717529838,-0.2422381562750634,0.2555689549606693,-0.2953347521487265,-0.229880445590003,-0.1051828399863655,-0.4408148169750177,-0.281615670220489,-0.3728174159370532,-0.3727845025106205,-0.115152279039803,-0.3675543029919472,0.6057496779761091,0.803417318278628,-0.4457356437528235,-0.4409978991522715,1.053686257180228,-0.8685425347671739,-0.1722169782730825,-0.6049120927811542,-0.8917722016335584
6,4,-0.1625628971841871,-0.1627713812992418,-0.0893984021417753,-0.3085927046874363,-0.1339475653210617,-1.6404793107867908,1.440227222106198,0.8032885920439913,-0.9094798196801624,-0.6740228693314243,-0.1871559906581269,0.3085620819189918,-0.1687726109657216,-0.2272544473107845,0.0864480745264178,-0.2444412714724078,-0.2869981522811759,-0.214378185022271,-0.214476938733225,-0.0631103419063578,-0.2309786596838395,0.6477250874426671,0.8204120629545225,-0.3251029715768581,-0.2442445657591372,1.1975710332170786,-1.0346352199357869,-0.0900477245277666,-0.7303881890760173,-1.0351066190756848
6,5,-0.0708974749834098,-0.0713502894059197,-0.1144482105024307,-0.1693402270986444,-0.1340263859945388,-0.9316662373138318,0.6955583579081143,0.7011146706278809,-0.3354322209598257,-0.2505872607250601,-0.1636999488403881,0.2056670937415823,-0.0803685097080506,-0.2324271713946055,-0.1436773047018861,-0.0022698570714266,-0.2688504640915671,-0.0617214077905094,-0.0615558491558678,-0.0783267560509116,-0.0570005580423913,0.4790284607607807,0.3527531067839281,-0.3712511036774367,-0.0021563629205791,0.6595670880358255,-0.4525122993207917,-0.1138335611382531,-0.3485201850341362,-0.6800580621089478
7,1,0.1647113055170223,0.1645240429249024,0.1733689753557133,-0.1339106735377068,-0.1341096067428547,0.2992766310219132,1.2439748128007018,-0.2634234790361344,-0.7722544237407577,-0.7008225913951192,0.0788109254587407,0.4701911191418754,0.1421736355499183,-0.2367552070910828,0.722272857842158,0.1000787344994258,-0.2671071275141568,0.1661072673205249,0.1661824540982918,0.3715928976788916,0.1504130745334068,0.6893825013829633,0.4641293799277361,0.014684308359685,0.0998470933316218,0.9014603347064666,-0.901281958285987,0.1726776525789728,-0.8388198445446996,-0.8352274314499671
7,2,0.0623038416520927,0.0619650690878671,0.108699572138919,-0.1236624555655347,-0.1341095341920534,0.9526681061574748,0.0555574453396279,-0.3042930476025787,-0.430627849032973,-0.6109404466276525,0.3270320721105026,0.3544894586162045,0.0435754885895667,-0.2367594689769706,1.2679266363780082,0.013734390406319,-0.2651855584432092,0.0730097630238844,0.0727408211535604,0.5433853129913719,0.0512398895586407,0.6863615438834761,0.2319690285516783,-0.2731209912246112,0.0132574926908648,0.6241172156789216,-0.7399804082664684,0.1088883634872128,-0.6785295712431693,-0.7221378910827846
7,3,0.1661435777389093,0.1658244047761989,0.1308524638864374,-0.0212419192601883,-0.1341095568361539,0.6697262620139508,-0.0589231267552456,-0.2879207229321049,0.3424324966780186,-0.6307310106131495,1.3950287027406465,0.2577770019172668,0.1353218999136904,-0.2367602096541217,1.1947240477386574,0.0655338521088451,-0.2390090533962933,0.1215823739612625,0.1217668659911968,0.5956973639853715,0.1039433535738018,0.6850895617784291,-0.5651148445061197,-0.3357698627965274,0.0662992899420096,-0.2391914405421593,-0.5539246599766278,0.1315930257063136,-0.4634794986915686,-0.540668628633115
7,4,-0.2313119638347697,-0.2314078720589774,-0.2223157526268864,-0.1988520126876812,-0.1341096098571828,-0.1907669753297582,1.0618961886117098,-0.3860321847354671,8.746439987032468e-05,-0.5148737506147187,0.6108326080363629,0.0590527758235567,-0.248988052560584,-0.2367645399043104,0.7184163996283994,-0.3322860137665533,-0.2710463441095993,-0.2687332496426697,-0.2684329769064895,0.3304455529211328,-0.2819820119565762,0.6777756646744076,-0.0742398531979192,-0.2849807513296947,-0.3331009098721661,0.2216569000975967,-0.6210005520639523,-0.2230321746682148,-0.4689192138488604,-0.5485585965657113
7,5,-0.0895170138679436,-0.0895553553240704,-0.0851382306518677,-0.1896055002315861,-0.1341095502141303,0.3751167129572906,0.9517767811680692,-0.3533283641343465,-0.4952890303656774,-0.5717716220730228,0.1469388671428467,0.287806440526982,-0.1218688596998368,-0.2367628534997003,0.8493957440520652,-0.215933705652673,-0.2763181270825033,-0.1623361018750806,-0.1626207125362466,0.2680492511331091,-0.1805420113252429,0.68000163335824,0.4072273330218394,-0.2674497612838297,-0.2161369467029742,0.7054433934388789,-0.7831006246083216,-0.0835606781794503,-0.6524189384881688,-0.7273978697045135
8,1,-1.1078625636296917,-1.1080213722481906,-1.0070393410678296,-0.2136926651797138,-0.1340443447942338,-0.0449206639155702,0.3106855774367769,0.7011146706278809,-0.2068283158647816,-0.0345402705500505,-0.2931035053854407,-0.2204859688815946,-1.062896258909565,-0.2320071732465064,-0.1933204395262732,-1.0760191125147502,-0.2822137237827875,-1.122801658624906,-1.1228282108227272,-0.288745453422645,-1.0742340839264302,0.6776166669112768,0.9452930885639969,-0.3108688502905966,-1.077046117471553,0.5803261968850989,-0.0580421720453356,-1.0068836084228905,-0.0750838364609373,0.0563389449331767
8,2,-0.9632030692190916,-0.9629462196209402,-0.8319462928326351,-0.2393055046830972,-0.1340732432870361,-0.447456483418728,0.7249962193039382,0.7419842391943249,-0.327169958900647,-0.1343176973102648,-0.297671723267547,-0.158660654096885,-0.9255273151783632,-0.2306293968234116,-0.1192764418221024,-0.98242284378329,-0.2827414590566202,-1.003104867386367,-1.0035497609523885,-0.2114928893041398,-0.9625934128405504,0.6863615438834761,0.995822106216433,-0.1289749158744998,-0.982296240330619,0.7221256863127155,-0.3391221007922193,-0.8317333570183977,-0.1693722325206611,-0.1540601999360017
8,3,-0.919518766451534,-0.919638516225588,-0.8656016476029035,-0.2737949961443318,-0.1340236935844906,-0.5057950079844032,0.6290505969768065,0.7419842391943249,-0.2858586486047529,-0.1512221373812102,-0.2402615235376136,-0.2862857681881785,-0.8830799773344153,-0.229880445590003,-0.1808395383981082,-0.9616316115688966,-0.2855256455474606,-0.972457862866354,-0.972554710258948,-0.2212169882840916,-0.9297245858203406,0.6873155304622618,0.98823516662898,-0.3520059292557014,-0.9614422003857248,0.6366289353342994,-0.2872181366770276,-0.8663309375427405,-0.1864166733468427,-0.1225003282056255
8,4,-1.059165308085528,-1.0587772343143111,-0.9963889123430608,-0.2592625607341691,-0.1340716707775644,-0.2520224261237168,0.2888797541806079,0.7011146706278809,-0.1669539207096143,-0.0353648773827794,-0.262619436056769,-0.3512023487121233,-1.023512705293199,-0.2315466119817419,-0.1872202238063276,-1.0428317332584425,-0.284216750673047,-1.091576408736591,-1.0911484388326718,-0.2936075029126212,-1.0538327430173349,0.6788886490163238,0.9181318448409156,-0.2447601570426121,-1.0439516627763945,0.5803261968850989,-0.1339018119060017,-0.9960718645090318,-0.0239505139823948,-0.0159857611156041
8,5,-1.0104680525413678,-1.0104376959291592,-0.9435627858682092,-0.2360846361775574,-0.1340380073647515,-0.4912103768429844,0.4993059486026132,0.7011146706278809,-0.3153154089896512,-0.1009211205847386,-0.2981549001589236,-0.2518402356652688,-0.969088756377796,-0.2315466119817419,-0.212602730595068,-1.0186824669750576,-0.2794852349461775,-1.036643098747889,-1.0364620312763513,-0.2898259088648618,-0.9892284968052004,0.6803196288845021,0.971999115911831,-0.3618235915185176,-1.018110787192503,0.7742578515434572,-0.1874028210708916,-0.9430943193311306,-0.1088100704361463,-0.0343956862916581
9,1,-1.0247907747602376,-1.025476663426762,-1.310619161438631,0.1636266864453393,-0.1340871163287205,0.6259723685896944,-1.0140181853753394,0.7092804185932042,1.237630629350784,0.1835682367067816,0.4454104104977789,-0.217394703142359,-1.1118611013830957,-0.2333223803187629,-0.3387439728960181,-0.9095820834995312,-0.1687889320460384,-0.9042249094067032,-0.9043564691160908,-0.4837676607427881,-1.0084964298860128,-0.1364518803189394,-0.0933589409583004,-0.4096895886563239,-0.9093071005234892,-1.1963379941785757,0.8283178305371678,-1.3106936124022892,1.141236472709499,0.0011091694050176
9,2,-1.1436693691768705,-1.143413829592173,-1.3478530602604215,0.1635958647371523,-0.1340986059290194,0.6259723685896944,-1.0140181853753394,0.7011146706278809,1.2096107841066122,0.2107802621868401,0.4040768236991051,-0.2231356252295109,-1.1850019866706336,-0.2333223803187629,-0.3615321350682297,-0.9791362572476816,-0.1674159848692599,-1.0262346821184518,-1.0260999156542436,-0.4945722151649567,-1.0770676034971374,-0.0962254462468215,-0.0475338258500851,-0.280282889015188,-0.9786694507749856,-1.1942527075693457,0.8666469117299245,-1.3474535417094058,1.1096861247972067,0.0063691480267465
9,3,-1.0362489525353369,-1.0365580078986796,-1.313856891770961,0.1571849494342597,-0.1340953231968501,0.6259723685896944,-1.0140181853753394,0.7092804185932042,1.2322421975730584,0.2041834075250078,0.445542186013609,-0.183390780010769,-1.1072932776256108,-0.2331594537502786,-0.3474385332324924,-0.9260507399442648,-0.1762983682776474,-0.9053814001433074,-0.9059541521415256,-0.4756642449261617,-1.0164302846839943,-0.1633225022880616,-0.1091397753002026,-0.350967648147303,-0.9251743048293866,-1.2714083121108437,0.8418927134596024,-1.3139371355764462,1.1539291414098465,-0.0317656969807936
9,4,-1.072055758082514,-1.0724027650170262,-1.3357541732290847,0.1523921738111837,-0.1340978020023057,0.6259723685896944,-1.0140181853753394,0.7011146706278809,1.213203071958429,0.1975865528631754,0.4350440699191532,-0.2324094224472164,-1.1357029131904577,-0.2333223803187629,-0.3392347948504963,-0.9407689318211204,-0.1758165835685547,-0.9134768352995376,-0.913805623009378,-0.4842178505103786,-1.01473017294157,-0.0707858041458772,-0.0746950695731664,-0.3342223119984794,-0.9405881604408306,-1.219276146880102,0.8283178305371678,-1.3344794490127756,1.116213782985956,0.0208340892365038
9,5,-1.1451016413987576,-1.1453926411050153,-1.3714544103145088,0.1901025337779581,-0.1341021706689007,0.6259723685896944,-1.0140181853753394,0.7092804185932042,1.1733286768032618,0.1848051469558753,0.4342973419961164,-0.1750002015757012,-1.19619872539325,-0.2331594537502786,-0.3392347948504963,-0.9723130178096242,-0.1616784302628544,-1.0314388904331704,-1.0310755570763126,-0.4891699379538722,-1.099169056148657,-0.1067192986134609,-0.0578520636890208,-0.1859572419837258,-0.9727759177470804,-1.115011816418623,0.8291163530620168,-1.37123937831989,1.110411420151512,0.0208340892365009
