f_id,i_id,ic.eps.max,ela_meta.lin_simple.coef.max,ic.eps.s,ela_level.qda_mda_10,ic.eps.ratio,ela_level.lda_mda_25,ela_meta.lin_simple.coef.min,disp.ratio_median_10,pca.expl_var_PC1.cov_init,ela_level.lda_qda_25,ela_meta.lin_w_interact.adj_r2,ela_meta.lin_simple.coef.max_by_min,pca.expl_var_PC1.cor_init,ela_level.mmce_qda_50,disp.diff_median_05,ela_meta.lin_simple.intercept,ela_level.lda_mda_50,disp.ratio_mean_05,disp.diff_median_25,disp.ratio_median_05,nbc.nb_fitness.cor,ela_level.lda_qda_10,ela_level.mmce_qda_25,ela_meta.lin_simple.adj_r2,disp.diff_median_02,ic.h.max,ela_level.mmce_mda_25,ela_level.lda_qda_50,disp.diff_mean_10,disp.diff_mean_25
4,5,-0.2267023641737389,-0.1675103841461382,0.1084981331402381,1.1805905715115967,0.0151146513703176,-0.1647889616481638,-0.1340959575246008,-0.6610872560985527,0.4416545473180049,-0.0364914791893612,-0.0705277830495794,3.980483649099066,0.5825379412399461,-0.1537294202262628,-0.6589456947935125,-0.1796104970524307,-0.0974219177445375,-0.7020152380137998,-0.6599234967378651,-0.6594118050858133,0.7259635565745648,-1.0713999306165114,0.7185928766977784,0.4259424379316505,-0.6256438267634383,-1.844079753585544,1.1591245842631837,-0.2815268986098785,-0.6957892598871432,-0.6841906066862741
5,1,-0.2267132706870804,-0.1675144547045334,-0.8613348055464877,-0.9756675648861072,-0.7787275590197443,-1.7198174548385383,-0.1340960114300999,0.7172890837762217,0.2962038032754935,-1.4763168829750373,1.438743949686163,-0.4704372602306249,1.615081675077232,-1.2383439949379074,0.6476743392968991,-0.179614850541755,-0.4236621196387877,0.6343686725683384,0.790244166684169,0.647477860896059,0.3015329393918,1.0573373577682272,-1.8090139376523464,2.0340264675729585,0.6187854895394184,0.4740256129485974,-2.147856996240832,-0.8626886213443914,0.6998273378704436,0.7947028085993498
5,2,-0.2267132706870804,-0.1675144547045334,-0.8613348055464877,-0.93672138868397,-0.7787275590197443,-1.7069744333701484,-0.1340960114300999,0.6242222413908142,0.2974558900247838,-1.4933438037625593,1.438743949686163,-0.4704372602306249,1.6470160173608592,-1.220796301510369,0.5576853850092596,-0.179613766767461,-0.4115052562772684,0.546850208799065,0.8004321017939775,0.5571138390477012,0.3190532951062588,0.887092079832444,-1.8065733774840005,2.0340264675729585,0.496302149099104,0.479021529686817,-2.1627427223790874,-0.8244013598846661,0.6120800013049223,0.8046396678188077
5,3,-0.2267132706870804,-0.1675144547045334,-0.8613348055464877,-0.9561944767850384,-0.7787275590197443,-1.7250455874716886,-0.1340960114300999,0.6573596776947085,0.2949517165262038,-1.5052264208227872,1.438743949686163,-0.4704372602306249,1.591663157402572,-1.2350015771421858,0.628403707641831,-0.1796147268494153,-0.4405806428289984,0.6124890566260197,0.801790493141952,0.6282755062532825,0.2756904147129732,0.8270765914749554,-1.778100175519966,2.0340264675729585,0.577104166950554,0.4965072382705883,-2.1470735369703964,-0.8564989947804637,0.6489936207335779,0.8055739024462779
5,4,-0.2267132706870804,-0.1675144547045334,-0.8613348055464877,-1.0699420390262016,-0.7787275590197443,-1.7860783532108515,-0.1340960114300999,0.6580647295309631,0.2964124844003751,-1.5421060066987389,1.438743949686163,-0.4704372602306249,1.664047666578793,-1.2216319059592995,0.6182565851999012,-0.1796133013245261,-0.4094569445073845,0.6176710709281484,0.8097710423113024,0.6186743289318943,0.2989048860346305,1.0492815875189003,-1.791116496417812,2.0340264675729585,0.5419666697510679,0.4740256129485974,-2.146290077699961,-0.8488061731938674,0.6569399113281433,0.8134724315694367
5,5,-0.2267132706870804,-0.1675144547045334,-0.8613348055464877,-1.0334686359162633,-0.7787275590197443,-1.6775377735443695,-0.1340960114300999,0.7313901205012817,0.2970385277750205,-1.5049366008944889,1.438743949686163,-0.4704372602306249,1.6683055788832777,-1.2237209170816257,0.6356580100893507,-0.1796148965516559,-0.4241675472183695,0.6268835407985986,0.837448266026283,0.635617583028462,0.2993428949274919,0.8985044210189913,-1.7992516969789645,2.0340264675729585,0.5614914531139403,0.4827684672404816,-2.148640455511265,-0.8688340362900054,0.7218627961858698,0.839206349035212
6,1,-0.2195017954773505,-0.1671050861471176,0.8809948055032526,-0.5435504670242964,1.0279619614287636,0.072295487759461,-0.1339098559776631,-0.0646134026284457,0.4416545473180049,-0.0980057589706637,1.1476129547925984,-0.3775098892004269,1.212708962303526,-0.6864272564193863,-0.0854552571325213,-0.1785737032044265,-0.1825997656298432,-0.0893859916288812,0.0180835848199103,-0.0861650414852958,0.3729283889282196,0.5840608556202485,-1.0174589230521955,1.3880670043739438,-0.1600719888702459,0.1580338792561755,-1.237477323995944,-0.3667668987188279,-0.0653271827140646,0.03270707426623
6,2,-0.2201370203511891,-0.1672628570087904,0.8638034427407482,-0.3778746698469503,1.0006148105856774,-0.1119393600304521,-0.1340023733245454,-0.2845895755394079,0.4416545473180049,-0.028448976179085,0.9533122248306476,-0.309125297906601,1.0232318647540042,-0.5113681243684691,-0.2814104330615406,-0.1787243046834082,-0.1919634765778843,-0.2713322715702672,-0.2744799517500988,-0.2810124635958169,0.2699962991057733,0.2159121552259909,-0.7441161841974651,1.0900742434139403,-0.2796390593000765,0.2716909850506821,-0.7384137687291688,-0.2393048031202276,-0.2618428940846311,-0.2476482443955653
6,3,-0.2198267272407454,-0.1672396159213516,0.8809948055032526,-0.3349102373699891,1.0279619614287636,-0.0322671649035369,-0.1335043462579355,-0.240171309855464,0.4416545473180049,-0.0648213771805149,0.9914041307045722,-0.5545742848060329,1.099874286234705,-0.5794698869562959,-0.3094485345458199,-0.1784810903182702,-0.185978149977574,-0.3150915034549045,-0.1246324061766611,-0.3098159955599803,0.2375836410340246,0.2335005869370224,-0.9076337154766332,1.2553079482489056,-0.380108117588081,0.2754379226043468,-0.998522246513422,-0.2497829566605911,-0.239356582402137,-0.1244142039901534
6,4,-0.2172037507111459,-0.1670756783561259,0.9196003470684276,-0.8041189316147873,1.0735861247519796,0.033425458182564,-0.1339339128372909,-0.1139670311661622,0.4416545473180049,0.1331980888292605,1.145212204422393,-0.3158463537646891,1.246772260739395,-0.7014681365001326,-0.1735304997315513,-0.1780234593297928,-0.1627018798652559,-0.1573279569234494,-0.0428742269204457,-0.1737051876508914,0.2901447081774011,0.7858579003658969,-1.0768458871486082,1.3747742725185856,-0.1846113340804134,0.2054950882692671,-1.1708832860090117,-0.1943415872951231,-0.1078764692310642,-0.0268291506298374
6,5,-0.2223705225149698,-0.1673598573955957,0.812315096910903,-0.0199407647511156,0.9184822008869408,0.0142177535086005,-0.1340127333691759,-0.0244254479620197,0.4416545473180049,-0.1045991623394488,0.6213684736435929,-0.4071719283297921,0.6975015734610039,-0.2723852519743779,-0.0002283296049098,-0.1791722916411605,-0.1217356444675761,-0.005322204061025,-0.0678346679394771,-0.0003192207293554,0.1880886361406785,-0.0191820732168774,-0.4837897662405805,0.5618984801991169,0.0564788415423772,0.0231441273242301,-0.5707534848561865,-0.1707325831155696,-0.0167477324125365,-0.0509493901027092
7,1,-0.2266935779186874,-0.1675135643617843,-0.200474813067667,-1.6195158587674738,-0.1491505680271551,0.5821520745488213,-0.1340959539679955,0.1962557767851939,0.4412371850682417,0.7902198662813795,1.1892259612094904,0.3565810481177203,0.9444604871210558,-0.7286252810903711,0.2064525327649213,-0.1796123656660251,0.0417302753497891,0.2215348664988017,0.2189557054016405,0.2063884792487626,0.4504559629646991,2.0387986998112697,-0.9409880377773592,0.9695983445729676,0.1583704705672028,0.0768502322600961,-0.8347792589926121,0.0733597615947571,0.2183722985131885,0.2532713767699203
7,2,-0.2266978349004014,-0.1675138468329306,-0.2433889131306771,-1.328346827161018,-0.194774731350371,0.7990059237673006,-0.1340958814173246,0.0989586233822684,0.4412371850682417,1.354064536785613,1.0618261415639283,-0.2129757931024663,0.6613093188728932,-0.6375443961569578,0.1072955643411521,-0.1796131741953739,0.0940287291107232,0.1288343884274009,0.1545170158321,0.1075528303521222,0.3356976330349938,1.2615511335886742,-0.7766569864420757,0.5878108941956388,0.0724116337947756,0.1605318376252853,-0.4140616307692867,0.3231996166858739,0.1161412975306226,0.2013788897349745
7,3,-0.2266985747252515,-0.1675141328959288,-0.2261975503681725,-1.2124355884641806,-0.194774731350371,0.8650395120251291,-0.1340959040613844,0.1899103102589153,0.4408198228184784,1.2784215354997714,0.944189373423868,-0.3369557665430133,-0.2200785281552229,-0.6575989029312871,0.1601229079313736,-0.1796133335163047,0.3075053778551262,0.1771998552472626,0.1765908752366856,0.1600769180514794,0.2397736854983327,1.0005441775104698,-0.5871068133672193,-0.4303450609534198,0.123979823004548,0.2442134429904716,-0.2017441684815376,1.3981609043668892,0.2196685019435077,0.2018884722590492
7,4,-0.2267028999925992,-0.167514177254015,-0.3292171132566971,-0.9812313043435548,-0.2768617624643689,0.5302117133890493,-0.134095957082318,-0.1936378886627595,0.4399850983189519,0.7862348422672789,0.829913655802095,-0.2364458525935082,0.250420781490221,-0.5401964778565674,-0.2240435873262452,-0.1796136314551775,0.1398364286917652,-0.2114512174123418,-0.1753173833479602,-0.2245349499405921,0.0426696837106703,0.9277737195915468,-0.6554424980809014,0.0086516151305158,-0.272063870126503,0.4740256129485974,-0.4422661645049285,0.6088508826111452,-0.1762934676835639,-0.1346058544716485
7,5,-0.2267012155285435,-0.1675139336439828,-0.2948772589605223,-1.280127751863134,-0.2495146116212825,0.451448758720073,-0.1340958974393727,-0.0667285581372062,0.4408198228184784,0.9215807487825588,0.99940663193859,-0.2017526230789456,0.7443386088103249,-0.5978531848327643,-0.1235069662897575,-0.1796134076363162,0.0163524905644732,-0.1055078139021694,-0.0386292539580251,-0.1234402004977417,0.2695582902129118,1.3668131981798846,-0.8205870694723016,0.7311704833192547,-0.1562310478808285,0.2554542556514657,-0.551167003095324,0.1419319815994151,-0.0348945804370052,-0.002114398212212
8,1,-0.2219510076608828,-0.167314385572172,0.812315096910903,0.0035505796247769,0.9321557763084842,-0.2513941152668643,-0.13403069213661,-1.0051525521900562,0.4416545473180049,-0.1558972896482378,0.0509501856828097,-0.2876775147299041,0.6166012396758151,-0.053456886354616,-1.0134719113391788,-0.1791665390064727,-0.2075519271902483,-1.0618773423282488,-0.9572414030257852,-1.0140905908406184,-0.2345899454706405,-0.1484771857185809,-0.0819108585196401,0.5201693979190036,-1.0124763743735716,0.4490460292574967,0.0724665761705364,-0.3009800106679376,-1.0501036497313507,-0.9889209560829788
8,2,-0.2205748166521481,-0.1672757205447165,0.8552291969739128,-0.1148334321642597,0.982337798105548,-0.1538780761528941,-0.1340595905774997,-0.8690775477932123,0.4416545473180049,-0.0793848285775015,0.2265250627571583,0.0722843583585392,0.7613702580282588,-0.154565024675193,-0.9024766333998252,-0.179012724808203,-0.2111431231504344,-0.9426910133793036,-0.7827730142703094,-0.9028298889398289,-0.1732687004700346,-0.009380886080196,-0.368269918272213,0.7091281051793562,-0.9192979911117766,0.3141562773255541,-0.3223968961284505,-0.3055780189725696,-0.9054924322444357,-0.8084438121398357
8,3,-0.2198267272407454,-0.1673198379211291,0.8552291969739128,-0.1071060162511374,1.0051726690595248,-0.1661528223350724,-0.1340100409639643,-0.8253643339455198,0.4416545473180049,-0.1430003028389661,0.1881130568338732,-0.3690863865826201,0.674083055786344,-0.171694915878266,-0.8702550691543993,-0.1789472703223605,-0.1832648019187665,-0.912174706933438,-0.81630830067343,-0.8700729310197978,-0.2998532705069997,-0.012334668504949,-0.3153911146247208,0.667903810184889,-0.8985995868910261,0.4003358410598502,-0.2706885842797737,-0.2477934338364716,-0.8623232223477182,-0.8326489820333869
8,4,-0.2214909763663156,-0.1673484247977105,0.812315096910903,-0.0749599660525479,0.9549906472624612,-0.2575314883579537,-0.1340580180708528,-0.9656696493598848,0.4416545473180049,-0.1495937062077512,0.0283831322028797,-0.1568506725629895,0.6166012396758151,-0.0542924908035463,-0.9935337058392468,-0.1791277895883559,-0.2161707974946952,-1.03078525651548,-0.9466289706197344,-0.9937586859247376,-0.3642405777576356,-0.0763780419871008,-0.1591952638505917,0.4871899619234299,-0.9794371690108968,0.5052500925624726,-0.0137139435772579,-0.2702971475581807,-1.001016989391872,-0.9784745143394464
8,5,-0.2214909763663156,-0.167364718348194,0.812315096910903,-0.0134497353840927,0.9549906472624612,-0.2527579759537728,-0.1340243547185122,-0.9106756061321444,0.4416545473180049,-0.1758224097187423,0.2113203104125249,-0.3885152043099268,0.8145941618343044,-0.1207230444935123,-0.9298026561162498,-0.1791102694509928,-0.2280084434375313,-0.9760862166596834,-0.8939913058857223,-0.9293743203577822,-0.2656885768638048,-0.1064529175845897,-0.2137011076103145,0.6887683513249456,-0.9553957235586163,0.5264827386999086,-0.1085125152998322,-0.3060643467740211,-0.9528320357865278,-0.9253080709943132
9,1,-0.2232647013176504,-0.1674841452389881,0.8208893426777379,0.843675237699455,0.8910894714591158,-0.4975709692538804,-0.1340734635942628,-1.0538011288915197,0.4416545473180049,-0.3061689224708775,-1.2153656095881546,-0.4832403750105395,-1.197269402034222,0.1675604903874718,-0.9491622976173,-0.1793174445721232,-0.2007951584947867,-0.8442327416388697,-1.2597381763278586,-0.9485766750005586,-0.23152388322061,-0.8988721844434181,0.8210964037683035,-1.1770937188531925,-0.8467824478023103,0.2679440474970174,1.3181668161613884,0.4423499280414853,-0.9678229102415236,-1.2253672472536667
9,2,-0.2232647013176504,-0.1674754927719798,0.812315096910903,0.9790595644973612,0.8819737545114205,-0.5112095761229672,-0.1340849531739219,-1.1264214680255868,0.4416545473180049,-0.3297167916451096,-1.2204872103779258,-0.2271489438006454,-1.19514044588198,0.1951354372021746,-1.0173883445623797,-0.1793243509041794,-0.1966719335034618,-0.9657221880554284,-1.2968392400194118,-1.0169144665233791,-0.2372179988278095,-0.9711055910123866,0.860145366461836,-1.153536978856354,-0.9160260784170876,0.2904256728190055,1.3330525422996435,0.4007467952082276,-1.085382925704386,-1.286432219721958
9,3,-0.2231019622295998,-0.1674787668932279,0.8208893426777379,0.8167838303217888,0.8910894714591158,-0.4873420141020654,-0.1340816704476496,-1.0488657660377487,0.4416545473180049,-0.3151533402481227,-1.2046422579345708,-0.3670316637917188,-1.2739118235149276,0.1884506016107315,-0.95641660006482,-0.179316387763639,-0.2010345715587991,-0.8453843003726759,-1.262964355779298,-0.9564835269122904,-0.1977971984702771,-0.8863857405569606,0.8349262447222628,-1.1683440725686525,-0.8631775755441755,0.251707318097801,1.298580334400526,0.4424825628964267,-0.9788688177346784,-1.2411643054999837
9,4,-0.2232647013176504,-0.1674838651791101,0.812315096910903,0.8863305735398912,0.8819737545114205,-0.4981392445400925,-0.1340841492486524,-1.078477943160378,0.4416545473180049,-0.3066761073453992,-1.1695913025295734,-0.3338932164598943,-1.2206879197088818,0.1817657660192884,-0.9556600163739744,-0.1793263026425453,-0.192894527382377,-0.85344521150932,-1.284783516806138,-0.9547892015026338,-0.2464161855778994,-0.923308020866378,0.8210964037683035,-1.1592579014270148,-0.8778300541334348,0.260450172389688,1.3103322234570434,0.4319159861194358,-1.0145989470747816,-1.257810667953092
9,5,-0.2231019622295998,-0.1674758938099515,0.8208893426777379,0.9330041656551517,0.8910894714591158,-0.5043902726884235,-0.1340885179073996,-1.1384073492418896,0.4416545473180049,-0.3066761073453992,-1.198080206922676,-0.0404817154803603,-1.1142401120967946,0.1688138970608674,-1.038795212521012,-0.1793189761822559,-0.2013005860743685,-0.970904202357556,-1.3203563902312208,-1.0389406968489163,-0.1894750295059091,-0.9474753316143596,0.8219099238244187,-1.142095133715033,-0.9092333031487652,0.2991685271108926,1.3252179495952985,0.4311643886081015,-1.0873554091853064,-1.3168373103250852
10,1,0.0750759601383465,-0.1467718488970975,1.6534486066374328,-2.0745061077321267,1.7671098701326529,0.7311538545935942,-0.1254524712624485,0.6827415437998198,0.4416545473180049,0.8863676274943219,1.3177461310278151,-0.3466387221895968,1.1232928039093697,-0.9901694736055828,0.6575989371238743,-0.1398390080604665,-0.1990394626920291,0.6614303028127845,0.7591709645992519,0.6582085884905515,0.8074332106467975,3.037445685052877,-1.2151442966882031,1.258336671962785,0.6656236310492597,-0.6675413617347021,-1.3134728732280905,-0.3892264008222234,0.6762702494411644,0.761834735796528
10,2,0.0422970020187205,-0.1516324057670826,1.6491400481395984,-2.1081976411133407,1.7579485746002188,0.984604632244123,-0.1041768372374623,0.7680528159864441,0.4416545473180049,1.416158456423512,1.2922981771036388,-0.5464229352875044,1.0445214262764224,-0.8836299063669574,0.7874643024113779,-0.1446817342356544,-0.1414473200712648,0.7904048809990842,0.7290316565660677,0.787542094761013,0.8306476819684554,2.8373940571945826,-1.1142678097299104,1.089401193699745,0.7783623619423481,-0.6837780911339185,-0.998522246513422,-0.3615499277578031,0.7694278264114959,0.7324488102415505
10,3,-0.0363852608957223,-0.1574657090117346,1.6191087523412582,-1.3193830247017952,1.7032086943293074,2.872074167868488,-0.1318596122385852,0.952071345248497,0.4416545473180049,2.363289982102173,1.1701800082725282,-0.1348228258462252,0.1993258338364121,-0.874438257428723,0.935354161510204,-0.1571965310819098,0.6114535633446649,0.930895046523445,0.9092732085504348,0.9355131805377,0.7649463480392348,0.9119307047678696,-0.726218742962931,0.0022576428456597,0.9151425382877166,-0.496431213450662,-0.7627010061126381,1.7256363612169874,0.9645909776808594,0.9197203878390235
10,4,0.1361842970121164,-0.1402106322150666,1.7435639296468703,-2.26707331228714,1.8035727379234348,-0.105120056595909,-0.130300197863295,0.5318604508416613,0.4416545473180049,-0.3576844147258899,1.3211071815461026,0.1518590110263386,1.1658719269542015,-1.1606327811873822,0.5680550320661438,-0.1299065507191519,-0.3022264932813797,0.5629720310723518,0.5980317909457762,0.5678445666421937,0.9125553449335504,3.547912993185251,-1.4689625541961673,1.3079740883846942,0.6061601742501294,-0.8211658014349738,-1.7905995689226997,-0.5513061935605059,0.5518347201305218,0.6119325432978703
10,5,-0.0363852608957223,-0.164300321386731,1.5933431438119183,-1.3966571838330208,1.6849772604339164,2.753986563393645,-0.1325053275321978,0.954891552593509,0.4416545473180049,1.9723228988278416,1.1229652509918235,-0.3910413942703806,-0.9843737868100392,-0.8556371573277892,0.8896921105215205,-0.1594311589631709,1.428490546464365,0.9049849750128036,0.9390729187466256,0.8903311696135211,0.5455038927156384,1.0788194117664334,-0.7075077816722781,-1.0310419308727952,0.8226754403943317,-0.2803578145226428,-0.8559326592943436,3.2325451598235406,0.950276383276465,0.947662496242456
