f_id,i_id,ela_meta.lin_simple.coef.min,disp.diff_median_25,ela_level.lda_mda_50,disp.diff_median_10,ic.eps.s,ic.eps.ratio,disp.diff_mean_02,ela_level.lda_qda_50,ic.eps.max,disp.ratio_mean_10,disp.ratio_median_02,nbc.nb_fitness.cor,ela_level.qda_mda_50,ela_level.mmce_qda_50,ela_level.qda_mda_10,ela_distr.kurtosis,ela_level.lda_qda_25,pca.expl_var_PC1.cor_init,disp.diff_mean_25,disp.ratio_median_25,ic.h.max,disp.ratio_median_10,ela_level.mmce_lda_25,ela_meta.lin_w_interact.adj_r2,ela_level.mmce_mda_25,ela_distr.number_of_peaks,disp.diff_median_05,disp.diff_median_02,disp.ratio_mean_02,disp.ratio_median_05
3,1,-0.1341096670982381,-0.8225678427166483,0.0559523154004642,-0.823448418610947,-0.4012006228399884,-0.417532079162824,-0.8271738576773666,0.0475808666447012,-0.2367683276263365,-0.849399610256497,-0.7912268897796885,-0.2865089823478037,0.3760591880431855,-0.1301761420725272,-0.1377258081985475,-0.2950681205367557,0.1053390744920741,0.2253412458428434,-0.8499876442009713,-0.8239468705875419,0.5815860687374133,-0.8245083002626943,0.3035937243476903,-0.4733967813769803,-0.0503738484695376,-0.4802389111719513,-0.7961123773450399,-0.7904133036489058,-0.8278705683727531,-0.7972844825495387
3,2,-0.1341096678014078,-0.3475754911747579,-0.277040553517591,-0.5920346663721606,-0.041978412699979,-0.2022818881916654,-0.7644176989386093,-0.6140086575453593,-0.2367621186154375,-0.6323053460275616,-0.7433190006133439,0.8735830352266535,0.7274544764220143,-0.938900395372542,-0.4715513804322365,-0.3119039361545088,-0.2366948408941825,1.0292731747828934,-0.3866813881000276,-0.3471610197187018,-1.587706913627253,-0.5926835223124965,-0.776283311935904,0.5274686395134714,-0.640766717041882,1.371700363048029,-0.6556982327499636,-0.7428327630852081,-0.7647221152035993,-0.6551189355126
3,3,-0.1341096297324149,-0.3515799109994161,-0.0674727926323204,-0.4082960457618701,-0.1072730038028576,-0.0817761868727473,-0.5265161392338574,-0.2634865945895679,-0.236742347790673,-0.4223759090009021,-0.501971709907417,0.1763934737057873,0.7020261474903964,-0.4474036892151719,-0.5867152203157221,-0.3116447327038382,0.0310235397374485,0.970653138297682,-0.3442912538433693,-0.3514856079351987,-0.8236874105066457,-0.4089199788153897,-0.9724884322592756,0.4451169521660416,-0.9697758703132144,-0.0833947809819555,-0.4404798585486106,-0.5027575954655317,-0.5260581083731266,-0.4404546234528422
3,4,-0.1341096483816967,-0.5546125161517611,0.0231044542480212,-0.6555272482138488,-0.19707855633786,-0.2453319263858972,-0.7419105251853401,-0.1341827049832891,-0.236763268583718,-0.683892101883943,-0.6994787624139526,0.2658326852901285,0.7569997728949414,-0.4366921097012652,-0.3683526148223597,-0.2906975091610881,-0.1943791964588291,0.6754593831400073,-0.5739826654191866,-0.5547412541105774,-0.7570805820294633,-0.6555871968172768,-0.3554158400972214,0.0829908183599734,-0.3284739641677073,0.2473086608430408,-0.6768987154844394,-0.699062939467854,-0.7419700989882434,-0.6766420063787502
3,5,-0.1341096340614941,-0.9812962285323508,-0.1950138412298817,-0.9215834442294164,-0.3603762095395628,-0.3228305965417468,-0.8604947386899426,-0.2277226237640462,-0.2367645618827366,-0.9518566392490307,-0.8337112443234287,-0.3493345748753409,-0.2378533247344377,0.0325574697733747,0.051621492181313,-0.3035763359308392,-0.0233622387657007,0.434698519004315,-1.014686536051289,-0.9817943404897,0.533263467685343,-0.9220443348880843,0.3590104377214671,-0.2203352622920761,0.3584181248791386,-0.6125202879019499,-0.8690866705468671,-0.8346817257452213,-0.8599091218188667,-0.8692168509706184
5,1,-0.1341096798572003,0.7458015218005023,-0.4221606514950368,0.664115939643144,-0.8829368565109458,-0.8049824229109092,0.5602797686438751,-0.8520104142552514,-0.2367741876598994,0.6473327922987714,0.5651087270901336,0.3007357922498725,0.5463079046043957,-1.1947423522239475,-0.8687918463160522,-0.3204107728068334,-1.482655482601813,1.5736020850027197,0.7503465390136845,0.7458786520010269,0.450984444272352,0.6639764020638819,-2.704635162442323,1.4003016866008176,-2.015310731517265,-0.6125202879019499,0.5934342099653557,0.564955433052182,0.5604667476255266,0.5932191747240975
5,2,-0.1341096798572003,0.7560255724166505,-0.4100252654427599,0.5703808385558089,-0.8829368565109458,-0.8049824229109092,0.4373334156007721,-0.8139617671607772,-0.2367741876598994,0.5592054177107862,0.4417233144258674,0.318187345729744,0.6242881133280228,-1.1774390314707122,-0.8311018623541843,-0.3203921597930884,-1.499146654147929,1.6050056759769402,0.76032570542823,0.7566901225422692,0.4562085092509539,0.5706810645961186,-2.704635162442323,1.4003016866008176,-2.029747622769356,-0.6125202879019499,0.5031871024093342,0.4423002072277988,0.437420129317986,0.5025957184455712
5,3,-0.1341096798572003,0.7573887791654703,-0.4390492850382492,0.6040207678824581,-0.8829368565109458,-0.8049824229109092,0.4965338807661303,-0.8458593627619184,-0.2367741876598994,0.59574603644239,0.5230763337649448,0.274994750867062,0.5218482739177922,-1.1914464816042836,-0.8499468543351183,-0.3199737116692666,-1.510655386631176,1.5505727849549578,0.7612639176552384,0.7577712695963935,0.4744927366760633,0.6038998589975183,-2.690406546846353,1.4003016866008176,-2.0145508951355744,-0.6125202879019499,0.5741082962305598,0.5232156175277403,0.4963896407332972,0.5739616902649103
5,4,-0.1341096798572003,0.7653976188147865,-0.407980572388,0.6046334156019831,-0.8829368565109458,-0.8049824229109092,0.4812847206987688,-0.8382144844773473,-0.2367741876598994,0.6036273463648933,0.4878233587180106,0.2981180592278911,0.7974429246242752,-1.1782629991256284,-0.96002553765232,-0.32043972638377,-1.5463745624480834,1.6217542578298572,0.7691960755744924,0.7653392989752632,0.450984444272352,0.6046066418571241,-2.7173660290281902,1.4003016866008176,-2.0137910587538856,-0.6125202879019499,0.5639320645180114,0.4880288105839278,0.4810668543025476,0.5643329480353166
5,5,-0.1341096798572003,0.7931729563219894,-0.4226651861449126,0.6785410086755979,-0.8829368565109458,-0.8049824229109092,0.4831908657071891,-0.8581175296664891,-0.2367741876598994,0.6688272739055958,0.5072576911156786,0.2985543480648879,0.7516719325473639,-1.1803229182629182,-0.9247285685451736,-0.3202136127353127,-1.5103746858389022,1.6259414032930872,0.7950395578275459,0.792367975328374,0.4601265579849053,0.6781120592559656,-2.704635162442323,1.4003016866008176,-2.0160705678989523,-0.6125202879019499,0.5813834092531273,0.507580993794609,0.4829241617486989,0.581324846087541
6,1,-0.1339235240699727,-0.0290963144817384,-0.1815241779595171,-0.1192934078877272,0.7745506369382057,0.8997732853619677,-0.2174273947915666,-0.3591793813929915,-0.2295544057983837,-0.1214531665053461,-0.2145243749093479,0.3718508726803488,0.2864546003793901,-0.6505117161519567,-0.4506125004534205,-0.3074781751084857,-0.1477126897432237,1.1779168387275378,-0.0148934701427345,-0.0303849328602635,0.1205623343757491,-0.1198457892372452,-1.251069748138261,1.112782071850386,-1.132380855994658,1.1071376095880316,-0.1417985312662682,-0.2149950447509509,-0.2172807454504327,-0.1425300109371875
6,2,-0.1340160415832426,-0.3226969680087971,-0.1908713462098485,-0.3410718823558013,0.758196401440233,0.8739690666641267,-0.3200659721680388,-0.2325116567124267,-0.2301903623660407,-0.3177694318476844,-0.3347460590437605,0.269322995986103,-0.2075815045777503,-0.4778904924470623,-0.2902805051870616,-0.3041560968404507,-0.0803444995973872,0.9915888656138292,-0.2964424302659332,-0.3222946374738419,0.2394098126389532,-0.3403620414337759,-0.8144759116935069,0.9208915758047432,-0.648365080858772,1.2394189863180305,-0.3383158480660519,-0.3347299080557057,-0.3198969818503044,-0.3379368385377594
6,3,-0.1335180136209572,-0.1723182235296159,-0.1848965937771083,-0.2954574748747986,0.7745506369382057,0.8997732853619677,-0.4487674168711798,-0.2429245081689975,-0.2298797118395698,-0.29627495024086,-0.435533410780505,0.2370376220483409,-0.1480065625093888,-0.5450438563227131,-0.2487018720862705,-0.3077725364740078,-0.1155724490278144,1.066957483951954,-0.1726837083214434,-0.1730963440046776,0.2433278613729046,-0.2958347212787076,-1.0526180042997364,0.9585109646505944,-0.9006307595795164,1.1071376095880316,-0.3664343830612515,-0.4353399582746029,-0.4485155224963,-0.366823065226539
6,4,-0.1339475809728655,-0.0902702173350258,-0.161661445427563,-0.1689178731692577,0.8112762954567204,0.9428233235561996,-0.2345826998673485,-0.187828661221572,-0.2272537139929665,-0.1637256469987709,-0.2393822419296215,0.2893922824879554,-0.1540609265407267,-0.6653431339404433,-0.7027764407697283,-0.3131020627429804,0.0762163672936138,1.211414002433373,-0.0746831766093696,-0.0909291678912282,0.1701909516724726,-0.1693205894095444,-1.2023929053099436,1.1104111019651433,-1.067794763551094,1.5039817397780275,-0.2301264372273792,-0.2395688269283098,-0.2344608393273346,-0.2303214842070089
6,5,-0.1340264016465051,-0.1153191413445891,-0.1207675843323632,-0.0805295158159597,0.7092152622056563,0.7964703965082769,0.0043085889763911,-0.164366793382716,-0.2324264372246166,-0.0720158588096486,0.0019650487763052,0.187736983467704,0.0430691663196227,-0.2422357431410978,0.0561083950339165,-0.2951329213994234,-0.1540986327674645,0.6712722376767772,-0.0989061104703174,-0.1147144030819638,-0.0204874200465187,-0.079559166239802,-0.5284058507640109,0.5930654730051863,-0.4857600951773285,0.7102934793980359,-0.0563271113999073,0.0018596794199749,0.0037388406416001,-0.0564377274725871
7,1,-0.1341096223949926,0.1724878834999858,0.0424095432195864,0.1419729968660988,-0.2542572051362584,-0.2109263014554422,0.128684550775809,0.0782043158650806,-0.2367544722080797,0.1637069561452014,0.1036563229501504,0.4490739968287793,0.2547297328551818,-0.6921220827252128,-1.4918730891142358,-0.2934067367172985,0.7125650633794934,0.914126674544084,0.2066099074519174,0.1717895662609908,0.0356712784734571,0.1416638688163313,-0.3928595653497749,1.153878883194593,-0.7418249558065176,-0.4802389111719513,0.1509466608504212,0.1038942967216174,0.1286427663952921,0.1508634287645412
7,2,-0.1341095498441912,0.1078207633528479,0.0946156022541077,0.0433924092697926,-0.2950816184366842,-0.253976339649674,0.0389491088409505,0.3264871157852579,-0.2367587340932654,0.0612499271526677,0.01733173020702,0.3347663215356211,-0.1978945221276103,-0.6023096083393723,-1.2100955899707455,-0.2915040730900363,1.2586684547491798,0.6356815012393275,0.1544964828426252,0.1080018900676534,0.12317436686505,0.0441278341909428,0.3822255473780492,1.0280594146177136,-0.3337928188395305,-0.4802389111719513,0.0515052386769215,0.0178148307467238,0.0385633552569419,0.0517440234599041
7,3,-0.1341095724882917,0.1299728730211691,0.307715105688509,0.1351224814568638,-0.2787273829387113,-0.253976339649674,0.0757523701573711,1.3947490158488207,-0.2367594747702945,0.1651399215856563,0.0702111927774197,0.2392190662333255,-1.0164445391644408,-0.6220848320573553,-1.0979230186556628,-0.2655851067647444,1.1854055479655827,-0.2310576096491638,0.155008234966448,0.1307059782042649,0.21067745525664,0.1353028230798921,0.7499229293581082,0.9118818902408212,-0.1278771594018144,-0.4802389111719513,0.1044841292154958,0.0694553874962464,0.0757095041799738,0.1044189074217967
7,4,-0.1341096255093207,-0.2231828753449539,0.1403423742060129,-0.2491190291798119,-0.3767304450375354,-0.3314320027743605,-0.3140176274297824,0.6103581422025766,-0.2367638050197698,-0.2325079881406122,-0.3279666407655049,0.0428890895847706,-0.512721451757161,-0.506317376541663,-0.8741761297391756,-0.2973071971531861,0.7087054274857219,0.2316219640376881,-0.1829187507979002,-0.2239102555485241,0.450984444272352,-0.2491870525448251,0.0991509844687574,0.799023723703269,-0.3611469285803341,-0.6125202879019499,-0.2807844328139691,-0.3271440883400862,-0.3143250595118504,-0.2812971783636793
7,5,-0.1341095658662681,-0.0860101962449637,0.0170765929047679,-0.1220224750019753,-0.3440627576712608,-0.3056277840765194,-0.1895683523608097,0.1463491791947913,-0.2367621186154375,-0.090644409535565,-0.2113606463794943,0.2688867071491062,-0.1114382037601105,-0.5631711447308642,-1.1634318003036717,-0.3025271134523272,0.8397926974778285,0.7173308377723017,-0.0498631986039622,-0.0844422855664803,0.2224316014584942,-0.1219661378160593,-0.1255113670465532,0.9664141976014036,-0.4667641856351037,-0.6125202879019499,-0.1799594001883247,-0.2111487136275383,-0.1894211337581595,-0.1799121866520779
8,1,-0.1340443604462371,-1.0078787601343366,-0.2064322569902298,-1.0628822864507883,0.7092152622056563,0.8093725058571977,-1.1196571465655356,-0.2938024912352808,-0.2320064391457093,-1.109482837699083,-1.06963500040675,-0.2332817442341957,-0.087220747634761,-0.0263562175531162,0.0788420361537736,-0.3083647060594492,-0.2037826730000187,0.5917164738754187,-1.0408711863868907,-1.0077418697886842,0.4248641193793398,-1.0626941239493313,-0.0835743947636952,0.0297230282715206,0.1380655741893315,-0.6125202879019499,-1.0724774070121443,-1.0685956407320234,-1.119932164280082,-1.0731196275973025
8,2,-0.1340732589390991,-0.8327918933327966,-0.2100171084498738,-0.9255378067827144,0.7500396755060819,0.8567232471677362,-1.0135728455199964,-0.2983718437731852,-0.2306286629495937,-0.964753328213126,-0.9751751057297108,-0.1722013070546454,-0.1199143134039832,-0.1260563037979474,-0.0357235500160316,-0.3088872491860669,-0.1296776638395987,0.7340794196252187,-0.8596256425329684,-0.8325960470205381,0.2838143649570748,-0.9262850320457094,-0.3831241967841101,0.20311995921227,-0.2448919621819189,-0.414098222806952,-0.9611637145073384,-0.9752864968121968,-1.0136013129879065,-0.961539497054368
8,3,-0.1340237092364514,-0.8664460599442846,-0.1821880393409327,-0.883098028393796,0.7500396755060819,0.8782697697804334,-0.9981404022787478,-0.240947384474712,-0.2298797118395698,-0.921047882279248,-0.9543848896763916,-0.2982887809467171,-0.1189456151589693,-0.1429476407237246,-0.0282453785950262,-0.3116440433329588,-0.1912914877438117,0.6482429376290155,-0.8839338684145535,-0.8671927527525163,0.3739294858379658,-0.8824644947502437,-0.3718910792083445,0.1651844410483867,-0.1947427609904456,-0.6125202879019499,-0.928849715560474,-0.9545590457582502,-0.998278526557156,-0.9286884941534008
8,4,-0.1340716864296241,-0.997228707409182,-0.2150359004933757,-1.0235057466594957,0.7092152622056563,0.8309190284698948,-1.0839169276576577,-0.263310850261187,-0.2315458779568191,-1.0607620127236113,-1.0366418314525687,-0.3624232399852445,-0.2666720975236049,-0.0271801852080321,0.0028638145163568,-0.3103480260796062,-0.1976774307680525,0.5917164738754187,-1.0303802678485223,-0.9969303992474394,0.4836348503886166,-1.0231142838114935,-0.1434843551677782,0.0074359113502392,0.0544835722035431,-0.4802389111719513,-1.0524820043488914,-1.0355100702352602,-1.0841789959416646,-1.0527293499346335
8,5,-0.1340380230167418,-0.9444044458924158,-0.226852633082573,-0.969091490116224,0.7092152622056563,0.8309190284698948,-1.0594669522611904,-0.2988551406762328,-0.2315458779568191,-1.0120411877481428,-1.0108800419951944,-0.2642582516609676,-0.2262289457942699,-0.092685613773851,0.0623900590275612,-0.3056630615829127,-0.2230808524688783,0.7864187379155866,-0.9769874629296728,-0.9439541935953468,0.5058371265476774,-0.967985220762361,-0.2618065269658418,0.1881038166057331,-0.0374566299808245,-0.6125202879019499,-0.9885681279788504,-1.011434886536862,-1.0591053454186194,-0.9881601373361836
9,1,-0.1340871319808121,-1.3114478630121404,-0.1996874253550474,-1.1118384087655642,0.7173719881398072,0.7706231707792726,-0.7847254746052401,0.4448948570319183,-0.2333216460012945,-1.0263708421526914,-0.9024093495430936,-0.230227722375218,-1.5855547581101666,0.1915832271721551,0.8918688330454982,-0.1960558492350191,-0.349326033794253,-1.192007493460318,-1.2783241718406888,-1.3115441919976292,0.2354917639050018,-1.1114621412620262,0.8420344934793855,-1.2208845538644957,1.3462054210748244,-0.4802389111719513,-1.007983306904107,-0.9026691897692474,-0.7846881702497294,-1.0074176217953708
9,2,-0.1340986215811346,-1.3486804473392802,-0.1955714847902708,-1.1849662683779656,0.7092152622056563,0.762021764546659,-0.9042627606140528,0.4035510037803018,-0.2333216460012945,-1.1453069737104593,-0.9715594159813078,-0.2358994772561766,-1.5354246239306923,0.2187741597843818,1.022886396341516,-0.1946964098607578,-0.3721329731665411,-1.1899139207287028,-1.339649134678792,-1.348303191837858,0.2590000563087102,-1.184260775801265,0.8427833679844365,-1.2259426229530133,1.360642312326915,-0.4802389111719513,-1.076405075392426,-0.9720099925218824,-0.904484500526503,-1.075951610606006
9,3,-0.1340953388489585,-1.3146854790405875,-0.199926415452357,-1.1072713984927411,0.7173719881398072,0.7706231707792726,-0.803566984880778,0.4450266652782041,-0.2331587194596512,-1.0378345656763337,-0.9182279921923576,-0.1966334819264657,-1.5845860598651529,0.2121824185450541,0.865844796500399,-0.2034914035406896,-0.3580277583547565,-1.2673761117984474,-1.2941884876791965,-1.314787633160002,0.2185135527245428,-1.106514661244797,0.8420344934793855,-1.2102942217104116,1.3272095115325997,-0.3479575344419527,-1.0152584199266748,-0.9190873253978884,-0.8037255715727816,-1.0153471742197422
9,4,-0.1340978176544193,-1.3365819874435048,-0.1918007521438303,-1.1356759745798122,0.7092152622056563,0.762021764546659,-0.8224451517910938,0.434525941657443,-0.2333216460012945,-1.0736587016877082,-0.9335946736230724,-0.2450615428331081,-1.5635168730360984,0.2055906773057265,0.9331483392894492,-0.2030143588921151,-0.3498172601807328,-1.2150367935080797,-1.310905723724075,-1.335329427188365,0.227655666437099,-1.1361995413481758,0.8420344934793855,-1.1756780613858684,1.3386070572579345,-0.4802389111719513,-1.014499665807757,-0.9337603663501663,-0.822298646034298,-1.01364798441452
9,5,-0.1341021863210233,-1.3722809641782228,-0.2001919600049232,-1.1961610130711056,0.7173719881398072,0.7706231707792726,-0.8759638385659686,0.4337790282618238,-0.2331587194596512,-1.146739939150914,-0.965683920140152,-0.1883439940235267,-1.5828908379363784,0.1928191786545291,0.978316494672323,-0.1890153044432694,-0.3498172601807328,-1.1103581569273475,-1.370183678066888,-1.3720884270285914,0.2681421700212664,-1.1962760844145377,0.8435322424894874,-1.203813570690748,1.353043948510025,-0.4802389111719513,-1.0978733536982848,-0.9652076847017724,-0.876160561972692,-1.098041078073897
10,1,-0.1254661241445972,0.7146181674212498,-0.1979348313081103,0.6289165433940673,1.5093900763458683,1.5972183097334516,0.6082266469325984,-0.3814989110973714,0.0653626638645202,0.6229723798110355,0.6116607326008271,0.804649398981161,0.2007248056956512,-0.9500239587139082,-1.9321878223830435,-0.2825911969897198,0.8056875512164985,1.0899867839997204,0.7173385270271114,0.7145253874314191,-0.7427144033383052,0.6293440419432721,-0.9410357030471318,1.2808048043845857,-1.2060849850184898,0.5780121026680374,0.6033872787017518,0.6118593042515758,0.6078280875023898,0.6039807101571725
10,2,-0.1041904518565036,0.6843720176818112,-0.140444435677521,0.7145201383858879,1.5052913215639574,1.5885738964696747,0.7505643597728994,-0.3539949237057538,0.0325459487835122,0.7168316161608385,0.7246510372384327,0.8277727073419906,0.5925632458038146,-0.8449680827121225,-1.9647926497786277,-0.2690946939119879,1.3188085994939525,1.0125245929299762,0.687827487886661,0.684253269915938,-0.7596926145187641,0.7148647679553894,-0.3756354517335997,1.255672523601013,-0.9006307595795164,0.7102934793980359,0.7336251915842794,0.7247562455591525,0.7503764339945205,0.7336855319558127
10,3,-0.1318732766436394,0.865252513165835,0.611126311450686,0.898203063748949,1.4767223889795935,1.5369224520428295,0.8690752600079477,1.7201835759282325,-0.0462269455400032,0.9124313987829492,0.861595286459212,0.7623293817924724,-0.6040212613497307,-0.835904438508047,-1.201420911122379,-0.2431254035124967,2.236138788646425,0.18137621847893,0.8758963933915545,0.8648048279547053,-0.5637901778211709,0.8993350943121005,1.4269054819242446,1.1350691887716675,-0.6719200086911306,0.1811679724780416,0.8819393055351497,0.8617283705651274,0.8692441105482195,0.8820814416119005
10,4,-0.1303138594638247,0.5529077668425041,-0.3009395632485518,0.4779267281547534,1.595117265913795,1.6316239346639063,0.5638721188520517,-0.5425685880585057,0.1265413893426822,0.4983043864914482,0.552453812970722,0.90935871986039,0.2457692740888022,-1.118113360316764,-2.1185438541945025,-0.2341256666813704,-0.3992205996210127,1.13185823863201,0.5667981106025594,0.5534344763668906,-0.9033544014303329,0.4780925099879609,-1.9969487551690928,1.2841241622239252,-1.6688253414670844,0.3134493492080402,0.5135864970980349,0.5523124001928162,0.5641813625178292,0.5133572538786463
10,5,-0.132518993098537,0.8951578612180687,1.4267198502026115,0.9023245120439358,1.4522114275474698,1.519719639577602,0.774171232569488,3.217700998062249,-0.0462269455400032,0.8981017443783992,0.7693951978749247,0.5437486744570824,-0.3657214930762858,-0.8173651662724378,-1.276202625332435,-0.2157470390354244,1.8574734198683691,-0.9826502202988464,0.9039574681811736,0.8950769454701863,-0.3378493674966169,0.9021622257505172,1.134844424954341,1.0884401143618945,-0.7623405381121204,0.0488865957480429,0.8361462628286818,0.7691315101866733,0.7740571039329531,0.8367697134726374
11,1,-0.1329355517122425,1.685817775533538,5.025299963214421,1.786820733296443,1.4522114275474698,1.5024738200812116,1.844728251240872,4.311050401002191,-0.0854522186392813,1.7987205237043782,1.8324079839055216,0.793742178056242,3.8510219674696606,-0.856091646053488,-1.474822858274343,-0.2317252772791505,2.223717778588286,-1.1522296115596422,1.6775560953600326,1.6853954420350945,-0.9751852948861144,1.7870543659750553,0.8420344934793855,0.9256335155752288,-1.1772112025143084,1.3055596746830296,1.815608565161468,1.832428380747876,1.844794846639317,1.815503041280719
