f_id,i_id,disp.ratio_mean_10,ela_level.mmce_qda_50,disp.ratio_median_05,ela_level.mmce_mda_10,ic.eps.s,disp.diff_median_25,ela_level.mmce_lda_50,ela_meta.quad_simple.adj_r2,ela_level.lda_mda_10,ela_meta.lin_simple.coef.min,disp.ratio_median_02,nbc.nb_fitness.cor,disp.ratio_mean_05,ela_distr.kurtosis,disp.diff_median_10,disp.ratio_median_25,disp.diff_mean_10,pca.expl_var.cor_init,ela_meta.quad_w_interact.adj_r2,disp.diff_mean_02,disp.diff_median_02,ela_level.mmce_qda_25,ela_level.lda_qda_25,ic.eps.ratio,ela_level.lda_qda_10,ela_level.mmce_mda_50,ela_level.lda_mda_25,ela_level.mmce_lda_25,ela_meta.lin_simple.coef.max_by_min,ela_distr.number_of_peaks
6,1,-0.0906971724554105,-0.6441747485015757,-0.1149475240397892,-1.4929797462491732,0.7588830386046582,0.0005411014481669,-1.0043727491310868,0.7898725320649738,1.391529767181655,-0.1339235270217702,-0.1906448078185156,0.3999357647035592,-0.1167127086822512,-0.2879221147306137,-0.0904481114815888,-0.0007276786183138,-0.0904615557293642,-1.2472191289246497,0.6087739626209863,-0.1909284932246169,-0.1911382619859639,-0.9563700014253288,-0.1573128088887381,0.8833054655916692,0.4676165514435662,-0.7962819706184365,-0.0383771667915081,-1.274118783453986,-0.3637563204718597,1.0422431417315077
6,2,-0.2848721897179538,-0.4713554248864129,-0.3083055761163879,-1.1024955516001411,0.7424483437434263,-0.2908082095493337,-0.6890019085236365,0.6490550685063718,0.6265106179712235,-0.1340160445350761,-0.3097978127050873,0.2956964286140419,-0.2973489877926873,-0.284596609642321,-0.3100023319468102,-0.2903997439840274,-0.2855500563276825,-1.2472191289246497,0.5847897900004603,-0.2925471373143008,-0.3098096940951628,-0.6867439563851275,-0.0897511436627912,0.8572805547064977,0.1184190655894562,-0.5233691093009146,-0.1845428537347903,-0.8373095166400215,-0.3291781333078109,1.1722409305591903
6,3,-0.2636121513315448,-0.5385858538822874,-0.3368889403364062,-1.3256293771138707,0.7588830386046582,-0.1415825757969864,-0.7661403962717621,0.7898725320649733,0.86666577702734,-0.1335180165725971,-0.4096892416137546,0.2628721270369178,-0.3407931561863367,-0.288216779738437,-0.264845399108785,-0.1423451327971051,-0.2632270532480353,-1.2472191289246497,0.5943199248165633,-0.4199696585281871,-0.4095261711054206,-0.8480381083288184,-0.1250802644371927,0.8833054655916692,0.1351020964599481,-0.5955894010591417,-0.1213336331627723,-1.0755691167203658,-0.4532876855864538,1.0422431417315077
6,4,-0.1325085812820181,-0.6590231868074122,-0.2018185329437676,-1.645650258442788,0.795789379558622,-0.0601637172680854,-0.8978140009394909,0.8069413155266222,1.3937031170373666,-0.1339475839246724,-0.2152817073251379,0.3161007241890113,-0.1841654964513381,-0.2935518035686073,-0.1395748845691108,-0.0608078106941657,-0.132701824714661,-1.2472191289246497,0.6362525180074162,-0.2079133237367499,-0.2154937908840446,-1.01494946954418,0.0672593512529247,0.9267236919184308,0.6590256766218033,-0.7211583505483208,-0.0692153314643041,-1.225417921802343,-0.3325765878865981,1.4322365082145556
6,5,-0.0417990841666687,-0.2354302384714424,-0.029757889501693,-0.9322092110764938,0.693226227712654,-0.0850205650432639,-0.3244777059557529,0.3372449706266107,0.651504141311905,-0.1340264045983426,0.0239201897027925,0.2127485313853632,-0.0332541746628717,-0.275564126533655,-0.0520729890697875,-0.0844107197239643,-0.0422349174971442,0.8017837257372707,0.4677279673426626,0.0286040703819902,0.0237904560726061,-0.4299572468230326,-0.163717091738281,0.7791190723480318,-0.104573202000094,-0.3390077614959929,-0.0844540736564165,-0.5510982989334443,-0.3787547217385369,0.6522497752484598
7,1,0.1913526701376245,-0.6858328670818415,0.1753697831360898,0.3067707148024096,-0.2749863194238702,0.200579543067461,-0.7607586413125899,0.4491064622413441,1.1981016300233374,-0.1341096253468625,0.124707505866246,0.4784479455028963,0.1919695404305177,-0.2738361612418756,0.1681980081071488,0.199897048134975,0.1911775357567084,-1.2472191289246497,0.6778674400377325,0.1517440915949538,0.124918847801593,-0.8809389054914618,0.7054355806996807,-0.2368934486090728,1.8474687612281329,-0.8296702462051545,0.3661257768405497,-0.4154851303342563,0.0074315940241746,-0.5177303242006839
7,2,0.0900131538290714,-0.5959173240076037,0.0772896117928883,0.9644283057902638,-0.3160115801622576,0.1364082931988879,-0.4195553769011163,0.2159346881670358,0.0136259586605917,-0.134109552796061,0.0391502730341591,0.3622321750541589,0.0999364994913412,-0.2719315349617994,0.0706061019736877,0.1365983375550599,0.0896889954397169,-1.2472191289246497,0.6748495640126332,0.0629003627622586,0.0396039009223742,-0.7188422950803894,1.253107329437512,-0.2803116749358343,1.110231618409226,-0.6692613569733132,0.5381702744887809,0.3599824359649788,-0.2805608130907031,-0.5177303242006839
7,3,0.1927700060300517,-0.61571524174872,0.1294122171352751,0.6796390811214167,-0.2995768853010255,0.1583905395306783,0.352547067908023,-0.5846217361547559,-0.1004749087642594,-0.1341095754401616,0.0915596774391552,0.2650899852515891,0.1479537382422164,-0.2459858324696589,0.1614161976809251,0.1591283870835041,0.1924643254079161,0.8017837257372707,0.6735788793704862,0.0993379051429881,0.0907858094763121,-0.5318694721804891,1.1796340185042948,-0.2803116749358343,0.8626605343463559,-0.4540521458545759,0.5905590864036774,0.7278612524412339,-0.3432504138488798,-0.5177303242006839
7,4,-0.2005407041185298,-0.4998149316392677,-0.252259763920271,-0.1864724784384812,-0.398062101639032,-0.1920571952588288,0.0106262361686596,-0.0916082138473132,1.0166269170714288,-0.1341096284611906,-0.3030786582941911,0.0654827459312379,-0.2378990731487454,-0.277740645116032,-0.2189716895590453,-0.1927695293607677,-0.2006219393479726,0.8017837257372707,0.6662724426781407,-0.2865588957875873,-0.3022912482179292,-0.599275983440539,0.7015648602961111,-0.3584297824428248,0.7936360860119551,-0.4594958864393669,0.3249180538713453,0.0767681943600413,-0.2924282834444504,-0.6477281130283665
7,5,-0.060224450768225,-0.5567339451449774,-0.151937760089224,0.3831059708992138,-0.3652336961930299,-0.0559363622042793,-0.4841364364111751,0.391956517615288,0.906872749358,-0.134109568818138,-0.1875092024267631,0.2952528569711079,-0.1327184549325437,-0.2829659459105021,-0.0931498083180519,-0.0543706536860371,-0.0602499726140523,-1.2472191289246497,0.6684961408018978,-0.1633462898288453,-0.1873260922453949,-0.7621750523189946,0.8330286005482659,-0.3324048715576532,1.2100751008707953,-0.6431314021663165,0.2624301938764687,-0.1480050132629247,-0.2748858961787952,-0.6477281130283665
8,1,-1.0679502702840475,-0.0193029697975883,-1.0357802184219678,-0.0396739090215494,0.693226227712654,-0.9707359980118708,-0.1960331542635262,0.9323663939992732,0.2679078917788335,-0.1340443633980816,-1.0381541508463126,-0.2152981040460553,-1.0822021878516377,-0.2888095601640115,-1.0245735768562194,-0.9705926678427724,-1.0680860063903947,0.8017837257372707,0.6661136070978724,-1.0841926671458295,-1.0371575614485695,-0.0335427639365487,-0.2135438198424166,0.7921315277906178,-0.2272125816053124,-0.0653690681004987,-0.2951815322538573,-0.106047347839971,-0.3183332127357007,-0.6477281130283665
8,2,-0.9247993451488884,-0.1191174717423835,-0.9253699683956208,-0.4448379606122803,0.734251488451041,-0.7969917048894491,-0.3162256816850233,0.983115544827211,0.680844364364009,-0.1340732618909549,-0.9445339327211484,-0.1531980740352795,-0.9638739923584092,-0.289332642309047,-0.8886065483109568,-0.7967894286233453,-0.9245250392165248,-1.2472191289246497,0.6748495640126332,-0.9791625400045636,-0.9446771473717998,-0.316008144454853,-0.1392259880938752,0.8398872392649079,-0.0952765512096674,-0.1597272382368761,-0.2178156103554389,-0.4057449580039263,-0.1363210257198585,-0.4527314297868426
8,3,-0.8815706004298551,-0.1360281931462537,-0.8928633973218725,-0.5035573883790532,0.734251488451041,-0.8303878098935153,-0.2749655603313751,0.9754955522104032,0.5852169707127055,-0.1340237121882879,-0.9239285258610648,-0.2813902788432381,-0.9335774012417852,-0.2920922801692009,-0.8465924056704498,-0.8311209326666876,-0.8816693490936938,-1.2472191289246497,0.6758025774942437,-0.9638834510182211,-0.9241337882142878,-0.2638483440750525,-0.2010167610817725,0.8616180398540262,-0.0980782815848642,-0.176784292069222,-0.2275539781468484,-0.394506297622778,-0.3594970356741501,-0.6477281130283665
8,4,-1.0197608499415176,-0.0201278830368014,-1.0156037260313655,-0.2481278775935923,0.693226227712654,-0.960167610352356,-0.156208167565657,0.9050868204311024,0.2461743932217164,-0.1340716893814793,-1.005454266046614,-0.3465953103545524,-1.05133396294036,-0.2907949260363954,-0.9855919510729672,-0.9598640728292264,-1.01935584177292,0.8017837257372707,0.6673842917400192,-1.0488076035788865,-1.004365842106081,-0.1097763183377971,-0.2074210439313154,0.813862328379736,-0.1588248901743646,-0.0141979066034634,-0.3000507161495623,-0.1659868698727621,-0.2521815410076067,-0.5177303242006839
8,5,-0.971571429598991,-0.0857084855542496,-0.9517115001277936,-0.4888775314373599,0.693226227712654,-0.9077484075611632,-0.3043858207748459,0.9591887680104354,0.455902654297871,-0.1340380259685838,-0.9799214792852056,-0.2467916906943772,-0.9970287524482984,-0.2861051288627003,-0.931723424354102,-0.9072939572628574,-0.9715208351736762,-1.2472191289246497,0.668813811962435,-1.024600590861808,-0.9805044833595554,-0.1635410356523608,-0.2328974218602662,0.813862328379736,-0.1873515994490988,-0.099120259726203,-0.2962635731195694,-0.2843674258875242,-0.3693210805801792,-0.6477281130283665
9,1,-0.9857447885232626,0.1988865819742987,-0.9707670762744732,0.6355995102963371,0.7014230830050389,-1.2719773198586777,1.2466359584583828,-0.1108105952416679,-1.0524021455658803,-0.1340871349326732,-0.8724150087108559,-0.2121931025455163,-0.8661246134726982,-0.1763848534905962,-1.0730387099021588,-1.272066187723384,-0.9864028372267742,0.8017837257372707,-0.1471245638762462,-0.7525892560574569,-0.8727047945845726,0.8571861348569683,-0.3595051674243061,0.7530507866113847,-0.9389794482860634,1.1518513266587678,-0.4904899085149,0.8200182675666499,-0.4172181962850732,-0.5177303242006839
9,2,-1.1033836675947313,0.2261087188683337,-1.038582509031773,0.6355995102963371,0.693226227712654,-1.3089244031163405,1.2186508326706909,-0.0647858398361509,-1.0524021455658803,-0.1340986245330002,-0.9409503837020036,-0.2179595339036601,-0.9867393441445405,-0.1750240118151214,-1.145433157785342,-1.3085434107694376,-1.1031090638537004,0.8017837257372707,-0.1069391620683456,-0.8709386840490494,-0.9414297435187224,0.8957041412912823,-0.3823776061726733,0.7443758163163277,-1.0074944910977015,1.12027763126698,-0.5013103171720215,0.8207675115920597,-0.287727366963054,-0.5177303242006839
9,3,-0.9970834756626832,0.2195094129546283,-0.97861348998193,0.6355995102963371,0.7014230830050389,-1.2751901097071705,1.2412542034992111,-0.1266601798846277,-1.0524021455658803,-0.1340953418008229,-0.8880930356696146,-0.17803808603959,-0.8672678810620046,-0.1838280777865754,-1.0685175029513432,-1.2752847662274471,-0.9973685229501094,0.8017837257372707,-0.1739677769416027,-0.7712435357224914,-0.8889771117179277,0.8708279288024544,-0.3682318825159905,0.7530507866113847,-0.927135769881821,1.16455338802328,-0.4823746020220589,0.8200182675666499,-0.3584580795600637,-0.3877325353730013
9,4,-1.0325168729733651,0.2129101070409229,-0.9769321156160464,0.6355995102963371,0.693226227712654,-1.296918714735132,1.2222386693101386,-0.0920654134043216,-1.0524021455658803,-0.1340978206062846,-0.9033231190009812,-0.2272745384052755,-0.875270754187151,-0.1833505410525853,-1.0966372047186113,-1.2956690967531828,-1.0328391594225312,0.8017837257372707,-0.0815254692254044,-0.7899341077604157,-0.9035198333208396,0.8571861348569683,-0.3599978045665784,0.7443758163163277,-0.962157399571785,1.1268101199687284,-0.4909407588756135,0.8200182675666499,-0.3417018569595309,-0.5177303242006839
9,5,-1.1048010034871585,0.2001239518331186,-1.0604403757882583,0.6355995102963371,0.7014230830050389,-1.332343950169825,1.1824136826122695,-0.0751490297950089,-1.0524021455658803,-0.1341021892728903,-0.9351271165458928,-0.1696102248238418,-0.9918840482964194,-0.1693370461723284,-1.156515628481854,-1.3321463197992336,-1.1050672220185815,0.8017837257372707,-0.1174223103660587,-0.8429209721786082,-0.9346878507367892,0.8579885933243497,-0.3599978045665784,0.7530507866113847,-0.9850806480961246,1.121003463344952,-0.4959001128434604,0.8215167556174695,-0.1933403970896843,-0.5177303242006839
